sentiment,review
positive,Péssimo
positive,"Tudo péssimo, principalmente a zurrapa a que chamam “vinho”! Quando começarem a produzir vinho com uvas voltarei."
positive,Agradavel
positive,Estar alojado no clube de campo e não aproveirar a visita a esta adega é quase um pecado.
positive,Adega moderna  e sostificada
positive,Uma visita obrigatória
positive,"Excelente adega, enquadramento paisagístico perfeito e pessoas muito agradáveis.Portugal no seu melhor.*****"
positive,"Uma visita obrigatória para quem passa em Santa Vitória, além do Hotel Clube de Campo pertencente ao Grupo Vila Galé."
positive,"Uma visita a não perder quem passa em Santa Vitória porque se tem contacto e conhece-se com os vários vinhos e produtos regionais que são produzidos pela Casa Santa Vitória, além de podermos prová-los e comprá-los ao preço de produtor. Aconselho vivamente, procurem e vivam uma estadia inesquecível no Vila Galé Clube de Campo!"
positive,"Educativo , relaxante e “simpático “"
positive,"Simpático e educativo . São perto de 40 minutos muito bem passados com explicações sobre vinho que qualquer um pode entender . Após a visita as cisternas , laboratórios e caves temos uma pequena degustação do vinho aí produzido ......"
positive,Excelente
positive,"Espero que continuem com esta simpatia e requinte, fomos muito bem recebidos e informados acerca do que a casa Santa Vitória engloba no seu geral."
positive,Caves Sta. Vitória
positive,"Durante a nossa estadia no Vila Galé Clube de Campo, decidimos visitar as caves de vinho de Santa Vitória. A guia Liliana foi muito simpática e competente, fazendo uma visita à Casa de Santa Vitória, entre o laboratório, audiovisual e caves, com toda a informação sobre as herdades, os vinhos, azeites... etc. Valeu a pena e aconselho."
positive,Excelente!
positive,"Herdade fantastica e puro Alentejo! Local de beleza única, relaxante e rejuvenescedor Profissionalismo e bem receber!"
positive,Tranquilidade e qualidade
positive,"Excelente acolhimento nas Caves Santa Vitória, durante uma curta estadia no Clube de Campo. Visita muito bem conduzida e de grande interesse."
positive,Muito bom...
positive,"Loja acolhedora, atendimento personalizado e sempre com simpatia."
positive,"Vinhos muito bons, com óptima qualidade"
positive,"Herdade gigante, ideal para desfrutar da natureza na sua plenitude."
negative,Simpatia de todo o pessoal é gratificante.
positive,Visita obrigatória
positive,Visita bem organizada e estruturada. Adequada a todo o público. Questões colocadas e prontamente esclarecidas.
positive,Possibilidade de aquisição de produtos a preços muito convidativos.
positive,Local a visitar brevemente.
positive,Escapada
positive,Bom sitio para fazer férias com crianças. Muito calmo e com boas infraestruturas para passar uns bons dias.
positive,Brilhante adega
positive,"Visitei a casa de santa vitória e fiquei muito satisfeito quer pela explicação que me foi dada durante toda a visita, o empenho da equipa em funções no momento, do asseio de todas as instalações por onde passei e da prova de vinhos."
positive,Almoço
positive,Levei um amigo para o restaurante em Santa Vitória para almoçar - pedimos o ensopado de borrego - foi terrível - era como se eles tivessem fervido o cordeiro na água e decidiram servi-lo. . . . .
positive,Então aqui está esperando que eles mudem seu menu
positive,Almoço de negócios
negative,Não recomendado
positive,"Não é recomendado. Eu fiz um esforço grande para torná-lo para o último tour, eu estava a poucos minutos de atraso devido às obras rodoviárias etc quando eu cheguei eu não estava bem-vindo em tudo, a equipe bastante inútil."
