sentiment,review
positive,Surpresa maravilhosa : a Igreja e a guia
positive,"Monumento de enorme valor artístico (talhas douradas, azulejos, pinturas)."
negative,Surpreendente até pelo contraste da simplicidade exterior com a riqueza interior.
positive,Mas a visita não seria a mesma sem a valiosa viagem guiada pela Susana aos Prazeres e Mistérios de Maria.
positive,"Portanto, se passarem por Beja visitem esta preciosa obra de Arte... mas exijam a presença da Susana, sem a qual vão perder 90% da leitura e interpretação artística e esotérica."
positive,Sei quem vai dormir bem hoje... boa noite Susana !!!
positive,Marco episcopal da cidade
positive,"Junto ao arco dos prazeres apresenta um magnífico altar, os frescos, pequena de dimensão mas grande na história que tem para contar."
positive,Surpreendente
positive,Mais uma vez se aplica: Quem vê caras não vê corações.
positive,"Está igreja é de uma beleza tal, que quem por Beja passar tem de a visitar obrigatoriamente. Efectivamente vista por fora não gera grandes expectativas, mas ao entrar é de facto difícil não se ficar de boca aberta. Deve-se também dar atenção à história e às histórias por que já passaram aquelas talhas douradas."
negative,Imperdível.
positive,Frescos e azulejos magniíficos
positive,Visita muito interessante não só pelos frescos pintados e azulejos sobre Jesus Cristo mas pela história da sua edificação
positive,Muito simples por fora e riquíssima por dentro
positive,Quem passa por fora não dá nenhum valor a esta riquíssima igreja. A simplicidade do exterior engana as pessoas. Só quem entra pode dar valor a esta igreja.Os paineis da igeja de sfrancisco passaram para esta igreja. É barroca por dentro e por fora não parece. As colunas em mármore merecem atenção especial.
positive,Uma entrada surpreendente na Igreja de Ouro
positive,A talha dourada e o tecto são surpreendentes.
positive,A incluir num roteiro de visita por Beja. Recomendo vivamente
positive,Bonita
positive,"É uma igreja com uma fachada modesta mas o seu interior é de uma riqueza artistica. Toda revestida a talha dourada, com azulejos do séc. XVIII e lindas pinturas no tecto."
positive,Igreja do sec. XVII
positive,"O corpo da igreja encontra-se revestido por talha barroca e azulejos do século XVIII, muito bonitos."
positive,Linda
positive,Igreja muito bonita. Altar de particular beleza
positive,"Bem localizada, com fácil acesso."
positive,Simpatia do pessoal
positive,A visitar.
positive,Magnífico tecto
positive,"Excelente ponto turístico, com uma história magnífica, retratada em dislumbrantes gravuras e um tecto lindíssimo. Tudo explicado por um excelente profissional entendido na matéria. Passagem obrigatória."
negative,Vir a Beja e não visitar este edifício único da arquitectura e arte portuguesa é um crime
positive,"O melhor atendimento de Beja, sempre aberto, sempre disponível."
positive,Que tesouro aqui encontrei.
positive,"Este local devia ser a estrela que guia o património de Beja, em todos os sentidos."
positive,"Parabéns ao rapaz que acolhe, é um erudito, fal várias línguas é um encanto."
negative,Soberba
positive,"Fazendo parte do património histórico da cidade, esta igreja possui uma riqueza azulejar e dourada de inegualável valor.Atrevo-me a dizer que as peças de arte sacra de maior valor se encontram no seu interior.Por vezes são emprestadas para exposições para dentro e fora do país..."
positive,Igreja barroca
positive,"Local muito interessante para observar pintura e azulejaria do século XVII, de dois pintores consagrados. Frescos do teto fora de série. Talha dourada relevante."
positive,Teto lindíssimo
positive,"Recomendado pela simpática senhora do castelo, teto lindissimo cheio de pinturas, pena não se poder tirar fotos, nem sem flash..."
positive,Igreja belíssima
positive,"A igreja é simplesmente linda e vale a pena a visita. Infelizmente, o Museu estava fechado, mas ficará para uma próxima."
negative,Pinturas deslumbrantes
positive,"Igreja pequena mas com uma magia tremenda por dentro.quadros e frescos no teto de grande qualidade.tivemos o prazer de ouvir a história associada a cada pintura, do senhor que nos recebeu."
positive,Lindo
positive,"Para quem está visitando a cidade de Beja, esta deslumbrante igreja nåo deve ficar de fora. O museu vai agradar os amantes da arte sacra. A entrada custa apenas 2 euros. Recomendo!"
