sentiment,review
positive,Arte moderna
positive,"Museu com impacto na cidade, não só pelas peças que tem em exposição e pelas várias peças em exposição temporárias mas pelo contraste do moderno com o antigo"
positive,Surreal
positive,Um espaço a visitar um espaço onde o surreal se apodera de nós e nos leva num passeio mágico. VGolto lá sempre que posso.
positive,Peças muito interessantes
positive,Espaço pequeno mas muito bem organizado.
positive,Peças muito interessantes.
negative,Atendimento simpático.
positive,A visitar.
positive,"Pequeno, mas grande em valor!"
positive,"Espaço no centro da cidade, de pequena dimensão, mas de grande valor artístico e cultural, pelas obras expostas do escultor Jorge Vieira!"
positive,Jorge Vieira
negative,Um museu pequeno mas cheio de história.
positive,"Para quem quiser conhecer mais um pouco de Jorge Vieira e o porquê de um museu seu na cidade de Beja, é o local ideal!!!"
positive,Espaço de referência
positive,"De entrada gratuita, o Museu Jorge Vieira apresenta algumas peças do próprio Jorge Vieira - um dos maiores nomes da escultura portuguesa - em duas pequenas salas no segundo andar da Casa das Artes."
positive,A visitar
negative,O ambiente é agradável
positive,Talvez não seja protraio numa visita breve a Beja
negative,Depende das exposições que se efectuam
positive,Surpreendente
positive,"Aqui pode-se apreciar a obra do artista plástico fabuloso que foi Jorge Vieira. Para além desta coleção costuma haver exposições temporárias de outros artistas, o que dinamiza a parte cultural da cidade. Tem entrada gratuita."
positive,Importante papel de dinamização cultural na cidade
positive,Excelente
positive,"Este charmoso museu é bem pequeno, mas interessante, dedicado à obra do famoso escultor português, Jorge Vieira. A entrada é grátis!"
positive,Para apreciadores de arte
positive,Para quem gosta de arte não deve perder. Situa-se na zona velha da cidade entre o museu e a praça da republica. Possui obras lindíssimas e o próprio edifício é uma obra de arte por dentro.
positive,"Antigamente funcionava também como bar/disco, e estava sempre cheio, foi uma pena ter acabado."
positive,"Uma pequena jóia, escondida nas ruas secundárias."
positive,"Isso foi um pouco confuso para encontrar, mas ficamos contentes que perseveramos."
positive,"As boas-vindas à chegada foram genuinamente entusiasmadas, como se agradecidas pelo nosso interesse. A senhora encantadora na área de recepção nos deu mapas e folhetos para ajudar nossa visita, então nos falou o Museu Jorge Vieira estava livre."
positive,"Lá em cima fomos para duas pequenas salas que abrigavam toda a coleção. E que coleção, talvez vinte peças, cada uma valendo inspeção? Nós amamos e, dependendo do gosto, você pode não, mas verifique-se. Um grande artista que abrange o final do século 20 até o início da rua 21."
