sentiment,review
positive,Não passa indiferente!
positive,"Fica ao lado da Câmara Municipal e a sua arquitetura intrigou-me pela beleza, imponência e enquadramento. Gostei muito do exterior mas não a visitei dentro."
positive,Artenato
positive,"Foi uma igreja, mas infelizmente destruiram mais da metade. O que sobrou, o altar, está instalado uma loja que vende produtos locais, por sinal, bons."
positive,Monumento de referência
positive,"Exterior imponente em pedra trabalhada, vale, essencialmente pelo exterior. O interior é pequeno e sem grande apontamentos históricos."
negative,Bonito no exterior
positive,"Monumento com vista interessante por fora, uma vez que esta antiga igreja já foi desactivada para prática religiosa."
negative,No seu interior remedolado serve como
negative,Loja de artesanato.
positive,Esperava mais!
positive,"Por fora parece ser mais. Depois, por dentro é pequeno e acaba por ser um sitio de venda de artesanato local. Para quem procura artesanato é o sitio ideal"
positive,Muito bonita
positive,"Apesar de ser muito bonito, o espaço está descaracterizado pois foi transformado numa loja que vende lembranças da região."
positive,Era para ser um açougue
positive,"Este lindo monumento, era destinado a açougue imaginem! Os pórticos embora não terminem  em ferradura ainda transmitem cópias de arte muçulmana mais pelas colunas  interiores. Hoje há uma pequena exposição e venda de artesanto no seu interior, Recomendaria a aquisição de bilhas decorativas para água o um preço muito convidativo. e ímans de diversas formas algumas em cortiça muito originais e bom preço.."
positive,Descaracterizada
positive,Teria sido uma igreja...hoje não passa de um espaço em que de igreja pouco ou nada tem.
positive,Apenas serve de venda de produtos...tipo loja.
positive,Aparenta ser mais interessante por fora do que por dentro.
positive,A visitar.
positive,"Em bom estado de conservação.Situada a 200 metros do castelo e em pleno centro historico.A ter em atençao, que os parques de estacionameno em redor,são pagos."
positive,Uma Igreja Invulgar
negative,"Fundada no séc.XVI noutro local, foi transferida para um edifício renascentista construído na actual Praça da república e destinado a açougue. A Igreja foi sendo aumentada e é um exemplar da transição entre o Renascimento e o Maneirismo de influência italiana. No princípio do séc.XX é profanada e serviu para as mais incríveis funções. Em meados do sé.XX é retirado o seu espólio e restituída à sua traça inicial. Dela resta a bela LOGGIA e pouco mais."
