sentiment,review
positive,Passeio em família
positive,"Espaco verde limpo e cuidado, excelente para relaxar e passear com criancas pequenas. Fomos à procura das joaninhas;)"
positive,Tem um espaco amplo dedicado a crianças.
negative,Jardim simpático no centro de Beja
positive,"Este jardim no centro de Beja, ao lado da Pousada, é bastante agradável. Nota-se que é bem cuidado. Tem bastante arvoredo, lagos com patos e um parque infantil. Soube bem descansar à sombra num dia de calor."
positive,Memórias de infância
positive,Espaço interessante onde podem ser vistas vários tipos de plantas. Tem um parque infantil cheio de atracções com ênfase na casinha típica do Alentejo que faz as delícias dos mais novos
positive,Jardim
positive,"Bom jardim público para passear com crianças, bem tratado e com áreas para brincar, fazer exercício ou simplesmente passear."
positive,Descontração e fresco
positive,"Jardim bem cuidado, bom para um passeio para refrescar do calor do alentejo e para descontrair. Bem tratado!"
negative,Paraíso no Centro da Cidade
positive,"Um espaço que nos faz esquecer o burburinho do dia a dia da cidade. Um espaço muito agradável, que convida à leitura e meditação."
positive,Im jardim...
positive,"Um jardim pequeno e sem grandes atrações. Um lago, umas árvores, um jardim infantil e umas gaiolas com galos e rolas. Nada de especial."
positive,Muito estimado
positive,Agradável visita ao fim da tarde a este simpático jardim com muito boa vista. É um jardim pequeno mas muito bem cuidado. Os lagos estão limpos e  bem cuidados. Adorei o coreto.
positive,Jardim aprazível e bem cuidado.
positive,Fica bem localizado. Parqueamento  fácil
negative,Um bar de apoio.
positive,Espaco infantil
positive,"Tem,ainda,algus animais em espaço próprio,"
positive,Bem cuidado
positive,Muito bem cuidado quanto a limpeza mas merecia mais investimentos em paisagismo . Bem localizado propicia momentos agradáveis de tranquilidade.
positive,A visitar
negative,Espaço agradável e bem cuidado.
positive,Proporciona um espaço verde muito importante para a cidade.
positive,Algumas árvores excepcionais
positive,Local lindo
positive,Lindo e agradável espaço para se relaxar e passear. Tranquilo onde se pode observar diversas espécies de plantas e passaros.
positive,O Jardim é enorme!
positive,O Jardim de Beja fica muito bem situado e pelo seu tamanho e pela variedade e diversidade do que nos oferece é maravilhoso.
positive,Jardim bonito para passear
negative,"Um jardim na cidade onde se pode passear num ambiente muito charmoso e acolhedor, a limpesa é de facto surpreendente"
positive,Pouco cuidado
positive,"Jardim público perto do mercado e do centro da cidade. Espaço generoso com parque infantil e lago com patos, muito arborizado. Não sei como será no verão mas no inverno é pouco cuidado."
positive,òtima opção de passeio
positive,Um jardim belo e bem cuidado que vale pela paisagem e pelo interessante passeio a pé. Traz ainda alguns interessantes tópicos históricos a ser pesquisado e explorado.
positive,Um espaço pitoresco e bastante intimista
negative,"O Jardim Gago Coutinho e Sacadura Cabral localiza-se no extremo do centro histórico de Beja, é gradeado e possui duas portas de acesso. A sua arquitectura e vegetação confere-lhe um espaço pitoresco e bastante intimista. Destacam-se o monumento alusivo à morte do Lidador, o miradouro, o coreto, o lago dos patos e o parque infantil. Perfeito para descansar e para fazer passeios românticos e/ou em família."
positive,Jardim magnífico e bem cuidado
positive,"O jardim de Beja para além de me fazer recordar a minha infância continua lindo, bem cuidado, cheio de sombras, flores bonitas, estátuas e lagos."
positive,Lindo Jardim no centro de Beja
positive,"Este jardim surpreende por estar tão bem cuidado e cheio de flores, sobretudo por esta região ser tão quente. É um local muito tranquilo."
positive,Tem parque infantil.
positive,Tem um coreto.
negative,No verão fazem alí festas e eventos.
positive,Frescura na planície
positive,"Principalmente quando o calor aperta, faça uma vista a este belo jardim, no centro da cidade de Beja, cheio de verde e de canteiros coloridos."
positive,"Se tiver crianças pequenas, tem o parque infantil com o Montinho alentejano e a Casa do Lago para os mais crescidinhos, com jogos, brinquedos e revistas."
negative,Há também um pequeno quiosque onde pode tomar uma bebida. Muito agradável.
positive,Belo jardim no centro da cidade
positive,"Este é um excelente local para passear quando se visita Beja, mesmo nos meses mais quentes de verão, o jardim possui várias sobras."
positive,Todos passam por aqui
positive,"Jardim centenário bem no centro da cidade, oferece aos da mais tenra idade, até aos de idade avançada, espaços de convívio e lazer que vale a pena usufruir.O parque infantil, o carrinho com o burro, o lago dos patos e o mini zoo, prendem a atenção de quem o visita.Também as rochas catalogadas e a árvore pré-histórica interessam os visitantes.Nele se organizam eventos físicos e culturais em colaboração com a biblioteca José Saramago..."
negative,Bucólico
positive,"Um passeio muito bonito para a família. O jardim é bem bonito, possui opção de brinquedos para crianças e alamedas muito bonitas. Precisa ser melhor cuidado, mas é muito bonito."
positive,Jardim grande e tranquilo
positive,"Local aprazível, bom para descansar um pouco depois de perambular pelas ruas antigas e ladeiras de Beja. Ocupa uma área relativamente grande, para o tamanho da cidade. Está bem cuidado, com equipes de manutenção dos canteiros."
negative,Jardim agradável
positive,"Jardim simpático e agradável bem no centro de Beja. Está cuidado, embora o parque infantil careça já de intervenção. As sombras são boas e a atmosfera histórica é contagiante. Na data da minha visita estava a decorrer uma exposição sobre geologia, que me parecer ser o género de iniciativa que faz todo o sentido. A não perder."
positive,Tranquilo e lindo
positive,Quando chegámos a Beja procurávamos um lugar para estacionar e encontrámos um local ao lado do jardim. Então é aqui que começamos a explorar Beja. Nós caminhamos ao redor e realmente desfrutamos os jardins de flor e árvores grandes. Foi um bom começo para a nossa visita em Beja.
