sentiment,review
positive,Perda de tempo
positive,"Era domingo e verificamos se estariam abertos antes de sair do hotel. Ao chegar ao local encontramos na porta um aviso de “volto já” tivemos cerca de 45 minutos a espera e ninguém apareceu. Fomos buscar o carro e quando passamos a porta novamente (já após a hora de encerramento) o papel que dizia “volto já” havia desaparecido. O que fez parecer que a pessoa responsável sabia que estávamos à espera e aguardou que nós retirássemos para encerrar efectivamente o espaço. Estamos no Alentejo e as pessoas deixam se levar, mas o respeito ao visitante era o mínimo que poderíamos esperar."
positive,"Com os pés no chão onde habitou vida, preste atenção em cada detalhe!"
positive,"O núcleo museológico de Beja, tem uma ideia bastante original e interessante de se ver. Todo o piso é revestido em vidro que nos permitem apreciar cada detalhe que se encontra embaixo dos nossos pés. As estruturas arqueológicas são bastante interessantes, fora isso o núcleo integra uma exposição de permanente com os achados das escavações, objetos , cerâmicas, ossos e outros materiais.É possível,  observar algumas estruturas que caracterizavam o período romano. Fora,que não se paga absolutamente nada para a entrar e o conhecimento adquirido durante o passeio, não tem preço! Vale muito a pena!"
positive,História debaixo dos nosso pés
positive,"Visite vestígios que povos antigos, de várias épocas deixaram na cidade. É quase possível imaginar como era a vida naquele local."
positive,Muito boa intervenção arqueológica
positive,"Este local resulta da descoberta de ruínas de passados distantes do local que é hoje a cidade de Beja e que foram colocadas à vista de todos através de uma intervenção muito bem feita, que as preserva e ao mesmo tempo dá a conhecer. A não perder numa visita a Beja."
positive,Raro em Portugal
positive,Rico museu de arqueologia que nos mostra de modo espetacular a vivência do povo na época romana. Excelente explicação escrita dos objetos e da casa romana.
positive,Milhares de anos de história!
negative,Beja uma cidade muito antiga... vestígios deslumbrantes de eras passadas! Literalmente permite andar por épocas muito distantes...
negative,Um nome que esconde a sua riqueza
positive,"o nome núcleo museológico é pouco elucidativo para este museu. A nova concepção de museu é de facto uma forma ideal para mostrar a riqueza destas escavações valiosas da época romana que aqui foram encontradas por acaso, e agora muito bem preservadas pela CMB e a forma como está exposta ao público. Aconselha-se uma visita guiada, embora existam dísticos explicativos."
positive,Surpreendente
positive,"Em Portugal nunca tinha visto algo assim. Um museu em cima de uma escavação, devidamente preservada e na qual podemos ver os pormenores por cima, através de uma plataforma de vidro e vigas de aço. Além disso podemos também observar outros objectos, admiráveis e valiosos, que, pessoalmente, deixam-me sem palavras."
positive,Vale a visita.
negative,"Museu muito bem organizado mas um pouco sujo em seu interior devido à dejectos de pombos. Um imenso painel explica o que está sobre seus pés, perfeitamente visível através do piso de vidro."
positive,Um espaço com história
negative,"Um espaço que merece a visita, um local cheio de história e muitas estórias. Um espaço agradável e para um passeio em família."
positive,Vale a visita
positive,"Um museu com uma única sala onde se anda em cima duma estrutura de vidro, podendo observar umas ruínas romanas por debaixo."
positive,Estando em Beja não deve deixar de visitar
positive,Os Romanos
positive,"Excelente centro, onde foi possível passear por cima das ruínas romanos devido à estrutura em vidro lá presente. Vale mesmo a pena passar por lá. A funcionária Fernanda foi excelente pois explicou com detalhe o que ali estava. Muito bom."
positive,Uma manhã por beja
positive,"Uma manhã por beja divertida em familia. As pequenas adoraram, 5 e 10 anos. Fica perto do restaurante vovo Joaquina onde pode degustar um dos deliciosos pratos e passear pelo centro de beja"
positive,Muito bom
positive,"Uma visita super interessante, muito bem concebido e pensado, mas deveriam haver mais explicações, pelo menos numerar as áreas referidas de forma a ser mais fácil localizar na planta disponível."
positive,Beja Romana
positive,Uma visita à cidade romana sob os pés dos visitantes que vala a pena conhecer para sentir a História.
positive,Interessante
negative,"Muito interessada,  sobre termas romanas. Bem organizado.  Atendimento muito simpático e profissional. Recomendo"
positive,Magnífico Museo.
negative,"Um excelente espaço e muito interessante que nos conta os nossos antepassados, magníficos vestígios romanos , magníficas peças arqueológicas da idade do ferro, que nos fazem reviver a história desta interessante cidade. Bem conservado e as escavações encontram-se de baixo de um imenso vidro que nos deixa  contemplar as ruinas romanas, vale a pena ver..."
positive,Bem concebido
positive,Foi uma agradável surpresa andar literalmente sobre a nossa história. Localização excelente. Gratuito.
negative,Caminhar sobre ruinas
positive,"Espaço bem pensado e até com alguma vertigem, onde se caminha sobre as ruínas de uma Beja da idade do ferro, ou do império romano. Nas paredes a história e o contexto acompanhados de artefactos e utensílios antigos. Aprende-se muito."
positive,Recolha museológica muito interessante implantada em local onde foram encontrados e escavados vestigios romanos e outros.
positive,"O material exposto está muito bem datado e explicado, mesmo para um não perito."
positive,Vale bem a pena fazer uma visita.
positive,Tesouro escondido!
positive,"Localizado na Rua do Sembrano, o espaço está bem idealizado, para se poder observar o que foi descoberto aquando da escavação para a construção duma habitação particular! Que outros tesouros estarão escondidos pela cidade!"
positive,Uma surpresa inesperada ao passear pela cidade
positive,Espaço museológico pequeno mas agradável. Reúne vestígios de Beja em séculos passados vistos de cima para baixo através do piso em vidro. Entrada gratuita. No Verão o espaço será bom para fugir à temperatura elevada. Falta de artigos (recordações) para venda.
positive,PAx Julia
positive,"Com este museu, podemos ter um pequeno vislumbre do que foi a cidade=)"
negative,A entrada é gratuita e podemos caminhar por cima das ruinas! Espectacular
negative,Um pouco de história...
positive,Visitámos esta atração em família durante a visita á Cidade de Beja. Foi realmente uma agradável surpresa podermos visitar com as nossas crianças esta linda exposição e de forma gratuita!!! Muito enriquecedor!
positive,Vestígios arqueológicos daquilo que foi a cidade de Beja
positive,"Como o próprio nome indica, este é um espaço museológico que reúne alguns vestígios daquilo que foi a cidade de Beja na antiguidade. A maior parte da exposição está por baixo dos nossos pés, visível através de um passadiço de vidro – é necessário colocar uma proteção no calçado. O espaço é pequeno e a visita não demora mais de 15 minutos. A entrada é gratuita."
