Expressao, Frequencia
"frutos vermelhos deliciosa", 0.012164019732225138
"optimos petiscos", 0.03107735477427921
"sangria de frutos", 0.050888965170882816
"frutos vermelhos", 0.050888965170882816
"vermelhos deliciosa", 0.050888965170882816
"simpatia da senhora", 0.050888965170882816
"perfeito", 0.13696809108329627
"petiscos", 0.13696809108329627
"atendeu", 0.13696809108329627
"optimos", 0.2200560909321288
"sangria", 0.2200560909321288
"frutos", 0.2200560909321288
"vermelhos", 0.2200560909321288
"deliciosa", 0.2200560909321288
"simpatia", 0.2200560909321288
"senhora", 0.2200560909321288
"Excelente", 0.26303348124903125
"visitar", 0.3553358554145339
"Excelentes tapas feitas", 0.0073324509242396925
"Puro Sabor Alentejano", 0.025443144896953086
"Excelentes tapas", 0.03107735477427921
"tapas feitas", 0.050888965170882816
"feitas com dedicacao", 0.050888965170882816
"Sabor Alentejano", 0.06156745251157566
"Puro Sabor", 0.11118360067254619
"Excelentes", 0.13696809108329627
"pormenor", 0.13696809108329627
"Alentejano", 0.2059622894072478
"tapas", 0.2200560909321288
"feitas", 0.2200560909321288
"dedicacao", 0.2200560909321288
"Sabor", 0.2815891253011357
"belo momento gastronomico", 0.35487136790899465
"Puro", 0.3553358554145339
"Otimo", 0.44538603402402266
"gastronomico", 0.44538603402402266
"amigos e passar", 0.5286731219590494
"passar um belo", 0.5286731219590494
"Ideal para saborear", 0.015099935621315529
"ouvir boa musica", 0.015099935621315529
"copo de vinho", 0.02249651976012989
"vinho alentejano", 0.02249651976012989
"alentejano e ouvir", 0.02249651976012989
"Ideal", 0.10028582371075691
"musica", 0.10028582371075691
"saborear", 0.14832923246533666
"copo", 0.14832923246533666
"vinho", 0.14832923246533666
"alentejano", 0.14832923246533666
"ouvir", 0.14832923246533666
"ambiente acolhedor", 0.165573765898185
"simpatico", 0.2790829227183407
"ambiente", 0.37689977775222827
"acolhedor", 0.37689977775222827
"dono", 0.37689977775222827
"Fantastica decoracao", 0.015465128052409167
"enquadram na modernidade", 0.015465128052409167
"variedade de pecas", 0.02140921543860024
"Fantastica", 0.10519328464496844
"modernidade", 0.10519328464496844
"tomar um cafe", 0.12025258825090053
"lanchar ou provar", 0.12025258825090053
"decoracao", 0.1447773057422032
"variedade", 0.1447773057422032
"pecas", 0.1447773057422032
"enquadram", 0.1447773057422032
"provar os petiscos", 0.1588666998905099
"espaco agradavel", 0.1588666998905099
"agradavel e acolhedor", 0.1588666998905099
"musica ambiente", 0.1588666998905099
"Adoramos e voltaremos", 0.21620770529133224
"clientes que entram", 0.2704390918235917
"Entra-se", 0.27573389687933125
"cafe", 0.2899204041465753
"lanchar", 0.2899204041465753
"GPS andava", 0.013693275263624896
"deriva porquanto", 0.031065172663636516
"ART DECO", 0.03519656246732045
"Escola Agricola", 0.05415729106250695
"Agricola da paia", 0.07056493476967347
"GPS", 0.07782281676808142
"apos tomar mos", 0.0952882029399164
"wine bar cafe", 0.1032105542012145
"Beja para recolher", 0.10570832312806831
"Victor pessoa", 0.10570832312806831
"cursado na Escola", 0.10570832312806831
"pequena chuva deparamos", 0.12174241674776745
"atendeu referindo estao", 0.12174241674776745
"mesmo tinha cursado", 0.12174241674776745
"bar cafe casa", 0.13866170851835674
"paia", 0.1454019317183551
"cafe", 0.1547527820514597
"wine bar", 0.16525997239857834
"apos tomar", 0.16525997239857834
"andava", 0.173577659124144
"encontrar em Beja", 0.010537168047741534
"Beja um sitio", 0.010537168047741534
"Dificil encontrar", 0.017304537478540064
"copo de vinho", 0.017304537478540064
"sitio para beber", 0.022742490708359434
"beber um copo", 0.022742490708359434
"Beja", 0.06992552751006172
"Dificil", 0.11407044899565287
"vinho", 0.11407044899565287
"Finalmente demos", 0.13239617352879152
"ofereceu por dentro.", 0.13239617352879152
"encontrar", 0.14911998909321716
"sitio", 0.14911998909321716
"beber", 0.14911998909321716
"copo", 0.14911998909321716
"fora prometia", 0.1670819317934296
"renovacao", 0.21637769784235603
"Gostamos do vinho,mas", 0.22761635871176208
"nao era muita", 0.22761635871176208
"simpatiquissima dona", 0.22761635871176208
"gosto mora", 0.030803441134664936
"Come-se e bebe-se", 0.1539412127363319
"ouve-se boa musica", 0.1539412127363319
"pessoal da casa", 0.1539412127363319
"gosto", 0.17286683788205306
"mora", 0.17286683788205306
"vao ter direito", 0.21489669178785997
"dedos de conversa", 0.21489669178785997
"conversa bem interessante", 0.21489669178785997
"Come-se", 0.3171947781126727
"ouve-se", 0.3171947781126727
"sorte", 0.3171947781126727
"calma", 0.3171947781126727
"casa", 0.3171947781126727
"gente bem gira", 0.34393543650132563
"bebe-se", 0.4205766817284309
"musica", 0.4205766817284309
"apanharem", 0.4205766817284309
"vao", 0.4205766817284309
"direito", 0.4205766817284309
"Tapas preparadas", 0.03107735477427921
"sabor requintado", 0.03107735477427921
"preparadas com cuidado", 0.050888965170882816
"cuidado e sabor", 0.050888965170882816
"Tapas", 0.13696809108329627
"requintado", 0.13696809108329627
"Ambiente calmo", 0.1445099069107937
"tranquilo e prezamos", 0.21339268578732606
"simpatia do pessoal", 0.21339268578732606
"preparadas", 0.2200560909321288
"cuidado", 0.2200560909321288
"sabor", 0.2200560909321288
"prezamos a simpatia", 0.32441639786848336
"Ambiente", 0.3553358554145339
"calmo", 0.3553358554145339
"tranquilo", 0.3553358554145339
"pessoal", 0.3553358554145339
"prezamos", 0.4949246952252326
"simpatia", 0.4949246952252326
"continuar a frequentar", 0.5286731219590494
"Comida maravilhosa", 0.01552184797949213
"ambiente calmo", 0.02541909697430123
"escolha do servico", 0.02541909697430123
"gosto na decoracao", 0.04188746641162499
"decoracao e escolha", 0.04188746641162499
"Comida", 0.12363091320521931
"maravilhosa", 0.12363091320521931
"ambiente", 0.12363091320521931
"servico", 0.12363091320521931
"Recomendo provar", 0.18075564686791562
"jantar das quintas-feiras", 0.18075564686791562
"calmo", 0.2005079697193566
"gosto", 0.2005079697193566
"decoracao", 0.2005079697193566
"escolha", 0.2005079697193566
"provar o jantar", 0.2766850298235749
"Recomendo", 0.32883716426354986
"quintas-feiras", 0.32883716426354986
"provar", 0.46553351027698087
"jantar", 0.46553351027698087
"querer voltar", 0.017709570855595484
"espaco a par", 0.0197137765989617
"atende faz-nos", 0.0197137765989617
"faz-nos sempre querer", 0.0197137765989617
"simpatia do espaco", 0.033678462886858475
"par da simpatia", 0.03367846288685848
"simpatia", 0.04825360836394955
"epoca", 0.11908841548801294
"voltar", 0.1251521764549916
"pequeno almoco simpatico", 0.13363654860840873
"decoracao", 0.13565448769363836
"espaco", 0.13904192504201204
"par", 0.13904192504201204
"atende", 0.13904192504201204
"faz-nos", 0.13904192504201204
"querer", 0.13904192504201204
"Beja", 0.14600197591411937
"provar deliciosas iguarias", 0.2056979940320647
"pequeno almoco", 0.20610888364855792
"pequenos almocos", 0.20610888364855792
"Fiquei realmente curioso", 0.005712898566739628
"Fiquei realmente", 0.02852444613600453
"realmente curioso", 0.03718508316914187
"encontra em Beja", 0.11277010135815087
"Fiquei", 0.14646921512160085
"bar de vinhos", 0.1563147045342883
"vinhos", 0.1857205539889524
"realmente", 0.1893460490942948
"curioso", 0.1893460490942948
"bar", 0.1893460490942948
"Beja", 0.2262683475320818
"voce encontra", 0.25093712386841704
"otima localizacao", 0.254841780754544
"otimas", 0.27192061403662376
"simplesmente perfeito", 0.3364539819834082
"Lugares agradaveis fora", 0.3583674986928783
"Diferente", 0.3734302821803118
"localizacao", 0.3734302821803118
"Lugares agradaveis", 0.43879609221424587
"agradaveis fora", 0.43879609221424587
"doces caseiros", 0.02541909697430123
"Beja", 0.09705179139403544
"caseiros", 0.12363091320521931
"Servico rapido", 0.18075564686791562
"atmosfera autentica", 0.18075564686791562
"cappuccino", 0.2005079697193566
"doces", 0.2005079697193566
"rapido em atmosfera", 0.2766850298235749
"Servico", 0.32883716426354986
"autentica", 0.32883716426354986
"rapido", 0.46553351027698087
"atmosfera", 0.46553351027698087
"passear por Beja", 0.013296067476682176
"Beja e encontramos", 0.013296067476682176
"Estavamos cansados", 0.021663561572235826
"cansados de passear", 0.029809586130451413
"Beja", 0.07712360917280271
"Estavamos", 0.12462995709492256
"atmosfera relaxada", 0.1595668298351184
"cansados", 0.17013728889024776
"passear", 0.17013728889024776
"encontramos", 0.17013728889024776
