sentiment,review
positive,"Um local extraordinario para passar alguns dia de descanso. Excelentes condicoes, quarto muito bem decorado e muito agradavel. Os proprietarios e os funcionarios foram extremamente simpaticos fazendo sentir cada hospede como o mais importante.Foi um local que nos marcou pela positiva e onde esperamos regressar assim que possivel."
positive,"Monte Saraz continua a ser o nosso oasis de serenidade para descansarmos em familia. Aqui encontramos um lugar magico que nos acolhe de bracos abertos, e as pessoas sao extremamente simpaticas e cuidadosas. Ir de canoa ate a ilha e uma das coisas mais incriveis e relaxantes que aqui temos feito, e nao faltam actividades, desce passear de bicicleta entre monumentos megaliticos ate a subir ao magnifico castelo por caminhos romanos que evocam outros tempos. A piscina esta linda como sempre, e e o lugar perfeito para descansar. Certamente continuaremos a voltar aqui!"
positive,"Por vezes, procuramos por aquele local onde poderemos descansar, conhecer, descobrir e desfrutar em familia.  Porem, esse lugar encontra-se escondido no nosso Alentejo, bem proximo de Monsaraz.  Monte Saraz. Muito nos apraz!! Nao ha palavras para descrever a estadia fantastica, com paz, sossego um ambiente acolhedor!! Todos sao simpaticos e maravilhosos!!' ....'Gostei muito deste hotel principalmente das piscinas e dos gatos...adorei!"
positive,"Fui sem saber para onde, uma surpresa da minha namorada.  Quando cheguei ao local nao me parecia mais que um mero monte perto de Monsaraz.  Ao entrar comeco por perceber a enorme hospitalidade do casal, dono do espaco, que nos colocaram como se estivessemos em casa.  A maior surpresa comeca quando percebemos que tinhamos chegado a um pequeno oasis no meio do Alentejo. Excelente ambiente, acolhedor e propicio para um verdadeiro passeio de namorados.  Para quem procura paz, sossego, este e o local ideal. Mosaraz esta a 5 minutos com uma oferta gastronomica variada. Tambem podem ir ate a Praia Fluvial de Mourao - Alqueva e desfrutar de um ambiente bem alentejano.    Esperamos voltar e ficar mais dias.  Muito obrigado a minha namorada por me dar a conhecer locais como estes!"
positive,"Tivemos uma estadia muito agradavel. Adoramos a piscina que nos transporta para outros tempos... o pequeno almoco e a maneira como estava descorada a quinta, um espaco muito bem cuidado e bonito. De salientar especialmente a boa vontade, o bom humor e o contacto amavel de todo o pessoal de apoio. Luis Lopes"
positive,"Monte Saraz - turismo rural de excelente qualidade. Lugar calmo, sereno, onde o descanso e muito apreciado. Em sua redor, tudo e convidativo, muitos restaurantes com comida tipica alentejana e duas praias fluviais (Monsaraz e Mourao) onde podemos refrescar o corpo e a alma. Parabens a todo a equipa por este lugar paradisiaco. Eugenio Miranda, Povoa de Varzim, 21/08/2017 ."
positive,"Bem localizada perto do Castelo de Monsaraz e do Alqueva, rodeada de monumentos megaliticos, a quinta foi construida sobre uma antiga villa romana, da qual existem inesperados vestigios. O atendimento foi cortes e atencioso, fazendo-nos sentir mais hospedes em casa de amigos que clientes. Rodeados de verdejante vegetacao que ajuda a combater o calor, e bem melhor que ficar numa isolada quinta alentejana."
positive,Monte magnifico situado num ponto absolutamente deslumbrante de onde se avista monsaraz. As casas onde ficamos sao muito bem decoradas e com tudo necessario.a piscina no centro da casa providencia um local muito romantico para passeio pos jantar. Todos os cantinhos deste monte sao de uma beleza extrema e o pequeno almoco tem tambem o fabuloso pao alentejano.
positive,"Foi uma estadia maravilhosa, certamente a repetir. O Monte Saraz nao desilude, e um verdadeiro oasis de serenidade, tal como promete! Espero que este local possa ser mantido assim, tao bonito, tranquilo e especial! O proprietario e o staff sao muito acolhedores, tornando a experiencia ainda mais positiva. Ate breve! 19/06/2017"
positive,"Se um dia quiser descansar com toda a paz e bom energia do mundo, Monte Saraz e o local ideal. Um sitio maravilhoso, com uma equipa ainda mas maravilhosa. Obrigado por existirem! Joana Gorjao Henriques e Ricardo, 16 junho 2017."
