sentiment,review
positive,"Excelente hotel .  Pessoal da recepcao e servicos de quarto muito atenciosos e prestativos -  o frigobar nao estava funcionando e trocaram imediatamente.  Excelente quarto, cama, banheiro ... e a vista da piscina linda e relaxante.  Poderia ter ficado mais um dia , mas estava de passagem . Ah! esqueci de falar do cafe da manha ... simplesmente divino . Fizeram uns wafer e un ovos mexidos na hora, quentinhos e deliciosos  ...  E o amplo e gratuito estacionamento  tambem e um grande bonus para quem esta de carro.  Super recomendo"
positive,"Patrimonio historico ao seu melhor nivel de recuperacao, renovacao e utilizacao. Magnificas salas, como a do Capitulo ou um lindo claustro mostram algumas colecoes de artefactos ligados a historia do Convento. Localizacao central, estacionamento no perimetro., quartos amplos e confortaveis. Pessoal simpatico. Pequeno almoco adequado. Espaco exterior com piscina. Uma referencia, um sitio a regressar."
positive,"Chegamos depois da meia-noite e fomos recebidos com extrema simpatia! Passamos o nosso aniversario de casamento na Pousada de Beja com a nossa filha e reservamos uma suite. A suite tinha vista para a piscina, cartao de boas vindas. Tudo a nossa disposicao, desde cafe Nespresso a fruta, muita limpeza e desinfeccao com desinfetante em todo o lado. O Mosteiro esta muito bem preservado e foi um prazer visitar as salas historicas. Ambiente muito calmo e acolhedor, parque de estacionamento nas traseiras. Vamos regressar!"
positive,"Gostei muito do alojamento e da estadia. Destaco a beleza, qualidade e localizacao da  pousada, a simpatia de todo o staff, a optima qualidade do pequeno almoco.  Para estadias mais longas sera pertinente disponibilizar aos hospedes Ginasio e piscina interior."
positive,"Na reserva tinha a descricao de um tipo de quarto e foi atribuido outro. Parque infantil insuficiente e fechado. Espaco bonito, no entanto, deveria conter alguma descricao historica. Excelente pequeno almoco."
positive,"Boas instalacoes, uma optima piscina, bons acessos e estacionamento.  Um inexcedivel acolhimento, simpatia e disponibilidade da parte de todos os colaboradores, mas devo salientar, sem duvida, o Sr. Jose Luis que nos atendeu na piscina e foi de uma extraordinaria atencao, o Sr Joaquim da recepcao, que conseguiu colmatar uma falha inicial que explicarei a frente e teve o cuidado de fazer as reservas de restaurante que lhe pedimos todos os dias, e ainda a Sra. D. Isabel Guerreiro, Directora, que teve a amabilidade de falar comigo para explicar uma falha que aconteceu quando da nossa chegada e oferecer umas bebidas num gesto muito simpatico. A falha referida foi que, a chegada, nos foi informado que o restaurante estava fechado e o servico de bar terminava as 18 horas do dia, isto"
positive,A Pousada de Beja e um sitio onde me sinto muito bem. Alias nao e a primeira vez que  fico nesta Pousada e que por certo continuarei a frequentar sempre que possa.  O Espaco e todo ele muito confortavel e o pessoal foi de uma grande simpatia.
positive,"Meia hora pro check in. Pousada em obras , servico de pequeno almoco terror. Marcamos cedo para nao ser hora da confusao . Chegamos 8 e 30 hora marcada  , 20 min a espera que aparecesse um empregado . Qd aparece mandamos levantar da mesa nem com dia nem um desculpe . Clientes chegam depois foram sentados . Dirigi me a recepcao solicitei livro de reclamacoes . A pessoa que la estava podia ser um boneco quis la saber nem se esforcou pra resolver .  Embora sem pequeno almoco . Quarto subo com cabelos , toalhas da piscina que fiquei na duvida se ja tinham sido usadas da forma como estavam dispostas no armario ."
positive,"Muito bom! Sossego absoluto! Todo o pessoal super simpatico! Bom pequeno almoco! Boas areas de descanso! Limpeza excelente  So uma coisa que nao gostamos, que apesar de ser proibido, algumas pessoas colocarem as toalhas a guardar o lugar nas espreguicadeiras na piscina!  Recomendo  a 100%."
negative,Muito boa localizacao. Excelente qualidade do servico.  Muito agradavel a piscina e os jardins envolventes. Funcionarios extremamente atenciosos e disponiveis. A unica falha a apontar  e a falta de um servico de bar mais eficiente a noite.
positive,"Hotel agradavel, staff atencioso e pequeno almoco de excelente qualidade. Necessita de algumas atualizacoes, nomeadamente ao nivel das camas e casas de banho. Os jardins sao amplos mas  precisando de mais cuidado em algumas zonas, incluindo a piscina que nao estava limpa.  Globalmente, uma boa experiencia!"
positive,"Hotel de charme com encanto. Staff disponivel e atencioso na sua maioria.  Hotel cuidado. Piscina agradavel com poucas Espreguicadeiras. Pequeno almoco com opcao de ser servido no jardim, em espaco muito agradavel. Staff do pequeno almoco muito atencioso.  Existiu um problema com o barulho emitido do quadro electrico do quarto ao qual nao foi dada verdadeira atencao, que se tornou incomodativo. Bons dias de descanso.  Obrigado ao grupo Pestana pela atencao com os profissionais de saude! Bem haja!"
positive,"O quarto era espacoso, limpo e confortavel. Excelente pequeno almoco. Boa rede de wi-fi. Funcionarios prestaveis e atenciosos. Restaurante com qualidade. Jardim e piscina agradaveis. Boa localizacao e estacionamento gratuito."
positive,"Apos  alguns anos sem ir a Beja resolvi ficar alojado, mais uma vez, nesta pousada. Em toda  a estadia foi-nos propocionado um servico  de qualidade, onde pontifica a simpatia dos funcionarios e a sua total disponibilidade para resolver qualquer dificuldade. A repetir"
positive,"A arquitetura da pousada, e muito interessante e envolvente. O staff e simpatico em geral. No entanto, a oferta preco qualidade deixa muito a desejar. Na zona da piscina, existem muito poucas espreguicadeiras para os clientes. Pequeno almoco do mais fraco que se possa imaginar. Ja estive em hoteis de 3* com pequenos almocos bem superiores.  Relativamente ao jantar, tambem foi outra dececao. Valores muito elevados para os pratos que apresentam, com qualidade mediana."
positive,"Hotel muito calmo com um otimo servico, localizacao central perto do centro historico e bons restaurantes. Pequeno almoco muito agradavel cumprindo todas as normas de seguranca. Espaco exterior bem cuidado e agradavel."
positive,"A Pousada e muito bonita, e percorrendo o seu interior invade-nos uma paz e tranquilidade e sentimo-nos transportados para outras eras.  Excelente servico e toda a equipa de pessoal muito simpatica e eficiente. O pequeno almoco na esplanada foi muito agradavel."
positive,"A boa localizacao da Pousada permitiu-nos visitar todo o centro de Beja a pe. Destaco o servico sempre com um atendimento simpatico e diligente. As instalacoes estavam muito limpas e cuidadas, sendo evidentes as medidas no combate ao COVID-19.  Destaco a qualidade da comida do restaurante."
positive,"Pousada muito bonita, num belo edificio, antigo Convento, muito bem recuperado. Excelente servico e toda a equipa de pessoal muito simpatica e eficiente. Pequeno almoco na esplanada muito agradavel. Bom jantar."
positive,"espaco impressionante cheio de historia, repleto de patrimonio. estadia optima para descansar e retemperar forcas. pequeno almoco fantastico, equipa muito eficiencia e cordial, tudo magnifico e que vale a pena revisitar"
positive,"Excelente sob todos os pontos de vista. Recomendo a exploracao cultural do interessante Patrimonio da pousada, na continuidade da visita aos notaveis valores da cidade.   A tranquilidade do lugar e parte do seu Patrimonio."
negative,"Espaco muito agradavel e com qualidade no geral. Quartos a necessitarem de alguma manutencao e atualizacao. Creio que o novo espaco de pequenos almocos e mais clara e agradavel, mas o servico e oferta ficaram ligeiramente prejudicadas e de menos qualidade/quantidade."
negative,"A Pousada esta inserida no centro historico da cidade, o que e otimo para quem pretende visitar a cidade a pe. O atendimento e nivel de servico sao bons e correspondem ao esperado para uma unidade deste tipo.  Apesar de se tratar de um antigo convento, com elevado interesse patrimonial e com todas as limitacao que esta classificacao acarreta, verifica-se que as instalacoes estao algo datadas e a necessitar de beneficiacao. O quarto era confortavel, mas necessita de atualizacao; o armario nao estava totalmente funcional e a iluminacao era parca - apenas dois candeeiros nas mesas de cabeceira estavam a funcionar. No exterior, o parque de estacionamento privativo e gratuito e um aspeto muito favoravel, tendo em conta estarmos no centro da cidade. A iluminacao exterior do edificio,"
positive,"Um antigo Conevento recuperado de forma primorosa, o que proporciona um descanso relaxante. e daqueles sitios em que se gosta de estar. Nao tive oportunidade de usufruir da parte exterior do hotel, mas pareceu-me igualmente muito agradavel. A repetir."
positive,"Foi uma estadia  muito agradavel, reconfortante e tranquila. Pensavamos realizar algumas visitas, mas o tempo nao ajudou, pois chovia muito, o Convento de Na Senhora da Conceicao nao recebia visitantes nesse dia, devido a ausencia por doenca de um funcionario. Essa visita era um dos nossos principais objetivos, e tivemos pena."
positive,"Para uma curta estadia escolhemos esta bonita e historica unidade hoteleira.  Todo o espaco e encantador e muito cuidado. O pequeno-almoco e excelente e muito completo e a area onde e servido e simplesmente fabulosa. O staff e prestavel e muito simpatico, pelo que, repetindo Beja, certamente esta Pousada sera a primeira escolha."
positive,"Fantstica estadia em Beja, hotel de alta qualidade com uma decoracao excelente e com extremos bom gosto. Quartos sao fantasticos com casa de banho grandes. Comida excelente e com funcionarios muito simpaticos. Parabens"
negative,Edificio bonito e em bom estado de conservacao. A minha desilusao as refeicoes no restaurante nao valem valor praticado. As casa de banho dos quartos tem de ter os ralos fechados porque senao vem um cheiro bastante desagradavel. Staff simpatico e profissional
positive,"A estadia foi na noite de reveillon, foi muito agradavel com bom ambiente e comida  muito boa. Muito tranquila e ao mesmo tempo com boa animacao e divertida. O espaco e o edificio sao  magnificos e os quartos muito acolhedores. O pessoal e fantastico de uma simpatia extrema."
