sentiment,review
negative,"Ficamos 3 noites em agosto21 numa mezzanine com bom quarto e cama na parte superior e grande sofa-cama (para 2, a vontade) a entrada do quarto. Quartos simples mas bem equipados. O quarto-de-banho e grande com banheira e poliban (com jatos de hidromassagem) independentes. Como se trata de um Agro-Turismo, foi engracado tocar um sino a entrada, assim como usar uma chave do quarto com...... um sininho. No exterior, a zona de piscina e acolhedora, com relvado e espreguicadeiras mas algo pequena. A envolvencia e muito bonita. Os pequenos-almocos foram muito bons, com um pouco de tudo e tudo muito bom, o que me surpreendeu. Zonas interiores muito bem decoradas e cheias de pormenores ligados ao trabalho agricola e tradicoes alentejanas. O staff e muito acolhedor (muito simpaticas e"
positive,"O que se ve nas fotos nao retrata a 100% a realidade pois e muito melhor. Um espaco fantastico para relaxar, descansar o corpo e a mente. O lago que envolve a herdade e a cereja no topo do bolo. Todo o espaco esta muito bem cuidado e fomos muito bem recebidos por todos. Um local que fica na memoria e que deixara saudades."
positive,"Foram muito prestaveis a dar informacoes e ate fizeram a reserva do jantar que foi optimo! A limpeza e imaculada e o pequeno almoco muito bom, com ovos mexidos e ate um cafe expresso sem custo extra ,so e  pena termos que esperar para nos servirem por causa da Pandemia! Foi super tranquilo e a herdade e muito bonita e bem decorada, mas a piscina e um pouco pequena quando estiver mais gente,era uma 6of e estava super tranquilo,tem uma vista linda e reconfortante para uma lagoa.Esta fica perto de uma boa praia fluvial,ver foto"
positive,"Deve se ter atencao que esta a poucos km do centro da cidade, na estrada do aerodromo. E preciso estar atento a entrada para nao despistar-se mas uma vez dentro tem lugar de sobras para estacionar e e um remanso de paz.  Calmo, localizado junto duma albufeirinha linda. Com jardim com piscina que convida a relaxar.  Quarto enorme e cuidado com vista ao jardim. bonito e agradavel. Pequeno almoco bom com cuidados redobrados pela pandemia. Funcionarios de grande simpatia, a fazer-te sentir em casa."
positive,"Espetacular, simpatia do staff, pequeno almoco muito bom, espaco acolhedor, quarto amplo e limpo. Para quem deseja um fim de semana de relax, este e o lugar. So faltou esperimentar a piscina que tem muito bom aspecto. Garantidamente, lugar a voltar. Obrigado ao Staff."
positive,"Local muito giro! Ficamos numa suite espacosa e bem decorada. A piscina e agradavel a vista do lago e espetacular! Fomos muito bem recebidos. So houve um senao que nao sendo uma critica e um ponto a melhorar, optamos por uma suite visto sermos 3 adultos (casal mais filha de 16 anos) e nao esperavamos uma cama extra apropriada para criancas mais novas, como cama para um adulto. Tivemos de recorrer a cama king size para dormirmos os 3. A cama dava perfeitamente para 3 adultos dormirem com espaco com o senao de serem dois colchoes sem o acessorio de ligacao dos colchoes. Nao sendo a opcao ideal acabou por ser a solucao possivel para a noite que la passamos.  No entanto passamos um fim de semana muito agradavel e este sera um local a visitar numa outra oportunidade."
positive,"A Herdade esta bem cuidada, tem uns otimos quartos, tudo bem higienizado. A piscina e boa e o espaco envolvente tambem. Tem uma vista linda para um lago com patos. O pequeno almoco e bom. Todo o Staff sao super simpaticos e atenciosos. Na Herdade tem um cao e quando ladra durante a noite e mais chato. Apesar do cao ser super tranquilo. Mas adoramos tudo! Voltaremos e Recomendo!"
positive,"Fiquei apenas uma noite na herdade, mas superou todas as expectativas. O espaco e muito tranquilo rodeado por um lago e com uma piscina e zona de hidromassagem. O quarto e rustico com todas as comodidades e conforto.  O staff foi extremamente simpatico e prestavel, atendendo a todas as necessidades e oferecendo indicacoes. Houve um cuidado extra a higienizacao e limpeza do espaco, quer no quarto, quer nos espacos comuns.  O pequeno almoco tambem estava muito bom e com variedade.  Aconselho esta herdade a quem quer descansar e desfrutar da paz do Alentejo.  A 10min do espaco existe uma praia fluvial muito calma e tambem muito boa."
positive,"Tipo rustico e tem todas as comodidades, os quartos sao optimos e muito asseados. tudo funciona correctamente. O Staff e espectacular, muito educado e afavel, recomendo vivamente este local para umas ferias ou ate 1 estadia."
positive,O espaco e muito bonito. O servico e 5 estrelas com os funcionarios sempre muito prestaveis. A piscina e muito agradavel so peca pela ausencia de guardas-sol. Devido ao covid tivemos que fazer o check out as 11h o que nao nos deixou margem de manobra para aproveitar mais a piscina. O pequeno almoco e simples mas saboroso e pela primeira vez encontrei um alojamento/hotel com leite sem lactose
positive,O quarto grande e wc limpos. O acolhimento foi muito bom. O pequeno almoco foi bom com o essencial. Devido ao facto da Herdade estar vazia foi necessario andar a procura da senhora que estava nesse momento ao servico para trazer um cafe.
positive,"Um bom lugar para se passar uns bons dias de ferias com familia. Fui com minha esposa e filho pequeno e ficamos bastante agradados com espaco em si bem como todo a envolvente,  funcionarios e bem-estar.  Aconselho vivamente a quem quer  descansar una dias e fugir da rotina."
positive,"Quartos espacosos assim como wc. Eramos varios casais com criancas e tiveram a amabilidade de nos colocar na mesma ala, o que nos permitiu que as criancas circulassem entre os quartos, sala e cozinha, o que foi muito positivo. Zona de piscina agradavel junto ao rio. A herdade tem varias infraestruturas, como campo de tenis, paintball, kayak, entre outros. E possivel fazer birdwatching.  Fizemos kayak com as criancas, que estavam encantados com os flamingos e os gansos. O staff e muito simpatico e prestavel. O nosso especial agradecimento a D. Zezinha pela disponibilidade e simpatia para com as nossas 9 criancas e a tambem a  funcionaria que fez a reserva (e que ja nao trabalha na herdade)."
positive,"Foram 4 dias de estadia excelentes, boa companhia, boas refeicoes e o mais importante saber receber. foi top O ambiente era tao familiar que surgiram naturalmente convivio com outros casais, dos quais nasceram novas amizades para o resto das nossas vidas"
positive,"Espaco fantastico! O quarto onde ficamos e enorme (mesmo com uma cama extra ainda existia imenso espaco) com uma decoracao fantastica, remota aos tempos antigos, a casa de banho tambem enorme. A zona da piscina e muito agradavel e acolhedora com vista para o lago existente. O pessoal e todo muito amavel e acolhedor. O pequeno almoco e bom. Pena mesmo ter ficado pouco tempo. O espaco envolvente e muito agradavel. Certo que vou voltar. Excelente para descansar. 5*"
positive,"Uma herdade muito agradavel com vistas deslumbrantes. O pessoal muito atencioso, mantendo todos pormenores cuidados. Quarto grande e casa de banho gigante, cama confortavel. A piscina tem uma vista linda!!!"
positive,"Ambiente agradavel, piscina simpatica e quarto acolhedor. Muito tranquilo e repousado. A reserva correu muito mal, pois reservei uma suite junior que teria dois quartos com duas camas individuais cada, o indicado para um casal e dois filhos. Na manha do dia reservado, e quando ia a caminho, ligaram-me a informar que haveria um engano do Booking e que a suite estava ocupada, tendo como alternativa um quarto de casal onde colocariam duas camas para os miudos, o que acabei por aceitar. Infelizmente, por este erro de 3as, cobraram-me as duas camas extras!"
positive,"Paz e ver o tempo passar e o que nos aguarda em beja.  Queria agradecer as boas conversas e boas indicacoes do sr. Filipe. (5 estrelas)  De bom no Hotel: Tranquilidade, humilde, wc gigante, tv bastante completa, wireless mt bom, boas areas. Simpatia do staff.  Menos bom. Falta de produtos locais no peq. Almoco Ausencia bar na piscina."
positive,"Fiz a reserva de uma suite para 2 adultos e uma crianca, atraves do Booking.com e uns dias depois enviaram-me um email a dizer que afinal a suite nao estava disponivel, pelo que iam converter a reserva num quarto duplo. Contactei telefonicamente e disseram-me simplesmente que teria havido um engano, pelo que teria que ser assim, mesmo depois de eu explicar que se tratava de 3 pessoas e que iriamos ficar acanhados no quarto duplo, que de resto decidi nao escolher aquando da reserva. So me resta classificar este comportamento como um mau servico, visto que aparentemente a gestao das reservas e aleatoria. Se fizerem a reserva atraves de plataformas como o Booking, por exemplo, assegurem-se que a reserva esta aceite, para nao terem surpresas mais tarde."
positive,"Sitio ideal para relaxar em familia, bastante sossegado e staff muito simpatico. Local bastante bem aproveitado a nivel de condicoes, limpo e cuidado. O pequeno almoco poderia ser melhor aproveitado com produtos regionais. Dependendo do dia, a zona da piscina e um pouco ventosa."
positive,"Optimo para parar e relaxar um fim de semana, o quarto com optimas areas com mobiliario rustico, de apontar o otimo WC com tamanho consideravel, Dispoe de espacos amplos em torno do monte para um passeio. A 7km de Beja,"
positive,"Equipa fantastica! Lugar calmo e aprazivel, quartos com decoracao cuidada e limpos. Bom pequeno almoco. Fim da estadia com uma visita a herdade feita pelo Filipe(Sr. Arquitecto)que trouxe ainda mais encanto ao lugar!  A unica falha...nao ha Wi-Fi nos quartos.  Voltarei!!!"
positive,"Sitio muito agradavel, com pessoas muito simpaticas. Ideal para um passeio relaxante em familia. O pequeno-almoco e variado, com produtos de elevada qualidade, e todos estao sempre atentos as necessidades dos clientes. Vamos voltar!"
