sentiment,review
positive,"O hotel tem um preco bastante agradavel e as instalacoes tem aspeto de terem sido renovadas ha relativamente pouco tempo... Contudo (e sim, vem os pontos negativos): - isolamento acustico dos quartos e para esquecer! ouve-se o barulho todo da rua... - o pequeno almoco: completamente para esquecer! Nao havia pao suficiente para toda a gente... a oferta disponivel e fraquissima... enfim... se reservarem neste hotel escusam de escolher estadia com pequeno almoco! nao vale mesmo a pena..."
positive,"Bom hotel, bem localizado, renovado e bem decorado, quartos razoaveis. Limpeza exelente. Nao tem piscina, e mesmo o que falta. O pequeno almoco fraquito. Precos acessiveis. Estacionamento em parque ou nas redondezas. Simpatia dos funcionarios."
positive,"Quando se esta em Beja uma otima opcao para sair da mesmice no periodo noturno e o bar desse hotel ...e um excelente local para tomar um panache ou um cafe com amigos, os funcionarios sao formidaveis e o espaco bem agradavel com mesa de sinuca para os amantes do jogo. Vale a pena conferir o espaco mesmo quem nao deseja se hospedar no hotel."
positive,"Os quartos esteticamente sao engracados, mas se contam com descanso... neste hotel nao o vao encontrar... O isolamento termico e acustico do quarto para o exterior e praticamente inexistente... Quarto frio - o ar condicionado com dificuldades em manter o quarto minimamente confortavel... Dentro do quarto, parecia a estrada... ouvem-se os carros a passar independentemente de que lado se fique (eu sei pois troquei de quarto) O pequeno almoco extremamente fraco. pouca variedade e bebidas quentes tiradas de uma maquina. Valeu a simpatia do recepcionista   Acho que como hotel tem potencial, mas tem de investir no isolamento termico e acustico dos quartos e, num pequeno almoco aceitavel"
negative,Funcionarios sempre disponiveis. Muito boas condicoes de higiene e sustentabilidade ambiental. Localizado em via de facil acesso aos diversos destinos atrativos que Beja tem para oferecer. Pequeno Almoco agradavel.
positive,"Gostei bastante, ficou bastante melhor depois desta ultima renovacao, ficou com mais acolhedor. Continua muito limpo e com o pessoal muito profissional e bastante simpatico.Tem um bar muito acolhedor onde podemos desfrutar de uma bebida e de dois dedos de conversa, A verdadeira simpatia alentejana."
positive,"Hotel remodelado recentemente (no minimo, os quartos da frente), quartos com AC silencioso e WC espacoso, bom pequeno-almoco, staff atencioso e optimo bar. Lamento apenas o WC exageradamente quente..."
positive,"hotel com imagem renovada por dentro, apesar de estar a necessitar de pintura por fora (mas esta a decorrer). Muito limpo, pequeno almoco com variedade. Excelente relacao qualidade/preco. Recomendo mesmo."
negative,"Bem localizado e atendimento razoavelmente simpatico. a limpeza deixou a desejar, pois ainda tinha um copo de plastico usado debaixo das camas...  O quadro electrico faz muito barulho, o que e incomodativo durante a noite. O isolamento sonoro no quarto e fraco, deixando passar todo o ruido do exterior. Pequeno almoco agradavel. Pouco estacionamento no exterior."
negative,"Um bom hotel de 3 estrelas na cidade de Beja. O pequeno almoco nao tem muita variedade mas nao nos podemos esquecer que e um hotel de 3 estrelas.No entanto, o colchao da cama extra tem falta de ser mudado, pois tem as molas ja estragadas."
positive,"Estive ja alojado neste hotel por tres vezes nos ultimos anos, todas em actividade profissional, sendo sempre bem recebido, atendimento muito simpatico em todos os servicos; um pequeno almoco bem preenchido e variado. Um bar muito agradavel. Preco acessivel."
positive,"Eu vivo em Beja e ja fiquei no Hotel Melius. E um hotel muito bom, com um servico excelente. O pessoal e muito simpatico. Tem um bar que e uma referencia na cidade, muito frequentado por hospedes e por pessoas da cidade, que ali vao tomar uma bebida. E um ponto de reuniao de amigos e o pessoal do bar faz parte da nossa familia. Com uma tv a transmitir jogos de futebol, atrai muita gente que ali os vai ver. Tem vindo a melhor cada vez mais o servico de bar, alargando a oferta de bebidas e cocktails."
positive,"Nao e um hotel de arquitectura deslumbrante e ultimo grito. No entanto, e um agradavel espaco de repouso, muito bem cuidado e asseado. O staff e muito profissional e solicito. A localizacao e de muito facil acesso. Os quartos sao standard, modernos, bem decorados e com varanda (embora nao haja cadeiras na varanda). A cama e muito confortavel. O mobiliario sanitario poderia ser remodelado, embora esteja asseado. O pequeno almoco buffet e variado e generoso, estilo continental. Excelente relacao qualidade-preco."
positive,"Hotel fica no centro de Beja e pelo que vi e usado por muitos espanhois, pessoas em deslocacao de servico e negocios. Hotel tem muito bom ambiente e a qualidade e superior as 3 estrelas. Empregados simpaticos e prestaveis. Os quartos equipados com TV e ar-condicionado. Muito agradavel Bar."
positive,"Quarto limpo, grande Cama confortavel. Pressao da agua no chuveiro muito fraca. O isolamento sonoro para a rua e que nao sendo mau, podia melhorar um pouco.  Tv com canais por Cabo e Wifi incluidos  Garagem propria,   Pequeno almoco fraco"
positive,"O melhor hotel de Beja! O hotel e muito confortavel, os quartos espacosos e bem limpos, com uma vista pro por do sol belissima! Beja e uma cidade apaixonante, muito organizada, limpa, pessoas educadissimas e comida excelente! O hotel e muito bem localizado, da pra passear a pe pelas redondezas em um bairro muito agradavel e belo. O cafe da manha e simples, mas muito bem feito e gostoso."
positive,"Estive hospedada neste hotel com o meu marido e o nosso bebe de 1 ano. Gostamos muito do quarto, que era amplo, muito pratico e limpo. Com amplas janelas, varanda, ar condicionado. Disponibilizaram um berco para o nosso filho, o que nos facilitou na logistica da viagem. O pequeno almoco era variado (com maravilhoso pao alentejano). Apenas tenho pena de o cafe ser demasiado torrado o que nao vai de encontro ao meu gosto. Mas para mim e apenas um pormenor. Recomendo este hotel e voltaria a ficar aqui. Todos os funcionarios do hotel foram sempre muito simpaticos e prestaveis."
positive,"3 *** muito razoavel. Boa localizacao, bom servico e com boas comodidades com quartos espacosos e silenciosos. pequeno-almoco completo e com sala bar com muito espaco e uma sala de estar com jogos e diversao."
positive,"Melius e um Hotel ideal para estadias no contexto profissional, pois o servico e equipa sao rapidos, eficazes. Para estadias familiares o Hotel apresenta toda a comodidade necessaria e qualidade exigida, so nao e uma referencia a nivel estetico. Pequeno almoco de qualidade e variado. Parque de estacionamento interno sem custos.  E um bom Hotel na relacao de qualidade preco."
positive,"Hotel razoavel e com boa localizacao. Pontos a destacar: quarto confortavel com varanda, colchao bom, lencois confortaveis .. em relacao ao pequeno almoco foi bom.. com muita variedade. Outro ponto positivo : bar para fumadores e bar para nao fumadores.   Aspetos negativos: nada de especifico.."
positive,"Gostei muito deste hotel,o pequeno almoco e bom,os quartos sao super confortaveis,adorei o bar tem um ambiente muito bom,tem comercio ao pe do hotel que e bastante bom,o seus empregados sao muitos acessiveis e prestativos e super educados"
positive,O Hotel Melius deve ser o melhor que existe em Beja. Os quartos sao grandes com uma boa casa de banho. O Hotel tambem fica bem situado num sitio espacoso pois nao fica no meio da cidade. Tem um cinema proximo e Centros Comerciais!
positive,A simpatia do staff foi o que safou nao vale o preco o colchao era duro mas o quarto era espacoso a casa de banho e grande acordei varias vezes de noite com barulho e adormeci ao som do ar condicionado dos vizinhos o pequeno-almoco e simpatico mas pelo preco encontro melhor
positive,"Bem localizado na cidade de Beja, perto da zona comercial e com o centro a cerca de 1km. Os servicos sao bons na relacao qualidade/preco. Quartos amplos e com boa limpeza. O pequeno almoco e limitado..."
positive,"Hotel razoavel, apesar de ter sido remodelado recentemente precisava de mais remodelacao! O quarto 112 em que ficamos hospedado tinha a casa de banho com as amenities essenciais mas estava com bolor nos azulejos, principalmente na zona da banheira. O colchao era velho a precisar de ser trocado, bem como o ar condicionado que fazia muito barulho e a TV que ainda e CRT de tamanho reduzido quase impossivel de ler legendas estando deitado na cama. O pequeno almoco nao e vasto mas dispoe de o essencial para se ficar satisfeito... Em suma e um hotel razoavel para estadias curtas..."
negative,"Sendo cliente do bar, gosto de recomendar a grupos de amigos que, para alem de um ambiente descontraido, podem ainda jogar snooker e fumar no local. Bastante variedade de bebidas e um servico razoavel."
positive,"O quarto cheirava a mofo; as cortinas da janela estavam com po; a varanda estava suja e com teias de aranha; o ar condicionado estava imundo, pondo em perigo a saude!; as bebidas do pequeno-almoco (leite, cafe, chocolate e sumos), que eram de dispensadores automaticos, tinham sabor e qualidade duvidosa. Para um hotel de 3 estrelas, deixa muito a desejar!"
negative,"Bom pequeno almoco. Senhora que estava na sala de refeicoes muito simpatica e prestavel, mas restantes colaboradores na recepcao pouco atenciosos e pouco simpaticos. Serve para uma noite. Quartos confortaveis, limpeza razoavel."
positive,"Apesar de necessitar de renovacao, hotel agradavel, com quartos espacosos e limpos.  Zona do bar a noite bastante movimentada, com boa diversidade de Gins  Pessoal simpatico e disponivel.  Bom preco / qualidade"
negative,"Hotel foi remodelado e esta funcional. Quartos sao grandes, embora sem nada de especial. TV no quarto com interferencias e rede WI-FI lenta. Pequeno almoco e normal, suficiente, mas sem nada que se destaque. Em suma e uma boa opcao se pretender apenas um lugar para ficar."
negative,"A localizacao e uma vantagem.  O quarto e confortavel e amplo assim como a casa de banho. E antigo, precisaria de alguma intervencao nomeadamente substituicao da televisao. Serve perfeitamente o proposito."
negative,"Apesar do edificio antigo que e, dentro deste espaco esta algo surpreendente. Fui muito bem recebido no hotel, e o quarto era muito bom. Uma varanda enorme para dias com calor e soalheiros, bem como a enorme garagem que o Hotel proporciona para os seus clientes. Soube que tinha um Spa/Gym, mas acabei por nao o frequentar.  Uma nota: o pequeno-almoco tem muita variedade e cheio de qualidade."
positive,"HA entrada de Beja. Staff simpatico pack romantico welcome drink, 1 garrafa de vinho servida no quarto decoracao na cama, pequeno almoco razoavel tudo por 55.O quarto grande com bastante espaco. A televisao no quarto muito pequena. Bar aconchegador"
negative,"Bem localizado na cidade e um hotel simples, onde me deparei com um ambiente muito asseado.  Relativamente ao preco praticado (37,50), julgo ser uma muito boa opcao para quem apenas pretende pernoitar a nao busca grandes servico no hotel! Pequeno almoco simples mas consegue satisfazer os minimos basicos!"
positive,"Quarto com espaco,mas com poucos luxos...um hotel que tem muita estadia a base de empresas podia ter melhores condicoes em termos de pequeno almoco e pouca oferta como por exemplo num ginasio que encontra abandonado Bastante limpo e servico simpatico e amigavel."
positive,"O pessoal de servico e bastante simpatico. Os quartos sao limpos e espacosos, com decoracao mediana. Tem um pequeno ginasio, mas de pouca utilidade, ja que os equipamentos existente sao em pequeno numero e obsoletos. O bar e interessante. O pequeno almoco e razoavel mas suficiente. Bom para uma noite de passagem. Com WIFI gratis no quarto!"
positive,Hotel relativamente central a cidade de Beja e economico. Quarto com suite fantastico no que ao tamanho diz respeito. Dormiram tres criancas na suite onde estava igual no de divas e ainda sobrava espaco para uma mesa e 4 cadeiras. Cortinas exteriores electricas que isolavam o quarto totalmente de luz exterior (Fantastico!!). O ponto talvez menos positivo num quarto e suite modernos (chao e camas) serao as torneiras da casa de banho a nao condizerem pelo antiquado das mesmas. Pessoal muito simpatico e disponivel.
positive,"Ja e um icone nesta cidade de Beja, sem luxos mas limpo e arrumado, os funcionarios sempre disponiveis e simpaticos, nada de negativo apontar um bom local para pernoitar, esta relativamente perto do centro da cidade."
negative,"Bom hotel, atendimento simpatico e prestavel, quarto muito limpo e com bom espaco. Casa de banho muito limpa mas um pouco desactualizada. Bom pequeno almoco com muita oferta de produtos. Ma insonorizacao (janelas). Bom preco para a oferta."
positive,"Temos aqui um hotel que tem funcionarios simpaticos, quer na rececao quer no bar. Os quartos, sao pequenos mas confortaveis e limpos, o WC e antigo mas estava limpo! Um pequeno almoco fraco, sem bebidas frescas (todas de dispensador automatico).  Nao vale a pena!"
positive,"O quarto estava limpo e tinha boas condicoes. O wc denota uma infraestrutura antiga e remodelada, mas encontrava-se igualmente limpo. O quarto estava do lado da avenida principal, a qual e muito movimentada de noite, e uma recta que termina numa rotunda, pelo que foi dificil dormir com o barulho dos carros e das travagens a fundo, principalmente porque se tratava de um sabado a noite... O pequeno almoco foi muito mau, uma vez que todo o tipo de bebida quente era servida atraves de um dispensador automatico. As bebidas que incluiam cafe sabiam horrivelmente mal. Havia bastante variedade de pao, mas apenas um bolo caseiro (ou o que restava dele) e croissants brioche."
positive,"Decoracao  moderna, quarto  espacoso e bonito. Tem um bom bar. Pequeno almoco variado em tipos de pao, frutas, cereais etc.  Funcionarios atenciosos. Da para caminhar ate ao centro. Fica perto de um cinema."
positive,"Hotel localizado proximo a entrada de Beja,com estacionamento privativo(3 euros/dia),suites com bom tamanho e camas confortaveis.Contra pesa o fato de nao possuir frigobar nos quartos e aparelhos de Tv minusculos e antigos. Boa relacao custo/beneficio."
positive,"Um bom hotel de 3 estrelas, com um bar de 5 estrelas. Penso que e um dos bares de hotel com mais variedade de gin s, e todos muito bem preparados, sempre com direito a explicacao. O Hotel em sim, tem otimos funcionarios muito simpaticos e quartos sempre bem limpos. Tem um bom pequeno almoco que esta sempre a ser reposto. Aproveitem a boa relacao de qualidade/preco."
positive,"o hotel melius  e muito bom! cafe da manha incluido na diaria, preco acessivel. otimas camas, banheiro excelente. Tem estacionamento. Visitar Beja e muito bom, cidade historica muito aconchegante. o atendimento atendeu as expectativas e o cafe da manha muito bom"
positive,"O Hotel Melius e muito bom tem uma excelente qualidade preco, o quarto e bom e estava limpo, pequeno almoco bom, quanto aos funcionarios, simpaticos e  acessiveis. Gostei da estadia, tenciono la voltar.Foi muito positivo. Recomendo."
positive,"Ficamos alojados em setembro de 2013, 2 adultos com 1 crianca. Recepcionistas super prestaveis. Como chegamos tarde, deram-nos boas indicacoes onde poderiamos jantar. Ao chegar ao quarto, foi uma agradavel supresa. Quarto grande com 1 cama de casal mais uma cama extra. a cama extra muito confortavel para a crianca.  Tinha 1 varanda virada para a rua principal. WC jeitosa. O pequeno almoco era bom. gostamos muito."
positive,"Por razoes de ordem profissional, ja estive hospedado neste hotel varias vezes. Sempre que tenho que pernoitar em Beja, nem procuro outro sitio para ficar. Nada a dizer dos profissionais e muito menos do pequeno-almoco que e das coisas que mais aprecio neste hotel. E muito limpo e os quartos sao simples (embora nao falte nada) mas excelentes e muito calmos. Excelentes precos. Muito bom para familias, ou como no meu caso, para descansar depois de um dia de trabalho. Nao vai ser a ultima vez que farei uma visita. Em Beja, sera definitivamente o meu hotel. Recomendo vivamente."
positive,"Tinha agendado 1 noite e acabei por ficar 2! Efetivamente e uma excelente relacao qualidade/ preco e o servico prestado e muito bom. Os quartos sao limpos, agardaveis e espacosos e o Staff e muito atencioso e simpatico, sempre pronto a ajudar.  Fiquei agradavelmente surpreendida pela positiva! Recomendo."
negative,Quartos e corredores com cheiro esquisito. Mofo? Pequeno almoco muito fraco. Leite em po...sumos de ma qualidade de maquina...ovos mexidos de preparacao esquisita e mau aspecto que ou foram preparados com muita antecedencia e depois descongelados ...ou ovos congelados...aparelho de ar condicionado com dificuldade de ligacao...falta de manutencao???
positive,"Agradavel surpresa nesta viagem com estadia de 2 semanas em trabalho! Staff atencioso e simpatico, quartos agradaveis e espacosos, climatizados e confortaveis. Parqueamento privativo, wifi por todo o hotel, e um Bar com especialidades raras de Gin e tonicas, com um cardapio e funcionarios com conhecimento e vocacoes profundas na materia! Recomendo vivamente!"
positive,"Muito bom bar com uma grande variedade de gins e com pessoas sempre prontas ajudar. No final da noite houve um concerto muito bom com grande ambiente. Quarto bem equipado e agradavel! Dos melhor sitios para ficar quando for a Beja, muito obrigado!"
positive,"Foi uma grata surpresa procurar apenas um hotel com wi-fi e chuveiro quente dentro do nosso orcamento e ficar numa suite no hotel melius. O staff e bastante atencioso e o cafe da manha e bom. A cama e otima, o wi fi funciona e o quarto e enorme. E tem estacionamento."
negative,"Belo bar, muita simpatia de todo o pessoal. Os quartos sao em regular amplos e confortaveis. Problemas menores com o uso do ar condicionado prontamente resolvidos pelo staff. Pequeno almoco com muita variedade e qualidade."
positive,"Um quarto enorme, muito bem decorado e limpo. Escolhemos um pacote romantico com direito a vinho alentejano e bolinhos... O hotel tem um bom espaco e esplanada. O pequeno almoco e muito variado. O hotel tem estacionamento, que e muito bom e esta bem localizado."
positive,"Qualidade, atencao e simpatia profissional no relacionamento dos trabalhadores. Belo bar, e tambem uma boa esplanada. O hotel esta muito bem situado e no geral e muito bom. Bonita decoracao, todo o espaco envolvente, quarto espacoso e funcional"
