sentiment,review
positive,"O Hotel e muito acolhedor, o pequeno-almoco tem muita variedade e adoramos o bolo caseiro feito pela dona do hotel! Esta localizado no centro da cidade, perto de pastelarias com doces regionais e a 15 min do castelo. Fim-de-semana muito bem passado e vamos voltar!"
positive,"Hotel muito familiar, bastante tranquilo, a equipa e super atenciosa e disponivel, A limpeza e arrumacao impera, o pequeno almoco e muito agradavel, o hotel esta muito bem localizado. Se necessitarem de alguma recomendacao ou opiniao nao existem pois eles sabem bem o que indicar. Recomendo vivamente!"
negative,"Excelente hotel para a relacao preco qualidade, staff muito atenciosa e sempre pronta a ajudar quartos muito limpos e numa zona central da cidade Beja com restaurantes e bares circundantes bom pequeno almoco um lugar a regressar."
positive,"Pessoas muito cordiais na recepcao,localizado no cento,em uma rua que nao entra carro,mas a esquina e proxima e la param,excelente cafe da manha,elevador aos andares e quarto bom.Alem de tudo,cobra pouco."
positive,"Nao e um quarto gigante, mas e muito confortavel. O colchao e fantastico! Gostei de ter ficado num quarto com varanda, pois deu para relaxar e apanhar sol. A senhora da recepcao foi muito simpatica e deixou-nos guardar comida na cozinha do hotel. A localizacao e mesmo no meio da cidade e ha um parque de estacionamento a 7 minutos do hotel sempre com lugares vagos. Recomendo a quem procura um local agradavel para passar uns dias, fomos muito bem tratados por todos os empregados do hotel! Pequeno-almoco delicioso, com destaque para os croissants com doce de melao."
positive,"Um excelente hotel localizado numa rua com pouco movimento e toda engalanada com as decoracoes de natal. Rececionistas e funcionarias simpaticas, os quartos muito acolhedores e bonitos com umas pequenas colchas."
negative,"Hotel muito simples, nada a apontar a limpeza e muito bem localizado.  Pequeno almoco tem pouca variedade mas dentro do normal para a categoria.  - Wi-fi free - Servico de TV muito bom (existem hoteis com o dobro das estrelas que nao tem metade dos canais nem qualidade de imagem). - A/C bastante funcional  As instalacoes sao bem tratadas em termos de manutencao, tudo muito apresentavel mas sem luxos como e esperavel na categoria."
negative,"Check-in muito atabalhuado  mesmo com reserva a simpatia nao consta neste hotel,falta de estacionamento,o pequeno almoco gerente refila com os empregados a frente dos clientes,quartos simples bem localizado"
positive,"Ficamos alojados por uma noite neste hotel. Para alem das instalacoes serem fracas para o preco pedido, o atendimento e do pior que ja presenciei nos ultimos anos. Quando o recepcionista nem no check-in nem no check-out diz um simples bom dia ou boa tarde nem tem vontade nenhuma de atender o hospede, acho que esta tudo dito. A nao repetir."
positive,"Esta Pensao fica bem situada. Mesmo no centro da cidade. Tambem tem lareira no Inverno e e muito acolhedora! Pode-se tambem comprar comida (refeicoes) ca fora e comer nos quartos, o que tambem da muito jeito."
