sentiment,review
positive,"Excelente valor de qualidade. Lo aqui alguns comentários que o hotel é bom mas é um 2 estrelas... pois é a categoria dele, e para isso está muito bom. Limpeza e simpatia do pessoal e um pequeno almoço correcto. Na sua categoria é excelente."
positive,"Dou 6* em 5* Serviço soberbo Funcionários excelentes Um agradecimento à Conceição, André e ânia. Muito obrigada pela vossa colaboração.  Pelo vosso carinho e profissionalismo para connosco e também pelas comodidades e higiene do próprio alojamento, voltaremos com certeza.  Obrigada"
positive,"Comfirmo este hôtel nao merece as 2*.... Quando chegamos nada parce, mas quando abrimos as portas dos quartos entre o cheiro, as janelas que nao fecham, o ar condicionado nao fonciona.... E o preço de uma suite familiale Paga Como un quarto matrimonial mais un sofa au preço de um single.... Um suite Pago duas vezes.. À unica coisa bem n'est hotel è o pequeno almoço Nao conselho este hotel"
positive,"Um hotel simples, com um bom serviço, acolhedor e tranquilo. Os quartos são simples mas agradáveis e confortáveis. Dá para descansar e é o ideal para visitar a zona. Está no centro da vila e tem um fácil estacionamento."
positive,"Muito bom hotel na área onde está.  Atendimento muito simpático e com instalações boas. Nada falhou para o que foi preciso.  O único ponto foi ao fazer check out querer fazele-lo com pagamento de café. Não deu... Como não tinha moedas, não bebi. Mas nada de grave.  Continuem o bom trabalho"
positive,"Dos melhores hotéis onde já estive. Empregados simpáticos, higiene sem reparo, quartos optimos, jardim à saída dos quartos para estar à conversa com os amigos a beber um copo ao fim do dia. O proprietário no fim vem despedir-se e pedir a opinião para poder melhorar...."
positive,"Hotel simpático, espaços agradáveis e bem cuidados. Quarto espaçoso e bem limpo, com uma pequena varanda mobilada. Colchão e almofadas (várias) confortáveis. Toalhas de banho mudadas diariamente. Apenas a assinalar a não existência de chuveiro de mão.   Hi-fi a funcionar na perfeição!  Pequeno almoço em quantidade, diversidade e qualidade, vários tipos de pão, bolos, etc. Parque de estacionamento privado e sem custos."
positive,"Limpeza dos quartos e demais instalações, simpatia dos funcionários, facilidade de estacionamento quer na rua quer em espaço próprio. Está acima da maioria  dos hotéis de 2 estrelas. Óptima opção para grupos."
negative,"Hotel simples, limpo.  Bem situado, fácil estacionamento.  Bom pequeno almoço, ótimo pão.  A necessitar melhorar o conforto da cama, (colchão e almofadas) muito importante para uma noite bem dormida.  Cristina"
positive,"Hotel simpático. Pequeno mas com muitos quartos. São simples e acolhedores. Adequado às 2 estrelas. Pequeno-almoço tradicional: cereais, pão, leite, manteigas, doces, iogurtes, fruta, queijo, fiambre, enchidos, bolos, café e sumo. Seria importante haver outras opções, tais como produtos magros ou baixa gordura, bem como açúcares reduzidos. Apostar nos ovos ( versão mais saudável). Em todo o caso estava tudo bom."
positive,"Quando pensamos em hotéis 2* talvez não pensemos que nos surpreendam, este sim e pela positiva. Muito limpinho, os quartos são todos diferentes mas onde fiquei tinha vista P jardim, com ar condicionado, televisão, bastantes almofadas e cobertores extra. Quarto espaçoso com varanda.  O pequeno almoço tinha de tudo um pouco, incluindo 3 variedades de pão, o tão delicioso pão alentejano.   Gostei muito e se voltar à Vidigueira repetirei sem dúvida a estadia"
negative,"Mesmo ao pé do jardim, é simples mas aparente  ser limpo. No interior,o  quarto tem mobila simples mas é arejado e funcional. O pequeno almoço é bom com produtos alentejanos. Funcionários simpáticos.Muito sossegado. Há que salientar o pátio interior."
negative,"Passamos dois dias excelentes  no  hotel santa clara  ,quarto limpo ,hotel sossegado  ,zona  envolvente um  sossego tipico do alentejo  muito bom a voltar ,excelente e simpatico staff sempre  prestaveis , no bar um gin tonico muito bom"
negative,"Instalações razoáveis um pouco antiquadas em mobiliário e as casa de banho aquele estilo de banheiro é pouco confortável,limpeza aceitável porque não sofro de aracnofobia, os empregados são prestáveis nada a dizer."
positive,"Residencial calma e muito simples, atendimento impecável. Pequeno almoço óptimo . Boa relação preço qualidade. Zona calma e no centro da vidigueira. Recomendo a quem queira conhecer Alentejo. A voltsr"
positive,"Hotel agradável,  com as comodidades essenciais. Tem a enorme vantagem de não ter pretensões decorativas de mau gosto. Os quartos têm o essencial e basta, e ainda bem. Pequeno-almoço decente, com bom pão ."
positive,"Atendimento muito simpático. Local bem situado, a uma pequena caminhada de restaurantes e bares. Oferecem estacionamento reservado e gratuito. Hotel tranquilo. Tem um bar com televisão que pode ser ótimo para por exemplo, assistir a um jogo de futebol tranquilamente"
positive,"Atendimento 5*  Muito bom pequeno almoço Limpeza muito boa Local sossegado   Um senão, o não esquecer de fechar o quarto a chave depois da limpeza De resto é um espaço agradável muito perto de tudo a onde para uns dias de férias bem merecidos aconselho. A Vidigueira tem uma piscina espectacular a  500 Mts e uma concentração Motard em Agosto que é uma das melhores do pais"
positive,"Boa localização, boa relação qualidade/preço,  funcionários simpáticos e prestáveis, pequeno almoço buffet muito completo, boa região de vinhos com boas adegas na zona com vinhos de alta qualidade, a nivel cultural existe sempre umas igrejas a visitar, o museu, torre de menagem, ermidas, ruinas de S. Cucufate, assim como a barragem do alqueva que fica a 25 Km."
positive,"Somos clientes habituais desta residencial que agora é hotel.Os funcionários são prestáveis,o pequeno almoço é bom.Tem alguns quartos melhores que outros,o que ficamos desta vez não é dos melhores mas esta tudo arranjadinho e aparentemente remodelado.Tem wifi com boa rede e parque estacionamento.Gostamos e recomendamos."
positive,"Pequeno hotel, com muito bom aspeto e confortável, bom atendimento e simpatia e uma boa relação conforto/qualidade preço, parecia ter sido remodelado á pouco tempo, o ponto mais fraco foi o pequeno almoço que não tinha muita variedade."
positive,"Optimo para quem tem que levar animais.  Levei duas cadelinhas e não  paguei mais nada por isso. Um bom pátio onde podem andar a vontade e acessível a partir do quarto   . Quarto espaçoso, boa internet . pequeno almoço é fraquinho mas o pão é muito bom ."
negative,"Hotelzinho simpático e muito limpo. Bom acolhimento no ato da reserva telefónica e disponibilidade para atender as nossas exigências, já que viajávamos com alguém em cadeira de rodas. Pequeno-almoço razoável, maa com café absolutamente intragável, pelo sabor solúvel."
positive,"Se hospedado por 2 noites. Os quartos são muito limpos, maiores que a média com um encantador pátio com jardim exterior. O wifi gratuito também era muito bom. Quarto quente com ar condicionado, se necessário. Tv foi great com vários canais em inglês para ver. A equipe foi muito útil embora eles não falam muito inglês (eu não espere que em uma área rural, para isso é bom) bares e restaurantes a uma curta caminhada. O café da manhã não era ótimo. Muitos dos habituais pão bolo presunto etc. Saquinhos foram tetley mas café não foi nice e apenas pratos quentes foi scambled ovos. Não é ruim, mas definitivamente poderia ser melhorada com melhor café e alguns croissants decentes."
