Expressao, Frequencia
"Critica", 0.04491197687864554
"horario das missas", 0.024076315522185962
"Nao", 0.12696931063105557
"missas", 0.12696931063105557
"importante", 0.1739726675965165
"horario", 0.18516501832552387
"catolico", 0.33559480906340394
"informacao", 0.44109960011701166
"Igreja de referencia", 0.02570861714399338
"Igreja", 0.15831692877998726
"referencia", 0.15831692877998726
"Sao Joao Batista", 0.06562542052431344
"centrais da cidade", 0.0934346755383478
"Joao Batista", 0.1284340673085781
"igrejas mais centrais", 0.17756077014849755
"Sao Joao", 0.1952736706303688
"cidade", 0.2200560909321288
"Batista", 0.2815891253011357
"freguesia de Sao", 0.38517725806001735
"igrejas", 0.38831292435681075
"centrais", 0.38831292435681075
"Sao", 0.4041924234618373
"Joao", 0.4041924234618373
"Serve", 0.4949246952252326
"Serve a freguesia", 0.5162806230574593
"Referir", 0.5880798524606783
"conhecido", 0.5880798524606783
"freguesia", 0.68796622281612
"coro", 0.7625957055371981
"coro bastante conhecido", 0.8131286944405928
