Expressao, Frequencia
"Arte moderna", 0.02570861714399338
"Arte", 0.15831692877998726
"moderna", 0.15831692877998726
"Museu com impacto", 0.021835427670083753
"impacto na cidade", 0.021835427670083753
"contraste do moderno", 0.036145734466354454
"exposicao temporarias", 0.039865354890321
"varias pecas", 0.05333290556871415
"exposicao", 0.10262907737978542
"Museu", 0.11440964588451476
"cidade", 0.11440964588451476
"nao", 0.11440964588451476
"antigo", 0.11440964588451476
"pecas em exposicao", 0.12748381873824122
"pecas", 0.13554437277555162
"impacto", 0.18677472480820503
"varias", 0.18677472480820503
"temporarias", 0.18677472480820503
"contraste", 0.18677472480820503
"moderno", 0.18677472480820503
"Surreal", 0.04491197687864554
"passeio magico", 0.03778968415624223
"visitar um espaco", 0.060969095033005696
"surreal se apodera", 0.06148019930999511
"leva num passeio", 0.06148019930999511
"espaco", 0.11938928049581804
"espaco a visitar", 0.13189770907470183
"magico", 0.1513046335336394
"visitar", 0.24066430701107397
"surreal", 0.24066430701107397
"apodera", 0.24066430701107397
"leva", 0.24066430701107397
"passeio", 0.24066430701107397
"VGolto", 0.3824015048530132
"Pecas muito interessantes", 0.02570861714399338
"Pecas", 0.15831692877998726
"interessantes", 0.15831692877998726
"Espaco pequeno", 0.04940384002065631
"Espaco", 0.15831692877998726
"organizado", 0.15831692877998726
"pequeno", 0.29736558256021506
"Pecas muito interessantes", 0.02570861714399338
"Pecas", 0.15831692877998726
"interessantes", 0.15831692877998726
"Atendimento simpatico", 0.02570861714399338
"Atendimento", 0.15831692877998726
"simpatico", 0.15831692877998726
"visitar", 0.15831692877998726
"Pequeno", 0.04491197687864554
"valor", 0.15831692877998726
"escultor Jorge Vieira", 0.0007966053627238118
"Jorge Vieira", 0.004925103769790319
"escultor Jorge", 0.013797198203993007
"Espaco no centro", 0.015380821171891606
"centro da cidade", 0.015380821171891606
"pequena dimensao", 0.015380821171891606
"artistico e cultural", 0.015380821171891606
"valor artistico", 0.02570861714399338
"expostas do escultor", 0.02570861714399338
"Vieira", 0.057012387690331526
"Jorge", 0.08596317751626563
"Espaco", 0.09568045026443411
"cidade", 0.09568045026443411
"dimensao", 0.09568045026443411
"cultural", 0.09568045026443411
