,Avaliações
0,"Conhecia este lugar de referências em revistas e teria tudo para ser como parecia. Finalmente visitei e mesmo assim surpreendeu; é ainda melhor do que pensava. O ambiente, as peças de design (inesgotáveis, há sempre mais a descobrir), o conforto, a beleza arquitectónica e natural, a comida e por último a atenção e educação. Em resumo, a roçar a perfeição. Voltaremos certamente, tantas vezes quanto for possível.
"
1,"Mais uma vez o Alentejo “demonstrou” o quanto tem de bom para descansar . Excelente esta unidade 🙏🙏🙏 , parabéns ao Francois que tem um “don” natural de bem Receber as pessoas . Só experimentando é que se consegue dar “sentimento “ a estas palavras ...... único aspecto negativo .. ter de ir embora 😀😀😀😀ESPETACULAR 👌
"
2,"A Villa Extramuros é um daqueles locais que queremos guardar como segredo, mas do qual é impossível não falar! É a fusão perfeita entre a arquitetura e o design e o respeito pela tradição alentejana. Cada recanto é uma surpresa! O pequeno-almoço é soberbo, a piscina inesquecível e a simpatia dos proprietários contribui para a saudade que sentimos ao vir embora!
"
3,"Além das instalações fantásticas, muito espaçosas e decoradas com muito bom gosto, é impressionante o atendimento do François. Recebe-nos como se recebem os amigos. Faz-nos uma visita guiada pela Villa, explica-nos o conceito e faz-nos sentir em casa. Depois, respira-se a calma que o Alentejo nos oferece! Impressiona ainda a preocupação que os proprietários têm em recorrer aos produtos da região. Aconselho vivamente uma visita a este magnífico espaço.
"
4,"Villa design com boa localização  e com um staff especialmente atencioso, simpático e agradável. Ficamos num quarto deluxe muito bem decorada...  Piscina e espaço exterior muito agradável e apresentação geral da villa muito interessante e com um design bastante moderno.  Um pequeno almoço tipico com produtos fresquinhos e agradeveis.  Um fim de semana em familia num paraiso... Obrigada pela sua atençao e carinho.  Voltaremos em brève...sandra e gael
"
5,"Projeto e decoração com preocupação em cada detalhe. O bom gosto e beleza estão em toda parte. A vista dos quartos e do por do sol na piscina são deslumbrantes. O serviço é impecável, os proprietários são atenciosos e se esforçam em agradar aos hóspedes através de mimos, dicas, reservas de restaurantes e passeios.
"
6,"Adoramos a Arquitectura e o bom gosto da decoração, peças lindas de design e  artesanato local  escolhidas pelos proprietários. A estadia foi muito  agradável, pequeno almoço muito bom  com sabores regionais. Quarto confortável e limpeza impecável. O Proprietário Francois é muito simpatico e com boas sugestoes de locais para visitar.
"
7,"Há alguns anos que tinha tido conhecimento desta magnífica casa através de uma revista; desde logo desejei poder vir a ficar lá! Este ano aconteceu. Tudo foi perfeito, a envolvência da propriedade, bem como o seu ""afastamento"" da estrada, faz-nos chegar a um espaço só ""nosso"" cheio de tranquilidade e paz. No entanto, todos os acessos são rápidos e com estradas renovadas até à entrada da propriedade. A chegada a este idílico paraíso não podia ser melhor, desde a calorosa recepção do François e Jean-Christophe que prontamente nos mostraram todo o espaço (interior e exterior) e nos fizeram sentir imediatamente em casa, a toda a inebriante e incrível decoração. Para qualquer canto que se olhe, percebe-se que tudo foi pensado ao pormenor e construído com paixão; apetece-nos trazer
"
8,"Linda propriedade, integrada a natureza e decorada com muito bom gosto. No terreno há oliveiras centenárias e do hotel é possível avistar o vilarejo de Arraiolos. Os quartos são muito confortáveis, o atendimento é personalizado e o café da manhã é delicioso. Com certeza, esta é uma das melhores opções de hospedagem no Alentejo.
"
9,"Imperdível para quem adora arquitetura e decoração, o bom gosto dos proprietário deixa o  lugar lindo, além de se destacar em uma paisagem cercada de oliveiras centenárias e no horizonte a vista de Arraiolos e seu castelo. Nos sentimos em casa e fomos super bem atendidos e recebidos. Queremos voltar!!
"
10,"A casa tem um design fantástico e com muito bom gosto; o pequeno almoço é excelente; os donos são simpatiquíssimos e muito prestáveis.  Mesmo estando a chover torrencialmente foram 2 dias muito bem passados. Mais que aprovado!
"
11,"Simplesmente apaixonados pelo local! Os proprietários são extremamente simpáticos e atenciosos. Ficamos quatro dias hospedados, e ainda ficaríamos mais tempo se pudéssemos! A Villa é muito bem decorada e com espaços muito agradáveis. As salas, piscina, quartos, tudo maravilhoso e bem projetados de modo que você possa aproveitar ao máximo a iluminação e a paisagem natural.  A Villa é bem localizada pois é muito fácil e rápido de se descolar para outras cidades, para fazer um bate-volta.  Amamos o fato do hotel ser bem intimista por receberem poucos hóspedes, e todo o serviço acaba sendo bastante atencioso e focado, uma experiência totalmente diferente da maioria dos hoteis.  As recomendações de François, um dos proprietários, sobre a região do Alentejo, devem ser todas seguidas!!
"
12,"Ao chegar à Villa Extramuros, somos agradavelmente envolvidos por um belíssimo olival que rodeia a elegante e moderna arquitectura da Villa. Quando entramos, os espaços comuns, brilhantemente decorados com um misto de peças tradicionais alentejanas e o melhor do design internacional, imediatamente nos acolhem e fazem sentir em casa. O quarto de decoração depurada e de linhas sóbrias, contém uma das camas mais confortáveis em que já dormimos, o que contribuiu para um descanso ainda mais perfeito na paz do Alentejo. Os espaços exteriores são uma continuação do bom gosto que encontramos no interior, com destaque para a zona da piscina. A simpatia e amabilidade dos proprietários, foram fundamentais para um sentimento de tranquilidade, repouso e bem-estar. Muito obrigado a ambos!
"
13,"Excelente escolha para famílias pequenas ou casais em viagem pelo Alentejo. O proprietário é hiper simpático e educado. Os quartos são um espectáculo e o local é belíssimo e com excelentes e desafogadas vistas. O pequeno almoço é um primor e de alta qualidade com produtos caseiros e regionais. Toda a decoração é de muito bom gosto, e a limpeza e um dos pontos a destacar por ser impecável.
"
14,"Localização privilegiada, arquitectura e decoração de extremo bom gosto. Aqui consegue-se relaxar e descansar em profunda paz e harmonia com a natureza. A piscina, o pátio protegido, as várias zonas de estar (dentro e fora da casa) muitissimo agradáveis, bem como a música ambiente- de um bom gosto irrepreensivel.O pequeno almoço, com produtos locais de excelência, muito bom e variado ( destaco as compotas caseiras) Por último e não menos importante, a simpatia dos anfitriões. Sempre atentos e prestáveis, deram-nos óptimas sugestões para passeios e incursões gastronómicas. Voltaremos de certeza. Sem dúvida alguma, o melhor refúgio que já experimentei. Claudia e Andre
"
15,"A pouco mais de 1 hora de Lisboa, encontra-se este pequeno paraíso mesmo na encosta de Arraiolos. Com um look Mad Men o Villa Extramuros é o sítio ideal para uma escapadinha da vida agitada da cidade. Uma pérola rara num Alentejo profundo. O Villa Extramuros é uma sítio cozy que convida a longas horas de preguiça, com excelente selecção musical por parte dos propritários que oferecem o requinte do bom gosto francês  juntamente com um toque dos produtos locais regionais. Excelente bom gosto desde a decoração - que nos faz querer viver em pleno Alentejo - até à preparação personalizada das refeições. O conforto e o enquadramento paisagistico dos quartos é TOP. Um sítio sublime, a voltar muitas e muitas vezes.
"
16,"Um ambiente muito acolhedor numa casa soberba, rodeada de serenidade! O local perfeito para recarregar baterias ao som da natureza e da (excelente) música suave sempre presente... Um local onde, definitivamente, voltaremos!!
"
17,"Este lugar é incrível! Desde pequenos-almoços maravilhosos com cores soberbas, a todo o design, arquitectura (os quartos e casas de banho eram tão espaçosos, e a varanda privada é óptima ao pôr-do-sol!) E grande sentido de beleza em tudo, não podíamos pedir mais durante as nossas férias . A piscina é grande e espaçosa, a propriedade é suficientemente ampla para dar bons passeios e sentir o verdadeiro sentimento do Alentejo. François foi muito acolhedor e nos deu ótimas dicas para a região. Além disso, uma nota para todos os cuidados e limpeza durante esse período tão cobiçoso - tudo foi tão bem tratado que nos sentimos realmente seguros o tempo todo.  Esperamos definitivamente voltar em breve a esta joia escondida, cheia de alma e beleza. Diana e Rui.
"
18,"Escondida no campo, esta deslumbrante vila é o local perfeito para relaxar. Hospitalidade maravilhosa dos proprietários e funcionários nada demais. Arte interessante e espaços com curadoria é como ficar em uma galeria. Área da piscina foi incrível. Recomendaria.
"
