sentiment,review
positive,"Com algumas dificuldades em encontrar um restaurante aberto ao domingo em Beja, descobrimos o Pinguinhas e que boa descoberta! Tapas e petiscos tipicamente alentejanos que não desiludiram. Um jovem empregado de mesa, muito simpático e educado. Optámos por ovos com espargos, pica-pau de porco preto e um fabuloso travesseiro de queijo, mas, as opções são mais que muitas, difícil é escolher por isso, teremos de fazer o sacrifício e um dia destes lá voltar!"
positive,"Recomendo várias visitas a Dona Lúcia. Estávamos em onda de mudança descobrimos que em Beja são poucos os restaurantes que estão abertos aos Domingos.... que boa Surpresa,o Pinguinhas estava. Que final de dia bem passado, que simpatia desde os funcionários até a Dona Lúcia. Adoramos ter lá estado tanto que voltamos com Amigos de  do Porto que estiveram sempre presentes nesta nova etapa. Eles adoraram tudo, desde a comida , boa disposição de toda a equipa, á conversa dentro do Pinguinhas com a Dona Lúcia e os seus. Localização excelente. Em Outubro estaremos aí, depois das vossas férias"
positive,"Apesar de estar completamente cheio e com fila de espera, apenas um empregado a atender na esplanada. A sua simpatia e desenvoltura evitaram descontentamento. A comida é boa e as doses são bem servidas. A sobremesa também!"
positive,Serviço mesmo muito simpático (estava cheio e conseguiram arranjar lugar). Local muito agradável. Comemos pica-pau de porco preto e ovos com farinheira que estavam fabulosos.  Preço por pessoa: 15 Euros
positive,"Depois de termos sido rejeitados num conceituado restaurante de Beja, paramos ali,depois de 39 minutos de espera ,que valeu a pena, fomos presenteados com um excelente atendimento e simpatia e uma espetacular comida! Certamente um local a voltar,recomendo vivamente."
positive,Comida excelente...simpatia excelente aqui o que pecou foi o tempo de espera para comer...na minha opinião deveriam colocar os aperitivos logo na mesa para irmos petiscando porque esperamos 1hora e meia mas valeu q pena
positive,Eram quase 22h e a busca de um prato de comida já parecia uma miragem. Até que demos com a Praça da República... Havia uma feira de velharias e o 'Pinguinhas'... Que carne maravilhosa (naco de novilho e espetada de porco preto) e gente tão simpática! Recomendamos!
positive,"Apesar de estarem quase 40° não consegui resistir a uma alheira à praça. Muito bom (pedi sem ovo). Passámos da esplanada (numa praça muito gira) para dentro onde estava bem fresquinho. Os pratos que estavam a circular tinham óptimo aspeto. Também tem a possibilidade de comprar artesanato e produtos regionais. Ainda aproveitei para escolher umas lembranças. Gente muito simpática, ambiente familiar. Recomendo."
positive,"Localizado no centro da cidade, com uma boa esplanada para aproveitar os fins de dia alentejanos, apresenta uma carta simples, original e que dá lugar aos produtos da região, numa relação qualidade preço perfeitamente adequada. Destaco o travesseiro da praça. Aconselha-se a visita, com reserva nos períodos altos do ano."
positive,"Ambiente descontraído e refeição bem confecionada. Uma boa esplanada e carta diversificada, ótima opção para tapas ou refeições leves"
negative,"Em passagem por Beja, descobrimos este spot muito bom. O staff é extremamente simpático e igualmente importante, a comida era muito boa - a salada de frango era muito fresca e quase que dava vontade de repetir.."
positive,"Uma casa de tapas e petiscos em pleno coração da cidade de Beja, com traços sofisticados e elegantes. O atendimento excepcional e a comida muito boa, tipicamente alentejana. Posso dizer que o prato de cachola me levou à minha infância, aos sabores de casa. Parabéns!"
positive,"Atendimento top, comida divinal, sobremesa esplêndida. Entradas muito boas, migas com um misto de carnes de porco preto muito bom, regado por uma boa pinga alentejana. Aconselho!!"
positive,"Comida típica alentejana, deliciosa!! Atendimento muito acolhedor, cerveja gelada e ótimo ambiente para aproveitar o fim de tarde!! Tapas típicas! Adorei!"
positive,Trata-se de comida tipica alentejana preparada com amor e muito boa apresentação. Recomendo vivamente a quem queira provar gastronomia tipica portuguesa.
positive,"Local agradável para um fim de tarde com amigos e petiscos... Entre os vários petiscos disponíveis, aconselhamos: Alheira à praça Tapa de queijo, presunto e torresmo Ovos com espargos Lulinhas fritas"
