sentiment,review
positive,"Entradas alentejanas que não decepcionam, boa perdiz de escabeche, pratos de miminhos de Angus acompanhado por bom vinho e excelente atendimento. A repetir e a recomendar."
positive,"Serviço 5* e comida muito boa, desde as entradas à sobremesa, simplesmente divinal. O vinho é excelente. O preço é elevado mas compensa a qualidade. Para um dia mais tarde voltar. Sítio calmo e tranquilo para um almoço relaxante."
positive,Espaco muito agradavel. Comida boa e saborosa. Ideal para grupos pelo espaco. Recomendo. Lista de vinhos a explorar.
positive,simpatia e disponibilidade na visita efetuada à produção de vinho restaurante com preços um pouco acima da média mas Boa comida
positive,"Um almoço em que tivemos o gosto de convidar uns amigos ligados à área da restauração no Algarve, para conhecerem a herdade e claro disfrutarmos de uma boa refeição, aliada aos seus excelentes vinhos, mas a refeição foi muito decepcionante, começando pelo couvert alentejano, muito fraco, sem nenhuma qualidade. Os pratos pedidos também desapontaram, não saímos de lá com nenhum agrado em qualquer prato pedido. Apenas o vinho foi a escolha acertada. Pena, pois já é a 3a vez que visito a herdade e saí de lá sem vontade de voltar ou recomendar o restaurante."
positive,"Colaboradores simpáticos, ao almoço muito bom, comemos presa com arroz de espargos e lombo de porco com mostarda e laranja. Ao jantar comemos bacalhau com puré de couve flor e vitela de leite com puré de batata doce e gengibre. Este prato não veio muito quente. No geral as refeições foram boas. Total conhecimento de alimentação gluten free. As opções de sobremesa gluten free apenas uma que era basicamente fruta."
negative,"Entrada parece comum,mas tem algo a mais:pães assados em azeite de oliva feito com a produçao da propriedade,muito saboroso!!Comemos um bacalhau também muito bom!Como crítica construtiva,tendo em vista que o restaurante é realmente muito bom,sugerimos que seja pensada a idéia de incluírem uma maior varidade de pratos de bacalhau no menu.Mas,no mais  só temos elogios."
positive,"Sem dúvida o melhor Bacalhau que eu comi em Portugal, muito delicado e saboroso! O mousse de chocolate também estava incrível! Tudo perfeito, inclusive o atendimento, a vista agradável e o vinho elegante!"
negative,"É com tristeza que escrevo este comentário pois o local merecia melhor gastronomia. Num domingo decidimos ir pelo caminho a fora e deslocarmos à herdade dos grous já não é a nossa primeira vez, o sítio é lindíssimo no entanto esquecemos sempre que a comida não é nada de especial acho que já não íamos lá à uns 5 anos e pensamos que tinham melhorado, mas mais uma vez nos enganamos o restaurante merece cozinha tradicional da região bem confeccionada, pedimos uma salada de bacalhau qual o nosso espanto quando nos é servido um prato à esquerda do mesmo uma mistura de alface temperada com mel e sem sabor à direita o bacalhau que eram dois pastéis de bacalhau cru muido a saber a água do bacalhau com cheiro, reclamamos o funcionário ainda argumentou a dizer que nunca teve nenhuma reclamação eu propus que provasse o bacalhau cru sem tempero nenhum perante a arrogância do mesmo, depois veio o segundo prato presa no forno cozida a baixa temperatura com arroz de espargos,o arroz estava intragável sem sal, estava em papas cozido em água e sal, mais uma vez tivemos que reclamar eu já estava envergonhada com a situação o empregado prontificou - se para ajudar e a trazer outro acompanhamento, estava melhor, mas como fiquei algum tempo à espera da comida fiquei bastante nervosa e não consegui comer nada. O prato do meu marido também tinha uma mistura de legumes que estavam com muito mau aspecto uma espécie de ratatouille enfim talvez volte daqui a 5 anos para ver se ainda é o mesmo cozinheiro, há sugiro que façam um salteado ao bacalhau com azeite e alhos aromatizado com poejo ou hortelã da ribeira que tínham a decorar as mesas. A sobremesa estava muito boa alguma coisa estava boa. O vinho é muito bom consumimos em casa desde que a adega abriu pois já íamos lá comprar o vinho da herdade."
positive,"Indescritível. Parece que eu estou trabalhando pra eles, porque quase que eu estou convidando pra você vir aqui conferir. Pedimos um menu Vinícula. Os Alentejana são incomparáveis, desafio para cozinha desse restaurante, na harmonização. As pilotos não traduzindo local, O Tesouro Perdido em Portugal."
positive,"Espaço fabuloso, paisagem deslumbrante ao por do sol. O vinho merece uma vénia assim como o couvert. O resto foi mau: carne seca (os lombos de porco com uma cobertura picante e intragável), legumes crus (numa tentativa “al dente”)."
positive,"Cozinha regional Alentejana, adaptada aos novos tempos, devendo realçar a qualidade de serviço que os funcionários colocam em cada detalhe."
positive,"Tinhamos grande expetativa pelo restaurante, mas no fim um pouco desiludidos. A comida não é má mas não está de acordo com a qualidade que a herdade nos proporciona, muito menos com a qualidade dos vinhos Tem tudo para ser um local de referência no A sala é bastante calma e agradável. Escolhemos o almoço vínico com diversos pratos e um vinho adaptado a cada um deles. A comida estava toda deliciosa. Aproveitámos também para fazer uma visita à adega antes de almoço que vale bem a pena."
positive,"Um Restaurante muito elegante, acolhedor com uma excelente vista campestre. Serviço excelente, profissional e prestável. Comida com empratamento muito elegante e refinado muito ao estilo groumet, no entanto as doses são bem generosas."
positive,"Espetacular Uma paisagem incrível, uma bela visita guiada as caves e um excelente jantar. Boa ementa, muito bem confecionado"
positive,"Restaurante agradável, confortável, com uma vista bonita. Staff muito simpático e acolhedor. A comida é bem confeccionada e as doses generosas. Gostamos muito de visitar a herdade!"
positive,"A Herdade dos Grous é muito bonita e as instalações do restaurante acompanha o estilo chic rural.O serviço foi muito cortes e profissional, tanto na ementa quanto nos vinhos.As entradas e sobremesas estavam boas, mas infelizmente o prato principal de porco preto não A culinária é tradicional. Adoro culinária clássica com alguns toques finos. O sorvete de pétala de rosas, tem um sabor forte, para quem não tem costume, acha q está mastigando sabonete . Super indico! O atum tem um sabor maravilhoso."
positive,"Escolhemos a Herdade dos Grous para o nosso jantar de S. Valentim, o qual superou as nossas perspectivas. Já frequentamos a herdade e o seu restaurante em diversas ocasiões, nas quais achámos que existia espaço para melhorar. Ontem esteve tudo a 1000%. Desde da marcação, Tudo muito bom entradas estupenda , o peixe estava ótimo a  carne estava deliciosa a sobremesa superior"
positive,Excelente apresentação de todos os nobres produtos do nosso Alentejo. Comida é atendimento 5 estrela
positive,"O restaurante tem um espaço é muito agradável com vista para a vinha e barragem existentes. Experimentámos os pratos de carne de vaca e borrego, estavam muito bem cozinhados e de extrema qualidade. Há um doce que serve como sobremesa que leva morango é 5*. O lugar é muito bonito e os funcionários muito simpáticos.Pedimos como entrada a degustação de azeites e a sopa de cenoura.Fomos com duas amigas que não são vegetarianas que pediram o menu do dia. E estava tudo maravilhoso.A única crítica fica para Excelente cozinha, refinada, ambiente bonito e bem decorado, ótimos vinhos! Uma grata surpresa no Alentejo."
positive,"Estávamos hospedados na Herdade. A comida é boa, pouca variedade, porém preço muito alto. Os vinhos da herdade são razoáveis mas nada espetacular["
positive,"Espaço muito familiar, vista sobre o campo maravilhosa, a comida excepcional. Óptimo para um passeio em família num óptimo ambiente campestre. Staff muito simpático e prestável, para além do óptima seleção de vinhos. Sem dúvida para repetir vezes sem conta"
positive,"Fizemos uma refeição muito boa e agradável no almoço. Já o café da manhã servido aos hóspedes foi muito fraco, precisa melhorar."
positive,"Ficamos alojados perto da Herdade e decidimos fazer uma visita e jantar no restaurante. Sem palavras para descrever a qualidade desta experiência. A vista era divinal, com o pôr-do-sol mesmo em frente da nossa mesa. O vinho pedido, um Tinto de Colheita era suave, agradável Quem tem um tempo vago no roteiro, vale conhecer uma vinícola. É possível apreciar os vinhos no almoço do próprio restaurante. Há algumas opções (o cardápio não é tão extenso). Os pratos e as apresentações são incríveis! Há o passeio guiado, para conhecer todo o Fim de tarde muito sereno, sala muito acolhedora, com uma vista privilegiada sobre a herdade.Funcionários afáveis, atentos e despretensiosos.As entradas, com a tiborna, tão saborosas!!!Apenas dois pratos pedidos: carré de borrego (excelente) e nacos de vitela grelhados ( tenros, mas com um Foi uma noite inesquecível jantar aqui. Local muito agradável já com o por do sol. Comida impecável e muito saborosa. Atendimento muito bom e para completar tomamos o vinho da Herdade que fez toda diferença. Foi divino."
positive,"Dentro de um complexo de hotéis maravilhoso está o restaurante do Herdade dos Grous. Muito aconchegante, atendimento primoroso, pedimos o menu degustação com cinco pratos e vinhos harmonizando. Espetacular. Porções fartas (não coma muito dos pães com manteigas e azeitonas, pra sobrar mais  espaço). Desta Excelente estadia, quarto com lareira e ar condicionado, casa de banho muito confortável e cama xxl.Na herdade existe muitos animais, cabras anãs, cavalos, porcos pretos, avestruzes, galinhas, ovelhas, vacas e podemos observar dezenas de espécies de aves.O restaurante serve comida variada com qualidade Restaurante tem uma comida bem saborosa. Vimos muitos comentários que falam bem só restaurante e se fato ele é bem gostoso , mas para mim, nada que o faça ser inesquecível !"
positive,"Bom restaurante, excelente atendimento, bom vinho e a comida satisfatória pelo preço cobrado mas nada inesquecível. Confesso que esperava mais mas é uma das melhores opções pela região. Pedimos bacalhau, pato e cordeiro e todos os pratos estavam muito bons mas somos extremamente críticos com Adorámos o serviço! Aconselhamos o couvert com a Tiborna (pão torrado com azeite e flor de sal) que é algo maravilhoso. Comemos o espadarte e o costeletão e ambos estavam muito bons.De manhã apreciámos mais a vista magnífica que o restaurante tem e temos Situado numa herdade lindissima....o restaurante razoável com preços acima da media...excelente vinho e passeio pela herdade....vale a pena pela paisagem Comida razoável mas sem nada inesquecível. Opção vegetariana banal e nada de acordo com os preços praticados. Local típico alentejano mas podia ter apontamentos mais contemporâneos uma vez que facilmente passa por desatualizado."
positive,"Bom vinho, bom atendimento, boa comida   e boa dormida. Recomendo. A herdade é linda e aconselho um passeio de bicicleta ao som do canto dos pássaros! Voltarei em breve"
positive,Tivemos uma visita guiada pela vinícola com uma degustação apresentada por uma enóloga da empresa. Após almoçamos no restaurante. Tudo nota 1000!!
negative,Muito bom... ambiente óptimo comida inesquecível e muito saborosa e o vinho é dos deuses maravilhoso
positive,"Fomos visitar a adega e ficamos a saber um pouco mais acerca da Herdade. A visita é interessante mas, não havendo prova, deveria (na minha opinião), ser gratuita.O espaço é maravilhoso. Tem alojamento (não foi a nossa opção) e restaurante.É possível passear pela Sala ampla, plena de luminosidade e um atendimento pleno de simpatia.As entradinhas do chefe são uma excelente forma de iniciar a refeição, com particular destaque para a tiborna.Um Herdade dos Grous reserva, a preço muito equilibrado, acompanhou na perfeição um costeletão de novilho, Pela 1a vez estive com a família na Herdade dos Grous há 4 anos para o casamento do meu afilhado. No passado sábado almoçamos no mesmo local para festejar os 2 anos do filho do casal. Sempre fiquei com excelente impressão: espaço muito amplo, agradável Excelente lugar... comida fantástica... atendimento maravilhoso!!!!Vinho Quinta do Valbom - DouroEnólogo Luiz Duarte"
positive,"A Herdade é muito bonita. O quarto era muito bom. Espaçoso confortável e com uma lareira recuperadora de calor. O único problema foi não haver água quente para usufruir da grande banheira. Existe um campo de ténis no meio dos eucaliptos. O restaurante é muito Serviço impecável,quarto amplo, vista maravilhosa!! Passeio de bike pelos vinhedos obrigatório. Recomendo!"
positive,"Refeição requintada, saborosa, num espaço tranquilo com decoração rústica e vista para a paisagem Alentejana."
positive,"Excelente jantar, o costeletas de novilho estava divinal.o espaço do vosso restaurante fantástico,o ambiente maravilhoso.Dentro de uma herdade fantástica.que transmite tranquilidade paz e harmonia,o staff 5 estrelas .Espero que vocês ganhem outra estrela mechilam vocês merecem."
positive,"No dia 4 /9 / 2007 fui com minha mulher almoçar. O serviço, completamente distante, não nos acompanhou minimamente. Tal seria completamente irrelevante se não acontecesse o que agora relato por indignado que estou.   Pedi um bife de espadarte e uma das sopas que contava Restaurante com muito requinte, com um espaço muito amplo e muito agradável com uma vista muto interessante para as vinhas da Herdade. Entradas muito boas com produtos produzidos na herdade. Almoço muito bom acompanhado pelos vinhos da herdade. Staff muito simpático com um serviço muito De facto, quando um local nos satisfaz, temos uma inexplicável e estranha tendência para lá voltarmos.Como me desloco a Beja algumas vezes durante o ano e depois de ter ficado a conhecer a Herdade dos Grous e o seu restaurante, não consigo deixar de Uma linda herdade, com uma bonita paisagem Alentejana. Restaurante tranquilo, com comida deliciosa que mistura o tradicional com o inovador, com preços razoáveis, considerando o local e a comida."
positive,"Comida requintada, espaço agradável.Cozinha típica de autor, várias opções de vinhos maioritariamente da vinha local. Atendimento cuidado e cordial. Apresentação dos pratos muito cuidadosa."
positive,"Fui jantar com umas amigas, fim de tarde simpático com um sol agradável e a paisagem de facto é encantadora.Fomos jantar, a comida de sabor mais ou menos expectável atendendo ao local mas não vim de lá encantada.Pondero lá voltar com o marido Muito mau. Horrível mesmo. Até acho que a comida estava estragada. Muito caro também ! O espaço até é bonito.... agora a comida é mesmo muito má. Acho que é pre-cozida e depois aquecida."
positive,"Estivemos hospedados duas noites na propriedade, quando jantamos uma noite no restaurante da Herdade dos Grous e fizemos o café da manhã duas. Espaço clássico, muito bem decorado, com vidraças amplas, o que nos permitia apreciar as videiras e a barragem. Comida deliciosa, atendimento impecável A ida a este restaurante surgiu por acaso . Estávamos na zona e um dos amigos recomendou- já lá  tinha estado . Éramos 6 adultos e 6 crianças . O enquadramento do restaurante está dentro do que várias casas destes género já nos habituaram e Visitação e provas de vinhos! A Adega é mais exclusiva e foca no Enoturismo com várias alternativas. Desde passeios de balão a visitas aos animais (porco preto, bovinos e muito mais). Restaurante aconchegando. Possui ainda uma pousada! Recomendo a prova de vinhos VIP (20 euros) Excelente restaurante. No entanto, o tempo de espera foi ligeiramente elevado, mas nada que a refeição não eliminasse. São bastante acessíveis a pedidos de modificação dos pratos e das sobremesas."
positive,"Mini lua de mel, em suite voltada para a barragem. Lareira na sala de utilização obrigatória. Serviço e restaurante impecável, com cozinha alentejana com pequenas variantes bem explicadas e saborosas. Vinho da herdade muito bom. Recomendo!"
positive,"Localizado dentro da vinícola Herdade dos Grous, esse agradável restaurante dispõe de um terraço com uma linda vista para as videiras. Dispõe de menu harmonizado com vinhos e menu a lá carte. Pratos com boa apresentação e sabor. Atendimento sempre atencioso."
positive,"Ter a oportunidade de estar em pleno alentejo com frio e uma lareira acesa, enquanto degustamos os sabores da gastronomia acompanhados por um servico acolhedor, é algo que este restaurante consegue fazer  uma vez apos a outra."
positive,12 estrelas recomendo a todos os familiares I amigos excelente. Conheço bem o restaurante I o espaço  envolvente.
positive,"A experiência não foi muito agradável. Escolhemos menu de degustação mas o chefe de sala fez-nos sentir que tínhamos escolhido um menu 'expresso' tal a rapidez com que servia os pratos ou debitava a descrição decotada de cada vinho. Muito pouca disponibilidade para responder a À chegada o atendimento foi simpático e sempre disponível ás nossas questões. Começamos o almoço com as entradas do chef sempre com os produtos da região. Os pratos escolhidos para este grupo de 13 amigos foi irrepreensível,tudo estava delicioso e com muita qualidade."
positive,"Mais uma vez de visita para um magnifico jantar.Para destoar da ultima vez, por agora resolvemos escolher á la carte.Bem... tudo pensado ao mais pequeno promenor. Desde o sabor, textura, aroma, combinações mais que perfeitas entre a guarnição e a carne. Falo do Jantamos, no primeiro dos vários dias que reservamos na Herdade.Atendimento correcto, sério e sempre presente.Começamos por experimentar várias entradas onde predominam sabores da região em combinações bem elaboradas pelo Chefe.Os pratos principais igualmente muito bem preparados. carnes excepcionais e muito bem preparadas. Comida de elevada qualidade devia ás matérias primas utilizadas serem preferencialmente da herdade. Boa apresentação e carta suficientemente vasta. Serviço de qualidade. Sala típica de herdade e ao mesmo tempo atualizada, de muito bom gosto e com vista para barragem."
positive,"Local muito belo, com um enquadramento sublime e fantástico.Inserido na Herdade dos Grous, o seu restaurante prima pela excelência no serviço e profissionalismo/simpatia dos seus funcionários.Os pratos são absolutamente divinais, as entradas com produtos típicos do Alentejo são soberbas, o vinho é de O vinho  tinto fantástico (claro!). Pratos principais com muita qualidade e de confecção irrepreensível. Vitela grelhada com legumes,Carré de borrego com puré de grão de bico,porco preto com legumes diversos,peito de pato confitado com arroz de espargos.O funcionário que nos atendeu foi muito simpático,eficiente A herdade dos Grous é aquele sítio onde o nosso fim de semana vais mais além do esperado, suites magníficas com condições acima da média com uma envolvência soberba, o staff é magnífico é muito profissional, o ambiente é muito bom e tem variadissimas actividades, Entradas muitas boas ( muita variedade ),O vinho de qualidade como era de esperar,Prato principal com muita qualidade, e também na apresentação,Sobremesas uma delicia,É pouco caro, mas a qualidade tem um preço,Atendimento 5*****."
positive,"Penso que o título diz grande parte... Mas de facto há sitios onde gostariamos de viver para sempre. A Herdade Dos Grous é um desses, um enquadramento fantástico associado a um restaurante fantástico com um chefe fantástico e funcionários fantásticos. No que diz respeito à Poder provar todos os vinhos da adega com excelentes pratos tipicos com coinha de autor foi uma bela experiência.Vale a pena Valeu a viagem desde Beja. O ambiente à volta do restaurante é muito bom.Espaço acolhedor e com requinte. Pessoal espectacular ( seis estrelas ). Comida excelente. Bom vinho da Herdade. Não perder a Tibórnia ( pedacinhos de pão quente com azeite e flor de Espaço muito convidativo , jantamos na esplanada , e deixa mos levar nosPelas sugestões do sommelier , carne da produção da Herdade e vinhos a copo a acompanhar .Uma maravilha , serviço prefeito .Saímos de barriga e alma cheia."
positive,"Fiz vários km para almoçar na herdade dos grous e acreditem que valeu a pena.Quando o requinte se junta com o excelente sabor, este é o lugar indicado .A decoração dos pratos, o sabor da comida, todo o requinte de uma excelente refeicao A comida soberba,um excelente  vinho,a tábua de sobremesas de comer e chorar por mais,atendimento exemplar. Um espaço a recomendar."
positive,"Meu marido diz que foi o melhor cordeiro que ele já comeu na vida. O restaurante é agradabilíssimo! Pessoas gentis e ambiente sofisticado, sem hostentação."
positive,Vale a pena o desvio para provar a oferta deste restaurante. Vinhos top e comida a combinar muito bem.  Muito bom
positive,Acabei de sair do restaurante. Recomendo a experiência. Nas entradas a tiborna não se pode perder. Os pratos principais são bem servidos. A sobremesa que escolhemos foi a tábua de doces 5*****. O vinho que acompanhou foi o 23 Barricas e era muito bom.
positive,"Aconselho os vinhos da Herdade dos Grous, a Tibórnia (pão quente com flor de sal e azeite), o naco de novilho (cane produzida na herdade) e para terminar uma degustação das sobremesas conventuais."
positive,"O restaurante ainda que seja um pouco caro, sendo que o preço médio por pessoa varia entre os 25 euros, vale bastante a pena. Pode-se dizer que se paga a qualidade. Recomendo a experimentação do vinho '"
positive,"23 barricas' o supra sumo da casa que acompanha É um espaço sofisticado e sóbrio que nos prende pelo encanto tão castiço. A comida é ótima, assim como a casta da herdade. Um altar à paz e aos sabores do sul de Portugal. Um brinde!"
negative,"Uma herdade excelente com um restaurante de grande qualidade e comida deliciosa sempre possível de acompanhar com os exceletes vinhos da herdade. A tiborna é deliciosa tal como o queijo feito na herdade, os vegetais e a carne também são de alta qualidade e tudo Pratos bem apresentados e com muito sabor.  O azeite e o vinho sao muito bons, A unica recomendacao seria de ter uma musica leve de fundo para completar a experiencia."
positive,"Se procurar a paz e o sossego que a rotina lhe nega, rume a sul e entre na Herdade dos Grous, onde o vinho tem fama e proveito, a paisagem é soberba, os grous que dão o nome à herdade ali chegam em bandos todos Óptimo restaurante com muito bons produtos e autênticos, bons vinhos e um ambiente acolhedor.Excelente para descansar, empregados profissionais."
positive,"Local magnífico para passar uns dias de descanso,funcionários,muito  simpáticos,  excelentes iguarias no restaurante, vinhos de excelente qualidade, difícil não recomendar! !!!"
positive,"Gostei do espaço, mas nem tanto do tempo de espera. Por outro lado creio que a ementa não 'casa' bem com a zona: demasiado gourmet e pouco regional. Creio que está um degrau abaixo do resto da herdade.Por outro lado, achei o pequeno-almoço algo Boa comida gourmet e bem apresentada. Tempo de de espera exagerado. mas bom resultado final.Bom atendimento em bom ambiente familar"
positive,"Horrível, nada tradicional tudo gourmet. Como estava meio cheio disseram que era melhor ir embora se não queria esperar meia hora.os empregados exibiam se da comida  que por acaso comia melhor na minha casa. O preco era exorbitante e o troco estava incorreto. Como não Lamentamos profundamente a sua avaliação, este é um bom exemplo do que há neste mundo, de pessoas incorretas, mal formadas e invejosas, só assim se pode explicar o que escreveu.Quem conhece a Herdade dos Grous sabe perfeitamente que não tem o proprietário a andar Almoçámos e adorámos. Excelente menu. Parabéns Chefe. Muito bom equilibrio de paladares. Apresentação perfeita. Ingredientes óptimos.  Serviço de mesa foi muito bom. A repetir."
positive,"Bons vinhos da quinta,bom azeite e pão.Foi o que mais gostei :A tiborna estava excelente.Não gostei do tipo de confecção modernista dos outros pratos.De resto,a ementa era algo limitada."
positive,"Em nome de todos os colaboradores da Herdade dos Grous, agradecemos a sua avaliação,Ao optarmos por ter sempre produtos frescos nas nossas ementas, faz com que a carta seja rica mas não demasiado extensa, permitindo uma rotatividade dos produtos.Iremos ter em consideração as ...o local é bonito....mas nao houve abertura por parte da recepção para marcar uma visita e na loja de produtos regionais os preços eram iguais aos praticados pelo retalhista comum. . Nao gostei da forma como fomos tratados.. nem sequer nos deixaram ver a herdade."
positive,"Recebemos a sua avaliação mas notamos que a mensagem deixada no TripAdvisor não corresponde à realidade dos serviços prestados pela Herdade dos Grous.A Herdade é livre de ser visitada mesmo quando os clientes não estão hospedados no hotel, este serviço é sempre disponibilizado a Dou os parabéns ao Chef por ter conseguido fazer uma carta a condizer com a Herdade. Na verdade estamos num conceito pelo enoturismo, e isso na minha opinião busca o tradicional. Aqui há um respeito muito grande pela Gastronomia Alentejana no seu todo, ou seja Já fui duas vezes e não dececionou.Tive uma vez numa festa com comida e bebida à descrição outra vez num jantar. a Comida é boa e com algum requinte.Aconselho"
positive,"Restaurante bastante agradável. Muito sossegado.Funcionários impecáveis e sempre disponíveis.Escolhemos o menu de verão como refeição e não nos arrependemos. As sugestões do Chefe Rui Prado bastante deliciosas e soberbas. Ficamos com bastante vontade de voltar para comer á la carte, pois o menu Fomos almoçar à Herdade dos Grous, estávamos nós e outra mesa: as entradas muito boas; a sopa de cação deliciosa! O vinho muito bom. O prato principal saboroso, com porco e vitela de pastos próprios. O serviço mauzinho, os dois funcionários andavam fugidos não sei Comida muito boa, serviço exemplar, lugar maravilhoso. Um fim de dia inesquecível com o por do sol diante de nós e com um bom vinho da herdade. A repetir."
