sentiment,review
positive,"Decoração típica e com gosto. Vê-se que pertence ou pertenceu a um árbitro. Comida saborosa bem confecionada, 'á alentejana'. Staff simpático e profissional. A voltar."
positive,"Experiência a não repetir. A qualidade da comida é fraca e o serviço mau. De 6 pessoas que estávamos à mesa, a comida de 2 delas chegou quando os restantes estavam a acabar de comer. Dois dos pratos eram de qualidade média mas os outros eram má qualidade. Não vou repetir nem recomendo"
positive,"Bom ambiente e excelente qualidade da alimentação. Muito boa confecção. Preços acessíveis, com o rendimento algo lento."
positive,Sopa de cação incrível e a mais saborosa de todas! Super bem servida! Gostámos muito! A repetir na próxima visita a Beja!
negative,"Bem servido, doses generosas, bom atendimento, burrego TOP, bom vinho .... recomendo e quando voltar a Beja é local a voltar sem dúvidas."
positive,"Certamente devo ter uma ideia mal formada do que é um a costeleta de novilho. Uma das sugestões do dia era costeleta de novilho, bem, o que me serviram não correspondia ao que era sugestionado, ou seja, eram  duas costeletazinhas muito mal preparadas o que não faz jus á classificação atribuída ao Restaurante o “Árbitro”, daí este mais que merecido cartão amarelo. Lamento."
positive,As duas costeletinhas pesavao 600 gramas o senhor no fim da refeição disse que estava tudo bom boa sorte e saúde
positive,Bom. Refeições tipicamente regionais bem confeccionadas e tendo em conta preço/qualidade. Recomendo a carne de porco a alentejana e o doce da casa.
positive,Recomendo. Comida típica da região com boa relação qualidade/preço. A simpatia de quem lá trabalha também se descatou.
positive,"Como muitos que ali passam o Arbitro não era a nossa 1° opção mas mal entrámos fomos muito bem recebidos num espaço acolhedor e pela ENORME simpatia de quem lá trabalha. Oferecem uma inúmera variedade de pratos tipicamente alentejanos e em quantidades extremamente generosas. Tive a oportunidade de comer as deliciosas costeletas de borrego mas tudo tinha um aspeto divinal. É impossível nao sair satisfeito. O restaurante tem também a vantagem de estar bem localizado nos pontos turísticos da cidade de Beja, mesmo ao lado do castelo."
positive,"Almoço de passagem, durante a semana. Não tínhamos reserva, então tivemos que esperar um pouco para sentar. Doses são bem servidas. O Sr. que nos atendeu foi esforçado e atencioso (dono). Comida típica satisfatória na relação qualidade-preço."
positive,"Não foi a primeira escolha,mas o outro estava cheio, então fui ao árbitro. A comida estava boa carne alentejana para dois e secretos de porco para outros dois adultos e uma criança. Tudo bem, só não gostei foi dos secretos ter vindo primeiro com um A senhora nao foi  sincera porque o diz agora devia ter dito na altura mas o ser humano e a sim mas obrigado e saúde"
positive,Não era a primeira escolha e ainda bem que o restaurante a que ia estava cheio. Fomos recebidos com muita simpatia e com comida regional muito boa a um preço razoável com doses muito generosas. Recomendo vivamente.
positive,Sr. Carlos recebe com simpatia e proporciona comida caseira de elevada qualidade. Boa variedade e preços em conta. Voltarei com certeza.
positive,"Não conhecia este restaurante mas foi uma agradável surpresa. Comida caseira, doses abundantes e preço acessivel. A repetir"
negative,Se há comida que faz jus à comida alentejana é a deste restaurante. O atendimento é como se tivesse em casa. Paragem obrigatória.
positive,"É um restaurante simples mas a comida é muito saborosa. Os casal de proprietários são muito simpáticos e atenciosos Foi um Restaurante de Topo, mas devido as conjunturas econômicas da Região, fico do passado a simpatia e a qualidade da alimentação."
positive,"Sou da zona Norte (Famalicão). Este foi o 4o restaurante que almocei em Beja com a minha família . Até ao momento este restaurante é o único que recomendo vivamente todos os internautas a almoçar/jantar, tanto pelo sabor da comida como pela simpatia do atendimento Muito bom, carne de porco alentejana. Bom ambiente e a simpatia de quem nos serviu. Um local a visitar novamente."
