,Avaliações
0,"O hotel é bem localizado, limpo, os funcionários muito prestativos. Porém o estacionamento é pago (€7), o café da manhã bem simples e o quarto barulhento, as paredes são finas e vc pode ouvir o ronco da pessoa do quarto ao lado. Eu não ficaria novamente.
"
1,"Excelente localização, tudo funciona, tudo muito confortável e aconchegante. Mas o diferencial excepcional são os funcionários, em particular o chefe de recepção Sr. João Carlos e a recepcionista Mariana que se desdobram para bem atender a todos. E nos fizerem sentirmos muito bem vindos .
"
2,"Uma atenção superior, localização excepcional.  Retornamos à Albergaria do Calvário depois de alguns anos e ficamos muito felizes especialmente com o atendimento encontrado. A decoração muito ajustada ao espaço, um delicioso e personalizado café da manhã e pessoas atenciosas. Lugar para voltar!!
"
3,"Albergaria localizada dentro das muralhas e perto do centro histórico.  Sítio calmo, e repousante. Boa esplanada. Não tem restaurante.  Staff muito atencioso e muito simpático. Quartos simples mas confortáveis.
"
4,"Uma verdadeira pérola escondida. Hotel lindíssimo, sem ser ostensivo. Bem decorado e confortavel. Pequeno almoço caseiro e delicioso. Simpatia dos funcionários. Localização imbatível. Relação preço-qualidade excelente. Sem duvida a melhor opção em Évora. Uma estadia memorável.
"
5,"Albergaria linda, muito bem cuidada, excelente localização, dá para ir a pé a todo o lado. Sítio calmo, o tempo de estava bom e pudemos usufruir do pequeno almoço lá fora. Staff muito atencioso todos muito simpáticos, ambiente acolhedor. A voltar!
"
6,"A melhor cama de hotel onde já dormi. Quarto limpo e organizado. Localização do hotel excelente, dá pra fazer todo o centro de Évora a pé e sem preocupação. A equipe toda com atendimento excelente, sempre disponíveis a auxiliar com informações, reservas de restaurante etc. Pedimos um bolo para cantar parabéns e fomos atendidos!  Importante frisar que todos os cuidados contra o Covid-19 estão sendo realizado e em momento algum nos sentimos com medo. Viagem entre família e amigos, com crianças.
"
7,"Linda casa tradicional com pátio onde podemos almoçar no restaurante do hotel. Daniela a recepcionista muito amável. Quarto super confortável com cama king e travesseiros maravilhosos. Tudo perfeito! Evitem a garagem subterrânea pois a descida é muito íngrime e risca de estragar o pára-choques do carro, mas tem vaga gratuita em frente às o hotel.
"
8,"O hotel é bonito, bem decorado, cama confortável, bem equipado, nosso quarto era amplo. O café da manhã com produtos caseiros, sucos da fruta mesmo, com menu de ovos e panquecas e também bolos maravilhosos! Tudo gostoso!  Agora o grande destaque é o atendimento. Time de pessoas simpáticas e atenciosas!! Todos dispostos a te ajudar, a bater papo, a sugerir. Sem dúvida o melhor atendimento que tivemos em Portugal.   Dizem que o hotel é uma extensão de nossa casa e foi mesmo assim que nos sentimos. Indicamos com certeza!
"
9,"O hotel é sensacional. Desde o momento da reserva (em que mandam um guia das atrações da cidade), até o cordial atendimento por e-mail, passando por uma equipe gentil e afetuosa pronta para atender às necessidades dos hóspedes. Café da manhã incrível (certamente o melhor da viagem). Boa localização (fica dentro das muralhas e próximo às atrações da cidade). Site muito bom. Preço relativamente acessível pelo serviço que oferece. Em suma: perfeito!
"
10,"O único problema com esse hotel foi ter sido o primeiro na nossa viagem por Portugal, Espanha e Itália: os seguintes, mesmo ótimos, ficaram sem graça. Além de quarto, banheiro e as áreas comuns serem de altíssimo nível e bom gosto (elegantes e acolhedores ao mesmo tempo), fomos mimados, não fomos atendidos. Não há nada de impessoal nesse hotel (a não ser q vc prefira). Sira e Daniela bateram papos maravilhosos com a gente, Hugo é uma simpatia, Soraia é a alegria em pessoa e o Alexandre é muito legal. O café da manhã é um espetáculo, e à noite, quando não jantávamos fora, sempre tinha coisas boas para comer no hotel, e nas salas de jantar e estar, não na do café da manhã. O passeio na cidade com a arqueóloga Sira é imperdível. As dicas que o hotel dá sobre restaurantes e passeios
"
11,"Após viajar durante 15 dias chegar à Albergaria do Calvário é como chegar em casa. Meu filho já diz que está em casa e em família.  O atendimento personalizado, eficiente e carinhoso são o ponto alto (Hugo, Cira, Soraia, Alexandre e todo o staff são mais do que top). Sem contar a localização excelente ao lado da muralha, o quarto amplo e confortável (novamente “nossa” suite 3), o café da manhã maravilhoso e inesquecível com produtos caseiros, orgânicos e de produtores locais e o estacionamento na pousada e já incluso na diária.  Precisávamos tomar café da manhã mais cedo e fomos prontamente atendidos. Queríamos comprar o mel que servem no café da manhã e prontamente conseguiram pra gente e ainda embrulharam pra viagem. Usamos o serviço de lavanderia e ficamos super satisfeitos.
"
12,"Excelentes acomodações, localização da pousada, além do fabuloso  café da manhã, que embora não tenha uma variedade muito grande, tudo que é servido, apresenta esmero e sabor. Grande destaque, também,  é o atendimento. A atenção dispensada é fora do comum. Hugo possui uma  grande disposição em ajudar e explicar os atrativos da cidade e indicar atrações e restaurantes. Recomendo
"
13,"O diferencial aqui é o atendimento. Fomos muito bem recebidos pela Soraia, que nos explicou sobre a cidade, restaurantes e vinícolas do Alentejo. Ela se disponibilizou para fazer todas a reservas de almoço e visitações. As dependências do hotel são muito bonitas e confortáveis. O quarto era básico porém confortável, o banheiro é ótimo e as amenidades de banho de excelente qualidade. Café da manhã diferenciado com itens locais e orgânicos, altíssima qualidade. Ótima localização também. Mal posso esperar para voltar!!
"
14,"um hotel muito bem localizado com funcionários simpatiquíssimos cama e duche ótimos e um pequeno almoço que as vezes nem num hotel de 5 estrelas superou muito as nossas espectativas  voltarei sempre e super recomendo
"
15,"Excelente é o lugar comum deste estabelecimento. A atendimento e as instalações foram impecáveis. Possui estacionamento no hotel. Um pouco afastada do centrinho, mas dá pra ir a pé. O MELHOR CAFÉ DA MANHÃ DE PORTUGAL. Super recomendo
"
16,"Excelente, serviço cordial, pessoal muito atencioso, café da manhã muito bom , estacionamento coberto,perto de todas as atrações da cidade, indicaram ótimos restaurantes! Lugar agradável com ótimas instalações. Cama excelente , um ótimo custo benefício!
"
17,"Passei dois dias no hotel e o mesmo surpreendeu minhas expectativas. Funcionários extremamente atenciosos, quarto espaçoso, café da manhã sensacional. Super recomendo. Espaço externo para tomar um bom vinho e petiscar antes do jantar. Atendimento 24h.
"
18,"Adoro esse hotel, é a segunda vez que me me hospedo lá e espero voltar mais vezes. O hotel é muito agradável e de bom gosto, sala de leitura, de estar, terraço... tudo sempre muito cuidado e acolhedor. Os quartos e os banheiros são grandes, confortáveis e embora não sejam muito modernos e informatizados tudo funciona perfeitamente. O café da manhã é fantástico, delicioso. O hotel fica dentro da muralha e da para fazer tudo a pé. Antes mesmo de você chegar eles enviam um e-mail sobre Évora e cuidam de tudo para você. O atendimento é realmente o forte deste hotel, são todos muito agradáveis, educados e gentis. Destaque para Sira, que além de muito simpatica e competente, nos deu uma aula de história e arqueologia que meu filho amou. Parabéns!
"
19,"Hotel muito bom, extremamente limpo e tem uma equipe super preparada. Localização excelente.  É tudo que se precisa numa visita a Évora. Você se sente em casa, muito despojado e sem frescuras. Seguramente indico esse hotel.
"
20,"O Albergaria do Calvário é um excelente hotel, com ótimas instalações. Destaque para o atendimento na recepção na chegada, com ótima hospitalidade e atenção nas explicações sobre a cidade de Évora. Café da manhã excelente e boa localização. Deixo meu agradecimento aos profissionais João e Daniela.
"
21,"Esta albergaria é um charme. Super bem localizada, dá para conhecer os monumentos a pé. À chegada fomos prendados com a simpatia da funcionária que foi 5 estrelas e nos explicou todos os procedimentos, o que visitar, onde comer... Excepcional. O quarto enorme e bastante confortável. Bastante tranquilo de noite. O pequeno almoço soberbo, com atendimento personalisado e bastantes produtos locais. Pena ter sido tão pouco tempo. Obrigado por nos proporcionarem uma excelente estadia.
"
22,"Hotel muito bem localizado, logo na entrada das muralhas. Check in perfeito. A amabilidade das recepcionistas logo cria uma atmosfera de simpatia e profissionalismo. Decoração perfeita. Quartos amplos, totalmente silenciosos, cama perfeita, lençóis macios e perfumados. Banheiro irretocável com as toalhas mais perfumadas, grandes e macias que já encontrei nos incontáveis hotéis que conheci. Café da manhã : perfeito com omeletes feitas na hora individualmente. perigoso para quem nua quer engordar face as delícias servidas. Sucos naturais de várias frutas.
"
23,"É um hotel muito bonito, com atendimento muito especial e uma localização perfeita. Logo na recepção é possível perceber a qualidade do atendimento. Os quartos super limpos e amplos são excelentes. O café da manhã é ótimo! Além do buffet, varias opções a la carte incluídas. O hotel possui garagem, mas deixe o carro lá porque Évora tem ruas apertadíssimas e está perto de tudo.
"
24,"Do espaço e conforto do quarto, ao ambiente sossegado e a um pequeno-almoço absolutamente divinal, tudo foi perfeito nesta estadia. Gostaria de destacar a disponibilidade e simpatia dos nossos anfitriões, verdadeiros mestres na arte de bem receber. Absolutamente perfeito!
"
25,"Nossa experiência na Albergaria superou qualquer expectativa. O atendimento é excepcional, o café da manhã maravilhoso, o quarto triplo é amplo, limpo e confortável. O hotel fica dentro do centro histórico e tem estacionamento. Na área comum, há vários espaços aconchegantes, em que você se sente absolutamente em casa. Foi excelente, pois estávamos em 2 casais com crianças, e pudemos desfrutar destes espaços como nossa própria sala de estar. Esperamos voltar em breve!
"
26,"São raros os lugares onde você percebe que há um interesse genuíno pelo cliente! Neste lugar funciona assim! Desde a chegada até a partida, todas as nossas interações foram espetaculares. Não tenho palavras para descrever esta aula de atendimento que vocês deram. Simpatia e prestreza exemplar, serviço de manobrista, dicas a qualquer hora, café da manhã verdadeiramente caseiro. Localização ótima. Quartos amplos e aconchegantes e com amenities de alto padrão. A qualquer hora dispostos a ajudar e sem cobrar aquelas taxas traiçoeiras de serviço. E o que eu achei demais: água engarrafada como cortesia! Parece simples, mas faz toda a diferença em um mercado onde tudo eh cobrado. No check out ainda nos pedem de forma verdadeira um feedback no que podem melhorar. Enfim perfeito.
"
27,"Nossa chegada foi traumática. Chegamos mas as bagagens não!!!!!! Estas chegaram 2 dias depois! A atenção, preocupação, presteza e principalmente o carinho de toda equipe do hotel conosco foi sensacional. Fugiu daquela “obrigação” para com o cliente. Foi genuína! Nos sentimos acolhidos. Isso não tem preço e nem agradecimentos suficientes. Tudo no hotel é pensado em agradar e em nos fazer sentir familiarizados com tudo e todos. Excelentes localização, cama, café da manhã e ambiente. Se for à Evora ou região Albergaria do Calvário é o seu hotel. Recomendadíssimo!!!!!
"
28,"Não tenho palavras para descrever a qualidade do atendimento, do acolhimento, do café da manhã, do bom gosto e conforto. A localização é excelente e o único momento ruim da nossa estadia foi a hora de partir... Ficamos com saudades imediatamente!
"
29,"A Albergaria tornou-se o hotel referência pra nós em toda a viagem pra Portugal. Foram 4 diárias inesquecíveis, nos sentimos em casa e tornaram nossa noite de Réveillon acima de nossas expectativas. Tudo perfeito desde os primeiros e-mails após a reserva com varias dicas preciosas até o check-out. Localização excelente ao lado da muralha. Quarto amplo e confortável (suite 3), café da manhã maravilhoso com produtos caseiros, orgânicos e de produtores locais. Estacionamento na pousada e já incluso na diária.  Agradecimentos especiais a hospitalidade, carinho e simpatia de toda equipe pp Daniela, Soraia, Sira e Hugo. Vcs estão de parabéns. Sentiremos saudades e já estamos planejando uma próxima visita. Até breve.
"
30,"Localização excelente, muito próxima das muralhas. Recebi um upgrade e fiquei na suite 01, que é enorme, cama maravilhosa, assim como os travesseiros. Amenities da Uriage. Café da manhã sensacional, com geleias, queijos, bolos e  pães caseiros. Comi a melhor torta de amêndoa da vida. Mas a cereja do bolo é o atendimento dispensado aos hóspedes. Raquel é super simpática de deu várias dicas da cidade, assim como Hugo. Sonhando em voltar. Para completar o hotel  tem estacionamento.
"
31,"Escolhemos este hotel através das avaliaçoes que lemos e realmenre tudo se confirmou. Serviço excepcional e acolhedor, sempre com um sorriso no rosto. Postura correta, entregam o que prometem. A localização é privilegiada, há estacionamento sem cobrança, enfim recomendamos fortemente.
"
32,"Não é a toa que possui uma das melhores avaliações de Évora! Boa localização, atendimento excepcional, quarto muito amplo, limpo e bonito. Com estacionamento. E o café da manhã é sensacional! Recomendo muito a hospedagem!
"
33,"Estivemos em Évora pela terceira vez e a segunda na Albergaria do Calvário . A pousada é elegante e de charme, localizada dentro dos muros da cidade , facilitando as visitas a lugares e restaurantes e bares. O atendimento é atencioso e gentil e as pessoas se esforçam em atender bem. Os quartos são limpos e bem equipados e os banheiros asseados. O Café da manhã é servido com esmero com produtos de qualidade e saudáveis. O bar é gostoso , ao ar livre e as bebidas e petiscos ótimos. Votarei outras vezes.
"
34,"Um espaço que recebe de forma excelente e que privilegia a experiência dos hóspedes. Staff super simpático e que dá inúmeras sugestões para aproveitar a estadia em Évora. De destacar uma lista de restaurantes que se pode pedir na recepção que nos guia pelos melhores sabores do Alentejo.
"
35,"Évora é uma excelente cidade base para conhecer a região. O hotel fica bem perto da muralha e é um graça. Atendimento especialmente simpático e atencioso. Muito foco para agradar o hóspede e conseguem. As instalações são ótimas. O quarto premium no qual me hospedei, e na verdade um apartamento, com sala, cozinha equipada, um ótimo banheiro e quarto de bom tamanho. Muitas janelas, portanto bem claro. Limpeza bem feita e amenidades de ótima qualidade. Muito bom o café da manhã também. O hotel tem estacionamento e está incluído no preço da diária, que tem ótimo valor.
"
36,"Que experiência bacana! Que atendimento diferenciado. Parabéns a todo pessoal da Albergaria. Saímos com vontade de ficar...  Café da manhã (pequeno almoço) excelente. Quartos super confortáveis. Equipe atenciosa. Super indico.  Voltaremos em breve!
"
37,"Ficamos no hotel por duas noites. O atendimento é um dos melhores que já vi. Desde o check in até à saída. As acomodações são muito boas. A localização, dentro das muralhas, é excelente. Café da manhã maravilhoso. Em resumo, inesquecível. Estando de volta em Evora retornaremos à Albergaria do Calvario.
"
38,"Excelente quarto, bem decorado e com espaço suficiente. Limpeza impecável. Duche com excelente pressão de água. Gel de banho, champô e sabonete fornecidos de excelente qualidade. Pequeno-almoço fantástico. Funcionários de uma simpatia a toda a prova, mas sem se tornarem demasiado intrusivos. Um pátio tranquilo e muito agradável para saborear um café ou uma bebida. Simplesmente um dos melhores hotéis em que já estive. Recomendadíssimo!
"
39,"Em uma viagem familiar de 30 dias pela Rússia e por Portugal tentando manter um mesmo valor por noite em mais de 10 pousos diferentes, tivemos na Albergaria do Calvário o melhor atendimento pessoal, fora do tipo padrão. Outro ponto muito forte do hotel, dentre os tantos outros relatados por outros clientes, é a ELEGÂNCIA: silencioso, com espaços amplos, decoração que dá sensação de paz, café da manhã com pegada orgânica e com muitos elementos típicos da cidade, orientações mais do que bem descritas sobre pontos turísticos e restaurantes da cidade, e sempre muita elegância no trato ao cliente. Não podia ter sido melhor.
"
40,"Tudo que eu possamos dizer será pouco para descrever a qualidade e o atendimento deste hotel. Começando pela gentileza dos donos, a atenção e disponibilidade de todo o staff, a qualidade das acomodações e o extremo cuidado com os detalhes. Alem de tudo isso, o hotel está muito bem localizado e dispõe de uma garagem própria no subsolo.  Ótima opção para uma visita ao lindo e aconchegante Alentejo! Fomos extremamente bem atendidos por todos, mas queríamos mais uma vez agradecer a Soraia e ao Alisson pela atenção e carinho com que fomos tratados, alem é claro do Peter e da Nina. Com certeza voltaremos em breve!
"
41,"Estivemos em família nesta pousada agradável durante as férias de julho. E foi como se nunca tivéssemos saído de casa. Chegamos tarde e com fome. E fomos muito bem recebidos pelo João, que, apesar do horário, nos serviu com muito carinho e simpatia. Todo o staff, aliás, trata os hóspedes de forma impecável! O café da manhã é delicioso e feito com muito carinho. Sempre na presença do agradável dono da pousada, Peter, que faz questão de conversar com cada hóspede e dar dicas sobre o que fazer e visitar no Alentejo. Teremos a memória de dias deliciosos e agradáveis no Alentejo e nessa pousada em que os hóspedes são tratados com muita cortesia e atenção!
"
42,"Bom serviço, muito atenciosa a equipe. A localização é excelente, pois fica logo próxima da entrada do muro, numa via principal e dispõe de garagem. O quarto é bem confortável e o café da manha bem satisfatório. Para uma pousada cumpriu bem as expectativas.
"
