,Avaliações
0,"Propriedade a apenas 20 min de Beja (cujo caminho está na sua maioria alcatroado e em ótimas condições) que proporciona uns excelentes dias de relaxamento no meio da Natureza! O serviço, descontraído e muito cuidado, é excecional, assim como todas as refeições que nos foram servidas.  A prova de vinhos foi ótima e permitiu-nos conhecer a história da propriedade e dos vinhos Riso.  Sem dúvida a repetir!
"
1,"Localizada a cerca 2h de caminhose lisboa, Apenas a cerca de 20 minutos de conducao á saida de Beja, e  conduzindo por 3.5Km de estrada de terra batida (vindo da salvada, ultima povoação antes da herdade, a meio caminho entre a herdade e beja) surge-nos no meio da noite sinais de gente.  As luzes amarelas a fazerem lembrar os montes de antigamente e o ambiente familiar visivel pela forma calorosa como nos recebem fazem-nos sentir em casa.  Nao ha muito a dizer, apenas uma coisa. É imperdivel uma estadia nesta herdade.  O pequeno almoco em conjunto com os outros hospedes, confecionado com produtos de origem local e provavelmente biológica, tornam ainda mais saborosa a refeicao. O alojamento nao deixa margem pra duvidas. É o local ideal para descansar. O unico contra a meu ver é
"
2,"Paisagem bonita! Com muito potencial para turismo... Mas  Pequeno almoço muito decepcionante.... Apenas pão alentejano... Mauzinho... Limpeza dos quartos fraca e com problemas de canalização... A não repetir.
"
3,"Uma beleza arrasadora! simplicidade  modernidade, unicidade! Uma envolvência perfeita, uns donos simpáticos. Ideal para momentos a dois, momentos em família, momentos com amigos..  Tudo conforme idealizamos! Obrigada Herdade do Vau
"
4,"A funcionária que nos serviu o pequeno-almoço era realmente simpática! Foi super compreensiva com os horários tardios que fizemos e zelou sempre pelo nosso conforto e bem-estar. O pequeno-almoço foi muito simpático com pão alentejano à fatia torrado, ovos, bolo caseiro e sumo de laranja natural maravilhoso! As instalações têm muito pinta na sua beleza despojada, valorizando algumas antiguidades com simplicidade e gosto. As áreas são muito generosas e a piscina é fantástica! Por fim, o estacionamento para o apartamento foi incrível pois é possível a entrada para o mesmo por uma porta superior permitindo a passagens de malas e etc. de uma forma eficaz e cómoda. O caminho até à Herdade não é fantástico e por ser um espaço bem rural e no meio da Natureza encontrámos alguns bichos
"
5,"Como é um local bem cotado, escolhemos para festejar o aniversario de minha esposa. Para chegar, tivemos que ligar, já que o GPS não acertava. Ao chegar no local, depois de um trajeto por estrada de terra, , nos deparamos com um local quase abandonado, apesar de ser 15,00 horas. Tudo fechado. Após alguns minutos apareceu uma funcionária  que informou estar sozinha e que não havia como ingressar nas dependências, pois estava tudo trancado e ela não tinha a chave. Teríamos que aguardar quase uma hora para a chegada de outra funcionária com a chave. Perguntamos se poderíamos comer alguma coisa, já que não havíamos almoçado, nada , só retornando a Beja a uns 20 km.Daí o desespero, como ficar num local sem a mínima estrutura. A funcionária simpática, ofereceu telefone para falarmos
"
6,"Fomos em família ficar neste hotel e foi muito agradável! Conforto, design e limpo! Deu bem para relaxar no meio do campo! Zona da piscina agradável :) Pequeno almoço foi muito bom ao estilo buffet! Recomendo vivamente
"
7,"O acesso é por terra batida durante vários kms o que deixa os carros completamente cobertos de pó. O espaço é interessante e as pessoas muito simpáticas, no entanto durante a noite e madrugada ouvem- se demasiados barulhos, o que não é espectavel num sítio como este.  O pequeno almoço foi muito bom, com bastante variedade e bem confeccionado.
"
8,"Ao fim de alguns quilómetros em estrada de terra batida somos recompensados por uma paisagem  que nos faz sentir privilegiados por ali estarmos. Não poderíamos ter feito melhor escolha, tudo ao encontro dos nossos gostos, simpatia, disponibilidade, natureza, tranquilidade, fauna e flora para explorar e o Guadiana quase ao alcance das nossas mãos. Edifício muito bonito e bem recuperado, o quarto bem climatizado, limpeza irrepreensível. Pequeno almoço muito bom e variado, ambiente descontraído. Ao acabar a estadia, durante a viagem de regresso ficamos com a óptima sensação que realmente ainda existem paraísos na terra.
"
9,"É um dos sítios que gostaria de voltar assim que for possível.  Ideal para quem quer paz e sossego! A estrada de acesso até chegar à Herdade é em terra batida, deve conduzir-se com cuidado mas vale muito a pena. Reservei apenas uma noite, no entanto 20 minutos depois de lá estar fiz reserva para outra noite.  A Herdade tem uma vista fantástica para as vinhas e para o monte alentejano, a piscina é o local certo para disfrutar desta paisagem. Adorei o quarto onde fiquei no antigo lagar de azeite, agora recuperado, é amplo e com a mobília necessária.  Na minha opinião o factor distintivo desta herdade é o ambiente familiar, os pequenos-almoços e os jantares são servidos numa mesa grande, o que torna a experiência bastante diferente.  Recomendo o jantar na herdade na companhia dos
"
10,"A Herdade é fantástica para quem gosta de relaxar e apreciar a magnífica planície alentejana salpicada de vinhas e de onde se vislumbra o Guadiana. Tudo foi pensado com extremo cuidado e com bom gosto, já para não falar do excelente anfitrião Miguel e restante equipa que foram extremamente simpáticos, fazendo-nos sentir em família. Recomendamos vivamente uma experiência a dois ou entre um grupo de amigos! A não perder a degustação de vinhos Riso cuja produção é da própria herdade.
"
11,"A Herdade do Vau é um excelente local para descansar uns dias. Com o Alentejo de perder de vista pela frente, entre vinhas, montes e vales, e a uns passos do Guadiana, a Herdade do Vau é francamente recomendável. O proprietário, Miguel, é um anfitrião apaixonado pela sua obra e pelo seu vinho e contagia esse prazer aos seus hóspedes. Muito simpático, sabe o nome de todos os hóspedes, contribuindo para um ambiente mais descontraído e informal.  Bom pequeno almoço, e boa organização dos espaços. Éramos um grupo de 40 pessoas e bem sabemos como não é fácil acomodar tanta gente. A piscina é muito agradável e o espaço em redor excelente.
"
12,"Fizemos a reserva para ficarmos em um lugar tranquilo para curtirmos o dia com piscina, chegamos e a piscina estava imunda. Desistimos de ficar lá, maior sol, e um calor de 40 graus, e uma pousada com piscina suja!! Oi?
"
