,Avaliações
0,"Dificilmente se encontrarão locais sem mácula para nos alojarmos, seja em que circunstância for, mas garantidamente, este é um deles. Aqui tudo é bom, desde o espaço em si, que está extremamente bem cuidado e aprazível, com um conforto habitacional de realce, uma quietude que nos enche a alma e um acolhimento extremamente afável por parte de todos os que nos recebem, seja a D. Rita ou a sua mãe Joana, o Senhor Manuel ou a colaboradora Denise, sendo que todos são simpatiquíssimos e prestáveis. Por fim e não menos destacado, é o pequeno almoço continental onde não falta o bolo confeccionado diariamente, croissants estaladiços e gostosos,  pão diverso sempre fresco, queijos vários e o sumo de laranja natural, obtido a partir de laranjas acabadas de espremer. Para um conceito de
"
1,"Alojamento simples de grande qualidade. Silencioso e tranquilo. Pequeno almoço variado com sabores da região. Paisagem alentejana magnifica. Hectares de Vinha a perder de vista. Fácil de encontrar. Muita simpatia e disponibilidade por parte da gerência. A repetir. Recomendo vivamente.
"
2,"Desde já a anfitriã, Rita é espectacular de tanto profissional quanto hospitaleira. Um pequeno almoço de qualidade e variado onde poderei destacar o sumo de laranja que considero divinal. Uma sala aprazível luminosa e uns tons de grande apelo à harmonização. O alojamento é muito acolhedor, um retiro de paz e relax.  A açoteia convida a umas noites ao luar. A localização é fantástica já que permite aceder quer ao Alqueva de vários pontos, quer experienciar uma panóplia degustativa alentejana e ainda viajar no tempo pelos inúmeros pontos de interesse cultural e histórico. Estamos muito próximo de Monsaraz e da sua bela praia fluvial que proporciona idílicos momentos de final de tarde de um sol caramelizado quanto poético. Pontos de interesse: Convento de Orada, Cromeleque, Ermida
"
3,"Outeiro do Barro, uma agradável pousada nos arredores de Reguengos de Monsaraz. Localizada em um sítio rural, é ideal para descansar. No entorno da pousada, há várias quintas repletas de vinhedos e olivais, o que a torna ainda mais especial.  Além de agradável, o sítio é  estratégico  para visitar Monsaraz e as olarias de São Pedro do Corval. Da pousada é possível avistar Monsaraz, onde fica o castelo.  A pousada é muito charmosa, bonita e bem cuidada. Destaque para o café da manhã. Delicioso e repleto de produtos locais como queijos, fiambres e salames.  Também destacamos a simpatia e a atenção da proprietária Rita, que nos recebeu muito bem e nos deu excelentes dicas sobre o Alentejo.  Iremos voltar !
"
4,"Instalações acolhedoras, simples mas confortáveis, extremamente limpas. A proprietária, Rita Murteira, é uma simpatia e merece que a visitemos de novo. Pequeno almoço excelente, localização óptima. Experiência a repetir e aconselhar.
"
5,"Numa quinta rodeada de árvores de fruta e vinhas. Local sossegado a menos de 500 metros do centro de Reguengos. Piscina razoável, quartos pequenos e sem frigorífico.  A simplicidade do local é suplantada pela simpatia da Rita e pela qualidade do pequeno-almoço, muito melhor do que seria de esperar para um estabelecimento desta categoria.
"
6,"Para ser uma escapadinha diferente e juntando-se à data comemorativa dos dia doa namorados fomos passar lá esse fim de semana. Só há maravilhas a dizer deste espaço: desde do cuidado da limpeza e manutenção do quarto, desde um miminho preparado para a nossa chegada com uma garrafa de licor. A simpatia e prontidão da Rita e Sua mãe Dona Joana é de se tirar o chapéu.  Um pequeno almoço soberbo com produtos da terra e com paladares que ainda os guardo. Para não falar das parcerias que conseguem para os seus hóspedes.  É um espaço que merece um fim-de-semana na tranquilidade do Alentejo.  Seguramente para repetir e recomendar.  Atenção: É tão soberbo que facilmente fica esgotado.
"
7,"Experiência maravilhosa!   O quarto estava super limpo, tudo muito organizado.  A Rita é de uma simpatia extrema, muito cuidadosa em todos os detalhes!  Café da manhã simples, mas delicioso!   Foram dias super agradáveis!
"
8,"Ficamos alojados no Outeiro do Barro por quatro noites e não podíamos ter mais pena por irmos embora. É perfeito. Perfeito para descansar, perfeito para famílias, perfeito para aproveitar o que o Alentejo tem de melhor: a sua calma e as suas gentes. A Rita e a mãe, a D.Joana, foram formidáveis. Bem como todas as outras meninas que apoiavam na logística. Um obrigada a todas por toda a atenção.  Limpeza? Perfeita. O cheiro a lavado, a fresco, em todos os atoalhados e em todos os sítios da Quinta. Pequeno-almoço? Magnífico. Com bolo caseiro e sumo natural todos os dias. Os detalhes fazem a diferença e aqui, juntando isso ao sítio maravilhoso, não se pode pedir mais.  Enfim, só vivendo. Reservem, vale muito a pena!  E o sossego? Incrível. Baterias mais que carregadas. A repetir, sem
"
9,"Tudo muito bem arranjado e cuidado para um alojamento do género. Os pequenos almoços têm produtos de qualidade e variados, sumo de laranja natural, bolo caseiro, bons pães, croossants, queijos, carne frias. Toalhas de pano e guardanapos de pano impecavelmente passados. Tudo limpo, impecável e o serviço muito simpatico. Parabéns.
"
10,"Espaco muito agradavel, muito perto de algumas das aldeias obrigatorias a visitar, com bonitas e únicas paisagens do Alqueva. Pequeno almoco com boa qualidade, e simpatias de todos os funcionarios. De salientar as informacoes prestadas pela Rita e a sua permanente disponibilidade. Gostamos muito. Voltaremos com toda a certeza. Obrigada
"
11,"Excelente Recepção, Simpatia, Limpeza, Pequeno-Almoço, Quarto e Preço :) Melhor opção/preço perto do Alqueva Estacionamento Pequeno-Almoço variado com vista para o campo com alqueva no horizonte Quarto/Casa confortável  Piscina
"
12,"Apenas uma noite o que soube a muito pouco... Só foi pena o tempo estar de chuva e não dar para apreciar muito melhor o espaço todo, quarto que parece uma mini casinha alentejana, muito agradável, a D. Rita foi feita para isto, muito acolhedora e atenciosa e disponível para dar informações sobre a zona, o pequeno almoço bastante variado e muito saboroso... A voltar um dia com toda a certeza. Aconselho
"
13,"Já perdi a conta que repeti este espaço, sempre que venho para os lados de reguengos que é impossível não ficar a dormir neste espaço que é tão caloroso e acolhedor, espaço muito agradável, óptimos quartos e um pequeno almoço que começa num corredor com um cheirinho de tangeras e que ao entrar na sala nos deparamos com uma variedade de produtos da região, desde as compotas, pão, etc... Mas o que realmente torna todo isto especial é à atenção calorosa que a D. Rita e a sua mãe D. Joana que são 5 estrelas e nos acarinham. Um terraço óptimo para um nascer ou por do sol, um lugar que todos deveriam experimentar. Aconselho a 100%
"
14,"Hotel de excelente qualidade! Todos os detalhes para um hotel charmoso e acolhedor foram pensados nesse hotel! A dona do estabelecimento é uma pessoa super receptiva e profissional!  O quarto estava impecável tanto na limpeza quanto nos detalhes!  O café da manhã e maravilhoso e as frutas todas muito frescas !  Reguengos de Monsaraz é um lugar lindo e o hotel Outeiro do Barro é um lugar excepcional para ficar e de excelente qualidade!!!
"
15,"Dos melhores alojamentos onde estivemos até hoje! Quartos excelentes, muito bem decorados, super limpos e equipados com tudo o que é necessário. O pequeno-almoço bastante diversificado, com produtos regionais e caseiros. A D. Rita, a sua mãe e a D. Denise são de uma simpatia extrema, atenciosas e bastante profissionais. Fizeram-nos sentir em casa, pela atenção e solicitude com que nos receberam. Recomendo a 100%! Quando houver oportunidade, voltarei com toda a certeza.
"
16,"Alojamento bonito e calmo, em óptima localização perto do centro de Reguengos de Monsaraz e de outros locais lindos para visitar. Pequeno-almoço bastante completo e fomos recebidos com muita simpatia. Espero voltar!
"
17,"Perfeito para uma paragem de 2 dias na região do Alqueva a caminho do Algarve! Fomos recebidos pela D.Rita incrivelmente simpática, prestável e atenciosa; Como éramos 6 pessoas alojaram-nos em 3 quartos contíguos que fizeram com que nos sentíssemos quase em casa, tendo-nos cruzado com outros hospedes apenas na piscina. Os quartos são muito limpos, bem decorados e incrivelmente sossegados. As camas são grandes e muito confortáveis e todos os quartos dispunham de TV, WI-FI e ar condicionado.  A piscina de água salgada a uma temperatura invejável, fez as delicias de quem chegou quase derretido de uma viagem onde o ar condicionado decidiu também tirar férias!  O espaço envolvente com vista para as vinhas, Reguengos e Monsaraz é encantador. O pequeno almoço é delicioso e muito bem
"
18,"O cenário perfeito para uma escapadela de fim de semana.  Adorei os quartos, e o pequeno almoço é de produtos da mais alta qualidade. A vista para a cidade ao pequeno almoço vale a pena!  Espero la voltar em breve!
"
19,"A simpatia e dedicação da D. Joana e Rita fazem do Outeiro do barro um local perfeito para descansar. Pequeno almoço 5 estrelas, limpeza 5 estrelas, e uma excelente base para visitar o Alqueva. Cama muito confortável, tv, wi fi e ar condicionado em perfeitas condições. Senti-mo nos em casa.
"
20,"Quarto bastante limpo, bem decorado, com privacidade. Pequeno-almoço fresco e tradicional, muito saboroso! Fomos muito bem recebidos pela Rita, e ao pequeno-almoço pela sua mãe. Piscina agradável, onde pudemos descansar e relaxar. Gostamos muito, recomendamos e esperamos voltar!
"
21,"Quartos limpos, privados, com acesso a piscina partilhada e um excelente pequeno almoço. Bastante espaço para circular. Toda a simpatia por parte da família que acolhe. Recomendo muito, quer a casais de todas as idades, quer a famílias, A voltar quando possível.
"
22,"O quarto estava muito limpo, o pequeno almoço muito bom e uma grande simpatia de quem nos recebeu. Fomos em família com um bebé e correu muito bem. Recomendo para passar uns dias em família. Tive pouco tempo e fiquei com vontade de mais
"
23,"Espaço com óptima localização para quem pretende estar perto Reguengos de Monsaraz visto ser a 1km da vila. A proprietária do espaço é fantástica, muito muito disponível para tudo, atenciosa e a saber receber muito bem mesmo!  Os quartos são muito bonitos, simples mas bem decorados, e estava impecável de limpeza e apresentação de tudo: toalhas, lençóis. Não desfrutamos do espaço exterior porque estava a chover, mas tem piscina e jardim não muito grandes, mas agradáveis. O pequeno almoço muito bom, muito caseiro, o pão é feito na hora, sumo natural, bolinhos e doces típicos. Adorámos a hospitalidade. Obrigada Rita pela simpatia connosco e com o T.
"
24,"... espaço lindo, gente muito simpática que sabe receber, uma higiene irrepreensível, pequeno almoço sem ser grande com tudo e delicioso, localização ótima! Não gostei de uma coisa! Ter que me vir embora... Obrigado Rita e até breve...
"
25,"Local tranquilo, limpo, muito confortavel, quartos decorados com muito bom gosto, mas o pequeno almoço realmete superou todas as expectativas, o melhor sumo de laranja natural que bebi na minha vida, um bolo caseiro fresco todos os dias diferente, o cuidado da fruta fresca diariamente, o pão e os croissants fantasticos e frescos. Mas a melhor coisa é sem duvida o cuidado, carinho, simpatia da D. Rita e sua mãe, faz nos sentir especiais, não é em qualquer lugar que deixamos a nossa mala com a carteira e todos os objectos importartes e no dia a seguir está nos a bater a porta de casa. recomento vivamente e deixo a promessa de voltar em breve, ficaram no meu coração.
"
26,"Tudo esteve do nosso agrado. Desde a receção no dia de chegada, à despedida no dia em que nos voltámos a fazer à estrada, com promessas de voltar. A simpatia, paz e conforto estiveram sempre presentes ao longo das duas noites em que pernoitámos no Outeiro do Barro. Excelente serviço, pequenos-almoços deliciosos e ricos, quarto sempre limpo, um ambiente familiar e acolhedor. Excelente!
"
27,"Enorme amabilidade e profissionalismo de quem nos recebe. Mais do que um simples quarto, encontrámos um espaço bonito, confortável com boas dimensões e de uma limpeza irrepreensível. Um pequeno almoço ao nível de hotel de 5 estrelas. Vamos voltar.
"
28,"Tudo aqui correu mais que bem, começando por atendimento muito eficiente, passando às boas instalações do quarto, toda a disponibilidade prestada, a vista maravilhosa que nos prende, uma boa limpeza, a localização é excelente, o pequeno almoço têm imensas opções... . É o sitio ideal para passar aqui uns dias com o objetivo de relaxar.  A Dona Rita e a sua mãe fazem de tudo para nos sentirmos à vontade, ambas têm uma simpatia que não há outra igual. Sem dúvida assim que tiver oportunidade irei voltar aqui!
"
29,"Tudo é magnífico. Paraíso perdido. As instalações, o espaço exterior rural, o pequeno almoço dos deuses, a simpatia da Dª Rita e da sua mãe. Adorei. Vou voltar e recomendo,  Não aconselho o quarto nº4 :) dado barulho que provém das caixas de ar condicionado, mas a Dª Rita vai já tomar providências se é que não tomou já :)
"
30,"Local óptimo para descansar e relaxar onde tudo é magnífico. O sítio, a proximidade, o pequeno almoço, o preço, a piscina. Consensual e obviamente a regressar. Pena é que não seja tantas vezes como gostaria. De realçar a simpatia da Rita que nos faz sentir «em casa». Com o pormenor de Reguengos e Monsaraz estarem perto onde se podem fazer óptimas refeições tipicamente alentejanas. Felicidades e longa vida para o Outeiro do Barro.
"
31,"Uma estadia que posso classificar de 5 estrelas. Tanto a localização (muito perto de Reguengos), como as acomodações bonitas e sempre bem limpas, como o pequeno almoço maravilhoso com produtos frescos e regionais, como as empadinhas de frango e o requeijão com doce de abóbora e canela...Fantástico. Também a piscina de água salgada é fantástica e apesar de não ser muito grande, é suficiente para refrescar em dias de muito calor. Por último e propositadamente, destaco a simpatia e dedicação do staff para com o cliente que é de longe o melhor de todos os sítios por onde tenho andado (e já são bastantes). Obrigado Rita e D. Joana, foram umas anfitriãs inexcedíveis. Parabéns e continuem assim. Beijinhos do Miguel que vos adorou... :-)
"
32,"Uma unidade familiar com uma qualidade de serviço acima da média! Simpatia de todo o staff! Pequeno Almoço fabuloso ! Muito perto de Reguengos de Monsaraz e de fácil acesso! Relação qualidade/preço muito boa!
"
33,"Em viagem pelo interior alentejano esta foi a paragem escolhida para visitar Monsaraz, Mourão e Alqueva. Um excelente escolha por sinal, atendimento super simpático, as acomodações com bom gosto na decoração assim como se nota o cuidado nos pormenores importantes em que nada falha. Parabéns por este espaço e obrigado pelo bom receber típico Alentejano.
"
34,"Bem localizado, proprietários muito simpáticos que proporcionam um excelente serviço. Belo pequeno-almoço, com valorização dos produtos regionais. Piscina pequena, mas muito acolhedora, mais do que suficiente para tornar a estadia muito relaxante. Quarto amplo, simples, mas muito confortável e acolhedor.
"
35,"Simplesmente fantástico! Férias em família, ideal para relaxar. Só aspectos positivos, desde: a simpatia dos funcionários, o pequeno almoço que é divinal, tudo. A piscina de água salgada que é óptima  Recomendo vivamente  Para repetir no próximo ano
"
36,"Quem procura um local tranquilo para passar uns dias e recarregar baterias, na zona de Reguengos de Monsaraz, esta é uma opção a ter em conta. Outeiro do Barro é um alojamento mesmo à entrada de Reguengos, sentido norte-sul, com poucas habitações, o que o torna num local bastante sossegado. A higiene e simpatia são o ponto de ordem. Não se pode pedir mais... talvez um piscina um pouco maior.
"
37,"Local sossegado e muito agradável, quarto confortável e piscina impecável. O pequeno almoço é óptimo, muito completo e repleto de bons produtos da região. O atendimento é extremamente atencioso e simpático, sempre com boas sugestões de actividades e locais a visitar. Valeu mesmo a pena.
"
38,"Uma agradável surpresa em Reguengos,logo ao chegar somos surpreendidos pela simpatia da dona Rita,um amor,super simpática.o quarto  muito bem decorado,espaçoso e sempre limpo e fresco...a piscina uma maravilha com agua salgada , o pequeno almoço é divinal,tudo muito bom e fresco,ficamos 3 dias mas com vontade de ficar mais...vamos voltar certamente Recomendo
"
39,"No outeiro do barro os funcionários são super atenciosos e simpáticos, local muito calmo, ideal para descansar, a piscina limpa, os quartos também impecáveis. Perto de Reguengos de Monsaraz. A regressar!
"
40,"Hotel estilo rural a cerca de 1 km de Reguengos, situado numa quinta. Quarto agradável, não muito grande, cama confortável, com wc privada, muito bem decorado.os quartos são em pequenas casinhas que se dispõem ao redor dum pomar de laranjeiras e da piscina. é um Hotel pequeno e muito calmo o ambiente. com um estilo Romântico, virado para o descanso.  Pequeno almoço típico de um hotel 3 estrelas português no entanto com tudo muito fresco. os funcionários são os próprios donos que atendem a todas as necessidades e são muito simpáticas. Gostei muito.
"
41,"O atendimento excelente. O quarto minimalista, mas muito bem decorado, em tons de branco, com um colchão muito confortável e tudo muito limpo. O pequeno almoço muito bom, com muitos mimos, e produtos da região, onde se destaca o sumo de laranja acabado de fazer, e a tarde de maçã da Dª Joana. Não podemos deixar de referir o local do pequeno almoço, com uma vista privilegiada, que nos é dada a conhecer pelas grandes vidraças.  Sempre que formos a Reguengos, é um lugar a voltar.
"
42,"Fomos a Reguengos de Monsaraz passar duas noites. Queríamos algo calmo, pessoal, diferente. Descobrimos o Outeiro do Barro e não podíamos ter vindo mais satisfeitos! Desde a atenção da gerência no momento em que chegamos até a sua simpatia em cada conversa connosco. Adoramos o espaço. O quarto é muito bom e confortável. O pequeno almoço é simplesmente divinal. O sumo de laranja, os bolos e as compotas (ambos caseiros). Que delícia! Aconselho a visita!
"
43,"O outeiro do barro é um turismo rural bastante acolhedor. A Rita que foi a pessoa que nos recebeu é muito simpática e prestável em tudo. O quarto e a casa de banho é igualzinho ao que aparece nas fotografias. Tudo bastante acolhedor, limpo e agradável! O pequeno almoço é ótimo com vários tipos de opções, e ainda, um ótimo sumo de laranja natural. Obrigada pela excelente estadia. Recomendo!!
"
44,"Uma passagem por Reguengos sem conhecer nada fui as novas tecnologias e através delas dei com um turismo Rural Outeiro do Barro. Liguei e fui atendida por a dona Rita  que foi muito prestável disse-lhe que estava a chegar. Disponibilizou-se logo para nos mostrar o quarto.....O quarto bem decorado. Receção muito acolhedora e foi o melhor pequeno almoço que até agora tomei num turismo Rural. Fiquei cliente e recomendo vivamente.
"
45,"Fomos muito bem recebidos pela Rita, que nos fez rapidamente sentir em casa. A quinta é maravilhosa e tem uma vista incrível. O quarto era espaçoso, moderno e decorado com muito bom gosto. Estava impecavelmente limpo. A cama era muito confortável. O pequeno-almoço era óptimo. Aconselho a provarem o bolo podre...é uma delícia.
"
46,"O pequeno almoço é dos melhores que tive até hoje em turismo rural. A cama muito confortável (a melhor até à data). O quarto muito aconchegante. A simpatia e disponibilidade da D. Joana que nos fez sentir em casa. Nem toda a gente nos serve um café nem nos faz um roteiro pra passeio. Muito bom, mesmo. Não pude comprovar o isolamento acústico do quarto uma vez que ao lado não estava ninguém (penso eu). O banho não é uma experiência agradável porque a casa de banho é muito fria.
"
47,"Descobrimos o Outeiro do Barro por acaso, e marcamos quase que de um dia para o outro. Como queríamos visitar aquela zona de Portugal, escolhemos algo que fosse típico, que tivesse boas críticas e que fosse central sem ser mesmo no centro de nenhuma terra. A nossa escolhe revelou-se a mais acertada! Desde o momento em que fomos recebidos sentimo-nos como que em casa. Um ambiente familiar, de comunhão com a Natureza e a Cultura, com vistas estupendas e a calma que aprendemos da zona alentejana, propícias para descobrir a verdadeira essência portuguesa. As casinhas são simples mas confortáveis, com wi-fi e tv, camas largas e num ambiente a puxar o moderno. O pequeno almoço também foi um dos pontos altos, com comida deliciosa e farta, com variedade e qualidade. Adoramos a simpatia
"
48,"Excelente localização e atendimento. A Rita a mãe foram super simpáticas e atenciosas. O meu marido fez anos e as senhoras tiveram o cuidado de lhe preparar um miminho. Local super calmo e excelente para relaxar. Sempre muito asseado. Pequeno almoço com produtos frescos e saborosos. Um local sem dúvida a voltar e a recomendar. Muito obrigada a toda a equipa pela excelente estadia que nos proporcionou.
"
49,"Espaço muito agradável, composto por diversas casinhas, piscina exterior e parque de estacionamento gratuito.  Pequeno almoço divinal e simpatia no atendimento, fazem deste Outeiro do Barro uma referência no alojamento rural. Para nós foi uma excelente base de partida e chegada para conhecermos os arredores do Alqueva, seguindo as sugestões da simpática Dª Rita e sua mãe. Quartos e sala do pequeno almoço agradavelmente decorada e limpeza irrepreensível. Parabéns!
"
50,"Muito bom. Staff simpático, alojamento confortável e limpo. Muito bem localizado, o ideal para relaxar ou viajem de negócios. O pequeno almoço é muito bom, recheado de produtos regionais e/ou caseiros. Certamente irei voltar
"
