,Avaliações
0,"Um local extraordinário para passar alguns dia de descanso. Excelentes condições, quarto muito bem decorado e muito agradável. Os proprietários e os funcionários foram extremamente simpáticos fazendo sentir cada hóspede como o mais importante.Foi um local que nos marcou pela positiva e onde esperamos regressar assim que possível.
"
1,"Monte Saraz continua a ser o nosso ""oásis de serenidade"" para descansarmos em família. Aqui encontramos um lugar mágico que nos acolhe de braços abertos, e as pessoas são extremamente simpáticas e cuidadosas. Ir de canoa até à ilha é uma das coisas mais incríveis e relaxantes que aqui temos feito, e não faltam actividades, desce passear de bicicleta entre monumentos megalíticos até a subir ao magnífico castelo por caminhos romanos que evocam outros tempos. A piscina está linda como sempre, e é o lugar perfeito para descansar. Certamente continuaremos a voltar aqui!
"
2,"Por vezes, procuramos por aquele local onde poderemos descansar, conhecer, descobrir e desfrutar em família.  Porém, esse lugar encontra-se escondido no nosso Alentejo, bem próximo de Monsaraz.  Monte Saraz. Muito nos apraz!! Não há palavras para descrever a estadia fantástica, com paz, sossego um ambiente acolhedor!! Todos sao simpáticos e maravilhosos!!' ....'Gostei muito deste hotel principalmente das piscinas e dos gatos...adorei!
"
3,"Fui sem saber para onde, uma surpresa da minha namorada.  Quando cheguei ao local não me parecia mais que um mero monte perto de Monsaraz.  Ao entrar começo por perceber a enorme hospitalidade do casal, dono do espaço, que nos colocaram como se estivéssemos em casa.  A maior surpresa começa quando percebemos que tínhamos chegado a um pequeno oásis no meio do Alentejo. Excelente ambiente, acolhedor e propício para um verdadeiro passeio de namorados.  Para quem procura paz, sossego, este é o local ideal. Mosaraz está a 5 minutos com uma oferta gastronómica variada. Também podem ir até à Praia Fluvial de Mourão - Alqueva e desfrutar de um ambiente bem alentejano.    Esperamos voltar e ficar mais dias.  Muito obrigado à minha namorada por me dar a conhecer locais como estes!
"
4,"Tivemos uma estadia muito agradável. Adorámos a piscina que nos transporta para outros tempos... o pequeno almoço e a maneira como estava descorada a quinta, um espaço muito bem cuidado e bonito. De salientar especialmente a boa vontade, o bom humor e o contacto amável de todo o pessoal de apoio. Luis Lopes
"
5,"Monte Saraz"" - turismo rural de excelente qualidade. Lugar calmo, sereno, onde o descanso é muito apreciado. Em sua redor, tudo é convidativo, muitos restaurantes com comida típica alentejana e duas praias fluviais (Monsaraz e Mourão) onde podemos refrescar o corpo e a alma. Parabéns a todo a equipa por este lugar paradisíaco. Eugénio Miranda, Povoa de Varzim, 21/08/2017 .""
"
6,"Bem localizada perto do Castelo de Monsaraz e do Alqueva, rodeada de monumentos megalíticos, a quinta foi construída sobre uma antiga villa romana, da qual existem inesperados vestígios. O atendimento foi cortês e atencioso, fazendo-nos sentir mais hóspedes em casa de amigos que clientes. Rodeados de verdejante vegetação que ajuda a combater o calor, é bem melhor que ficar numa isolada quinta alentejana.
"
7,"Monte magnifico situado num ponto absolutamente deslumbrante de onde se avista monsaraz. As casas onde ficamos sao muito bem decoradas e com tudo necessario.a piscina no centro da casa providencia um local muito romantico para passeio pos jantar. Todos os cantinhos deste monte são de uma beleza extrema e o pequeno almoco tem tambem o fabuloso pao alentejano.
"
8,"Foi uma estadia maravilhosa, certamente a repetir. O Monte Saraz não desilude, é um verdadeiro oásis de serenidade, tal como promete! Espero que este local possa ser mantido assim, tão bonito, tranquilo e especial! O proprietário e o staff são muito acolhedores, tornando a experiência ainda mais positiva. Até breve! 19/06/2017
"
9,"Se um dia quiser descansar com toda a paz e bom energia do mundo, Monte Saraz e o local ideal. Um sitio maravilhoso, com uma equipa ainda mas maravilhosa. Obrigado por existirem! Joana Gorjão Henriques e Ricardo, 16 junho 2017"".
"
10,"Regressamos a este paraiso no campo apos 20 anos e disfruta.mos a mesma calma e comodos alojamentos , mais oferta , mas o mesmo estilo rustico . o pequeno almoco com vista para castelo e pao acabado de fazer fez nossa delicia . o dono e empregados fizeram-nos sentir em família.  obrigado
"
11,"Se um dia quiser descansar com toda a paz e bom energia do mundo, Monte Saraz é o local ideal. Um sitio maravilhoso, com uma equipa ainda mas maravilhosa. Obrigado por existirem!  A vista para o castelo de Montemor é simplesmente fantástica e a piscina um bálsamo. O ""hotel"" tem vários recantos simpáticos com cadeiras e mesa, ideal para beber um vinho e comer um queijo. Aconselho vivamente
"
12,"Monte Saraz e um sitio ótimo para relaxar durante uns dias, bastante calmo e pacifico. For espetacular ter o quarto bem quentinho sempre que voltávamos. Contamos regressar, talvez numa primavera futura. Felicidades para Monte Saraz para 2017.
"
13,"Estadia deliciosa, intercâmbio com a Natureza, paisagem única. Os quartos, além de serem confortáveis, são belamente decorados em estilo rústico e muito asseados. Os hospedes são rodeados de muita atenção e simpatia e o Senhor Marc (o proprietário) é alguém que vale muito a pena conhecer.  Estadia 5***** por isso é uma experiência a repetir.  Quem procura um lugar para descansar e em estilo familiar, o Monte Saraz, é sitio perfeito... ADOREI e recomendo!!!
"
14,"Lugar magnifico, um autêntico paraíso no lindo Alentejo. A calma, a paz e o sossego que ali se vive é excelente. Aliado a tudo isso, a simpatia do sr. Marc e suas colaboradoras. Sem duvida um lugar a regressar.
"
15,"Grata pela simpatia de todos as pessoas. Excelente sítio/Local  para voltar, especialmente com crianças. Neste local predomina a beleza da paisagem rural, a calma e sossego para o descanso. As acomodações são perfeitas e recordam os tempos dos nossos avós que viviam no campo. É de destacar as piscinas!! ADORÁMOS
"
16,"Onze dias muito bem passados sempre com a atenção e simpatia do Marc e restantes colaboradores. Pensamos voltar e aconselhamos a quem queira praticar o descanso. A Casa da Fonte tem uma vista espetacular para Monsaraz. O pequeno almoço é bem servido mas nada comparado com a simpatia de quem nos serve. É para repetir.
"
17,"Este lugar é um verdadeiro oásis no Alentejo. Aqui impera o bom gosto e a simpatia. Vive-se a calma, o silêncio, a paz. Respira-se a natureza e a frescura da água. É a segunda vez que lá voltamos e pretendemos regressar muitas mais vezes. Parabéns e obrigada. (Não dou mais estrelas porque não é possível).
"
18,"Um lugar perfeito para relaxar e descansar! Super reservado, tranquilo, tanto o local, como a habitação apresentam uma decoração campestre, simples e em total harmonia com o ambiente rural envolvente. Excelente vista para o castelo de Monsaraz! Marc e o seu staff são pessoas muito simpáticas e acessíveis, com um trato muito ""familiar"". O pequeno almoço deixa um pouco a desejar, com a variedade de productos locais a oferta no buffet poderia ser melhor! Ao redor existem restaurantes óptimos, nos quais se pode usufruir de autênticos banquetes de boa comida alentejana.
"
19,"Excelente local para passar um fim-de-semana. Tranquilo, acolhedor, reservado, muito bem cuidado. A Casa do Forno é fantástica. O pequeno almoço é muito bom. Todavia, o melhor é mesmo a simpatia da D. Rosete. Obrigado Marc.
"
