,Avaliações
0,"Local calmo, acolhedor e com a simpatia de proximidade no serviço prestado. Próximo da costa Vicentina ou das planícies alentejanas, permite planear bons passeios na vizinhança ou usufruir do local com passeios pedestres. O pequeno-almoço caseiro e variado ajuda a começar bem o dia.
"
1,"A tranquilidade existe aqui. Um silêncio tranquilo óptimo para descansar. A piscina tem o tamanho ideal, o jardim super convidativo, os quartos muito bonitos e o pequeno-almoço com produtos do Alentejo e do próprio monte.  O Luís (o anfitrião) é uma simpatia. No monte a floresta encontramos um ambiente familiar. Um local para se voltar.
"
2,"Tudo o que passo a mencionar é pouco ou será pouco para descrever a minha experiência no Monte da Floresta! Neste espaço singular, encontra-se serenidade, qualidade e muita competência carregada de dedicação e amor. O anfitrião é exímio na arte de bem-receber, disponibilizando-se a apoiar em tudo o que for necessário e mimar os hóspedes com pormenores que fazem a diferença como presenteá-los com uma excelente limonada e fruta acabada de apanhar  aquando os banhos de sol junto à piscina. O espaço é reflexo da imensa dedicação e trabalho, traduzindo-se num bom-gosto e tranquilidade, que é o que se procura neste tipo de turismo. Desde decoração dos quartos, amplos e com mobiliário de cunho familiar, ao espaço exterior de área generosa, com uma piscina muito bem enquadrada e com uma
"
3,"O espaço é extremamente limpo, o Sr. José Luis é mesmo muito simpático, atento e cuidadoso tanto com o espaço como com os hospedes. A casa tem história, é acolhedora, mas o jardim é fenomenal! Tem imensos recantos lindos para ler, meditar, ou simplesmente aproveitar a paisagem alentejana, e o melhor é o cantar dos passarinhos como pano de fundo. O pequeno almoço é bastante composto com diversos produtos da região.  É o local ideal para quem gosta de natureza, calma, para passar uns dias em casal. Para almoços e/ou jantares, existem várias opções simples ou mais elaboradas a 5min de carro, em Ferreira do Alentejo, ou noutras localidades um pouco mais longe (entre 15 a 30 min de carro). No Alentejo come-se muito bem! Aconselho!
"
4,"Tudo muito bom, começando logo pela localização isolada mas ainda assim a 5 minutos de uma povoação com todos os serviços necessários. O quarto era enorme mas muito acolhedor, e impecavelmente limpo. O jardim é bonito e com muitas sombras tranquilas. A piscina é mais que suficiente para um mergulho refrescante e todo o espaço à volta está bem cuidado. O pequeno almoço é simples mas com produtos locais de grande qualidade. Tudo ao mais alto nível.
"
5,"Tudo ótimo, Simpatia do proprietário, limpeza, espaço, pequeno almoço,tudo muito bom. Recomendável para qualquer tipo de estadia, a dois, família com e sem animais ou trabalho. Local ótimo para relaxar e sentir a natureza
"
6,"A simpatia da funcionária, fizeram-nos sentir sempre muito bem vindos. O quarto e restantes zonas são limpas e cuidadas. O pequeno almoço é simples, puro e muito bom! Recomendo para quem precisa de descansar. Informação imprecisa sobre carregamento elétrico de automóveis. Não existe posto de carregamento, mas a possibilidade de usar uma tomada elétrica de rede.
"
7,"Não é fácil encontrar palavras suficientes e significativas que nos permitam exprimir fielmente a nossa passagem no Monte da Floresta. Um cenário rural mas idílico e romântico. Uma decoração rústica, facilmente identificada pelos seus traços intimamente ligados à vida do campo, um conforto descontraído mas muito cuidado em função dos visitantes, aliados ao atendimento onde o calor humano impera e a atenção nos pequenos detalhes é sinónimo de diferenciação. O sorriso, a calma e a capacidade de concretização do 'Sr.' José Luís são o extraordinário prenúncio de um regresso. Parabéns! e OBRIGADO!
"
8,"Excepcional, em termos de qualidade do acolhimento, o à-vontade do anfitrião, condições fisicas (os móveis, sobretudo as camas e cómodas!!!), a familiaridade de quem parece que nos conhece desde sempre... Rapidamente, neste sitio se esquecem as agruras da vida... Abraço ao amigo José Luís pela receção e à Uva pela companhia no passeio matinal!
"
9,"Queriamos um lugar descontraído e sossegado para passar os últimos dias de férias. E o Monte da Floresta preencheu todos os requisitos. Desde a decoração que está espetacular, à simpatia do anfitrião e dos seus amigos de 4 patas, ao espaço exterior com piscina. Podemos respirar ar puro! Logo no primeiro dia fomo recebidos com um lanche junto à piscina. Ficamos com pena de só passar 2 noites. Quando possível iremos voltar.
"
