sentiment,review
positive,"Decoracao tipica e com gosto. Ve-se que pertence ou pertenceu a um arbitro. Comida saborosa bem confecionada, 'a alentejana'. Staff simpatico e profissional. A voltar."
positive,"Experiencia a nao repetir. A qualidade da comida e fraca e o servico mau. De 6 pessoas que estavamos a mesa, a comida de 2 delas chegou quando os restantes estavam a acabar de comer. Dois dos pratos eram de qualidade media mas os outros eram ma qualidade. Nao vou repetir nem recomendo"
positive,"Bom ambiente e excelente qualidade da alimentacao. Muito boa confeccao. Precos acessiveis, com o rendimento algo lento."
positive,Sopa de cacao incrivel e a mais saborosa de todas! Super bem servida! Gostamos muito! A repetir na proxima visita a Beja!
negative,"Bem servido, doses generosas, bom atendimento, burrego TOP, bom vinho .... recomendo e quando voltar a Beja e local a voltar sem duvidas."
positive,"Certamente devo ter uma ideia mal formada do que e um a costeleta de novilho. Uma das sugestoes do dia era costeleta de novilho, bem, o que me serviram nao correspondia ao que era sugestionado, ou seja, eram  duas costeletazinhas muito mal preparadas o que nao faz jus a classificacao atribuida ao Restaurante o Arbitro, dai este mais que merecido cartao amarelo. Lamento."
positive,As duas costeletinhas pesavao 600 gramas o senhor no fim da refeicao disse que estava tudo bom boa sorte e saude
positive,Bom. Refeicoes tipicamente regionais bem confeccionadas e tendo em conta preco/qualidade. Recomendo a carne de porco a alentejana e o doce da casa.
positive,Recomendo. Comida tipica da regiao com boa relacao qualidade/preco. A simpatia de quem la trabalha tambem se descatou.
positive,"Como muitos que ali passam o Arbitro nao era a nossa 1 opcao mas mal entramos fomos muito bem recebidos num espaco acolhedor e pela ENORME simpatia de quem la trabalha. Oferecem uma inumera variedade de pratos tipicamente alentejanos e em quantidades extremamente generosas. Tive a oportunidade de comer as deliciosas costeletas de borrego mas tudo tinha um aspeto divinal. E impossivel nao sair satisfeito. O restaurante tem tambem a vantagem de estar bem localizado nos pontos turisticos da cidade de Beja, mesmo ao lado do castelo."
positive,"Almoco de passagem, durante a semana. Nao tinhamos reserva, entao tivemos que esperar um pouco para sentar. Doses sao bem servidas. O Sr. que nos atendeu foi esforcado e atencioso (dono). Comida tipica satisfatoria na relacao qualidade-preco."
positive,"Nao foi a primeira escolha,mas o outro estava cheio, entao fui ao arbitro. A comida estava boa carne alentejana para dois e secretos de porco para outros dois adultos e uma crianca. Tudo bem, so nao gostei foi dos secretos ter vindo primeiro com um A senhora nao foi  sincera porque o diz agora devia ter dito na altura mas o ser humano e a sim mas obrigado e saude"
positive,Nao era a primeira escolha e ainda bem que o restaurante a que ia estava cheio. Fomos recebidos com muita simpatia e com comida regional muito boa a um preco razoavel com doses muito generosas. Recomendo vivamente.
positive,Sr. Carlos recebe com simpatia e proporciona comida caseira de elevada qualidade. Boa variedade e precos em conta. Voltarei com certeza.
positive,"Nao conhecia este restaurante mas foi uma agradavel surpresa. Comida caseira, doses abundantes e preco acessivel. A repetir"
negative,Se ha comida que faz jus a comida alentejana e a deste restaurante. O atendimento e como se tivesse em casa. Paragem obrigatoria.
positive,"E um restaurante simples mas a comida e muito saborosa. Os casal de proprietarios sao muito simpaticos e atenciosos Foi um Restaurante de Topo, mas devido as conjunturas economicas da Regiao, fico do passado a simpatia e a qualidade da alimentacao."
positive,"Sou da zona Norte (Famalicao). Este foi o 4o restaurante que almocei em Beja com a minha familia . Ate ao momento este restaurante e o unico que recomendo vivamente todos os internautas a almocar/jantar, tanto pelo sabor da comida como pela simpatia do atendimento Muito bom, carne de porco alentejana. Bom ambiente e a simpatia de quem nos serviu. Um local a visitar novamente."
