sentiment,review
positive,"Belo estabelecimento! Visitei com tres amigos e o dono foi impecavel, desde o servico a recomendacao do vinho (Vidigueira Trincadeira). Local a repetir certamente"
positive,"Restaurante tipicamente alentejano. Excelente experiencia do inicio ao fim, com umas belas entradas, uma excelente recomendacao do vinho e umas maravilhosas migas com presa iberica. Terminamos com um tarte e um pudim de requeijao que estavam divinais. A repetir!"
positive,"Ambiente tipico e acolhedor. Refeicoes tipicas alentejanas muito bem confeccionadas e saborosas. Doses generosas. O servico foi atencioso, no entanto, reparei que um colaborador (talvez o dono), foi muito indelicado para uma senhora que entrou a perguntar por uma mesa, o que nos deixou um pouco desconfortaveis. So por este motivo nao dou avaliacao maxima. De resto, nada a apontar."
positive,"Restaurante recomendado por um amigo,quando cheguei fui perguntar  se havia mesa para 4 pessoas,foi me respondido de uma forma de muito ma  educacao  que nao havia e ja nao serviam mais refeicoes, eram 13h35m.perguntei entao onde se poderia comer ali perto e foi me respondido novamente com muita ma educacao  e arrogancia  'nao sei'! LAMENTAVEL Nao provei a comida,mas tb ja risque da minha lista!"
positive,"Pela forma como fui tratado pelo dono do estabelecimento, pessoa mal educada e estupida, que inclusivamente me desafiou a chamar a policia quando lhe pedi o livro de reclamacoes depois da sua attitude intragavel, considero que o estabelecimento deve ser encerrado pelas autoridades competentes por os proprietarios nao terem o minimo das qualidades requeridas, em termos de relacoes sociais, para quem tem casa aberta."
positive,Bochechas e grelhada de porco preto maravilhosas Melhores migas do Alentejo Ambiente e decoracao muito tipica
positive,"Comemos todos muito bem. A presa de porco preto com migas estava excelente. Ate o bitoque de porco estava bom. A sobremesa estava divinal: encharcada, pudim de ovos com vinho do Porto e pudim de queijo. A simpatia do Sr. que nos serviu tambem e de realcar. Vou voltar de certeza. Recomendo vivamente mas facam reserva pois esta sempre cheio."
positive,"a revisitar quando voltar a beja. espaco tradicional, tipico e de comida caseira. muito simpaticos no atendimento. adorei o almoco Pedi bife grelhado e perguntei como acompanhava. O senhor referiu que era com batatas frita. Disse que tambem nao tinha arroz. Perguntei se podia fazer batata cozida. Para meu espanto disse que nao!!! Devia dar muito trabalho ... como com uma salada que tive que pagar a parte... enfim... servico PESSIMO!"
positive,"Em tempos de Covid-19, os pratos sao excelentes. Pedimos para quatro pessoas e fomos muito bem servidas. Ficamos a conhecer a 'historia' da Taberna A Pipa. Tem todas as condicoes para uma refeicao segura nos tempos que correm."
positive,O gaspacho e os carapaus nao tinham qualidade. Fui acabar de almocar a casa Nao passam fatura A conta e processada num papel a lapis ou esferografica
