sentiment,review
positive,"Gostei muito das bifanas, preferi as bifanas grelhadas mas as duas sao muito boas. Bom atendimento e muito simpaticos todos os funcionarios"
positive,"Recomendo uma visita para provarem a deliciosa carne, tanto nas bifanas, como nos pregos e principalmente no pica pau.  Quanto ao atendimento da gerencia e de todo o staff muito obrigado, pela simpatia. Continuem assim."
positive,"Otimo ambiente, lugar aconchegante e agradavel. Atendimento impecavel, encontrei uma Brasileira como atendente (Priscila), me fez me sentir mais em casa ainda com a atencao prestada e recepcao. Comida deliciosa, tudo fesquinho e saboroso."
positive,"Boas bifanas , bom espaco  e bom atendimento 5 estrelas Recomendo Vamos voltar"
positive,"Mas ha duvIdas?! As melhores bifanas, prontos as melhores da minha vida. E olha que ja tive em muitos sitios"
positive,Ca eu tive a real percepcao do que e uma excelente Bifana de verdade! Inesquecivel! Nada mais sera como antes e sempre terei ca como referencial nos outros sitios que irei de agora em diante!
positive,"As melhores bifanas de todo o sempre e mais alem! Atendimento espetacular, gente simpatica e comida deliciosa."
positive,"Excelente local para comer umas boas bifanas, com qualidade de confeccao e atendimento. Muito bom. Recomendavel"
positive,"Otimo atendimento, atendentes simpaticos, comida boa, lugar agradavel, voltaremos em breve. Obrigada"
positive,Otimo local para comer e ser bem servido! As melhores bifanas sao as bifanas do marinho Com toda a certeza e para voltar!!
positive,Almoco depois das 15 horas Pedirmos o menu 1 e menu 2 para todos estava muito bom as batatas nao eram caseiras mas mesmo assim estavam muito boas Recomendo para quem quer comer rapido e fora de horas.
positive,"As Bifanas sao excelentes, o pao torrado e a carne muito bem trabalhada. Variedade do menu vasto com varias opcoes de escolha."
positive,Excelente atendimento e agilidade! Para quem busca um lanche saboroso e tradicional rapido aqui voce tem essa otima opcao em Beja.
positive,"Aconcelho a escolher o menu 2 vale a pena, muito bom e rapido acompanha com batatas fritas Excelente atendimento. Fora de horas, e do melhor"
positive,"As bifanas sao excelentes e tem cervejas artesanais. O espaco e muito pequeno, portanto diria que a melhor opcao seria take-away. A relacao qualidade/preco e muito boa."
