sentiment,review
positive,"Cafe num bairro de Beja tem um leque variado de docaria tradicional alentejana, de muito boa qualidade. Iguarias todas frescas, de boa qualidade e apresentacao. Servico gentil. A repetir, concerteza!"
positive,"Muito fraco, com pouca ou nenhuma opcao de escolha. Nao pretendo voltar. Salvou-se a simpatia da empregada que nos atendeu."
positive,"Recomendo o ensopado de Borrego e as Migas Servico rapido e simpatia. Preco nada a apontar. Neste dia em V. Real de Sto Antonio, comi pessimo e paguei quase o dobro"
positive,"Sempre o melhor pequeno-almoco - empadas deliciosas, e os bolos sao todos muito acima da media. Queijadas, almofadas, tortas, amendoas, etc. Ate as torradas sao melhores aqui :)"
positive,"A unica coisa que gostei foi do cafe. O local e apertado, o atendimento e razoavel, e barulhento, os produtos nao sao la muito bons. Enfim, so um quebra-galho."
positive,"Excelentes pratos! Bom cardapio. Atendimento agil. Porcoes generosas e saborosas. Comida tipica portuguesa, que vale a pena! Funcionario simpaticos. Boas sobremesas. Vale a pena almoco ou jantar, ou mesmo passada no cafe. Localizacao central."
positive,"Ensopado de borrego muito bom. Tipico alentejano.Mesmo no centro de Beja. Boa confeitaria,,,as melhores queijadinhas de requeijao Ir ao 'Luis da Rocha'e um classico em Beja. Nao so pela sua confeitaria (por exemplo, as trouxas de ovos fresquissimas) mas tambem pelo belo design dos anos 50 que ainda mantem no seu interior. Subindo ao 1o andar, temos o Restaurante. O Gaspacho com carapaus fritos e divinal: a sopa de pao com tomate vem pontuada com alguns pedacos de presunto e com os cubos de gelo necessarios para a manter na temperatura ideal; os carapaus, apresentam-se nao gordurosos como manda a lei. Uma iguaria a nao perder no Verao!"
positive,"Pessoal staff, .. muito atento, .. produtos confeccionados, .. no estabelecimento, muito bom!! *****"
positive,"Tudo mau: instalacoes, doces, atendimento, educacao. Nao se percebe a fama deste local, muito honestamente. Para nunca mais voltar!"
positive,"Sou de Beja, vivi praticamente toda a minha vida em Beja e conheco muito bem este cafe! O que era o Luis da Rocha e o que e hoje ! Da vontade de chorar!! Empregados malcriados, cada cliente para eles e um chato, demoram imenso Aquele restaurante tipico com pratos bem como PF brasileiro: Arroz, salada, batata frita e a carne. Quanto as carnes, tipicas da regiao: Cordeiro, porco, Lula. Servico e aquele que la esta ha tantos anos que a pratica supera a dedicacao. Sem surpresas, enche a barriga Migas 5* (carne um pouco seca 3*) Costeletas de borrego 5* Doce da casa 5* Atendimento tanto no cafe como no restaurante 5*"
positive,"Meu deus! Este e mais 1 exemplo de muita fama sem qualquer sentido. Nao se deixem enganar. O local e sujo e sombrio. Antiguidade nao tem de significar uma infraestrutura completamente degrada, sem conforto, sem brio e totalmente desvalorizada. Os produtos doces sao pedacos de Adoro este local. Seja para lanchar, seja para almocar. Pessoal sempre simpatico e atencioso e a qualidade dos produtos excelente. Sempre que volto a Beja, tenho que la ir almocar e lanchar. Matar saudades da minha vida bejense. Mais informo, que o bolo de rei muito ma experiencia em todos os sentidos. Falta de cortesia logo a recepcao a ementa praticamente a jogou em cima da mesa , cara fechada e muito amtipatica , possilvelmente a espera da reforma e nao de atender os clientes.A COMIDA DEIXA MUITO A DESEJAR."
positive,"Pastelaria tradicional, onde se pode comer ou adquirir a docaria tradicional da regiao, localoizada numa das ruas centrais da cidade, na sua zona comercial, e um local muito aprazivel. So e pena encerrar relativamente cedo, pelo que nao permite a quem queira fazer uma refeicao Espaco centenario, com servico formal e simpatico. Comida saborosa, com modalidade de pratos do dia em conta."
