sentiment,review
positive,"Local Simples e Barato, por vezes com comidas do 'mundo', kibes ou batata doce assada, fazem parte regularmente do menu"
positive,"Bar/cafe pequeno , porem muito aconchegante. Muito bom para curtir um fim de tarde com amigos. Localizado em uma praca central."
positive,"Um espaco unico em Beja, com bom atendimento. Um espaco alternativo que concilia a cafetaria/bar, com pequena loja de frescos e produtos biologicos, com a musica, a partilha de experiencias, palestras, workshops, etc."
positive,"De passagem por Beja, resolvemos almocar/petiscar aqui. E que boas eram as tapas, era mesmo o que nos estava a apetecer,  depois de uma longa viagem. Os queijos eram muito bons, bem como os enchidos e os gelados artesanais. Recomendo vivamente para quem quer petiscar, quando nao apetece comer de faca e garfo."
positive,"Um espaco muito agradavel, uma decoracao unica e de bom gosto. A conjugacao de um cafe com uma pequena mercearia faz deste espaco um lugar diferente, nao esquecendo a esplanada maravilhosa."
positive,"Um espaco muito simpatico, muito catita! O staff e super atencioso e simpatico. A mistura entre cafe, mercearia, esplanada (maravilhosa quando esta sol), espaco com alimentacao alternativa (vegan e e vegetariana).... A visitar numa deslocacao a Beja, sem falta. O fim de tarde na Praca da Republica ganhou encanto!"
positive,Obrigada Ate a proxima A Pracinha
positive,"Espaco agradavel, bonito, servico simpatico e competente. Pouso habitual da comunidade artistica bejense. Grande variedade de tisanas, produtos horticolas biologicos, cervejas artesanais, doces regionais de que destaco uns folhados de gila que sao de pecado mortal."
positive,Obrigado e ate a proxima visita. A Pracinha
positive,Algo q nao se encontra numa grande cidade.Deveras um cafe com mercearia nunca tinha visto um conceito mto engracado onde 96% dos produtos sao biologicos e aonde os precos sao a preco em tudo identico ao produtos convencionais. A voltar concerteza espero q vao experimentar.
positive,Espero voltar a ter o prazer da sua visita. Bem haja. A Pracinha
positive,"Pensava que tinha entrado numa mercearia, disseram-me que era um cafe! Pareceu-me uma taberna mal frequentada! Comprei tres popias tinham bom aspeto mas quando cheguei a casa reparei que estavam duras! Talvez fossem da semana passada! Senti-me enganado!"
positive,"O espaco mais agradavel da Praca da Republica. Optimo ambiente, o servico e muito atencioso e simpatico e podemos comer popias ao pequeno-almoco com um galao, coisa rara de se encontrar em Beja! Recomendo vivamente!"
positive,"O servico e optimo e prestavel. Tem um ambiente acolhedor, tipicamente alentejano e as   popias sao deliciosas"
positive,"Espaco aberto das 9.00h as 20h com pequenos petiscos, as normais torradas e tostas, popias caseiras e outros bolos tradicionais. Cafe, cappuccino, sumos, cerveja ou vinho sao opcoes de acompanhamento. Mas e nas sextas a noite q somos surpreendidos: hot toddys, queimadas nortenhas, vinho quente Adoravel pequeno cafe e bar! Senhora amigavel que nos serviu. Aconchegante, com uma pequena loja por dentro e assentos agradaveis fora na praca!"
positive,Nos gostamos do lugar uma mistura de um cafe-bar e um pequeno mercado para comida bio local e bebidas. Uma visita obrigatoria se estiver em Beja
positive,"Muito bom cafe e bons bolos especiais. Lugares ao ar livre agradavel! Ambiente interno especial com vendas de especiarias, azeitonas, mel, azeite, etc. Aqui vamos voltar mais vezes!"
negative,"Cafe muito fofo, perfeito para uma pequena pausa, ambiente encantador para um lanche com pao e queijo local ou um picole artesanal."
