sentiment,review
positive,"A evitar. Servico lento. Meia hora apos o pedido vieram a mesa dizer que nao tinham dois dos pedidos disponiveis. Bacalhau sem sabor. Bife da vazia nervoso. Aproveitaram-se as plumas e uma boa costeleta servida, por engano, ao inves de um bife. Sem MB."
positive,Espaco e ambiente muito agradavel. Refeicao despretensiosa de elevada qualidade. Recomendo bastante.
positive,"Venho apenas elogiar a comida servida, nem sempre tem o melhor servico de mesa, nem o melhor ambiente, nem as melhores sangrias; Mas tem sempre a melhor comida com um sabor delicioso e sem sabores elaborados ou processados em fabricas. Da a sensacao que muitos dos pratos levam ingredientes caseiros e naturai da 'horta'ali ao lado!"
positive,"Fotos e menu disponiveis no trip advisor levam a acreditar que se trata de uma agradavel alternativa aos restaurantes tradicionais alentejanos, nao so pelo conteudo do menu, mas tambem pelo ambiente da casa. Infelizmente a nossa experiencia foi uma desilusao: Sala de refeicoes desconfortavel por ser fria, dado existir uma corrente de ar permanente que corria ao longo das mesas. Casa de banho dos homens (pelo menos) com muito mau aspecto (interruptor da luz partido, aspecto geral pouco higienico). Acesso a dita, muito mal iluminado. A maior parte das opcoes do menu nao estavam disponiveis. Refeicao com uma qualidade e aspecto banais, a nao fazer jus as fotos. Nem por isso barata. Para uma casa que se auto-intitula 'Museu do Vinho', a variedade da oferta de vinhos foi um dos aspectos mais negativos: Havia apenas 3 (!) vinhos tintos a escolha (ao contrario do que se pode ver na carta), e apenas dos mais comuns. E ainda percebemos mais tarde que de 1 dos 3 havia apenas uma unica garrafa disponivel no restaurante! A pandemia podera justificar alguma reducao na qualidade do servico, mas nao desculpa tudo (por exemplo, nao desculpa a escassez da oferta de vinhos), ate porque visitei outros restaurantes da zona, na mesma altura, e as experiencias foram bem mais positivas. Este restaurante deixa muito a desejar e certamente nao voltara a ser opcao no futuro. Nao recomendo de todo."
positive,Descobrimos o local por acaso e bendita a hora! O sitio e lindo e muito acolhedor! O atendimento e fantastico e supersimpatico! 5 estrelas! Recomendo vivamente!
negative,"Atendimento super antipatico, a sra que faz o atendimento a mesa nao e minimamente simpatica. Alguns dos pratos pedidos nao se encontravam disponiveis e o atendimento e efectuado a mesa sem o uso de mascara, o que face aos tempos que correm nao e aceitavel."
positive,"A Senhora que a atendeu, tem duas licenciaturas.. e uma Senhora extremamente educada e afavel...O que nao e o seu caso. querida senhorita.. que nao tem com certeza nem 4 classes....E ainda por cima mentirosa....(onde e que o .....seu companheiro a encontrou????) A SENHORA que Pedimos a costoletinhas de borrego com migas e os lombinhos com cogumelos com batata frita. Estava tudo muito bom."
negative,"Do melhor que o Alentejo tem coisa BOA, cosinha 5 estrelas antendimento perfeito do melhor nao ha palavras"
positive,"Tudo delicioso... adoramos o peito frango com molho de limao, o arroz do chef, costeletas de borrego, plumas e o bife Angus maravilhoso..., estava tudo maravilhoso, ja esta nos favoritos quando passar em Beja com certeza farei uma paragem"
positive,"Bom ambiente, acolhedor e confortavel, muito boa comida, pessoal muito simpatico! Visitamos o inicio do museu, interessante. A voltar!"
