sentiment,review
positive,"O quarto n.211 não se encontrava nas melhores situações, visto que o teto não estava pintado, denunciando uma grande mancha de humidade por cima da TV."
positive,O peq.almoço foi excecional. A localização muito boa
positive,A funcionária muito profissional. Bom atendimento
positive,Excelente pequeno almoço
positive,Simpatia do staff
positive,Estabelecimento muito asseado
positive,casa de banho merece melhoramento
negative,"Bem localizado, no entanto necessita de um toque de conforto."
positive,"Não gostei da iluminação do quarto, especialmente do WC"
positive,"Do conforto da cama, da localização e do silêncio"
positive,"Hotel amplo, confortável e bem localizado, com bom pequeno-almoço e Wifi gratuito."
positive,Nada a registar
positive,Pequeno almoço excelente não faltava nada. A simpatia dos colaboradores é de destacar.
positive,Casa de banho
negative,Barulho da discoteca próxima do hotel
positive,entre o pedido e o trazer o prato
positive,Acessibilidade
positive,Receção
positive,A vista para a piscina a varanda e o quarto tudo um espetáculo .
positive,"Achamos que há pormenores a melhorar, tendo em conta tratar-se de um hotel 4 estrelas. A zona da tv não estava limpa, nem foi limpa durante a nossa estadia. Receber o comando da tv envolto num plástico também não me pareceu alinhado com a categoria de 4 estrelas. O pequeno almoço podia ter produtos regionais alentejanos."
positive,"A localização era perto do centro e a acessos locais para visitar locais de interesse. O hotel é sossegado, os quartos bem insonorizados."
positive,"O nosso quarto tinha vista privilegiada para o posto-de-combustível e o cheiro por vezes fazia-se sentir, no entanto isso não influenciou particularmente a nossa impressão do hotel. Por outro lado, o que de facto nos deixou pouco impressionados, foi o facto de a limpeza não parecer ser muito criteriosa; a sanita não estava bem limpa e os lençóis, embora estivessem lavados e engomados, tinham alguns cabelos, com os quais nos deparámos ao abrir a cama. Creio que um olhar mais atento por parte do Housekeeping teria evitado esta situação."
positive,"O quarto era decentemente espaçoso e tinha varanda. O espaço exterior está bem cuidado, e passámos um bom bocado na piscina. O pequeno almoço é muito bom, com imensa variedade."
positive,"Hotel agradável, amplo e com um bom serviço. O pequeno almoço é bom."
positive,O hotel é bom. Apenas 2 funcionários. 1 na receção e outro multifunctional. Bar e restaurante. As cadeiras disponíveis na piscina não davam nem para 1/3 da capacidade do hotel. Deverão rever estas situações.
positive,Quarto bom. A rececionista fez o que pôde. O funcionário do bar multiplicou-se por 3.
negative,"Jantei no hotel- preços adequados, mas confeção da carne não conseguida..."
positive,"Hotel muito sossegado durante a minha estadia, bom pequeno almoço; funcionários simpáticos."
positive,O pequeno almoço demasiado Industrializado... praticamente tudo o que se pode beber é de máquina. Estacionamento muito difícil!!!
positive,"Boa localização, quarto grande, bom Wi-Fi, muito canais de TV. O Hotel está a necessitar de alguns ajustes, nomeadamente em melhorias no WC e alguma modernização geral. O Espaço da piscina é bom, mas existe pouco controlo que permite que algumas pessoas marquem lugares com toalhas e depois, descansadamente, vão tomar o pequeno-almoço (muito feio, mas o hotel não deveria permitir). o A/C funciona muito bem. Alguma falta de cuidado na reposição das toalhas de WC..."
positive,"Quando estava a tomar banho, de repente a água diminuía o caudal e ficava a escaldar. Era um processo rítmico que acontecia na hora que a maioria das pessoas estava a tomar banho (entre as 18-20h). Nas tentativas de utilizar a piscina, não fui capaz de ficar muito tempo (menos de 2h) pois a quantidade enorme de moscas que existiam não me deixavam ficar confortável."
positive,"Localização um pouco fora do centro de Beja, mas para um hotel daquele tamanho, era de esperar. Pequeno-almoço bom, com um staff simpático, pronto a responder às nossas exigências. Piscina razoável, mas a água um pouco fria. Corredores do quartos em alcatifa, o que abafava muito o som das pessoas a passar; excelente ideia."
negative,Bem localizado e com funcionários simpáticos. Hotel descuidado com instalações que não merecem as 4 estrelas
positive,Funcionário do restaurante nada humilde.
positive,"Tudo muito bom, hotel com muita qualidade. Destaco a simpatia e empatia do Senhor do Bar. O meu irmão esteve nas urgências e só conseguimos chegar ao hotel às 22:30, o restaurante fecha às 22h. Fui vá ver se ainda conseguiam arranjar algo para meu irmão. Um funcionário do restaurante não demonstrou qualquer empatia e mandou ver se conseguia alguma sande no bar. Fui ao bar e o barman super simpático e humilde foi a cozinha e conseguiu trazer me um jantar completo."
positive,Pequeno almoço digno de um cinco estrelas.
negative,A limpeza não foi boa o quarto estava cheio de pó. Foram limpar durante a estadia mas não limparam nada ficou tudo igual. Um dos dias sem termos o papel na porta para arrumar o quarto entrou a empregada da limpeza as 9h da manhã pelo quarto a dentro sem pedir desculpa. Essa empregada da limpeza era muito antipática quando saímos do quarto perguntou muito arrogante então não vão sair hoje?  no qual respondemos de não. Quando almoçamos no hotel parecia que nós estavam a fazer um favor foram o pouco desagradáveis pois o que o senhor nos disse é que havia pouca comida pois tinha o grupo de 10 pessoas. De resto é um bom hotel na receção sempre foram muito simpáticos.
positive,Os funcionários da receção super simpático. A senhora que nos atendeu na chegada foi uma querida ajudou nos imenso.
negative,"Adorei  tudo. A limpeza, o atendimento e a simpatia de todos."
negative,"Wifi fraco, no quarto. Pó a mais no chão do quarto."
positive,Ambiente acolhedor. Zona verde e piscina. Estacionamento fácil.
positive,Toalhas de banho muito pequenas.
positive,"Cama ótima, almofadas e lençóis idem. Pequeno almoço variado e muito bom. Piscina ótima para um mergulho de fim de tarde. Regras sanitárias e de distanciamento bem aplicadas sem que nos sintamos invadidos. Voltamos em breve!"
positive,A zona da piscina é muito agradável. Pequeno almoço excelente. Boa insonorização dos quartos.
