sentiment,review
negative,"Impecável, desde o espaço, tudo muito organizado, super limpo á simpatia e acolhimento tão caloroso da D. Teresa e do Marido."
positive,Nada a apontar
positive,"Comodidades como piscina, barbecue, jardim e de um modo geral conforto. Também a  simpatia e disponibilidade dos anfitriões."
positive,"Gostei bastante da hospitalidade, da simpatia da dona Teresa e do senhor Zé, a casa era muito acolhedora bem como o espaço exterior, tivemos sempre a nossa privacidade mas estavam sempre disponíveis para o que fosse preciso."
positive,Nada a apontar.
positive,A casa é acolhedora e com uma decoração soberba. A cozinha estava devidamente equipada assim como o espaço exterior. Os anfitriões são de uma enorme simpatia.
positive,Agradecer a dona Teresa e ao seu marido pela simpatia. Adoramos a estadia. A piscina era excelente (apesar do tempo não ter ajudado)
positive,"Adorei os Anfitriões, muitos prestáveis e simpatia extrema.. A casa super acolhedora, ideal para relaxar e desfrutar d à maravilhosa piscina.."
positive,Não tenho nada de negativo a apontar!
positive,"Gostamos de tudo! A casa, a piscina, o tempo maravilhoso e especialmente a simpatia dos anfitriões!"
negative,Gostei do alojamento muito limpo sossegado e a piscina privativa muito agradável. Bem equipado. Anfitriões muito simpáticos
positive,nan
positive,O Apartamento corresponde na realidade ás fotos. Excelente Roupa de Cama. Limpeza Impecável. Localização corresponde á descrita. Anfitrião Atento
positive,Gostei de tudo
positive,Tudo excelente
positive,Casa grande e confortável. Infelizmente passamos pouco tempo na casa mas recomendamos vivamente. Tem todas as comodidades necessárias.
positive,"Simpatia da D. Teresa, casa com todas as comodidades e ideal para quem quer descansar. Limpeza e decoração impecáveis. Não esquecer a piscina com excelente exposição solar (e só para nós!) e ainda TV com todos os canais infantis! Para regressar!"
positive,"A casa era muito acolhedora, os donos eram extremamente simpáticos e acessíveis."
positive,Bela Piscina para combater o calor de beja
positive,"Casa muito confortável e agradável. Excelente para uma família. Cumpriu todas as expectativas, principalmente na simpatia com que fomos recebidos. Pensamos voltar."
positive,"Gostei, acima de tudo, da simpatia com que fomos recebidos. Também gostei do bom gosto e conforto."
negative,"Alojamento inserido no mesmo espaço físico da casa dos donos, a piscina fica entre as casas, o alojamento e a casa dos proprietários. É desconfortável e devia estar descrito nas características do alojamento. Bem como devia indicar que os quartos não são no mesmo piso, algo que para quem tem filhos pequenos é difícil. Nunca estamos à vontade, libertos e relaxados, pois vamos com a ilusão de que é uma propriedade isolada, moradia com piscina, em que no máximo teremos vizinhos divididos por muros, mas não, temos janelas que separam uma casa da outra, uma piscina no meio onde não conseguimos estar mentalmente confortáveis. Além disso a circulação dos proprietários no espaço que alugamos por X tempo também é muito desconfortável. Não está correcto fazerem publicidade de algo que não está de acordo à realidade. Por muito simpáticos que as pessoas possam ser, vamos para uma moradia com piscina com intenção de ter privacidade e não podemos. Intenção de mergulhar à noite, mas não podemos porque nas janelas ao lado estão os proprietários. Com intenção de deixar as bóias na piscina, mas não podemos porque a mesma não é de utilização exclusiva. Com vontade de deixar as toalhas nas espreguiçadeiras, mas não podemos porque as mesmas estão encostadas às janelas da sala dos proprietários."
negative,"Alojamento limpo, bem decorado"
positive,"Adorei a casa toda muito bem limpa,a piscina e os donos são super simpaticos, prestaveis e muito acessíveis."
positive,Casa muito confortável. Excelente para famílias.
