sentiment,review
positive,A água do banho poderia estar mais quentinha.
negative,"Super confortável, muito limpo e sossegado. Muito interessante a visita que nos fizeram à herdade. Aprendemos todos muito, o que demonstra a simpatia e disponibilidade do staff do espaço. A regressar por certo. De preferência com condições atmosféricas que permitam um mergulho na piscina. :)"
positive,Estava tudo muito bem. Nada desagradou.
positive,"Conforto, cama, funcionárias é pequeno almoço."
positive,Eu gostei de tudo
positive,Gostei bastante do serviço prestado e do quarto atribuído
positive,O pequeno almoço foi óptimo e servido num ambiente muito calmo e simpático
positive,O colchão era desconfortável e o barulho do frigorífico no quarto incomoda um pouco.
positive,"A simpatia dos funcionários, a localização e o facto de nos sentirmos em casa e em privacidade."
positive,O turismo rural correspondeu às minhas expectativas. As camas eram extremamente confortáveis e o pequeno-almoço era muito bom e variado. Os funcionários foram muito prestáveis e extremamente simpáticos oferecemdo-se para nos dar indicações sobre o que visitar em Beja. Infelizmente o tempo não permitiu um mergulho na piscina.
negative,A decoração e a dimensão do quarto.
positive,Espaço maravilhoso. Funcionários excepcionais. Adorámos!
positive,Na eventualidade de muito tráfego aereo  talvez se modifiquem algumas vantagens que têm neste momento.
negative,O quarto foi óptimo  esteve tudo na perfeição .A limpesa a arrumação .
positive,As instalações começam a acusar algum desgaste. Há que investir na manutenção.
positive,"A localização é soberba, a arquitectura é simples e bela em estilo monte alentejano. O pessoal é simpático."
positive,Sossego linda vista bom para descansar
positive,Os colchões eram desconfortáveis.
positive,"Adorei o espaço, a decoração e todo o ambiente da herdade."
positive,Adorei tudo.
positive,"Gostei de todo processo desde a nossa  recessão,  passando pelo quarto e por fim do atendimento pessoal. Uma Herdade magnífica que vale a pena ser visitada."
negative,"Ótimo local para descansar, pessoas atenciosas. Quartos limpos e confortáveis. Pequeno almoço bom, com variedade de produtos."
positive,"A herdade é muito bonita, porém os quartos estão desactualizados, os móveis muito velhos, e algumas louças do wc, eu estive no apartamento, não sei como são os quartos. A nivel de limpeza também podia ser melhor."
positive,"A propriedade é bonita, sítio muito calmo, os funcionários são muito simpáticos, a piscina não é grande, mas é  muito agradável."
positive,GOSTEI DE TUDO
positive,BOM
positive,"Excelente em tudo: receção, comodidades, staff mais atencioso é impossivel, excelente pequeno almoço, a localização, enfim, tudo cinco estrelas. Ótimo para relaxar. Adorámos!!"
positive,"Gostei muito desta unidade hoteleira de Agro Turismo. Infraestrutura bastante  acolhedora e inserida num espaço rural muito agradável e relaxante, os quartos bastante espaçosos e com uma decoração muito ao estilo do Alentejo, que aprecio muito. Em conclusão local muito simpático e com vontade de repetir."
positive,"A piscina podia ser um pouco maior. Ficamos num apartamento e o mesmo podia ter mais electrodomésticos incluídos, tais como torradeira e ferro de engomar e uma caçarola de tamanho médio para usar na cozinha. O sofá está muito gasto e o tecido está todo a sair. A cozinha não tem produtos para limparmos o fogão e o mesmo também nunca foi limpo na limpeza diária feita pelo estabelecimento."
positive,"Muito bom pequeno almoço, muito boa a piscina,"
positive,Nada a assinalar
positive,Muito bom
positive,"O quarto familiar muito grande e completo, a piscina ótima e com uma envolvente muito agradável."
positive,"A Herdade da Diabrória é com certeza uma experiência a repetir. Desde a receção feita de forma muito familiar, a todo o acompanhamento durante a nossa estadia... tudo excelente. Pequeno-almoço com bastante opção de escolha. Sugiro apenas que alterem o sumo proposto para uma opção mais natural e menos industrial. A Herdade merece! Um louvor especial às duas funcionárias que nos acompanharam, sempre de forma muito profissional e atenciosa."
positive,"A herdade da Diabroria é um local especial. A propriedade é muito bonita e bem cuidada, os quartos são espaçosos e o mobiliário é rústico e muito charmoso. O espaço exterior conta com uma piscina bastante grande e muito bem cuidada. À volta um relvado também muitíssimo bem cuidado com palmeiras altas que permitem zonas de sombra ou sol. O pequeno almoço é generoso e os produtos são de boa qualidade. O staff é maravilhoso. Todos são super educados e atenciosos sem serem de maneira alguma intrusivos. Ficamos com a sensação que sempre que precisamos de alguma coisa está sempre alguém por perto e sempre que queremos privacidade não está lá ninguém. Foi a nossa segunda estadia lá. Fomos pela primeira vez no verão passado e este ano decidimos repetir porque achámos que seria o sitio ideal para passar os primeiros dias das nossas férias e recarregar baterias. O espaço é ideal para casais, sendo também apropriado para famílias com crianças pequenas."
positive,"Não existe nada que não tenhamos gostado. Talvez um quarto um pouco maior, mas depende da disponibilidade da reserva."
positive,Simpatia de toda a equipe e a forma calorosa como nos receberam. O espaço de toda a Herdade e localização. Suficientemente fora de tudo para descansarmos e perto de Beja caso seja necessário alguma coisa. O lago envolvente da herdade que lhe dá um toque especial. Os pequenos almoços muito agradáveis. A forma apaixonada com que o Sr. Filipe apresenta a Herdade e se tiverem oportunidade peçam para ele explicar o ouro negro do Alentejo.
