sentiment,review
positive,"Belo estabelecimento! Visitei com três amigos e o dono foi impecável, desde o serviço à recomendação do vinho (Vidigueira Trincadeira). Local a repetir certamente"
positive,"Restaurante tipicamente alentejano. Excelente experiência do início ao fim, com umas belas entradas, uma excelente recomendação do vinho e umas maravilhosas migas com presa ibérica. Terminámos com um tarte e um pudim de requeijão que estavam divinais. A repetir!"
positive,"Ambiente típico e acolhedor. Refeições típicas alentejanas muito bem confeccionadas e saborosas. Doses generosas. O serviço foi atencioso, no entanto, reparei que um colaborador (talvez o dono), foi muito indelicado para uma senhora que entrou a perguntar por uma mesa, o que nos deixou um pouco desconfortáveis. Só por este motivo não dou avaliação máxima. De resto, nada a apontar."
positive,"Restaurante recomendado por um amigo,quando cheguei fui perguntar  se havia mesa para 4 pessoas,foi me respondido de uma forma de muito má  educação  que não havia e já não serviam mais refeições, eram 13h35m.perguntei então onde se poderia comer ali perto e foi me respondido novamente com muita má educação  e arrogância  'não sei'! LAMENTÁVEL Não provei a comida,mas tb ja risque da minha lista!"
positive,"Pela forma como fui tratado pelo dono do estabelecimento, pessoa mal educada e estupida, que inclusivamente me desafiou a chamar a polícia quando lhe pedi o livro de reclamações depois da sua attitude intragável, considero que o estabelecimento deve ser encerrado pelas autoridades competentes por os proprietários não terem o mínimo das qualidades requeridas, em termos de relações sociais, para quem tem casa aberta."
positive,Bochechas e grelhada de porco preto maravilhosas Melhores migas do Alentejo Ambiente e decoração muito típica
positive,"Comemos todos muito bem. A presa de porco preto com migas estava excelente. Até o bitoque de porco estava bom. A sobremesa estava divinal: encharcada, pudim de ovos com vinho do Porto e pudim de queijo. A simpatia do Sr. que nos serviu também é de realçar. Vou voltar de certeza. Recomendo vivamente mas façam reserva pois está sempre cheio."
positive,"a revisitar quando voltar a beja. espaço tradicional, típico e de comida caseira. muito simpáticos no atendimento. adorei o almoço Pedi bife grelhado e perguntei como acompanhava. O senhor referiu que era com batatas frita. Disse que também não tinha arroz. Perguntei se podia fazer batata cozida. Para meu espanto disse que não!!! Devia dar muito trabalho ... como com uma salada que tive que pagar a parte... enfim... serviço PÉSSIMO!"
positive,"Em tempos de Covid-19, os pratos são excelentes. Pedimos para quatro pessoas e fomos muito bem servidas. Ficamos a conhecer a 'história' da Taberna A Pipa. Tem todas as condições para uma refeição segura nos tempos que correm."
positive,O gaspacho e os carapaus não tinham qualidade. Fui acabar de almoçar a casa Não passam fatura A conta é processada num papel a lápis ou esferográfica
