sentiment,review
positive,Tanto as pizzas como as massas são divinais e os pratos são bem servidos. A massa das pizzas é fina e macia e o sabor é de crescer água na boca. Costuma estar cheio. Boa relação qualidade/preço. Recomendo.
negative,"Número de telefone é o 284389146, este é o número para o qual pode encomendar comida e reservar mesas, obrigado"
positive,A comida é muito boa e muito bem confeccionada mas o serviço é muito lento. Tinhamos reserva para às 13.30 chegamos 5 minutos antes e só fomos servidos as 14.30.  Até a sobremesa demoraram em servir. Estivemos 2 horas  no restaurante. É pena porque dada esta situação não da vontade de voltar.
negative,"Tentamos ligar desde as 18 até 19 e mais , não sei para que querem um número de telefone se não atendem os telefones."
positive,"Este restaurante tem empregados bons mas o chefe de sala é muito mau, Miguel mestre. Um dos empregados disse-nos as 21 horas que podíamos esperar e passado meia hora o chefe de sala veio nos dizer que a palavra do colega não servia de nada e que a dele é que está certa! Apesar da comida ser razoavelmente boa o chefe de sala é mal educado e pouco profissional!"
positive,"Para quem gosta de pizza, é sem dúvida a melhor de beja. Os panados e os grelhados também são muito bem confecionados. Preços acessíveis Excelente atendimento. Mesmo em dias que está muita gente, o serviço é o mais rápido dentro dos possíveis"
positive,"Para quem gosta de pizza vale muito a pena, muita variedade e preços acessiveis!também resulta muito bem  o take away. Com k bom tempo esplanada muito agradável."
positive,Janto várias vezes neste restaurante e não tem perdido qualidade ao longo dos anos! Recomendo bastante
positive,"Por um preço baixo (6-7€), é servida uma pizza de 25 cm de diâmetro, de boa qualidade e sabor. Recomendo pizza da casa"
positive,"Boa qualidade, muita quantidade e excelente preço. Doses enormes a preços baixos. A comida é boa. Ementa variada."
positive,"Restaurante muito bom, sempre cheio por isso façam reserva. Doses generosas e o preço imbatível ! Os funcionários são muito simpáticos e o atendimento é rápido."
positive,Recomendo vivamente a visita. Pizzas de excelente qualidade e com preços muito acessíveis. Outros pratos para quem não quer comida italiana.
negative,Restaurante simpático. Doses bem servidas e qualidade da comida boa. Demora no atendimento. Boas sobremesas
positive,"Para mim a Pizza ria Milano tem de facto as melhores pizzas da cidade e arredores a muito bom preço, o serviço resume-se a rápido. Sou cliente frequente e ainda não experimentei serviço dedicado, falta isso, a rapidez não é tudo, a simpatia dedicada é Muito boa relação preço qualidade. Grande variedade de pisas e massas. Boa carne. Não vão conseguir acabar as doses"
positive,"Pratos bons, fartos e baratos. Meia porção (dose) dá perfeitamente para duas pessoas. Uma porção inteira (apenas 1 ou 1,5 euro a mais) dá para três pessoas!"
positive,"Comida divinal, atendimento atencioso e profissional. Melhor qualidade/ preço é impossível! A meia dose dá quase para duas pessoas! Restaurante mto acolhedor e uma decoração bonita, gostei! Sem dúvida o restaurante a visitar quando for a Beja novamente.  Obrigado"
positive,"Pizza e pratos realmente deliciosos, foi o primeiro lugar em que comi em Beja e amei! Comi uma lasanha a bolonhesa divinal e as pizzas então nem se fala!A pizza de camarão é mesmo uma delícia! Ah e não esquecer de pedir como entrada um Óptimas pizzas! Também serve outras comidas, nomeadamente bifes. Preços totalmente ajustados. Está sempre cheio e nota-se que tem praticamente clientes locais, o que é sinal positivo."
positive,"Pizzas deliciosas, aconselho a de salmão, mas para além disso tem umas saladas muitos boas, espaço interior e de esplanada, muito bom ambiente e serviço muito rápido e simpático."
positive,"He pá o que tenha a dizer é que é muita bom. Desde a comida á forma de estar destes senhores nesta casa.. servir bem com preços fantasticos.. boa apresentação, bom serviço, ar condicionado ligado e uma esplanada fenomenal.. passei por cá a ceeca de Tem as melhores pizzas, muito saborosas e bem recheadas!!! Os escalopes de frango grelhado são uma opção saudável e deliciosa. As massas e saladas são óptimas. As doses são muito bem servidas. Atendimento muito bom e funcionários simpáticos."
positive,"Simpatia no atendimento, boa comida, com pratos maravilhosos que ultrapassam a ida a uma pizzaria para comer pizza ou massa, que aqui também são maravilhosos! Não se consegue resistir a um 'Terra e Mar' deliciosos com carne de porco preta saborosa e Gamba bem grelhada. Boas pizzas, muito rápido mesmo com o restaurante cheio. Staff muito simpático e acolhedor. Espaço simpático com uma boa esplanada para as noites de verão."
positive,"Apesar de ser uma Pizzaria, a oferta vai muito mais além. Aconselho vivamente o bife na pedra... é fantástico e como sobremesa a panna cotta de mel e nozes. Top!!!"
positive,Óptimo ambiente. Excelente a qualidade da comida e a grande variedade. Empregados extremamente atenciosos e com total disponibilidade. Preços muito bons.
positive,Nesta pizzeria tudo o que awui se come é bom. Já sou cliente há vários anos e é impressionante a relação qualidade preço. Doses industriais a preços acessiveis. Staff super simpatico. Top mesmo
positive,"Espaço agradável bem como staff simpático e prestável, as pizzas são uma das melhores que já comi, massa fininha e muito bem confeccionadas. Pelo que vi ao meu redor, outros pratos me fizeram água na boca. O esparguete à bolonhesa da minha filha estava muito Pizzas variadas, pastas, saladas e até um belo Terra & Mar ou mesmo um Naco na Pedra. Atendimento muito simpático mas devido à qualidade com preços acessiveis, está quase sempre lotada o que implica uns minutos de espera tudo se resolve. Também serve para fora."
positive,Para uma pizzaria é bastante agradável pratos acessíveis. Espaço interior um pouco pequeno mas acolhedor e exterior um pouco apertado.
negative,As pizzas são muito grandes e os empregados são muito simpáticos mas em termos de sabor deixou muito a desejar.
positive,Para uma pizzeria é bastante agradavel prwcos acessíveis doces generosas. Espaco interior e exterior um pouco apertado.
positive,"Reabriu no passado mês de Janeiro, com nova gerência, a melhor pizzaria de Beja,  quer pelo rápido e atento serviço, quer pela excelente cozinha, sendo de destacar, alem das saborosos pizzas, o prato de terra e mar (nacos de carne de porco preto gralhada com Só tenho a dizer bem, em todos os aspectos, a comida é maravilhosa, as pizzas sao realmente de boa qualidade e quantidade. Mesmo com casa sempre cheia nunca demorou mais de 40 minutos a receber o pedido. Gosto do promenor de que os funcionario estejam Excelente pizzaria, ótimas pizzas e bem saborosas ao toque de Itália. Pizzeiro ágil e rápido face as filas para uma noite de sábado. Deu para observar um grande trabalho e  eficiência de toda a equipa ao qual resultaram pizzas saborosas. Recomendamos e agradecidos da mesa Muito bom, atendimento rápido, comida deliciosa e a um bom preço atenciosos no atendimento, recomenda-se pão de alho a casa"
positive,"pizaria com muito bom serviço, tanto no restaurante como no take away. Pizas excelentes em sabor e apresentação"
positive,"Cometi o erro de pedir massa com frutos do mar à casa, trouxeram-me um prato cheio de massa demasiado cozida, sensabor, com vários frutos do mar acabados de descongelar por cima e com um fio de azeite. Serviço péssimo, pedi várias vezes uma cerveja, tive Das melhores casas de restauração de Beja. doses bem servidas, num custo bastante acessível. apenas um aspeto negativo - barulhento e muito ao despachar. mas recomendo pela qualidade da comida"
positive,"Bom atendimento, muito boa comida, bom preço. Dos meus restaurantes preferidos. Recomendo muito para quem quer qualidade, quantiade e bom preço"
positive,"Come-se bem a um preço económico. Pizzas e massas, mas também saladas, bifes, tem muito por onde escolher Doses muito grandes e Pizzas muito saborosas e bem recheadas.Já vai precisando ser modernizado. Preço razoável"
positive,"A comida é muito boa,tanto as pizzas como as massas. Atendimento geralmente rápido. Boa relação qualidade preço."
positive,"Só ha duas casas em Beja com boas pizzas.. A milano é a nossa escolha para um take away, uma vez que está sempre cheia."
positive,"Fomos jantar a este local, pedimos pão de alho, pizza e massa. A comida é servida em grande quantidade (a massa dá para dois a vontade), ficamos todos bem por 8 a 9 euros por pessoa, ainda sobrou. O pão de alho podia ser melhorado, Adorei as pizzas e o pão de alho, estava tudo 5 estrelas! Staff sempre impecável :) Achei barato para o serviço em questão o que é muito bom."
positive,"Restaurante barulhento com ambiente descontraido. As pizzas são boas mas não ótimas. Não gostei do pão de alho que é basicamente uma pizza só com queijo. A sangria tinha muito refrigerante... Os funcionários são rápidos e prestaveis. Os preços são ajustados. Cerca de 12 euros Restaurante com um ambiente agradável e com um excelente serviço, e uma boa relação qualidade/preço. Não existem pontos negativos a apontar!"
negative,"Preço qualidade muito bom Tanto as pizas como as pastas são de excelente qualidade. O atendimento é tambem excelente. normalmente tem muita gente, mas tem muitos lugares, tanto no interior como na esplanada."
positive,"Simpatia no atendimento. Boa relação  qualidade preço, mas não  é  a verdadeira  comida italiana. Contudo  é  boa."
positive,"Para quem gosta de comida italina e de comer bem e a comida ser saborosa aconselho vivamente este local. Os funcionários foram muito simpáticos e aconselho a irem cedo que é um espaço não muito grande e enche com facilidade... também é normal devido à Comida deliciosa, de deixar água na boca! Voltarei com toda a certeza. O atendimento poderia ser melhor."
negative,"As pizzas sem exceção são perfeitas, ementa variada. Ambiente descontraido e alegre. Meu lugar de eleição na região. Ótima relação custo x benefíco."
positive,"Excelente pizzas e muito variadas. As massas são igualmente boas, destancando a de natas e fiambre. Nos pratos de carne, destaco o fantástico bifinhos de frango grelhados. A dose é muito generosa e dá facilmente para 2 pessoas. Quanto aos preços..são ótimos! Com cerca de Tem umas pizzas optimas e uma lasanha divinal.Bastante acessivel e com uma ementa variada. É um restaurante que as pessoas da zona frequentam regularmente"
positive,"Espaço muito agradavel com bom atendimento, boas pizzas e excelente preço. Espaço a repetir numa próxima oportunidade."
negative,"Acho que convém separar as águas no que toca a este restaurante. Podemos avaliá-lo pela sua comida de qualidade e pelos seus preços que saltam à vista por serem agradáveis. No que toca ao ambiente e ao serviço, destaca-se o facto de qualquer pizza demorar Uma bela pizza, um excelente pão de alho, um sumo de laranja natural do melhor funcionários simpáticos... Aconselho"
negative,"Restaurante simpatico para todas as idades. Pizzas excelentes , massas optimas e atenção cada dose da perfeitamente para duas pessoas. Preço muito em conta. Tem take away."
negative,"É um restaurante simpático, com boas pizzas e a um preço muito acessível. Uma pizza dá perfeitamente para duas pessoas, e os pratos de massa dão para três. Almoçámos durante a semana e o restaurante estava cheio (tivemos de esperar por mesa)."
positive,"Perto do IPB, pizzas e massas excelentes e com preços bastante acessíveis para quem é estudante...Teem Take away... Recomendo o pão de alho com queijo Grandes doses, com qualidade. Tem outro tipo de pratos, restaurante italiano com muitas massas, e uma grande selecção de pizzas!"
negative,Gostei bastante da pizza e vi passar massas com um aspeto delicioso e cujo tamanho das doses dá perfeitamente para duas pessoas.
positive,Se querem comer pizza ou 1 dose chegar para 2 pessoas quiçá 3 este é o sítio certo.. comida muito bem confeccionada e pizzas de qualidade. Atendimento 5 estrelas. Recomendo
positive,"Boa comida, bom atendimento, boa localização. O espaço é agradável  e as doses dos pratos roçam o exagero no tamanho.  Uma dose dá para 2 pax esfomeadas"
positive,"Grande variedade de pratos na linha das pizzas e massas. Para entradas, um pão de alho vindo directamente do forno vem sempre a calhar. Possibilidade de pedir para levar os restos para casa, principalmente quando se come massas, as doses são muito bem servidas."
positive,"Melhor local para comer pizza em Beja, sempre boas, sempre a um bom preço. Mesmo depois de tantos anos, mantêm o bom serviço. Recomendo a pizza de paio. Atenção a quem come pouco, uma dose de massa por exemplo é enorme :)"
positive,"As pizzas são bem confeccionadas e generosas. O serviço roça a perfeição (é eficaz e rápido) O nível excelente mantêm-se há anos. Cheguei por volta das  19h50  com a minha namorada, pedimos um pão de alho que estava muito saboroso e de dimensões generosas, jantámos Com muito boa comida e atendimento é um local a repetir vezes sem conta. As massas e as pizzas são o grande destaque. O preço está dentro do que seria de esperar para um local com estas características."
positive,Pizzas e nao só muito bem serviços e a preços acessíveis!! staff muito simpático e atencioso!! Adoro o pao de alho e a lasanha!! Tambem ha saladas!!
positive,Mais um dia bem passado na pizzaria Milano. Agradeço a todo o staff pelo seu serviço. Aconselho vivamente todos os pratos em especial o bife á Milano 5 star. Agradeço aos proprietários pelo consentimento de poder levar o bolo de aniversário. Cantando os parabéns em O prato forte é sem dúvidas as pizas e as massas. As doses são generosas e o preço bem acessível. O serviço é eficaz e rápido!
positive,"Comida muito boa com cheirinho a Itália.  Lotação esgota muito rápido,  para apanhar mesa tem que se ir cedo, ambiente barulhento e pouco espaçoso.  Com o bom tempo de aproveitar a esplanada no exterior."
positive,"O serviço é rápido e as doses dos outros pratos além de pizza são bastante generosas. A pizza é muito boa, faz-nos voltar. Relação qualidade-preço excelente."
positive,Um menu bastante variado com precos bastante acessiveis. As meias doses sao gigantes e a comida muito saborosa. O staff é muito simpatico e um local optimo para quem auer comer bem e pagar pouco. A repetir
positive,"A comida é excelente e servida em boa quantidade. Uma dose de massa ou de salada dá perfeitamente para duas pessoas, para não falar na pizza, claro. O atendimento é bom, mas muitas vezes demorado, devido à grande procura que existe. É normal a existência Bom espaço, óptima comida e atendimento exemplar. Preços bastante econômicos e possui mais variedade de comidas sem ser pizza. Vá com tempo para esperar por uma mesa, reserve se não quer esperar, ou chegue cedo."
positive,"O restaurante que mais gostei na zona de Beja, não tem só pizzas e os pratos de carne são muitíssimo bem servidos. A sangria é boa, o tiramisu e o cheesecake são perfeitos."
positive,A relação preço/qualidade é muito acima da média. Deve ser marcada mesa ou chegar cedo para a refeição.
