sentiment,review
positive,"Local Simples e Barato, por vezes com comidas do 'mundo', kibes ou batata doce assada, fazem parte regularmente do menu"
positive,"Bar/café pequeno , porém muito aconchegante. Muito bom para curtir um fim de tarde com amigos. Localizado em uma praça central."
positive,"Um espaço único em Beja, com bom atendimento. Um espaço alternativo que concilia a cafetaria/bar, com pequena loja de frescos e produtos biológicos, com a música, a partilha de experiências, palestras, workshops, etc."
positive,"De passagem por Beja, resolvemos almoçar/petiscar aqui. E que boas eram as tapas, era mesmo o que nos estava a apetecer,  depois de uma longa viagem. Os queijos eram muito bons, bem como os enchidos e os gelados artesanais. Recomendo vivamente para quem quer petiscar, quando não apetece comer de faça e garfo."
positive,"Um espaço muito agradável, uma decoração única e de bom gosto. A conjugação de um café com uma pequena mercearia faz deste espaço um lugar diferente, não esquecendo a esplanada maravilhosa."
positive,"Um espaço muito simpático, muito catita! O staff é super atencioso e simpático. A mistura entre café, mercearia, esplanada (maravilhosa quando está sol), espaço com alimentação alternativa (vegan e e vegetariana).... A visitar numa deslocação a Beja, sem falta. O fim de tarde na Praça da República ganhou encanto!"
positive,Obrigada Até a proxima A Pracinha
positive,"Espaço agradável, bonito, serviço simpático e competente. Pouso habitual da comunidade artística bejense. Grande variedade de tisanas, produtos hortícolas biológicos, cervejas artesanais, doces regionais de que destaco uns folhados de gila que são de pecado mortal."
positive,Obrigado e até a próxima visita. A Pracinha
positive,Algo q não se encontra numa grande cidade.Deveras um café com mercearia nunca tinha visto um conceito mto engraçado onde 96% dos produtos são biológicos e aonde os preços são a preço em tudo idêntico ao produtos convencionais. A voltar concerteza espero q vão experimentar.
positive,Espero voltar a ter o prazer da sua visita. Bem haja. A Pracinha
positive,"Pensava que tinha entrado numa mercearia, disseram-me que era um café! Pareceu-me uma taberna mal frequentada! Comprei três popias tinham bom aspeto mas quando cheguei a casa reparei que estavam duras! Talvez fossem da semana passada! Senti-me enganado!"
positive,"O espaço mais agradável da Praça da República. Óptimo ambiente, o serviço é muito atencioso e simpático e podemos comer popias ao pequeno-almoço com um galão, coisa rara de se encontrar em Beja! Recomendo vivamente!"
positive,"O serviço e óptimo e prestável. Tem um ambiente acolhedor, tipicamente alentejano e as   popias são deliciosas"
positive,"Espaço aberto das 9.00h às 20h com pequenos petiscos, as normais torradas e tostas, popias caseiras e outros bolos tradicionais. Café, cappuccino, sumos, cerveja ou vinho são opções de acompanhamento. Mas é nas sextas à noite q somos surpreendidos: hot toddys, queimadas nortenhas, vinho quente Adorável pequeno café e bar! Senhora amigável que nos serviu. Aconchegante, com uma pequena loja por dentro e assentos agradáveis fora na praça!"
positive,Nós gostamos do lugar uma mistura de um café-bar e um pequeno mercado para comida bio local e bebidas. Uma visita obrigatória se estiver em Beja
positive,"Muito bom café e bons bolos especiais. Lugares ao ar livre agradável! Ambiente interno especial com vendas de especiarias, azeitonas, mel, azeite, etc. Aqui vamos voltar mais vezes!"
negative,"Café muito fofo, perfeito para uma pequena pausa, ambiente encantador para um lanche com pão e queijo local ou um picolé artesanal."
