sentiment,review
positive,Arte moderna
positive,"Museu com impacto na cidade, nao so pelas pecas que tem em exposicao e pelas varias pecas em exposicao temporarias mas pelo contraste do moderno com o antigo"
positive,Surreal
positive,Um espaco a visitar um espaco onde o surreal se apodera de nos e nos leva num passeio magico. VGolto la sempre que posso.
positive,Pecas muito interessantes
positive,Espaco pequeno mas muito bem organizado.
positive,Pecas muito interessantes.
negative,Atendimento simpatico.
positive,A visitar.
positive,"Pequeno, mas grande em valor!"
positive,"Espaco no centro da cidade, de pequena dimensao, mas de grande valor artistico e cultural, pelas obras expostas do escultor Jorge Vieira!"
positive,Jorge Vieira
negative,Um museu pequeno mas cheio de historia.
positive,"Para quem quiser conhecer mais um pouco de Jorge Vieira e o porque de um museu seu na cidade de Beja, e o local ideal!!!"
positive,Espaco de referencia
positive,"De entrada gratuita, o Museu Jorge Vieira apresenta algumas pecas do proprio Jorge Vieira - um dos maiores nomes da escultura portuguesa - em duas pequenas salas no segundo andar da Casa das Artes."
positive,A visitar
negative,O ambiente e agradavel
positive,Talvez nao seja protraio numa visita breve a Beja
negative,Depende das exposicoes que se efectuam
positive,Surpreendente
positive,"Aqui pode-se apreciar a obra do artista plastico fabuloso que foi Jorge Vieira. Para alem desta colecao costuma haver exposicoes temporarias de outros artistas, o que dinamiza a parte cultural da cidade. Tem entrada gratuita."
positive,Importante papel de dinamizacao cultural na cidade
positive,Excelente
positive,"Este charmoso museu e bem pequeno, mas interessante, dedicado a obra do famoso escultor portugues, Jorge Vieira. A entrada e gratis!"
positive,Para apreciadores de arte
positive,Para quem gosta de arte nao deve perder. Situa-se na zona velha da cidade entre o museu e a praca da republica. Possui obras lindissimas e o proprio edificio e uma obra de arte por dentro.
positive,"Antigamente funcionava tambem como bar/disco, e estava sempre cheio, foi uma pena ter acabado."
positive,"Uma pequena joia, escondida nas ruas secundarias."
positive,"Isso foi um pouco confuso para encontrar, mas ficamos contentes que perseveramos."
positive,"As boas-vindas a chegada foram genuinamente entusiasmadas, como se agradecidas pelo nosso interesse. A senhora encantadora na area de recepcao nos deu mapas e folhetos para ajudar nossa visita, entao nos falou o Museu Jorge Vieira estava livre."
positive,"La em cima fomos para duas pequenas salas que abrigavam toda a colecao. E que colecao, talvez vinte pecas, cada uma valendo inspecao? Nos amamos e, dependendo do gosto, voce pode nao, mas verifique-se. Um grande artista que abrange o final do seculo 20 ate o inicio da rua 21."
