sentiment,review
positive,Nao passa indiferente!
positive,"Fica ao lado da Camara Municipal e a sua arquitetura intrigou-me pela beleza, imponencia e enquadramento. Gostei muito do exterior mas nao a visitei dentro."
positive,Artenato
positive,"Foi uma igreja, mas infelizmente destruiram mais da metade. O que sobrou, o altar, esta instalado uma loja que vende produtos locais, por sinal, bons."
positive,Monumento de referencia
positive,"Exterior imponente em pedra trabalhada, vale, essencialmente pelo exterior. O interior e pequeno e sem grande apontamentos historicos."
negative,Bonito no exterior
positive,"Monumento com vista interessante por fora, uma vez que esta antiga igreja ja foi desactivada para pratica religiosa."
negative,No seu interior remedolado serve como
negative,Loja de artesanato.
positive,Esperava mais!
positive,"Por fora parece ser mais. Depois, por dentro e pequeno e acaba por ser um sitio de venda de artesanato local. Para quem procura artesanato e o sitio ideal"
positive,Muito bonita
positive,"Apesar de ser muito bonito, o espaco esta descaracterizado pois foi transformado numa loja que vende lembrancas da regiao."
positive,Era para ser um acougue
positive,"Este lindo monumento, era destinado a acougue imaginem! Os porticos embora nao terminem  em ferradura ainda transmitem copias de arte muculmana mais pelas colunas  interiores. Hoje ha uma pequena exposicao e venda de artesanto no seu interior, Recomendaria a aquisicao de bilhas decorativas para agua o um preco muito convidativo. e imans de diversas formas algumas em cortica muito originais e bom preco.."
positive,Descaracterizada
positive,Teria sido uma igreja...hoje nao passa de um espaco em que de igreja pouco ou nada tem.
positive,Apenas serve de venda de produtos...tipo loja.
positive,Aparenta ser mais interessante por fora do que por dentro.
positive,A visitar.
positive,"Em bom estado de conservacao.Situada a 200 metros do castelo e em pleno centro historico.A ter em atencao, que os parques de estacionameno em redor,sao pagos."
positive,Uma Igreja Invulgar
negative,"Fundada no sec.XVI noutro local, foi transferida para um edificio renascentista construido na actual Praca da republica e destinado a acougue. A Igreja foi sendo aumentada e e um exemplar da transicao entre o Renascimento e o Maneirismo de influencia italiana. No principio do sec.XX e profanada e serviu para as mais incriveis funcoes. Em meados do se.XX e retirado o seu espolio e restituida a sua traca inicial. Dela resta a bela LOGGIA e pouco mais."
