sentiment,review
positive,Simples mas bonito
positive,Vale a pena passear por entre a ruas do bairro da Mouraria e observar pequenos pormenores nas construcoes.
positive,Casario
positive,Bonito mas sem grandes focos de interesse.
positive,"Casario historico tradicional e algumas, poucas, ruas estreitas"
positive,Nao justifica deslocacao propositada.
positive,Visitando o passado
positive,Local muito interessante para visitar onde nos remete ao passado com as suas casas tipicas e as suas ruelas pequenas e estreitas.
positive,Se nao tiver orientacao pode passar despercebido.
positive,Acho que so vale a pena para quem estuda historia e/ou arquitetura. Sao poucas casas e e melhor visitar com orientacao local.
positive,Historico
positive,"Ruas estreitas com casas brancas. Tipico da zona, mas sem nada de especial ou que mereca muito tempo."
positive,Bairro da mouraria em Beja
positive,"Onde existiu ocupacao moura, existe tambem uma mouraria. Em Beja podemos visitar o Bairro da mouraria muito bem conservado e requalificado recentemente, as ruas foram arranjadas ha poucos anos. As ruas sao muito estritas, por isso recomendo fazer o passeio a pe. Em algumas delas circulam automoveis mas e preciso ter um carro pequeno para nao o riscar nas paredes!"
positive,"As casas invariavelmente sao brancas com uma faixa cinzenta ou amarela, tipico do alentejo!"
positive,"O bairro da Mouraria termina no Arco das Portas de Moura, uma porta da muralha medieval que cercava a cidade."
positive,Em algumas casas podemos ver porticos com pedras de cantaria classificadas de interesse historico.
negative,No inicio do Bairro da Mouraria temos o Largo do Salvador e o Largo 9 de Abril (dois largos um a seguir ao outro). No Largo do Salvador podemos visitar a igreja do salvador que remonta ao sec. XIII. Esta igreja pertence ao convento franciscano.
