sentiment,review
positive,Passeio em familia
positive,"Espaco verde limpo e cuidado, excelente para relaxar e passear com criancas pequenas. Fomos a procura das joaninhas;)"
positive,Tem um espaco amplo dedicado a criancas.
negative,Jardim simpatico no centro de Beja
positive,"Este jardim no centro de Beja, ao lado da Pousada, e bastante agradavel. Nota-se que e bem cuidado. Tem bastante arvoredo, lagos com patos e um parque infantil. Soube bem descansar a sombra num dia de calor."
positive,Memorias de infancia
positive,Espaco interessante onde podem ser vistas varios tipos de plantas. Tem um parque infantil cheio de atraccoes com enfase na casinha tipica do Alentejo que faz as delicias dos mais novos
positive,Jardim
positive,"Bom jardim publico para passear com criancas, bem tratado e com areas para brincar, fazer exercicio ou simplesmente passear."
positive,Descontracao e fresco
positive,"Jardim bem cuidado, bom para um passeio para refrescar do calor do alentejo e para descontrair. Bem tratado!"
negative,Paraiso no Centro da Cidade
positive,"Um espaco que nos faz esquecer o burburinho do dia a dia da cidade. Um espaco muito agradavel, que convida a leitura e meditacao."
positive,Im jardim...
positive,"Um jardim pequeno e sem grandes atracoes. Um lago, umas arvores, um jardim infantil e umas gaiolas com galos e rolas. Nada de especial."
positive,Muito estimado
positive,Agradavel visita ao fim da tarde a este simpatico jardim com muito boa vista. E um jardim pequeno mas muito bem cuidado. Os lagos estao limpos e  bem cuidados. Adorei o coreto.
positive,Jardim aprazivel e bem cuidado.
positive,Fica bem localizado. Parqueamento  facil
negative,Um bar de apoio.
positive,Espaco infantil
positive,"Tem,ainda,algus animais em espaco proprio,"
positive,Bem cuidado
positive,Muito bem cuidado quanto a limpeza mas merecia mais investimentos em paisagismo . Bem localizado propicia momentos agradaveis de tranquilidade.
positive,A visitar
negative,Espaco agradavel e bem cuidado.
positive,Proporciona um espaco verde muito importante para a cidade.
positive,Algumas arvores excepcionais
positive,Local lindo
positive,Lindo e agradavel espaco para se relaxar e passear. Tranquilo onde se pode observar diversas especies de plantas e passaros.
positive,O Jardim e enorme!
positive,O Jardim de Beja fica muito bem situado e pelo seu tamanho e pela variedade e diversidade do que nos oferece e maravilhoso.
positive,Jardim bonito para passear
negative,"Um jardim na cidade onde se pode passear num ambiente muito charmoso e acolhedor, a limpesa e de facto surpreendente"
positive,Pouco cuidado
positive,"Jardim publico perto do mercado e do centro da cidade. Espaco generoso com parque infantil e lago com patos, muito arborizado. Nao sei como sera no verao mas no inverno e pouco cuidado."
positive,otima opcao de passeio
positive,Um jardim belo e bem cuidado que vale pela paisagem e pelo interessante passeio a pe. Traz ainda alguns interessantes topicos historicos a ser pesquisado e explorado.
positive,Um espaco pitoresco e bastante intimista
negative,"O Jardim Gago Coutinho e Sacadura Cabral localiza-se no extremo do centro historico de Beja, e gradeado e possui duas portas de acesso. A sua arquitectura e vegetacao confere-lhe um espaco pitoresco e bastante intimista. Destacam-se o monumento alusivo a morte do Lidador, o miradouro, o coreto, o lago dos patos e o parque infantil. Perfeito para descansar e para fazer passeios romanticos e/ou em familia."
positive,Jardim magnifico e bem cuidado
positive,"O jardim de Beja para alem de me fazer recordar a minha infancia continua lindo, bem cuidado, cheio de sombras, flores bonitas, estatuas e lagos."
positive,Lindo Jardim no centro de Beja
positive,"Este jardim surpreende por estar tao bem cuidado e cheio de flores, sobretudo por esta regiao ser tao quente. E um local muito tranquilo."
positive,Tem parque infantil.
positive,Tem um coreto.
negative,No verao fazem ali festas e eventos.
positive,Frescura na planicie
positive,"Principalmente quando o calor aperta, faca uma vista a este belo jardim, no centro da cidade de Beja, cheio de verde e de canteiros coloridos."
positive,"Se tiver criancas pequenas, tem o parque infantil com o Montinho alentejano e a Casa do Lago para os mais crescidinhos, com jogos, brinquedos e revistas."
negative,Ha tambem um pequeno quiosque onde pode tomar uma bebida. Muito agradavel.
positive,Belo jardim no centro da cidade
positive,"Este e um excelente local para passear quando se visita Beja, mesmo nos meses mais quentes de verao, o jardim possui varias sobras."
positive,Todos passam por aqui
positive,"Jardim centenario bem no centro da cidade, oferece aos da mais tenra idade, ate aos de idade avancada, espacos de convivio e lazer que vale a pena usufruir.O parque infantil, o carrinho com o burro, o lago dos patos e o mini zoo, prendem a atencao de quem o visita.Tambem as rochas catalogadas e a arvore pre-historica interessam os visitantes.Nele se organizam eventos fisicos e culturais em colaboracao com a biblioteca Jose Saramago..."
negative,Bucolico
positive,"Um passeio muito bonito para a familia. O jardim e bem bonito, possui opcao de brinquedos para criancas e alamedas muito bonitas. Precisa ser melhor cuidado, mas e muito bonito."
positive,Jardim grande e tranquilo
positive,"Local aprazivel, bom para descansar um pouco depois de perambular pelas ruas antigas e ladeiras de Beja. Ocupa uma area relativamente grande, para o tamanho da cidade. Esta bem cuidado, com equipes de manutencao dos canteiros."
negative,Jardim agradavel
positive,"Jardim simpatico e agradavel bem no centro de Beja. Esta cuidado, embora o parque infantil careca ja de intervencao. As sombras sao boas e a atmosfera historica e contagiante. Na data da minha visita estava a decorrer uma exposicao sobre geologia, que me parecer ser o genero de iniciativa que faz todo o sentido. A nao perder."
positive,Tranquilo e lindo
positive,Quando chegamos a Beja procuravamos um lugar para estacionar e encontramos um local ao lado do jardim. Entao e aqui que comecamos a explorar Beja. Nos caminhamos ao redor e realmente desfrutamos os jardins de flor e arvores grandes. Foi um bom comeco para a nossa visita em Beja.
