sentiment,review
positive,Museu
positive,"Bom. Um excelente local que conta parte da historia da cidade. Em minha opiniao, merecia uma melhora no visual externo. Mas vale uma visita sem sobra de duvidas."
positive,Baixo Alentejo
positive,"Historia muito interessante, especialmente da Mariana Alcoforado"
positive,So os Domingo nao pagamos entrada.
positive,Sem duvida que carece de actualizacao.
negative,ponto obrigatorio
positive,"Um dos locais mais bonitos e historicos da cidade. Uma envolvente interessante, perto da zona historica. Ideal para um passeio a pe"
positive,A VISITAR APESAR DA PESSIMA ORGANIZACAO E FALTA DE INFORMACAO
positive,"19 /10 / 2019.Tem um espolio muito consideravel, no entanto a organizacao, a iluminacao  e a falta de informacao e enorme"
positive,Bom
positive,"Muito a mostrar,mas nao sei porque encontra-se tanta desordem e falta de informacao.Poderiam explorar melhor a historia da cidade.Fecha para almoco,confira o horario antes de ir visitar."
negative,Conteudo inestimavel a precisar de melhor apresentacao
positive,"A riqueza do patrimonio que existe neste museu e elevadissima, mas o espaco precisava de uma intervencao compativel com esse mesmo valor. Acaba por ser um mero deposito daquelas pecas e nao um moderno museu como deveria ser."
negative,Obrigatorio
positive,Para quem visitar Beja este museu e um dos melhores edificios a visitar. E absolutamente fantastico o seu interior. Quem nao conhece fica abismado.
negative,Imperdivel.
positive,Historia
negative,Permite conhecer a historia de toda a regiao proxima de Beja. Incluindo tambem uma boa galeria com a historia de Mariana Almoforado.
positive,Lindo. Azulejos e a janela valem por si. Obrigatorio
positive,"Imperdivel , a historia mais romantica e bonita da cidade esta ali. Janela de Mariana , as cartas , os azulejos. Lindo"
positive,MUSEU LINDO E HISTORICO
positive,"Antigo convento, com historias excelentes para conhecer a cidade e a regiao, sobretudo durante a ocupacao romana. Espolio de grande riqueza que merece ser apreciado (pelo menos) e interpretado. Excelente a igreja."
positive,Imperdivel!
positive,"A identidade de uma cidade, de uma regiao e de um povo num museu unico, pela historia e pelo espolio que guarda!"
positive,Lindo
positive,Este museu e lindo!
positive,"Antigo convento, a sua historia e encantadora. Os funcionarios terao todo o gosto em guia-lo e contar a historia que se esconde por detras da arquitetura."
positive,Excelente visita guiada sobre ocupacao romana
positive,"No ambito do evento Beja romana podemos usufruir duma visita guiada ao museu, focada essencialmente sobre a ocupacao romana. O funcionario que nos acompanhou mostrou ser conhecedor do assunto e teve sempre uma resposta  para as nossas questoes, foi 5 estrelas."
negative,Um lugar de riqueza historica e beleza inconfundivel!
positive,Entramos por curiosidade e ficamos deslumbrados com a riqueza historica deste Convento!
positive,Iremos certamente voltar.
positive,Visita surprendente
