sentiment,review
positive,Pelourinho bonito
positive,"Este pelourinho, na Praca da Republica, e muito bonito e esta bem conservado. Merece, sem duvida, uma fotografia!"
positive,Praca
positive,Fica quase no centro da praca da Republica. Merecia uma melhor apresentacao e informacao do monumento. Mas vale o passeio pela praca.
positive,O centro da praca
negative,"Situado na praca da republica e uma atracao da cidade. Centrada a igreja da misericordia foi em tempo marco de bons ventos para os recem casados que no dia da boda, deveriam dar 3 voltas de carro a praca para ter sorte no casamento, tradicao que se foi perdendo no tempo por impossibilidade de transito."
positive,Bonito
positive,"Fica no centro da praca. Muito bonito e simples. Enquanto passeia pela cidade, passe por la. Vale a pena!"
positive,Nao e o original
positive,Este pelourinho manuelino esta bem implantado na prac da republica. Mas nao e o original. Vale a pena demorar tempo em apreciar a beleza do pelourinho em estilo manuelino e contemplar o que representa.
negative,De passagem
positive,"O pelourinho de Beja fica na praca junto a Camara Municipal e pode ver-se rapidamente quando se passa no local. E bonito, moderno mas a retratar o antigo e da para tirar uma ou outra foto bonita."
positive,bem conservado e central
negative,"no centro da cidade na area encantadora. um marco historico. A cidade ao redor e bastante e agradavel. Em geral, um lugar agradavel."
positive,"Coluna na Praca, aparentemente antigo local de um pelourinho"
positive,"Subimos a parte mais antiga da cidade de Beja para passar o tempo enquanto esperavamos que o castelo reabriasse depois do intervalo do meio-dia. Minha esposa teve um bom tempo de compras em uma loja em frente a coluna - final da Praca, com uma grande variedade de artesanato e itens de lembranca de boa qualidade, e detentores de loja amigavel. Eles explicaram que a coluna na Praca da Republica homenageia as muitas vitimas que foram punidas por serem trancadas em um pelourinho neste local (muitas vezes injustamente pelos padroes de hoje). Passei algum tempo na praca, olhando em volta e tirando algumas fotos. Os predios ao redor da praca eram uma mistura, o mais atraente para mim era um com colunas e arcos no nivel do solo, com um nivel superior com varandim muito bem decorado com azulejos de ceramica."
positive,Frustrado na Praca da Republica
positive,"Bela pedra 16 th C pillory no centro da praca que ja foi o Forum Romano em Pax Julia. perto do seculo 16 Igreja de Miseric rdia cujo portico, uma vez serviu como o mercado de carne da cidade."
positive,Vale a pena ver ele
positive,"Um local interessante em Beja, mas as mesas do cafe-bar nas proximidades (atras) perturbar um pouco sua magia."
