sentiment,review
positive,A catedral da cidade
positive,"Igreja imponente, catedral da cidade, sofreu varias obras de reabilitacao e melhoramento. Situada frente ao castelo e da zona historica. Pena nao estar aberta para visita a nao ser nos horarios de culto."
positive,Pessimo
positive,"Uma igreja simples e restaurada nao e ponto turistico.Em frente ao castelo,parar aqui so se for curiosidade."
positive,Visita importante a fazer
positive,Excelente o seu interior. Das mais simples que vi. Retabulo muito bonito. Talha dourada de grande magnitude.
positive,Magnifica Se de Beja
positive,"Igreja principal de interior magnifico. Talha dourada, altares profundamente decorados, reliquias sagradas..."
positive,Lindissima!
negative,A igreja esta muito bem cuidada e e muito bonita.
positive,"Com varias obras provenientes de Lisboa na sequencia do terramoto de 1755, nao decepciona quem a visita."
positive,Entrada gratuita
positive,Retabulo muito lindo!
positive,Muito cuidada e com um retabulo de altar divinal! Vitrais e orgao lindos! Merece uma visita. A nao perder.
positive,Arquitectura simples
positive,"A Se Catedral de Beja  tem uma fachada simples mas o seu interior, decorado com paineis de azulejos e muito bonito."
positive,Arquitetura original
positive,"Para quem conhece as catedrais Portuguesas e possivel distinguir esta Catedral de todas as outras, pela sua arquitetura original, mais moderna e leve. A fachada e muito bonita e por dentro tem muitas obras de arte provenientes de Lisboa, no seguimento do terramoto de 1775. A entrada e gratuita, e fica mesmo ao lado do castelo, pelo que se pode juntar a visita aos dois monumentos."
positive,Bonita
positive,Espaco muito bem conservado e preservado. A entrada e gratuita e fica logo ao lado do castelo de Beja.
negative,Igreja agradavel
positive,A. Ice igreja e vale a pena uma visita quando a cidade. O alter e muito bom com muita esculturas de ouro.
positive,Bela Igreja
positive,Esta igreja e muito bonito. Ele esta localizado ao lado do Castelo de Beja. E bom para ir visitar e apreciar este elegante arquitectura
positive,Adoravel de ceramica e Ouro pecas; muitos de Lisboa depois de terremoto
positive,"Pequena capela mas muito adoravel, com alguma arte azulejos azuis realmente nice, aparentemente trazidas de Lisboa apos o terramoto de 1755. Existem algumas estatuas e outras obras de Nice em ouro. Vale a pena uma visita."
