sentiment,review
positive,Muito bom.
positive,"Castelo bem conservado, com torre de menagem altiva e exuberante, pena fechar a horas proibitivas. Pode-se dar a volta por fora e tirar umas fotos."
positive,"Bonito, mas podia ser melhor"
positive,Castelo bonito numa zona central de Beja. Nao se paga para entrar nem para andar pelas muralhas. A vista e bonita e tranquila. Existe um parque de terra gratuito ao lado do castelo.
negative,"No entanto, apesar de existirem pessoas dedicadas, nao se vende qualquer tipo de recordacoes."
positive,Tambem nao e possivel subir a torre o que foi uma desilusao.
positive,A rever.
positive,Bem preservado
positive,E central e tem uma torre bem alta!
positive,Serve de referencia para quem circula perto de Beja.
positive,"A partir do castelo, percorremos as ruas e parte antiga da cidade ate aos pontos de interesse e restauracao."
positive,Vista magnifica sobre a cidade
positive,E agradavel passear pelas muralhas e usufruir da vista de 360o que dali se tem sobre a cidade. Apesar de nao ser possivel visitar o interior da torre (ja tinha fechado) o percorrer as muralhas valeu sem duvida uma visita nao so por ser uma das principais atracoes da cidade mas pela sua vista.
negative,Castelo simpatico para passeio e uma vista de 360o sobre Beja
positive,"O Castelo, tem uns degraus ingremes mas largos o que facilitou a subida e descida (mas nao aconselhado a idosos), dando uma vista fantastica de 360o de Beja e da paisagem alentejana."
positive,Torre muito bonita
positive,"Bela e uma das capitais de distrito do Alentejo, dizem que o Alentejo e terra de castelos, logo o castelo de Beja tinha de ser imponente .... Correspondeu as expectativas, sobressai a torre a fazer lembrar a torre de belem.... Esta bem conservado e para passear nas muralhas nao se paga! A cidade de Beja e muito pacata e limpa aconselho depois da visita ao castelo uma refeicao regional na cidade!"
positive,Castelo de Beja
positive,"Romantico a luz do luar, majestoso durante o dia, encanta quem o visita assim como a cidade com os seus recantos e ainda o Museu/Convento da Conceicao, riquissimo! De gastronomia estamos falados, simplesmente do melhor que ha em Portugal! A cidade Pax Julia de onde Cesar queria oferecer a paz e a cidade dos amores proibidos como aquele entre a Soror Mariana Alcoforado com o seu tenente frances! Beja, princesa da planicie, vale bem a visita!"
positive,A principal atracao da cidade
positive,Apesar de nao ser possivel visitar-lo  interior da corre o castelo vale sem duvida uma visita nao so por ser a principal atracao da cidade mas pela vista do topo das suas muralhas.
negative,Reliquia
positive,Que beleza.
positive,"A Cidade e linda e muito calma gastronomia de eleicao, acessos muito bons e modernos."
positive,"Muitas herdades, adegas e hotel de expoente maximo :- Vila Gale Clube de Campo a cerca de 20 km., onde pode fazer passeios de balao."
positive,Castelo Beja e sua torre menagem
positive,5 estrelas e a maior torre menagem da peninsula i Erica do seu topo consevue-se vislumbrar todos os concelhos a volta do concelho de Beja.
positive,Paragem obrigatoria
positive,Paragem obrigatoria em Beja e o icone da cidade. O castelo permite uma interessante visita que termina com a magnifica vista na subida ao cimo da torre.
positive,"Poderia estar em melhor estado de conservacao e com alguma especie de guia Historico para os visitantes, o que nos deixa um pouco perdidos na sua visita."
positive,Castelo
positive,"Infelizmente, estava fechado por motivo de reformas, inclusive no lado de fora. So pudemos ver o lado de fora. Mas vale a visita."
positive,Pequeno e charmoso
positive,"Nada de mais, vale a pena so pela vista dos campos. Castelo muito pequenino mas incrivelmente bem conservado."
positive,Muito bem conservado
positive,Monumento que surpreendeu pela positiva.
negative,Muito bem conservado e limpo e com vista impressionante da sua torre sobre Beja e arredores.
positive,Sem duvida o ex libris desta cidade.
positive,A torre mais alta de Portugal
positive,"Para alem da vista fabulosa que do alto da torre se consegue ter da magnifica planicie alentejana, em dias de boa visibilidade, e possivel ver a serra algarvia. As suas muralhas percorrem grande parte da cidade, sendo possivel ter uma ideia de como eram as ruas e as casas da altura. A nao perder."
positive,Muito lindo
positive,"Local muito bonito. Subindo na torre, a vista e maravilhosa!!! Vale a pena a visita ao Castelo, ao Museu Regional e a Igreja Nossa Senhora dos Prazeres."
positive,Agradavel
positive,Bom sitio para se visitar em beja .
positive,Fui no sabado na parte da manha e estava aberto ate ao 12.30
positive,Vista bonita sobre a cidade
positive,Tem uma loja para comprar recordacoes
negative,Staff simpatico
positive,Regular
positive,"Apenas um muro de pedra com restauracao recente como tantos outros existentes em toda a Europa.Torre fecha na hora do almoco, e recomendavel ir ao fim da tarde e subir as escadas ingremes com muito cuidado e atencao."
positive,Muito bonito
positive,Vale a pena visitar. A loja de turismo e la dentro. Suba a torre e tem uma vista espetacular sobre a cidade.
