sentiment,review
positive,Surpresa maravilhosa : a Igreja e a guia
positive,"Monumento de enorme valor artistico (talhas douradas, azulejos, pinturas)."
negative,Surpreendente ate pelo contraste da simplicidade exterior com a riqueza interior.
positive,Mas a visita nao seria a mesma sem a valiosa viagem guiada pela Susana aos Prazeres e Misterios de Maria.
positive,"Portanto, se passarem por Beja visitem esta preciosa obra de Arte... mas exijam a presenca da Susana, sem a qual vao perder 90% da leitura e interpretacao artistica e esoterica."
positive,Sei quem vai dormir bem hoje... boa noite Susana !!!
positive,Marco episcopal da cidade
positive,"Junto ao arco dos prazeres apresenta um magnifico altar, os frescos, pequena de dimensao mas grande na historia que tem para contar."
positive,Surpreendente
positive,Mais uma vez se aplica: Quem ve caras nao ve coracoes.
positive,"Esta igreja e de uma beleza tal, que quem por Beja passar tem de a visitar obrigatoriamente. Efectivamente vista por fora nao gera grandes expectativas, mas ao entrar e de facto dificil nao se ficar de boca aberta. Deve-se tambem dar atencao a historia e as historias por que ja passaram aquelas talhas douradas."
negative,Imperdivel.
positive,Frescos e azulejos magniificos
positive,Visita muito interessante nao so pelos frescos pintados e azulejos sobre Jesus Cristo mas pela historia da sua edificacao
positive,Muito simples por fora e riquissima por dentro
positive,Quem passa por fora nao da nenhum valor a esta riquissima igreja. A simplicidade do exterior engana as pessoas. So quem entra pode dar valor a esta igreja.Os paineis da igeja de sfrancisco passaram para esta igreja. E barroca por dentro e por fora nao parece. As colunas em marmore merecem atencao especial.
positive,Uma entrada surpreendente na Igreja de Ouro
positive,A talha dourada e o tecto sao surpreendentes.
positive,A incluir num roteiro de visita por Beja. Recomendo vivamente
positive,Bonita
positive,"E uma igreja com uma fachada modesta mas o seu interior e de uma riqueza artistica. Toda revestida a talha dourada, com azulejos do sec. XVIII e lindas pinturas no tecto."
positive,Igreja do sec. XVII
positive,"O corpo da igreja encontra-se revestido por talha barroca e azulejos do seculo XVIII, muito bonitos."
positive,Linda
positive,Igreja muito bonita. Altar de particular beleza
positive,"Bem localizada, com facil acesso."
positive,Simpatia do pessoal
positive,A visitar.
positive,Magnifico tecto
positive,"Excelente ponto turistico, com uma historia magnifica, retratada em dislumbrantes gravuras e um tecto lindissimo. Tudo explicado por um excelente profissional entendido na materia. Passagem obrigatoria."
negative,Vir a Beja e nao visitar este edificio unico da arquitectura e arte portuguesa e um crime
positive,"O melhor atendimento de Beja, sempre aberto, sempre disponivel."
positive,Que tesouro aqui encontrei.
positive,"Este local devia ser a estrela que guia o patrimonio de Beja, em todos os sentidos."
positive,"Parabens ao rapaz que acolhe, e um erudito, fal varias linguas e um encanto."
negative,Soberba
positive,"Fazendo parte do patrimonio historico da cidade, esta igreja possui uma riqueza azulejar e dourada de inegualavel valor.Atrevo-me a dizer que as pecas de arte sacra de maior valor se encontram no seu interior.Por vezes sao emprestadas para exposicoes para dentro e fora do pais..."
positive,Igreja barroca
positive,"Local muito interessante para observar pintura e azulejaria do seculo XVII, de dois pintores consagrados. Frescos do teto fora de serie. Talha dourada relevante."
positive,Teto lindissimo
positive,"Recomendado pela simpatica senhora do castelo, teto lindissimo cheio de pinturas, pena nao se poder tirar fotos, nem sem flash..."
positive,Igreja belissima
positive,"A igreja e simplesmente linda e vale a pena a visita. Infelizmente, o Museu estava fechado, mas ficara para uma proxima."
negative,Pinturas deslumbrantes
positive,"Igreja pequena mas com uma magia tremenda por dentro.quadros e frescos no teto de grande qualidade.tivemos o prazer de ouvir a historia associada a cada pintura, do senhor que nos recebeu."
positive,Lindo
positive,"Para quem esta visitando a cidade de Beja, esta deslumbrante igreja nao deve ficar de fora. O museu vai agradar os amantes da arte sacra. A entrada custa apenas 2 euros. Recomendo!"
