sentiment,review
positive,Construcao Romana
positive,Um portal construido pelos romanos. Parte interessante e muito constante nas construcoes antigas da cidade.
positive,Arco romano
positive,"Muito bom. Alias, a maioria das construcoes antigas sao da epoca romana. Aconselho uma visita. Compensa."
positive,"Antiga porta de Evora, dava acesso ao interior das muralhas a quem vinha no Norte."
positive,Junto tem uma antiga casa-da-guarda onde seria feito o controlo dos passantes. Colado a muralha do castelo interior.
positive,Simples mas bonito
positive,"Muito bonito e simples. Enquanto passeia a volta das muralhas do castelo, passe por la. Vale a pena!"
positive,Porta interessante
positive,"Porta semi destruida mas com vestigios interessantes e que merece um olhar, embora nao esteja muito bem cuidada."
positive,Bonita
positive,"A Porta e bonita, mas ja precisava de algum trabalho de limpeza e recuperacao!"
positive,a relva dos jardins precisava de ser cortada...
positive,Historia e atualidade
positive,Muito bem preservado e enquadrado. Com enquadramento muito acolhedor e aprazivel. Bom para fotos e para apreciar
positive,Arco Romano no caminho
negative,Rodando o centro historico de Beja voce fatalmente passara por este Arco Romano. Um privilegio para poucos.
positive,Arco romano anexado ao Castelo de Beja de um lado
positive,"Se estiver na zona do Castelo de Beja, encontrara facilmente este arco romano no lado antigo da cidade (alto) do castelo. Tem acesso 24/7 atraves de uma calcada publica irrestrita, entre o castelo e a estrada. E um bom local para tirar uma foto. Eu nao vi nenhuma informacao postada nas proximidades, o posto de turismo nos terrenos do castelo pode dizer-lhe mais."
