sentiment,review
positive,Muito bom.
positive,"Castelo bem conservado, com torre de menagem altiva e exuberante, pena fechar a horas proibitivas. Pode-se dar a volta por fora e tirar umas fotos."
positive,"Bonito, mas podia ser melhor"
positive,Castelo bonito numa zona central de Beja. Não se paga para entrar nem para andar pelas muralhas. A vista é bonita e tranquila. Existe um parque de terra gratuito ao lado do castelo.
negative,"No entanto, apesar de existirem pessoas dedicadas, não se vende qualquer tipo de recordações."
positive,Também não é possível subir à torre o que foi uma desilusão.
positive,A rever.
positive,Bem preservado
positive,É central e tem uma torre bem alta!
positive,Serve de referência para quem circula perto de Beja.
positive,"A partir do castelo, percorremos as ruas e parte antiga da cidade até aos pontos de interesse e restauração."
positive,Vista magnifica sobre a cidade
positive,É agradável passear pelas muralhas e usufruir da vista de 360o que dali se tem sobre a cidade. Apesar de não ser possível visitar o interior da torre (já tinha fechado) o percorrer as muralhas valeu sem duvida uma visita não só por ser uma das principais atrações da cidade mas pela sua vista.
negative,Castelo simpático para passeio e uma vista de 360o sobre Beja
positive,"O Castelo, tem uns degraus ingremes mas largos o que facilitou a subida e descida (mas nao aconselhado a idosos), dando uma vista fantástica de 360o de Beja e da paisagem alentejana."
positive,Torre muito bonita
positive,"Bela é uma das capitais de distrito do Alentejo, dizem que o Alentejo é terra de castelos, logo o castelo de Beja tinha de ser imponente .... Correspondeu às expectativas, sobressai a torre a fazer lembrar a torre de belém.... Está bem conservado e para passear nas muralhas não se paga! A cidade de Beja é muito pacata e limpa aconselho depois da visita ao castelo uma refeição regional na cidade!"
positive,Castelo de Beja
positive,"Romântico à luz do luar, majestoso durante o dia, encanta quem o visita assim como a cidade com os seus recantos e ainda o Museu/Convento da Conceição, riquíssimo! De gastronomia estamos falados, simplesmente do melhor que há em Portugal! A cidade Pax Julia de onde César queria oferecer a paz e a cidade dos amores proibidos como aquele entre a Sóror Mariana Alcoforado com o seu tenente francês! Beja, princesa da planície, vale bem a visita!"
positive,A principal atração da cidade
positive,Apesar de não ser possível visitar-lo  interior da corre o castelo vale sem duvida uma visita não só por ser a principal atração da cidade mas pela vista do topo das suas muralhas.
negative,Relíquia
positive,Que beleza.
positive,"A Cidade é linda e muito calma gastronomia de eleição, acessos muito bons e modernos."
positive,"Muitas herdades, adegas e hotel de expoente máximo :- Vila Galé Clube de Campo a cerca de 20 km., onde pode fazer passeios de balão."
positive,Castelo Beja e sua torre menagem
positive,5 estrelas e a maior torre menagem da península i Érica do seu topo consevue-se vislumbrar todos os concelhos à volta do concelho de Beja.
positive,Paragem obrigatória
positive,Paragem obrigatória em Beja e o ícone da cidade. O castelo permite uma interessante visita que termina com a magnífica vista na subida ao cimo da torre.
positive,"Poderia estar em melhor estado de conservação e com alguma espécie de guia Historico para os visitantes, o que nós deixa um pouco perdidos na sua visita."
positive,Castelo
positive,"Infelizmente, estava fechado por motivo de reformas, inclusive no lado de fora. Só pudemos ver o lado de fora. Mas vale a visita."
positive,Pequeno e charmoso
positive,"Nada de mais, vale a pena só pela vista dos campos. Castelo muito pequenino mas incrivelmente bem conservado."
positive,Muito bem conservado
positive,Monumento que surpreendeu pela positiva.
negative,Muito bem conservado e limpo e com vista impressionante da sua torre sobre Beja e arredores.
positive,Sem duvida o ex libris desta cidade.
positive,A torre mais alta de Portugal
positive,"Para além da vista fabulosa que do alto da torre se consegue ter da magnífica planície alentejana, em dias de boa visibilidade, é possível ver a serra algarvia. As suas muralhas percorrem grande parte da cidade, sendo possível ter uma ideia de como eram as ruas e as casas da altura. A não perder."
positive,Muito lindo
positive,"Local muito bonito. Subindo na torre, a vista é maravilhosa!!! Vale a pena a visita ao Castelo, ao Museu Regional e à Igreja Nossa Senhora dos Prazeres."
positive,Agradavel
positive,Bom sítio para se visitar em beja .
positive,Fui no sabado na parte da manhã e estava aberto ate ao 12.30
positive,Vista bonita sobre a cidade
positive,Tem uma loja para comprar recordações
negative,Staff simpático
positive,Regular
positive,"Apenas um muro de pedra com restauração recente como tantos outros existentes em toda a Europa.Torre fecha na hora do almoço, é recomendável ir ao fim da tarde e subir as escadas íngremes com muito cuidado e atenção."
positive,Muito bonito
positive,Vale a pena visitar. A loja de turismo é lá dentro. Suba à torre e tem uma vista espetacular sobre a cidade.
positive,Belo castelo
