sentiment,review
positive,Museu
positive,"Bom. Um excelente local que conta parte da história da cidade. Em minha opinião, merecia uma melhora no visual externo. Mas vale uma visita sem sobra de dúvidas."
positive,Baixo Alentejo
positive,"História muito interessante, especialmente da Mariana Alcoforado"
positive,Só os Domingo não pagamos entrada.
positive,Sem dúvida que carece de actualização.
negative,ponto obrigatório
positive,"Um dos locais mais bonitos e históricos da cidade. Uma envolvente interessante, perto da zona histórica. Ideal para um passeio a pé"
positive,A VISITAR APESAR DA PÉSSIMA ORGANIZAÇÃO E FALTA DE INFORMAÇÃO
positive,"19 /10 / 2019.Tem um espólio muito considerável, no entanto a organização, a iluminação  e a falta de informação é enorme"
positive,Bom
positive,"Muito a mostrar,mas não sei porque encontra-se tanta desordem e falta de informação.Poderiam explorar melhor a história da cidade.Fecha para almoço,confira o horário antes de ir visitar."
negative,Conteúdo inestimável a precisar de melhor apresentação
positive,"A riqueza do património que existe neste museu é elevadíssima, mas o espaço precisava de uma intervenção compatível com esse mesmo valor. Acaba por ser um mero depósito daquelas peças e não um moderno museu como deveria ser."
negative,Obrigatório
positive,Para quem visitar Beja este museu é um dos melhores edifícios a visitar. É absolutamente fantástico o seu interior. Quem não conhece fica abismado.
negative,Imperdível.
positive,História
negative,Permite conhecer a história de toda a região próxima de Beja. Incluindo também uma boa galeria com a história de Mariana Almoforado.
positive,Lindo. Azulejos e a janela valem por si. Obrigatorio
positive,"Imperdível , a historia mais romantica e bonita da cidade esta ali. Janela de Mariana , as cartas , os azulejos. Lindo"
positive,MUSEU LINDO E HISTÓRICO
positive,"Antigo convento, com histórias excelentes para conhecer a cidade e a região, sobretudo durante a ocupação romana. Espólio de grande riqueza que merece ser apreciado (pelo menos) e interpretado. Excelente a igreja."
positive,Imperdível!
positive,"A identidade de uma cidade, de uma região e de um povo num museu único, pela história e pelo espólio que guarda!"
positive,Lindo
positive,Este museu é lindo!
positive,"Antigo convento, a sua história é encantadora. Os funcionários terão todo o gosto em guiá-lo e contar a história que se esconde por detrás da arquitetura."
positive,Excelente visita guiada sobre ocupação romana
positive,"No ambito do evento Beja romana podemos usufruir duma visita guiada ao museu, focada essencialmente sobre a ocupação romana. O funcionário que nos acompanhou mostrou ser conhecedor do assunto e teve sempre uma resposta  para as nossas questões, foi 5 estrelas."
negative,Um lugar de riqueza histórica e beleza inconfundível!
positive,Entramos por curiosidade e ficámos deslumbrados com a riqueza histórica deste Convento!
positive,Iremos certamente voltar.
positive,Visita surprendente
positive,"Não conhecia este Museu e fiquei francamente surpreendido, vou tentar voltar com visita guiada para melhor conhecer esta preciosidade."
