sentiment,review
positive,Simples mas bonito
positive,Vale a pena passear por entre a ruas do bairro da Mouraria e observar pequenos pormenores nas construções.
positive,Casario
positive,Bonito mas sem grandes focos de interesse.
positive,"Casario histórico tradicional e algumas, poucas, ruas estreitas"
positive,Não justifica deslocação propositada.
positive,Visitando o passado
positive,Local muito interessante para visitar onde nos remete ao passado com as suas casas típicas e as suas ruelas pequenas e estreitas.
positive,Se não tiver orientação pode passar despercebido.
positive,Acho que só vale a pena para quem estuda história e/ou arquitetura. São poucas casas e é melhor visitar com orientação local.
positive,Histórico
positive,"Ruas estreitas com casas brancas. Tipico da zona, mas sem nada de especial ou que mereça muito tempo."
positive,Bairro da mouraria em Beja
positive,"Onde existiu ocupação moura, existe também uma mouraria. Em Beja podemos visitar o Bairro da mouraria muito bem conservado e requalificado recentemente, as ruas foram arranjadas há poucos anos. As ruas são muito estritas, por isso recomendo fazer o passeio a pé. Em algumas delas circulam automóveis mas é preciso ter um carro pequeno para não o riscar nas paredes!"
positive,"As casas invariávelmente são brancas com uma faixa cinzenta ou amarela, típico do alentejo!"
positive,"O bairro da Mouraria termina no Arco das Portas de Moura, uma porta da muralha medieval que cercava a cidade."
positive,Em algumas casas podemos ver porticos com pedras de cantaria classificadas de interesse histórico.
negative,No início do Bairro da Mouraria temos o Largo do Salvador e o Largo 9 de Abril (dois largos um a seguir ao outro). No Largo do Salvador podemos visitar a igreja do salvador que remonta ao sec. XIII. Esta igreja pertence ao convento franciscano.
