sentiment,review
positive,Igreja
positive,Bonita igreja. Um altar muito bonito. Tem muita história nessa igreja. Vale uma visita sem sombra de dúvidas.
negative,Antiguidade e simplicidade
positive,"Uma igreja antiga, simples, mas repleta de história e valor arqueológico. Pena estar fechada a maioria das vezes."
positive,Interessante
positive,Um museu simples mas muito bem cuidado. É muito interessante pois tem várias peças diferentes. um bom aproveitamento da igreja.
positive,Para visitar
positive,"Museu que graças aos exemplares que detém deve ser visitado. Um espólio importante a preservar, para admirar em dias de férias em que o tempo abunda."
positive,A Melhorar
positive,"Igreja com alguma história da região, mas muito diferente das fotos possiveis de ver na internet. Realidade não está de acordo."
positive,Séculos de história!
negative,Os escritos e vestígios antigos de visigóticos e romanos. A importância de outras eras no momento atual.
positive,Bater com o nariz na porta
positive,"Dois dias seguidos para o visitar e embora a informação na net dissesse que estava aberto no horário em que lá fui, ESTAVA SEMPRE FECHADO! Sem qualquer informação."
positive,Excelente
positive,"Museu muito bem conseguido, funcionária 5 estrelas, atenciosa com os visitantes. Vale a pena conhecer toda a cultura depositada no seu interior"
positive,Pouca informação
positive,A entrada custa dois euros e dá acesso ao Museu D. Leonor. O espaço encontra-se um pouco por baixo e as explicações são algo parcas na minha opinião.
positive,"De interesse sobretudo para quem se interessa por este período histórico e percebe algo do assunto, caso contrário não passam de pedras."
positive,Alentejo
negative,Atendimento pouco simpático
positive,Pouco interessante.
positive,Com muito pouco para mostrar e atendimento pouco simpático.  A visitar se não tiver mais nada para fazer ...
positive,Colecção Visigótica!
positive,Desconhecia que em Beja existia o maior espólio de peças desta arte! A visita é um momento para aprender sobre a história da cidade e do País!
positive,Junto ao castelo
positive,"Funciona em parceria com o museu regional, com bilhete único, muito interessante e bem documentado. Vale a visita"
positive,Espaço bem documentado e de elevado interesse
positive,Espaço bem documentado e de elevado interesse este núcleo museológico visigótico complementando todo o historial também documentado no museu Regional de Beja - Rainha D. Leonor.
positive,Máquina do tempo
negative,Este núcleo museológico é ímpar pela coleção única que tem de vestígios visigóticos na Zona sul de Portugal.
negative,Obrigatório conhecer
positive,Bem pertinho do Castelo este museu possui peças e recolhas únicas .Encontradas e catalogadas por antropólogos que atestam a existência de outras culturas e a importância na vida de gentes que aqui habitaram...
positive,MAGNÍFICO
positive,Gostei muito de visitar o Museu Visigótico em Beja.
positive,A área ocupada pelo  Museu poderá não ser muito grande mas a variedade de artefactos históricos e arqueológicos que podemos admirar é valiosíssima.
positive,Recomendo vivamente a visita a este belíssimo espaço.
positive,Muita pedra
positive,Pedras e mais pedras. Nao deixa de ser interessante. Destaco o tumulo de um cavaleiro de el-Rei D. Dinis
positive,Pequeno
positive,"Museu pequeno, situado em uma antiga igreja. O horário divulgado de abertura não é cumprido muito fielmente, de modo que tivemos alguma dificuldade em achar, porque da primeira vez que passamos no local estava fechado, e não há placas. O ingresso vale também para o Museu Regional D. Leonor. A foto que ilustra o cabeçalho é deste último, e não do Museu Visigótico."
positive,Um espaço pequeno com pouca variedade
positive,"É sabida a falta de vestígios visigóticos no nosso território. Por esse motivo explica-se que o museu tenha tão poucas peças, mas de facto as que encerra são muito boas, talvez únicas em Portugal."
positive,"Se não se tiver uma base mínima de conhecimentos de História... vai-se sem qualquer proveito, dado nada integrar o conteúdo do museu num todo da História que conduziu ai aparecimento de Portugal."
negative,Ruinas antiguissimas
positive,"Crianças não pagam e o valor é simbólico, mesmo bilhete para o museu regional."
negative,Não necessita de muito tempo e fica ao lado do castelo.
positive,Não falha em Beja
positive,A não perder mesmo.
negative,Igreja museu
positive,Bom local para visitar. Gratuito. Um museu dentro de um museu já que se localiza numa igreja. A arte visigótica é pouco exposta e isso aqui é conseguido.
positive,Maior espólio visigótico nacional
positive,"Entrem e apreciem o estilo visigótico muitas das vezes reaproveitado sobre o estilo romano.Tenham em mente que este edifício foi construido por volta do século III DC e preservado ao longo dos tempos.por lá passaram romanos, visigodos e reis e rainhas portuguesas entre outros."
negative,Imperdível
positive,"Este museu fica logo atrás do castelo e funciona na antiga igreja, datada do século 6 e portanto muito antiga. Dica: a entrada permite acesso ao museu regional da cidade."
positive,Descoberto por acaso
negative,"Museu pequeno mas repleto de fragmentos que lhe conferem dimensão histórica. A capela prima pela simplicidade e austeridade do espaço, tornando-se muito acolhedora."
negative,Apesar de pequeno...
positive,Um bom nicho para redescobrirmos as marcas visigóticas na nossa cultura portuguesa.
negative,"Apesar do espaço pequeno, houve uma boa tentativa de incluir e integrar as peças expostas, na maioria pedaços de pedra decoradas, no seu contexto."
positive,A visitar!
positive,A não perder
positive,"Museu da cidade, também chamado de Museu Rainha Dona Leonor, personagem que se pode ver na estátua do pátio da entrada exterior. Com história de antigo convento que acolhia a Sóror Mariana Alcoforado, autora das cartas de amor escritas a um combatente francês da guerra da restauração que ali combateu. Essas cartas viraram um famoso livro clássico de literatura universal."
positive,Fechado e aparentemente inacessível a partir de março de 2019
negative,"Decepcionado em encerrar a marcha no final de março de 2019, sem horário de funcionamento ou qualquer outra informação fora do prédio, ou qualquer outra indicação de que estava fechado a partir do ingresso conjunto do Museu Regional."
positive,Vale a pena visitar.
positive,"Este lugar merece uma visita, se tiver tempo de sobra em Beja. Há alguns artefatos interessantes aqui, mas é pequeno, mas a cidade é pequena."
positive,"Não é mais uma igreja, mas, como um museu, é simples e arrumado."
positive,"Os remanescentes arquitetônicos mostram influências clássicas, pagãs e cristãs primitivas. Também Sherie é a informação sobre os visigodos e um mapa interessante de suas migrações. ."
negative,Um pequeno museu mas interessante
negative,"Este museu tem muito espaço para um pequeno número de itens. No entanto, as explicações são melhores aqui do que no museu regional e por isso é mais interessante. É muito perto do castelo e vale a pena cair dentro Seu bilhete deste museu serve como entrada no museu regional também."
positive,Um dos mais antigos edifícios permanentes em Portugal
positive,"C6 Reino Visigodo Início igreja com esculturas e colunas em excelente estado de conservação (um de apenas 4.esquerda pré-românico em Portugal).  Felizmente, fomos ficando em Beja o suficiente para aguardar a reabertura da igreja (fechado devido a os problemas de saúde de um membro da equipe)."
