sentiment,review
positive,"Excelente hotel .  Pessoal da recepção e serviços de quarto muito atenciosos e prestativos -  o frigobar não estava funcionando e trocaram imediatamente.  Excelente quarto, cama, banheiro ... e a vista da piscina linda e relaxante.  Poderia ter ficado mais um dia , mas estava de passagem . Ah! esqueci de falar do café da manhã ... simplesmente divino . Fizeram uns wafer e un ovos mexidos na hora, quentinhos e deliciosos  ...  E o amplo e gratuito estacionamento  também é um grande bônus para quem está de carro.  Super recomendo"
positive,"Património histórico ao seu melhor nível de recuperação, renovação e utilização. Magnificas salas, como a do Capitulo ou um lindo claustro mostram algumas coleções de artefactos ligados à história do Convento. Localização central, estacionamento no perimetro., quartos amplos e confortáveis. Pessoal simpático. Pequeno almoço adequado. Espaço exterior com piscina. Uma referência, um sitio a regressar."
positive,"Chegámos depois da meia-noite e fomos recebidos com extrema simpatia! Passámos o nosso aniversário de casamento na Pousada de Beja com a nossa filha e reservámos uma suite. A suite tinha vista para a piscina, cartão de boas vindas. Tudo à nossa disposição, desde café Nespresso à fruta, muita limpeza e desinfecção com desinfetante em todo o lado. O Mosteiro está muito bem preservado e foi um prazer visitar as salas históricas. Ambiente muito calmo e acolhedor, parque de estacionamento nas traseiras. Vamos regressar!"
positive,"Gostei muito do alojamento e da estadia. Destaco a beleza, qualidade e localização da  pousada, a simpatia de todo o staff, a óptima qualidade do pequeno almoço.  Para estadias mais longas será pertinente disponibilizar aos hóspedes Ginásio e piscina interior."
positive,"Na reserva tinha a descrição de um tipo de quarto e foi atribuído outro. Parque infantil insuficiente e fechado. Espaço bonito, no entanto, deveria conter alguma descrição histórica. Excelente pequeno almoço."
positive,"Boas instalações, uma óptima piscina, bons acessos e estacionamento.  Um inexcedível acolhimento, simpatia e disponibilidade da parte de todos os colaboradores, mas devo salientar, sem dúvida, o Sr. José Luís que nos atendeu na piscina e foi de uma extraordinária atenção, o Sr Joaquim da recepção, que conseguiu colmatar uma falha inicial que explicarei à frente e teve o cuidado de fazer as reservas de restaurante que lhe pedimos todos os dias, e ainda a Sra. D. Isabel Guerreiro, Directora, que teve a amabilidade de falar comigo para explicar uma falha que aconteceu quando da nossa chegada e oferecer umas bebidas num gesto muito simpático. A falha referida foi que, à chegada, nos foi informado que o restaurante estava fechado e o serviço de bar terminava às 18 horas do dia, isto"
positive,A Pousada de Beja é um sitio onde me sinto muito bem. Aliás não é a primeira vez que  fico nesta Pousada e que por certo continuarei a frequentar sempre que possa.  O Espaço é todo ele muito confortável e o pessoal foi de uma grande simpatia.
positive,"Meia hora pro check in. Pousada em obras , serviço de pequeno almoço terror. Marcamos cedo para não ser hora da confusão . Chegamos 8 e 30 hora marcada  , 20 min à espera que aparecesse um empregado . Qd aparece mandamos levantar da mesa nem com dia nem um desculpe . Clientes chegam depois foram sentados . Dirigi me a recepção solicitei livro de reclamações . A pessoa que la estava podia ser um boneco quis la saber nem se esforçou pra resolver .  Embora sem pequeno almoço . Quarto subo com cabelos , toalhas da piscina que fiquei na dúvida se já tinham sido usadas da forma como estavam dispostas no armário ."
positive,"Muito bom! Sossego absoluto! Todo o pessoal super simpático! Bom pequeno almoço! Boas áreas de descanso! Limpeza excelente  Só uma coisa que não gostamos, que apesar de ser proibido, algumas pessoas colocarem as toalhas a guardar o lugar nas espreguicadeiras na piscina!  Recomendo  a 100%."
negative,Muito boa localização. Excelente qualidade do serviço.  Muito agradável a piscina e os jardins envolventes. Funcionários extremamente atenciosos e disponiveis. A unica falha a apontar  é a falta de um serviço de bar mais eficiente à noite.
positive,"Hotel agradável, staff atencioso e pequeno almoço de excelente qualidade. Necessita de algumas atualizações, nomeadamente ao nível das camas e casas de banho. Os jardins são amplos mas  precisando de mais cuidado em algumas zonas, incluindo a piscina que não estava limpa.  Globalmente, uma boa experiência!"
positive,"Hotel de charme com encanto. Staff disponível e atencioso na sua maioria.  Hotel cuidado. Piscina agradável com poucas Espreguiçadeiras. Pequeno almoço com opção de ser servido no jardim, em espaço muito agradável. Staff do pequeno almoço muito atencioso.  Existiu um problema com o barulho emitido do quadro eléctrico do quarto ao qual não foi dada verdadeira atenção, que se tornou incomodativo. Bons dias de descanso.  Obrigado ao grupo Pestana pela atenção com os profissionais de saúde! Bem haja!"
positive,"O quarto era espaçoso, limpo e confortável. Excelente pequeno almoço. Boa rede de wi-fi. Funcionários prestáveis e atenciosos. Restaurante com qualidade. Jardim e piscina agradáveis. Boa localização e estacionamento gratuito."
positive,"Após  alguns anos sem ir a Beja resolvi ficar alojado, mais uma vez, nesta pousada. Em toda  a estadia foi-nos propocionado um serviço  de qualidade, onde pontifica a simpatia dos funcionários e a sua total disponibilidade para resolver qualquer dificuldade. A repetir"
positive,"A arquitetura da pousada, é muito interessante e envolvente. O staff é simpático em geral. No entanto, a oferta preço qualidade deixa muito a desejar. Na zona da piscina, existem muito poucas espreguiçadeiras para os clientes. Pequeno almoço do mais fraco que se possa imaginar. Já estive em hotéis de 3* com pequenos almoços bem superiores.  Relativamente ao jantar, também foi outra deceção. Valores muito elevados para os pratos que apresentam, com qualidade mediana."
positive,"Hotel muito calmo com um ótimo serviço, localização central perto do centro histórico e bons restaurantes. Pequeno almoço muito agradável cumprindo todas as normas de segurança. Espaço exterior bem cuidado e agradável."
positive,"A Pousada é muito bonita, e percorrendo o seu interior invade-nos uma paz e tranquilidade e sentimo-nos transportados para outras eras.  Excelente serviço e toda a equipa de pessoal muito simpática e eficiente. O pequeno almoço na esplanada foi muito agradável."
positive,"A boa localização da Pousada permitiu-nos visitar todo o centro de Beja a pé. Destaco o serviço sempre com um atendimento simpático e diligente. As instalações estavam muito limpas e cuidadas, sendo evidentes as medidas no combate ao COVID-19.  Destaco a qualidade da comida do restaurante."
positive,"Pousada muito bonita, num belo edifício, antigo Convento, muito bem recuperado. Excelente serviço e toda a equipa de pessoal muito simpática e eficiente. Pequeno almoço na esplanada muito agradável. Bom jantar."
positive,"espaço impressionante cheio de historia, repleto de patrimonio. estadia optima para descansar e retemperar forças. pequeno almoço fantastico, equipa muito eficiencia e cordial, tudo magnifico e que vale a pena revisitar"
positive,"Excelente sob todos os pontos de vista. Recomendo a exploração cultural do interessante Património da pousada, na continuidade da visita aos notáveis valores da cidade.   A tranquilidade do lugar é parte do seu Património."
negative,"Espaço muito agradável e com qualidade no geral. Quartos a necessitarem de alguma manutenção e atualização. Creio que o novo espaço de pequenos almoços é mais clara e agradável, mas o serviço e oferta ficaram ligeiramente prejudicadas e de menos qualidade/quantidade."
negative,"A Pousada está inserida no centro histórico da cidade, o que é ótimo para quem pretende visitar a cidade a pé. O atendimento e nível de serviço são bons e correspondem ao esperado para uma unidade deste tipo.  Apesar de se tratar de um antigo convento, com elevado interesse patrimonial e com todas as limitação que esta classificação acarreta, verifica-se que as instalações estão algo datadas e a necessitar de beneficiação. O quarto era confortável, mas necessita de atualização; o armário não estava totalmente funcional e a iluminação era parca - apenas dois candeeiros nas mesas de cabeceira estavam a funcionar. No exterior, o parque de estacionamento privativo e gratuito é um aspeto muito favorável, tendo em conta estarmos no centro da cidade. A iluminação exterior do edifício,"
positive,"Um antigo Conevento recuperado de forma primorosa, o que proporciona um descanso relaxante. è daqueles sítios em que se gosta de estar. Não tive oportunidade de usufruir da parte exterior do hotel, mas pareceu-me igualmente muito agradável. A repetir."
positive,"Foi uma estadia  muito agradável, reconfortante e tranquila. Pensávamos realizar algumas visitas, mas o tempo não ajudou, pois chovia muito, o Convento de Na Senhora da Conceição não recebia visitantes nesse dia, devido à ausência por doença de um funcionário. Essa visita era um dos nossos principais objetivos, e tivemos pena."
positive,"Para uma curta estadia escolhemos esta bonita e histórica unidade hoteleira.  Todo o espaço é encantador e muito cuidado. O pequeno-almoço é excelente e muito completo e a área onde é servido é simplesmente fabulosa. O staff é prestável e muito simpático, pelo que, repetindo Beja, certamente esta Pousada será a primeira escolha."
positive,"Fantstica estadia em Beja, hotel de alta qualidade com uma decoracao excelente e com extremos bom gosto. Quartos sao fantasticos com casa de banho grandes. Comida excelente e com funcionarios muito simpaticos. Parabens"
negative,Edifício bonito e em bom estado de conservação. A minha desilusão as refeições no restaurante não valem valor praticado. As casa de banho dos quartos têm de ter os ralos fechados porque senão vem um cheiro bastante desagradável. Staff simpático e profissional
positive,"A estadia foi na noite de réveillon, foi muito agradável com bom ambiente e comida  muito boa. Muito tranquila e ao mesmo tempo com boa animação e divertida. O espaço e o edifício são  magníficos e os quartos muito acolhedores. O pessoal é fantástico de uma simpatia extrema."
positive,"A nossa estadia na vossa unidade, foi conjunta com outro casal família e amigo e pela experiência que tivemos, correspondeu em pleno com o que pretendíamos. Fomos bem recebidos, com gentileza. Na ocasião reencontramos um casal amigo, cliente habitual. Achámos extremamente simpático que a directora da unidade se nos tenha apresentado e disponibilizado,  a sua atenção, revelando profissionalismo e competência exemplares."
