sentiment,review
positive,Não tem recepção disponivel 24 h fiquei a dormir no carro. Não se deslocaram para fazer a minha entrada após reserva por telefone. Liguei para os responsaveis que me despacharam e não me deram nenhuma solução. Resposta  fica para a próxima
positive,"No meio do Alentejo este local é ideal para descansar e recuperar energias. Local fantástico. Tudo excelente, bom pequeno almoço, boa comida ao jantar. A área da piscina tem várias espreguiçadeiras e camas, há sempre local para estender a toalha.  Quarto com tudo o que é necessário. Staff 5 estrelas. Fomos de bicicleta até à zona dos animais, muito bonito, a minha filha adorou. Não há cadeira para crianças para adaptar à bicicleta, já sabíamos disso e levamos a nossa. Passear de bicicleta ao final do dia no meio daquela calmaria é maravilhoso. Voltarei certamente. Recomendo!"
negative,"Estivemos alojados por 5 dias nas sesmarias e posso dizer que é um local calmo, muito bem pensado e com muito bom gosto em termos de decoração. Só não acho que seja bom para descansar para quem não gosta de aranhas e insetos. Mas estamos no campo...  Pontos positivos: -Simpatia dos funcionários; -Comida bem confecionada; -Boa piscina comum: boa para crianças e adultos; -Local bom para descansar.  Pontos negativos: - O pequeno almoço poderia ter mais diversidade; - A manutenção do quarto é só a constituída pela troca de toalhas e por fazer as camas, e só acontece após pedido para que o façam (é-nos feita essa questão todas as manhãs ao pequeno almoço). Não houve limpeza absolutamente nenhuma no quarto, apesar do chão interior e exterior precisar muito, já para não falar das"
positive,"Rodeado das mais belas planícies alentejanas, este alojamento prima pela simplicidade, conforto e comida maravilhosos. Cumprem em relação à limpeza e regras de higiene com muito rigor, tanto no quarto como nas áreas circundantes. A piscina é maravilhosa. Mas o que mais adoramos foi o excelente restaurante do alojamento. Comida regional alentejana, muito bem confeccionada. A repetir, esta experiência maravilhosa."
positive,"Pontos positivos: Lugar genuinamente alentejano e calmo, constantemente a ouvir a natureza. Área circundante linda e pura, com possibilidade de lidar diretamente com animais (burros, vacas, ovelhas, cabras) e usufruir da beleza duma barragem magnífica, ouvindo as rãs e os pássaros. Terraço panorâmico com hipótese de visualizar o nascer/pôr do sol. Massagem de 4 mãos maravilhosa. Sala de convívio/lazer bem decorada e acolhedora, com wi-fi gratuito. Limpeza do quarto e áreas de em comum excelente. Simpatia e disponibilidade do staff 5 estrelas.  Pontos negativos: Cheiro desagradável a “esgoto” na casa de banho, uso do SPA não ser gratuito, café expresso ser pago."
positive,Gostámos do silêncio da herdade.  O pequeno almoço é variado e a fruta é excelente. Faltou só um sumo de laranja natural que nestes sítios é obrigatório na nossa opinião.   O café a 1 eur pago como extra ao pequeno almoço não faz muito sentido também.  O quarto 13 tem uma pequena piscina privada mas não tem muita privacidade porque fica encostado à zona de passagem dos hóspedes. O colchão era bom e a temperatura do quarto era excelente tendo em conta o calor que estava lá fora. A casa de banho é enorme.   Zona da piscina é muito agradável e as espreguiçadeira de apoio são muito confortáveis. Relativamente à água estava com muito sal/outros produtos porque a nossa filha mais nova após uns mergulhos esteve no dia seguinte sem ver nada e a nossa pele ficou muito seca. Deviam avisar
positive,Excelente escolha. Lugar incrível  O atendimento é óptimo e os funcionários super acolhedores e simpáticos. O melhor sítio para relaxar. Adorei toda a experiência e aconselho vivamente!  Vou repetir sem dúvida
positive,"Um lugar de excelência. O ideal para descansar. O quarto 19 é uma maravilha. Parecia que tinha sido concebido para aqueles hóspedes. Na mouche. Uma piscina ótima e lugares suficientes para todos  sem necessidade de se levantarem às 6 da manhã para os marcarem !! Já agora,quer o pôr do sol quer o nascer são deslumbrantes. A simpatia  dos colaboradores faz-nos sentir em casa. Bom pequeno almoço sem deslumbrar. O restaurante muito acolhedor e com pratos muito bem escolhidos quer para almoço quer para jantar O SPA fechado com fundamento nas regras pandémicas. Aceita-se. Mas os caixotes do lixo ? Com a pandemia , desapareceram. Também com o mesmo fundamento não h ́uma casa de banho que sirva a piscina. Ou se vai ao quarto ...ou sofre-se. AH, mas podia ir ao restaurante! Não porque"
positive,"Passei um fim de semana em família e foi bastante agradável, o local é super relaxante, bastante pacato e um pouco isolado, que, não sendo um ponto negativo, permite ter um merecido descanso, sem o barulho da passagem dos carros. Existe a possibilidade de dar caminhadas por dois percursos diferentes, de extensão variável, seja a pé seja de bicicleta (uso gratuito). Podem ser avistados alguns animais como vacas, cabras e burros. Os quartos são espaçosos e modernos, alguns com uma pequena piscina privada. Staff muito simpático e atencioso.  Estando em plena pandemia o cuidado com as regras de segurança é bem aplicado: uso de máscara nas áreas comuns, máximo de 4 pessoas em pé no buffet de pequeno-almoço, higienização das mãos.  Pontos Fortes: Pequeno-almoço variado e muito"
positive,"Gostámos, foi um fim de semana calmo mas, esperávamos mais. Em suma era tudo bastante descuidado, e com falhas em pormenores. O que não se espera num turismo de 4 estrelas e que pratica este nível de preços.   Pontos fortes: Área grande Animais por perto Muito calmo e silencioso Mesmo em março estava calor - zona quente  Pequeno almoço bom!! Porem na segunda noite éramos os 2 únicos hóspedes, e o pequeno almoço não foi buffet, foi o que quiseram escolher numa mesa já posta por isso as opções encurtaram bastante.  Quarto enorme. Cama muito confortável. Banho turco bom!! Funcionários simpáticos e prestáveis.  Pontos fracos: Limpeza limpeza e mais limpeza. Espaços comuns bastante descuidados (piscina, solário no spa, terraços). Muitas teias de aranha, mosquitos mortos e lixo tipo"
