sentiment,review
positive,A televisão e o comando não funcionavam muito bem.
positive,Ótima localização.
positive,"Adoramos tudo! Excelente localização, casa com todo o conforto e tudo que é necessário para uma magnifica estadia. Anfitrião muito simpático. Recomendamos este alojamento."
positive,Nada a assinalar.
positive,"A casa do Jardim tem uma excelente localização, perto de superfícies comerciais e do centro da cidade, com estacionamento fácil à porta. Casa com boas áreas, camas confortáveis, cozinha bem equipada, pátio espaçoso nas traseiras com casa de máquinas."
positive,Nada a apontar
positive,Sr. Luís muito atencioso e preocupado para que tudo esteja bem . Top
positive,"Simpatia, conforto e comodidade."
positive,"Excelentes áreas, muito higiénico, bom espaço exterior e enorme simpatia do anfitrião"
positive,Nada a referir.
positive,Limpeza. Acomodação. Área total da casa. Simpatia e disponibilidade do proprietário Sr. Luis Pontes
positive,"Excelente anfitrião, espaço muito limpo, óptimas condições, localização perfeita. Espaço exterior muito agradável. Recomendo a 200%"
positive,Nada a apontar
positive,Gostei muito da casa. Gostei da localização. Gostei das ideias implementadas no restauro. Gostei da hospitalidade
positive,Apartamento de cima nao tinha agua quente.
positive,Localizacao optima com bons acessos
positive,"Excelente relação preço/qualidade. Casa muito bem  remodelada, limpa e com quase tudo a estrear. As camas são super confortáveis.  Excelente para família com filhos ou grupo de amigos. Proprietário simpático e sempre disponível. A voltar sem dúvida."
positive,A Limpeza não foi a melhor
positive,"De realçar a localização, zona muito tranquila e perto de tudo. Para além disto, a prestabilidade e simpatia inigualável do Sr.Luis."
