,Avaliações
0,"A localização é excelente,  o pessoal super simpático e a comida era mto boa. A voltar de certeza! Aconselho!!!
"
1,"Dou 3 estrelas porque acho que não dao muita atenção ao motivo de estarmos só mas isso foi o que pareceu a mim.
Comida boa ..
Bom espaço junto ao parque da Cidade com muito espaço..
Bonito
"
2,"Bom restaurante numa zona privilegiada de Beja. Tem uma boa esplanada em dias de calor. A comida é boa e os preços normais. O serviço foi um pouco demorado porque estava cheio.

Aconselho a visita. 
Obrigado
"
3,"Adorei a experiência de lá jantar. Comemos no exterior, virados para o espelho de água do Parque da Cidade. O serviço é competente e os pratos estavam muito bons (o bacalhau da casa e espetada de polvo). Belo restaurante para um relaxante convívio de amigos...
"
4,"Localizado no Parque da Cidade, pode desfrutar da  refeição com uma vista sobre o lago e o espaço verde. Entradas com produtos frescos, desde torresmos alentejanos  a carne. Pratos simpáticos e atendimento correcto.
"
5,"Paramos para almoçar, e encontramos um ambiente calmo e simpático. Muito amplo em tempos de espaço, cumprindo as normas da DGS. Empregados super simpáticos, e a comida estava divinal. Certamente iremos parar no futuro.
"
6,"O atendimento foi 5 estrelas, os funcionários eram muito simpáticos e o Restaurante super limpo e amplo, cumprindo todas as normas da DGS.
Relativamente à refeição, foi super rápido desde o momento em que fizemos o pedido até chegar à mesa e a comida estava...
"
7,"maravilhosa.
Preços em conta.
Recomendo!
"
8,"Mais
"
9,"Visitei o restaurante numa recente visita a Beja. 
Um ótimo almoço de casal. A comida era ótima, a qualidade da carne é excelente. Adorei as migas de espargos. Atendimento simpático. Cumpridas todas as regras de higienização face ao Covid. Recomendo a quem visite Beja.
"
10,"Visitamos o restaurante numa recente visita a Beja. Atendimento simpático e rápido, bom ambiente e boa comida!
"
11,"Não foi a primeira vez que fui ao espelho d'agua, mas esta última superou tudo.
Tanto na comida como no atendimento.
Os preços são adequados.
"
12,"Um ótimo jantar em família, a comida é ótima, a qualidade da carne é excelente, não tenho palavras para descrever as migas de espinafres e de espargos, divinais. Atendimento muito prestável, uma simpatia. Cumpridas todas as regras de higienização face ao Covid.
"
13,"Chegamos tarde e mesmo assim atenderam-nos com toda a simpatia, comida muito saborosa e atendimento 5 estrelas. Parabéns a todo o Staff.
"
14,"Numa passagem rápida por Beja, onde queríamos uma refeição rápida, já passando das 14h, acabamos por ter uma agradável surpresa ao chegar a este restaurante. Apesar de cheio e perto da hora de fecho, conseguiram arranjar uma mesa e servir bem.
Pedimos posta, a carne...
"
15,"Espaço agradável, boa comida. Pena que muitas vezes não tenha alguns dos pratos apresentados na ementa
"
16,"Muito obrigado pela sua avaliação, relativamente ao"" muitas vezes não haver alguns dos pratos na ementa "" desculpe mas não estou de acordo, pontualmente poderá um ou outro prato esgotar,mas muitos como o senhor se refere não acontece.
"
17,"A comida é muito boa, mas o atendimento é bastante demorado. Sugiro que venham com bastante tempo e com vagar para esperar
"
18,"Deixa a desejar?..........
Este estabelecimento como qualquer outro tem horário de funcionamento.
O cavalheiro, tendo sido informado do horário de abertura, não respeitou tal informação e entrou no estabelecimento, foi-lhe pedido que aguada-se, pois os funcionários estavam a preparar as mesas para o serviço.Entretanto foi-lhe...
"
19,"Restaurante acima da média. Comida de excelente qualidade. Ambiente familiar. Atendimento simpatico e muito profissional.
Quem passa por Beja deve vir conhecer este templo gastronomico inserido num espelho de agua que lhe dá o nome. Estão todos de parabéns ( colaboradores, gerência e proprietarios).
"
20,"É sempre bom regressar a este restaurante. Muito bom serviço e sopa de cação e migas de espargos com carne de alguidar fabulosas. Aconselho
"
21,"Apesar da simpatia do empregado inicial a funcionária que se intitula como chefe de mesas faz um atendimento horrendo não levantei e abandonei o local na hora pois era domingo e a oferta na cidade de Beja não é muita local certamente NÃO RECOMENDADO por...
"
22,"Considerando como uma desilusão a funcionária dizer que o prato que os clientes pretendiam não era possível executar dado que um dos elementos principais estava esgotado e como opção foi-lhe sugerido outro prato. O qual a cliente opinou que a diferença de valor era substâncial...
"
23,"Almocei aqui com um grupo grande em Dezembro, correu tudo bem, a comida estava muito boa, experimentamos bacalhau espiritual e febras acompanhadas dumas deliciosas migas. As quantidades eram mais que suficientes e não houve esperas. Um almoço muito agradável. Tem que se reservar, mesmo que...
"
24,"Refeição muito bem confeccionada. Bom atendimento. Jantar tranquilo em local muito aprazível. As doses são boas e a comida muito boa.
"
25,"Uma excelente proposta em Beja, o Restaurante Espelho D'Água é um espaço agradável com comida muito bem confeccionada, com um serviço simpático e uma vista agradável.
"
26,"Entradas fabulosas, marisco divinal e vinho no ponto.
A carne tenra e suculenta com uma apresentação muito boa.
Simpatia e preço dentro da normalidade
"
27,"O serviço foi óptimo, rápido e prestável. A comida estava incrível, tão boa que mesmo cheios, não sobrou nada mesmo pelo bom que o borrego e as migas estavam!
Isso aliado à vista, fez da nossa visita a 1.ª de muitas!
"
28,"Serviço perfeito, vista soberba. Comida bem servida. Açorda bacalhau, celestial. Boa carne de porco à alentejana e bom bacalhau espiritual.
"
29,"Local muito agradável. Comida bem confecionada, carne servida no ponto. Staff muito prestável. Merece uma visita.
"
30,"Local com o excelente localização com uma  zona envolvente muito bonita.
Pratos muito bem confeccionados e excelente recepção por parte dos empregados.
De certeza a repetir!
"
31,"Conforme o próprio nome, fazemos as refeições num espelho de água o que torna este restaurante agradável e um pouco diferente. Moderno e com ementa diversificada. Sem deslumbrar vale a pena lá ir.
"
32,"restaurante com comida típica, e muito boa. Tem uma vista fantástica para o lago. Muita variedade. Fomos com um grupo e fomos muito bem atendidos.
"
33,"Já tinha estado neste restaurante à algum tempo e honestamente não me cativou muito, contudo o potencial estava lá.

Após um bom feedback decidi voltar novamente, na realidade ja voltamos la 3x nos últimos tempos.
Os colaboradores são os mesmos, mas a expressão e atenção/cuidado...
"
34,"Entradas 5*
Migas de espargos com carne de alguidar 5*
Sopa de cação 5*
Tira gosto 5*
Mousse de chocolate 5*
Ruazinho 5*
Simpatia/eficácia 5* (no momento que começou a encher, deixou de ""haver tempo"" para nos acabar de atender, mas compreensível)
"
35,"Muito estacionamento no exterior!
A carne estava deliciosa e a sangria estava boa!
A sobremesa é que deixou a desejar...
"
36,"Um espaço com explanada muito agradável com uma vista muito bonita junto ao Tejo e a comida com um toque brasileiro estava bem confecionada. O atendimento é simpático.
"
37,"Típico bom restaurante de Beja com as especialidades alentejanas em evidência e muito bem frequentado dada a eficiência do serviço e a vista para um pequeno lago.
"
38,"Ótimo atendimento
Comida bem confeccionada
Boa relação qualidade preço
Boa localização
Ótimo potencial, podia ser melhor explorado
"
