,Avaliações
0,"Ambiente pitoresco. Qualidade da comida fantástico. Plumas  e sopa de tomate com bacalhau deliciosas. De sobremesa a melhor sericaia que comemos ate hoje.
"
1,"Almoço com amigos e com vontade de provar as especialidades da zona.

Optima comida saborosa com bom e rápido atendimento.
Experimentamos as favas com entrecosto, migas com entrecosto, sopa de cação e secretos de porco preto. Tudo estava optimo especialmente a sopa de cação
"
2,"Comida excelente e atendimento muito cuidado! Comemos as entradas com os enchidos ótimos da região, sopa de cação deliciosa, açorda de bacalhau e terminamos com a sericaia que estava muito muito boa! Sem dúvida a repetir!
"
3,"Um ambiente tradicional, com algumas talhas enormes a decorar e que criam um ambiente acolhedor.
As carnes de porco preto são muito boas. O serviço é expedito.
"
4,"Espaço tipico, climatizado. Pessoal simpático, atencioso e profissional. Comida estava óptima, desde a sopa de cação à mista grelhada de porco preto. Sericaia também óptima. Para quer tomar a refeição cedo, recomendo a reserva de mesa. RECOMENDO!!!
"
5,"Para quem procurava uma boa refeição alentejana, não ficou defraudado. A sopa de tomate e bacalhau, já não tão usual nas ementas dos restaurantes típicos como seria desejável, despertou todas as memórias que buscávamos, a alheira de caça acompanhada de ananás e ovo também se...
"
6,"revelou uma escolha equilibrada.
Quanto às sobremesas, a sericaia estava no ponto, o mesmo não podemos dizer da tarte de requeijão e amêndoa cuja consistência era muito densa e farinhenta.
Vinho da casa bastante razoável e o atendimento bom.
"
7,"Mais
"
8,"Comida excelente , atendimento excelente, preço para a execelente qualidade bom. Sem palavras. Experiência a repetir
"
9,"Atendimento, simpatia, qualidade da comida,  produtos da região, espaço muito bem decorado, comida confeccionada na hora
"
10,"Comida tradicional com um toque caseiro, doses generosas e de boa qualidade. O pessoal é atencioso e disponível para ajudar na seleção.
"
11,"Comida boa, serviço atento, ambiente tranquilo. Recomendamos as migas e a grelhada mista, com boa carne alentejana! Vinho da casa de boa qualidade. A repetir, numa próxima visita a Beja!
"
12,"Só venho aqui para dizer muito bem ou muito mal. Felizmente vim para dizer muito bem. 
Serviço simpático eficiente, localização excelente no coração de Beja, e uma decoração bem típica. 
Mas o ponto forte é a comidinha: carne tenrinha, acompanhamentos saborosos e sobremesas divinas. Não...
"
13,"Serviço prático e rápido.
Empregados simpáticos e prestáveis.
Comida bem servida e rápida.
Marquei na hora para duas pessoas e arranjaram lugar.
Recomendo.
"
14,"Boa comida. Excelentes entradas. Funcionários atenciosos e simpáticos. Boa localização no centro histórico de Beja.
"
15,"Continua dentro do bom registo.
Comida saborosa e bem apresentada, boa garrafeira.
Staff simpático e prestável.
Recomenda-se.
"
16,"Comida típica alentejana muito bem confeccionada
Decoração e ambiente muito bons

Serviço excelente e de qualidade
"
17,"Comemos uma grelhada mista de porco preto que estava extremamente seca, apenas os secretos estavam saborosos.
Vinho da casa tinto vulgar, o que numa zona de bom vinho não me parece normal.
Para sobremesa pedimos uma encharcada , que mais não parecia senão uns ovos...
"
18,"Numa breve passagem por Beja, encontrámos este espaço cheio de personalidade onde fomos muito bem recebidos. Comida de conforto, doses muito bem servidas a um preço justo, tudo com um atendimento célere e muito simpático, mesas com o devido afastamento e sala bem arejada, sem...
"
19,"O espaço típico, os funcionários muito simpáticos, a comida muito bem confeccionada , a sopa de tomate com bacalhau é sublime...As sobremesas de chorar por mais... ou seja uma excelente experiência a repetir..
"
20,"O vinho da talha é magnífico!
Os lagartos se porco preto são de sonho! 
A sericaia é das sobremesas mais deliciosas que já comi!!!
"
21,"Muito bom Jantar, boa comida Alentejana acompanhada com bom Vinho. Comida típica do Alentejo, boa relação preço qualidade.
"
22,"Comida verdadeira, tipicamente alentejana, com serviço eficiente e a bom preço. Não se pode pedir mais. Convém marcar mesa!
"
23,"Muito boa comida. Os secretos e lagartos de porco preto ""My God"", uma delícia. Ambiente tranquilo e bom atendimento.  Recomendo vivamente.
"
24,"O espaço é engraçado, a comida é razoável, nada de extraordinário, os preços são económicos! 
Um restaurante mediano.
"
25,"Fomos sem reserva, razão pela qual esperamos um bocado, pois o restaurante estava cheio. Provamos as migas com entrecosto e sopa de cação, e gostamos bastante. Espaço tradicional, acolhedor e serviço simpático. Voltaremos com certeza.
"
26,"Desde as entradas, o serviço e simpatia dos funcionários, e os pratos deliciosos, tudo vale a pena. Não hesitem em provar os torresmos e o paio de porco preto que vos servem logo ao sentar, com um óptimo pão regional. Depois é pedir os pratos...
"
27,"Espaço castiço, com comida saborosa e em doses generosas a preços bastante convidativos. Funcionários bastante simpáticos e serviço rápido. Fomos almoçar a um sábado, tínhamos reserva e atrasamo-nos cerca de 20 min., mesmo com fila à porta mantiveram a nossa reserva. Sem dúvida um espaço...
"
28,"Restaurante situado no centro de Beja com pratos típicos regionais.
A sopa de tomate com bacalhau, a espetada de porco preto e os lagartos também de porco preto estavam bons.
Preço médio por pessoa de 17,50€.
"
29,"Depois de muitas voltas e revoltas viemos parar a um típico tradicional restaurante que dão lhe pelo nome de adega típica 25 de Abril . Uma experiência única , de se tirar o chapéu. Ainda sentado à mesa conversámos com o camareiro (Paulo) que foi...
"
30,"Cada vez que venho a Beja opto por jantar aqui. A comida é excelente. Recomendo os grelhados, acompanhados por ""migas"" e regados com um jarrinho de vinho tinto da casa. O preço para 2 pessoas é bastante acessível. Desta vez optámos por provar uma sericaia....
"
