,Avaliações
0,"Dos melhores restaurantes a que já fui! Comida ótima e atendimento melhor ainda. É raro encontrar restaurantes com um ambiente e um atendimento tão bom.
"
1,"Da vinda do Algarve foi preciso fazer uma pequena pausa para almoçar antes de se seguir caminho para Évora. Fomos super bem atendidos pelos empregados que eram muito amáveis e prestáveis, que quando por engano nosso ainda nos deixaram trocar um pedido. As instalações para...
"
2,"alem de serem bonitas também estou muito bem higienizadas. As mesas e as cadeiras são higienizadas logo apos a utilização para evitar contágios da COVID. Muito obrigada pela atenção por parte de toda a equipa e continuação de um excelente trabalho.
"
3,"Mais
"
4,"Hambúrgueres muito bem confecionados, com sabor, substância, carne legítima, uma experiência nada a ver com cadeias de fast food, com muito mais qualidade e a um preço quase idêntico. Casa agradável e equipa muito simpática. Uma experiência a repetir!
"
5,"Comida razoável,  carne seca e molho de francesinha com cheiro de knorr. Atendimento péssimo,  neste caso em particular falo da senhora de óculos loira que não responde a perguntas feitas por clientes e com atitude de superioridade para com os clientes. No final da refeição...
"
6,"foi pedido factura ao qual respondemos obrigada , como desde do início da refeição sem resposta , atirou a mesma para cima da mesa e virou costas e com o tom arrogante disse ""adeus obrigada "". Não aconselho a visitarem o restaurante,  peçam take away ou delivery, porque em termos de atendimento faz sentir que não somos bem vindos. Os empregados não estão identificados pelo qual não posso dizer o nome da pessoa em questão...
"
7,"Variedade e excelentes sabores. Ambiente espaçoso e muito agradável. De comer e chorar por mais.....
"
8,"De todos os locais onde já fui jantar fora, este é de todos o meu favorito. Boa relação preço qualidade, e a comida tem um sabor incrível! Adorei
"
9,"Restaurante onde queremos sempre voltar !!
A qualidade é elevada e o serviço eficiente e simpático.
Muito boa oferta de sumos naturais.
Parabéns e continuação de bom trabalho.
"
10,"Muito bem servidos. Comida saborosa e muito bem confeccionada. Sem dúvida uma experiência muito boa. Recomendo.
"
11,"O serviço é rápido e a maioria dos ingredientes tem qualidade. No entanto, não gostei da carne de vaca. Acho que o excelente bolo do caco e os restantes ingredientes, mereciam ser servidos com uma carne à altura. O restaurante podia ter um pouco mais...
"
12,"de ambiente. Quanto ao preço, nota positiva.
"
13,"Tudo muito bom
A decoração simples mas atractiva
Em destaque os hambúrgueres (pedimos o bolo do caco e o de porco preto mas trocamos a carne de porco por frango) e os sumos naturais (o sumo de espinafres com maçã e ananás era top) 
Iremos...
"
14,"voltar com certeza
"
15,"Frequento com regularidade este local desde a sua abertura. Muito bom serviço e excelente comida. Adoro e recomendo.
"
16,"Atendimento péssimo! Super mal educadas... enquanto os clientes fazem o pedido estas encostam-se a mesa do lado como se tivessem contrariadas, tiram produtos especialmente molhos da mesa de uns clientes para os outros à descarada. Terrível no entanto a comida é razoável.
"
17,"Nos meus 47 anos de vida só tinha enviado o meu prato para trás 1 vez, no estrangeiro,  por causa dum cabelo, há 10 anos atrás e note-se vou a restaurantes todas as semanas. Hoje fui a esta hamburgueria e só não enviei o meu...
"
18,"Uma desilusão.
Dia 31, com a Hamburgueria completamente cheia, a senhora disse-me, depois de ter iniciado o seu almoço, que o hamburguer estava ""cor de rosa"", médio passado.
Disse-me que gostava de carne mal passada mas, no que respeita a carne moida, preferia bem passado....
"
19,"Visita rápida a Beja, quando foi altura de almoçar escolhemos a hamburgueria da avenida.
Atendimento muito simpático.
Espaço muito acolhedor e bem decorado.
Comida boa e com muita variedade de escolha.
Atendimento rápido.
Boa escolha
"
20,"Sala cuidada, bom ambiente, staff atento, hambúrguer artesal e muito saboroso, não podia ter corrido melhor.
"
21,"Vale a pena visitar este espaço.
Profissionalismo aliado a produtos de qualidade e ainda com uma atenção ao detalhe e bom gosto assinalável. Os proprietários atrás do balcão a comandar e bem a equipa e o serviço rapido eficaz e profissional. A comida de qualidade...
"
22,"Os hamburgueres são muito bons, com muita variedade de ingredientes e com aquele sabor caseiro. Recomendo as batatas doce fritas.
"
23,"Bom hambúrguer e bom bolo do caco para entrada, rapidez e simpatia no atendimento. A única coisa que não estava muito bom era a limonada, não sei o que estava mal ao certo mas a limonada não sabia.
Espaço bastante acolhedor e com uma boa...
"
24,"Serviço rápido num espaço agradável. A carne era boa e bem confecionada. As batatas fritas não são o que eu considero  como batatas fritas tradicionais e não gostei.
"
25,"Hamburgueria situada no centro de Beja. Decoração simples, moderna vem trazer um outro nível ao que estamos habituados a ver em muitas outras hamburguerias algo que hoje em dia está na moda. Casa com uma grande variedade de hamburguers desde vegetarianos a passar por algo...
"
26,"Comida razoável, espaço entre mesas muito apertado, sem um mínimo de privacidade. Preço elevado para comida apresentada. Empregados e gerência sem simpatia nenhuma.
"
27,"Espaço engraçado, mas a imitar as N hambúrguerias e outras ""ias"" que vão surgindo por todo o lado, com o típico quadro negro com ementa a giz.
O hambúrguer de frango com molho de mostarda e mel estava comestível. As batatas às rodelas nem tanto,...
"
28,"Excelente hamburgueria no centro de Beja. Uma decoração moderna e estilo acolhedor. 
Pela primeira vez numa hamburgueria, encontrei duas opções vegetarianas: batata doce e grão. Optei pela de grão e estava muito saboroso. Adorei!
Para além disso, sublinho a atenciosidade dos funcionários, extremamente preocupados connosco...
"
29,"Consiste num local agradável como opção para tomar uma refeição nesta localidade. O local apresenta uma decoração moderna e leve, com opções artsanais de qualidade e um serviço adequado.
"
30,"Boa comida, bons hambúrgueres caseiros. Entrada saudável neste caso palitos de cenoura. O meu hambúrguer veio com molho tikka masala, mas pedi em pão “bolo do caco”, pedido possível visto na carta haver essa opção, tal como o tipo de batata. O hambúrguer da minha...
"
31,"Ambiente e decoração muito agradável, atendimento simpático e comida muito boa.

Recomendo a qualquer um.
"
32,"Lugar girissimo, com uma decoração muito agradável, empregada muito simpático, hambúrgueres excelentes com umas batatas fantásticas, preços muito acessíveis
"
33,"Pessoal simpático, comida variada e saborosa. Serviço rápido. Boa localização. Estacionamento perto.
"
34,"Espaço giro e moderno.  Arendimento rápido.  Desaconselho o hambúrguer vegetariano de grão: sem sabor, desfaz-se todo.
"
35,"Bons hambúrgueres e boas batatas.
Atendimento muito rápido. 
Staff muito simpático e prestável. 
Espaço acolhedor, agradável e com decoração moderna.
"
36,"Bom serviço, boa a refeição. Ambiente agradável. 
Bom para grupos.
Acesso fácil.
Preços acessíveis.
A repetir.
"
