,Avaliações
0,"Boa comida e staff muito simpático. Os preços são bastante acessíveis e o serviço muito rápido. Sem dúvida a repetir
"
1,"A carne estava muito bem grelhada, um atendimento muito bom! Recomendo também o vinho e as sobremesas. Sem dúvida a voltar e a recomendar!
"
2,"Comida realmente saborosa. Porco preto divinal. Provamos as costelas, os lagartos e as plumas. Vinho branco da casa bom!
O serviço foi um pouco demorado, nomeadamente para fazer o pedido da comida para almoçar. No entanto, o restaurante estava cheio e só o toi fazia...
"
3,"os pedidos da comida. Staff muito simpático. Almoçamos no exterior, estava muito calor apesar de ser um dia no incio de Setembro e estava bastante barulho devido a um grupo maior presente.
Boa experiência!
"
4,"Mais
"
5,"Atendimento espectacular quer da parte da parte dos funcionários, quer do Sr. Toi.
Excelente comida a preços acessíveis.
"
6,"Casa simples e atendimento familiar. Provamos o ensopado de borrego (é preciso encomendar) e gostamos muito.
"
7,"Mas que excelentes carnes, simplicidade e sabor supremo. Excelentes carnes de porco preto.
Recomendado sem dúvida alguma.
"
8,"Sempre genial. Sempre fantástico. 
Aqui é o Alentejo. É preciso aguardar. Quem espera sempre alcança. 
Paciência... e provarão a melhor carne de porco preto do mundo.
"
9,"Excelente! Qualidade máxima nos produtos, no serviço e no ambiente!
Se vivesse aqui perto tinha mais 100 kg em cima!!
"
10,"Espaço, mais parecido com uma tasca, mal entrei pensei que ia ser o maior barrete da minha vida, mas felizmente enganei-me.
 Pessoas muito mas muito simpáticas comida simples mas muito boa, recomendo a todas as pessoas que gostem de comer bem, a salientar que o...
"
11,"melhor e carne de porco, tendo na ementa tambem vitela e peixe.
Negativo a apontar apenas a parte de ter que se passar no café e casa de banho para nos dirigimos a sala...
"
12,"É um local que já visitamos várias vezes. É simpático e pitoresco. Servem uma carne na brasa bem saborosa e destaque para a salada de tomate. Não se come mal e convém reservar. Recomendaram nos o choco frito, mas como tem que ser com marcação...
"
13,"ainda não conseguimos provar.
"
14,"Excelente carne, no ponto certo, com uma seleção variada que nem sempre encontramos - presa, plumas, abanicos, lagartos... O entrecosto foi o favorito, e a salada de tomate acreditem que nunca comeram melhor! A simplicidade vence, e o preço é mais do que justo. Vamos...
"
15,"O caminho a beja leva nos so toy dos caracois@

Melhores grelhados do sul
Atendimento muito bom. Nem lembro o preço! Mas de voltar sempre!
"
16,"Um staff simpático com uma boa confecção paladar único a um preço acessível deve marcar mesa para garantir um manjar dos deuses
"
17,"Tudo de comer e chorar por mais, impossível não ficar gravado na memória. Salada de tomate divina, carne de porco preto assada na grelha de carvão como nunca comi. Tudo feito na hora, supre fresquinho. Excelente!
"
18,"Trata-se do melhor entrecosto do mundo. As outras iguarias de porco preto tambem sao excelentes. A salada de tomate é de comer e chorar por mais.
"
19,"Quem quiser comer boa carne e de qualidade, vai ao Toi. Serviço esmerado, carne de muita qualidade, sobremesas boas e generosas
"
20,"Boa noite Toy! Há 3 cadeiras para jantar?
-- Bem passadas?
De qualquer modo, estamos com fome e com pressa! Demoramos 15 min... 
-- Venham...
Até já! 
Passados 2 min o telefone toca... Rest. Toy Farois... comentamos "" o toy a ligar... afinal não tem...
"
21,"a melhor salada de tomate do mundo e tem um piano de porco preto de comer e chorar por mais conforme foto junto
"
22,"Fui num dia de casa cheia mas o dono que até estava a nos servir não foi nada simpático nem atencioso. Até foi rude e bruto no atendimento. A comida são grelhados no carvão, a carne é de boa qualidade mas as doses não são...
"
23,"Em viagem, de Norte para Sul, ia com a referência deste restaurante, como destino a testar de boa qualidade gastronómica. Sem marcação, uma sexta à tarde, contei com a amabilidade do Gerente Sr. Tói, arranjou uma mesa , entre as 12:30 e as 13;45, para...
"
24,"1hora de espera na mesa até chegar a carta, mesa reservada previamente!!!! , sentamos às 20h00 comida chegou às 22h10m, estamos a falar de uma quinta feira no mês de Setembro, desorganização, falta de atenção para os clientes
"
25,"A melhor carne de Porco preto grelhada que já comi. Éramos 6 pessoas e comemos entrecosto, lagartos e presas...qual delas a melhor!!! Salada de tomates fenomenal e batata frita excelente são o acompanhamento. Atendimento muito simpático e correcto. Preço / qualidade excelente. Pena a distância...
"
26,"É uma verdadeira casa alentejana.
Comida muita saborosa, a carne é maravilhosa e a salada de tomate é de outro mundo.
Simpatia do Dono e do restante staff são uma mais valia.
Espero voltar. Ainda bem que existem este sitios típicos, onde podemos comer bem...
"
27,"Este restaurante continua a ser um dos melhores de Beja. Nunca desilude. Excelente carne, bem grelhada acompanhada por umas boas batatas fritas e excelente salada de tomate. Ambiente simples e descontraído. Equipa simpática e atenciosa. Preço adequado. Saímos sempre satisfeitos e com vontade de voltar....
"
28,"Local muito acolhedor.
Recomendo os lagartinhos, os grelhados são todos fantasticos. Local a repetir numa proxima visita a Beja.
"
29,"Boa carne de porco preto, ótimas batatas e excelente salada de tomate!Fica sempre a vontade de voltar outra vez.
"
30,"Ambiente acolhedor, com staff simpático e atencioso. Carne de porco preto do melhor que há, sem dúvida que voltaremos. 5⭐
"
31,"É por estes restaurantes que vale a pena ter o tripadvisor, caso contrário não o encontraria. Carne de porco preto é a especialidade da casa. Comi presa ibérica que não conhecia e que estava excelente. Acompanhada de salada de tomate (temperada com sal grosso um...
"
32,"Excelente qualidade, onde não faltam o entrecosto, plumas e secretos. As batatas fritas não são congeladas e a salada de tomate vem com oregãos. É necessário telefonar primeiro a confirmar lugar.
"
33,"É sempre uma grande satisfação comer uma refeição neste restaurante especializado em carne de porco preto. Aconselho a marcar previamente.
"
34,"Local agradável, comida muito boa, carne bem grelhada, salada de tomate magnífica... atendimento 5 estrelas.... recomendo
"
35,"Este restaurante e mesmo muito. A entrada e algo estranha mas vale a pena la ir almocar ou jantar. A salada de tomate e efectivamente muito boa. Comemos plumas e lagartos e ambos estavam super tenros e suculentos.
A repetir, sem duvida!
"
36,"A quem quiser comer uma carne grelhada, recomendo este restaurante. Fica a alguns km de Beja mas vale bem a pena. A salada de tomate é fantástica já para não falar nas batatas feitas caseiras. Quem gostar de tarde de amêndoa aconselho. 
É um espaço...
"
37,"Restaurante simples e especialista em grelhados. A possibilidade de escolha é reduzida (carne de porco grelhada), mas bastante interessante. Excelente relação preço, quantidade e qualidade. Atendimento de bom nível.
"
38,"5*. Venho aqui de propósito para comer este entrecosto maravilhoso. Salada 5*. Aconselho a todos 😍 venham a Beja conhecer e provar
"
39,"Após chegada tardia para almoçar e mesmo assim muito bem recebidos.
Fomos surpreendidos pelo sabor magnífico da carne de porco preto (plumas, lagartos é uma costelinha) acompanhado por uma salada de tomate única.
O que resultou daí tivemos que lá voltar mais duas vezes em...
"
40,"Numa pequena aldeia bem escondida a poucos quilómetros de Beja fica este templo do porco preto.
Carne muito bem grelhada, salada de tomate 5 estrelas. Pessoal 6 estrelas. Divertidos e simpáticos.
Tudo a um preço muito simpático.
"
41,"Um dos melhores sitios pars comer um bom porco preto. Atendimento tipico e simpatico. Comida de chorar por mais. aconselho vivamente este espaço.
"
42,"Local típico alentejano, muito humilde. Cada funcionário tem a sua função, não adianta pedir logo comida pq a primeira menina do tratava das bebidas... É esperar e ponto. 
No entanto, vale a pena pela boa carne de porco preto que servem... Suculenta e muito tenra....
"
43,"Como era um grupo grande ligamos a pedir reserva. Na chegada o sr disse como tinha o restaurante cheio não garantia reserva para esperar um pouco. Uma hora depois perguntei porque não nos punham em 2 mesas. O sr mais novo veio ao balcão e...
"
44,"Vivo em Beja e é um dos restaurantes onde às vezes faço uma escapadinha. Todos os grelhados são fenomenais, o serviço é de qualidade, a comida excelente e recomendo os pratos de porco
"
45,"bom em todos os aspectos ao contrario da dona maria porque a higiene meu Deus .
Muito bom podem ir  confiança
"
46,"Atendimento do melhor com simplicidade e gentileza
Porco preto o melhor deste mundo
Salada tomate 5*
"
47,"Somos do Norte e viemos cá experimentar a tão bem falada carne de porco preto grelhada.
Carne de porco preto, salada de tomate e batatas fritas, simples e ótimo! Comida top, atendimento top (de salientar a simpatia do senhor mais velho super atencioso), preço top!...
"
48,"Local soberbo para comer carne de porco grelhada. Carne de qualidade, bem temperada e bem cozinhada. 
Restaurante pacato, modesto, com boa climatização. Em pleno verão não se sente a temperatura alta da rua.
Pessoal simpático e acolhedor. 
Local para ir com calma, sem pressas, para...
"
49,"Restaurante simples mas com comida vem confeccionada. Excelente carne de porco preto grelhada com  uma salada divinal! Convém marcar !
"
50,"Restaurante informal mas com carne grelhada fora do normal ! O vinho da casa podia ser um pouco melhor ! Carne, batatas fritas e salada de tomate , tudo cinco estrelas !
Convém marcar mesa com antecedência !
"
51,"Restaurante informal, refeições à base de grelhados salientando-se o entrecosto, porco preto e achigã.
Simpatia dos funcionários e preços razoáveis.
Convém reservar mesa pois está quase sempre lotado.
Ah... e não tenham medo da salada de tomate do Toy, até podem molhar o panito...
"
52,"Restaurante familiar com o amigo Toy Farois ao leme. Para se comer do melhor porco preto em Beja e arredores é obrigatório fazer uma visita a esta casa, a cerca de 5 kms da cidade no lugar de Porto Peles. Também serve por encomenda uma...
"
53,"Do melhor em Beja restaurante 5 estrelas boa comida boa bebida. Simpatia e eficiência. Servir bem e bem servir
"
54,"Aqui o porco preto grelhado é rei. Serviço algo lento, mas muita qualidade na carne e no tempo da grelha.
"
55,"Casa pequena e geralmente cheia. Os sabores estão no ponto certo. O entrecosto na brasa e a salada de tomate são obrigatórios.
"
56,"Serviço lento, boa comida.
A espera o r vezes é longa mas quando chega a carne grelhada no ponto tudo se esquece.
"
57,"Excelente qualidade a um preço muito acessível, muita simpatia no serviço, melhor porco preto que já comi, experiência a repetir.Convém usar gps para lá chegar mas vale bem o esforço
"
58,"Almoço de amigos neste simples restaurante bejense que serve carne porco preto de excelência. Costelinhas e plumas divinais, salada de tomate irrepreensível e batata frita tradicional... a beleza da simplicidade no meio da planície alentejana.
"
59,"mesmo com mesa marcada, levou cerca de 40 minutos para sermos atendidos! mas  pronto como era fim de semana e nada para fazer, compensou a espera com umas deliciosas plumas e entrecosto!
"
60,"Nada arrependidos por esperarmos pelo jantar. Fomos muito bem recebidos, para além disso foi-nos explicado toda a carta. Carne divinal e a melhor salada de tomate que alguma vez comemos. Qualidade vs preço do melhor. Voltaremos em breve.
"
61,"O restaurante Toy Farois é um local a visitar ( apesar de não ser fácil de lá chegar, mas só a primeira vez porque depois não tem nada que enganar).  O Porco Preto é o rei neste espaço com uma qualidade excepcional, comemos presa Ibérica...
"
62,"O ""Toi Farois "" é um restaurante que já tem fama, particularmente para os apreciadores do que o Alentejo tem de melhor, a carne de porco preto, o bom vinho, o ambiente simples e acolhedor são a junção dos elementos básicos para transformar este local,...
"
63,"Restaurante muito simples mas com uma ementa de carne porco preto grelhada fantástica. Salada de tomate muito boa, Na hora de escolher nada melhor que aceitar a sugestão do dono. v
"
64,"Apesar do caminho muito defeituoso, este lugar isolado surpreendeu. O dono é muito simpático. E a carne é divinal. Muito muito bom.
"
65,"A comida é simples, caseira mas muito saborosa. O espaço é simples, sempre cheio de gente. Sinceramente, não sei que magia fazem com a salada de tomate que só tem tomate e cebola, mas foi a melhor salada de tomate que já comi!
"
66,"Possivelmente o melhor restaurante onde comi desde que cheguei a Beja! Por mais reportes que tenha tido, a salada de tomate faz jus à fama e a carne grelhada.. bem, sem comentários! Entrecosto, lagartos, plumas, etc, tudo o que o porco preto tem para oferecer...
"
67,"A caminho de Évora fiz um desvio em Beja para conhecer o Restaurante Toy Farois, por sorte sem reserva apanhei a ultima mesa disponivel, o Porco Preto é o rei neste espaço com uma qualidade excepcional, comemos presa Ibérica e Entrecosto ( piano ), as...
"
68,"Restaurante típico, com comida, bebida atendimento de qualidade alentejana ( do melhor).
Sitio para voltar sempre que estejamos pelos lados alentejanos - BEJA - 
Qualidade vs quantidade
"
