,Avaliações
0,"Boa relação preços/qualidade.
Staff simpático, atento ao cumprimentos dos normas de proteção no contexto covid-19.
"
1,"Adorei o local. As opções são interessantes, provei um dos pratos do dia e sai extremamente satisfeito. O antedimento é excepcional. O que mais me agradou foi a simplicidade e simpatia das pessoas. Perfeito
"
2,"Muito obrigado pela sua avaliação
"
3,"Moderno, limpo, rápido atendimento, central, comida boa e com bom preço. De sobremesa os crepes com gelado são divinas🙂
"
4,"mas convinha sempre uma fiscalização nao de pessoas da cidade por causa dos conhecimentos mas sim pelos fiscais do HCCP  com fiscais de outras partes de portugal de mês a mês a essa, nao só nessa casa mas noutras tambem
"
5,"Mais
"
6,"Obrigado pelo seu feedback relacionado a esta questão de fiscalização, eu também concordo com o sr. que mencionou, ""não só nessa casa mas noutras também"" porque quem vai ler este comentário, ve que o problema esta do seu lado, não do nosso. 
Mais uma vez...
"
7,"Funcionários muito educados, simpáticos, sugeriram como sobremesa um doce muito bom, com um misto de frio e quente muito saboroso... a repetir!!
"
8,"muito obrigado
"
9,"Quando chegámos o restaurante estava encerrado para descanso do pessoal no entanto o dono Ioan abriu o restaurante para nós às 15:30. Bifinhos com cogumelos e feijoada de chocos foi o que pedimos para almoçar. Estava espectacular. Recomendo a todos. Bom e barato. Muito obrigado.
"
10,"Obrigado por tudo, meus amigos, serão bem vindos sempre.

A gerência
João
"
11,"Excelente restaurante, pratos apetitosos, staff muito simpático, ambiente renovado e muito acolhedor. excelente relação qualidade-preço!
"
12,"Muito obrigado
"
13,"O pessoal é muito simpático. 
O ambiente é acolhedor e calmo.
A comida é boa.
Encontra-se bem localizado.
"
14,"Boa comida, bom ambiente, bom atendimento. Dos melhores restaurantes de Beja para fazer jantares de grupo.
"
15,"Obrigado pela sua avaliação.
"
16,"É muito bom ! Tem preços em conta e a comida é top ! Fui num jantar de anos , fomos tratados 5* recomendo vivamente !
"
17,"Um sincero obrigado, esperar com muito agrado a sua nova visita .
"
18,"Muito bom como sempre, volte todos os dias de funcionamento porque não se vai arrepender. Obrigado!!
"
19,"Obrigado .
"
20,"Muito bom. 
A comida, o ambiente e o atendimento são ótimos. Ambiente simples e aconchegante. Vinhos bons.
"
21,"Obrigado pelos os elogios, sempre as ordem.
"
22,"Nós comemos aqui para o almoço, tivemos o salmão e ficamos muito impressionados. Nós somos do noroeste dos EUA, incluindo o Alasca, e tivemos muito salmão. Isso foi preparado com muita simplicidade e muito saboroso, tanto que voltamos para jantar no dia seguinte. O casal...
"
23,"que era dono do restaurante era muito bom, eles imigraram da Romênia e nós gostamos de conhecê-los. Os preços são muito razoáveis: tivemos dois jantares de salmão, sopa, salada, 1/2 litro de vinho e chegou a apenas 20 euros. Após quatro dias em Beja, este é definitivamente o nosso restaurante favorito.
"
24,"O serviço pode ser lento e severo - na verdade, a primeira vez que tentamos ir, fomos ignorados e deixados - mas a comida é boa e com preços razoáveis.
"
25,"Comida deliciosa: saborosa e em boa quantidade. Me deu uma sensação de ""comida da mãe"". Pratos bem apresentados. A equipe atenciosa e bom preço.
"
26,"Depois de um passeio curto por esta cidade doce nós descemos para ter alguma lanchonete. Fomos recebidos por um anfitrião muito dedicado e simpático. Ele nos deu muitas dicas sobre comida e vinhos. Nós nos sentimos muito confortáveis ​​e amor para voltar.
"
27,"Restaurante restaurante restaurante restaurante restaurante restaurante restaurante simp simp simp simp motivo motivo motivo motivo motivo motivo motivo motivo motivo motivo
Experimente este lugar com pessoas graciosas, como cozinheiro caseiro, excelente comida portuguesa e preços fantásticos!
 5 estrelas em serviço, preço e valor =)
"
28,"Este pequeno restaurante serve tanto para casais como para grupos de amigos. Ambas as nossas visitas foram excelentes. A primeira foi uma refeição italiana, a segunda foi café, Brandy e sorvete. O serviço e simpatia não poderia ser superado. Um casal maravilhoso. A localização é...
"
29,"literalmente oposta à Pousada Beja.
"
30,"É um pequeno restaurante de comida italiana. O proprietário é muito simpático, usando seu telefone celular com os aplicativos de tradução on-line do Google para se comunicar conosco.

Eu pedir macarrão de cogumelos e bacon, gosto é excelente. É muito melhor do que muitos outros...
"
31,"restaurantes italianos nas grandes cidades. Os outros pratos, como peixes grelhados, também são bons.

Preço de comida é muito razoável, um lugar agradável e amigável para desfrutar da sua refeição.
"
