,Avaliações
0,"Gostei muito das bifanas, preferi as bifanas grelhadas mas as duas são muito boas. Bom atendimento e muito simpaticos todos os funcionarios
"
1,"Recomendo uma visita para provarem a deliciosa carne, tanto nas bifanas, como nos pregos e principalmente no pica pau.  Quanto ao atendimento da gerência e de todo o staff muito obrigado, pela simpatia. Continuem assim.
"
2,"Ótimo ambiente, lugar aconchegante e agradável. Atendimento impecável, encontrei uma Brasileira como atendente (Priscila), me fez me sentir mais em casa ainda com a atenção prestada e recepção. Comida deliciosa, tudo fesquinho e saboroso.
"
3,"Boas bifanas 🥓, 
bom espaço 🌞🌞
 e
bom atendimento
5 estrelas 
Recomendo 
Vamos voltar 👥👥
🔝🔝🔝🔝🔝🔝🔝🔝🔝
"
4,"Mas há duvIdas?!
 As melhores bifanas, “prontos” as melhores da minha vida. E olha que ja tive em muitos sítios
"
5,"Cá eu tive a real percepção do que é uma excelente Bifana de verdade! Inesquecível!
Nada mais será como antes e sempre terei cá como referencial nos outros sítios que irei de agora em diante!
"
6,"As melhores bifanas de todo o sempre e mais além! Atendimento espetacular, gente simpática e comida deliciosa.
"
7,"Excelente local para comer umas boas bifanas, com qualidade de confecção e atendimento. Muito bom. Recomendável
"
8,"Ótimo atendimento, atendentes simpáticos, comida boa, lugar agradável, voltaremos em breve. Obrigada
"
9,"Ótimo local para comer e ser bem servido!
As melhores bifanas são as bifanas do marinho
Com toda a certeza é para voltar!!
"
10,"Almoço depois das 15 horas
Pedirmos o menu 1 e menu 2 para todos estava muito bom as batatas nao eram caseiras mas mesmo assim estavam muito boas
Recomendo para quem quer comer rapido e fora de horas.
"
11,"As Bifanas são excelentes, o pão torrado e a carne muito bem trabalhada.
Variedade do menu vasto com várias opções de escolha.
"
12,"Excelente atendimento e agilidade! 
Para quem busca um lanche saboroso e tradicional rápido aqui você tem essa ótima opção em Beja.
"
13,"Aconcelho a escolher o menu 2 vale a pena, muito bom e rápido acompanha com batatas fritas 
Excelente atendimento. Fora de horas, é do melhor
"
14,"As bifanas são excelentes e têm cervejas artesanais. O espaço é muito pequeno, portanto diria que a melhor opção seria take-away. A relação qualidade/preço é muito boa.
"
15,"Foi nos sugerido por colegas que já frequentam o estabelecimento desde a sua abertura.
Chegámos fora de horas, já no fecho da cozinha, o que não mudou em nada o excelente atendimento. 
Mesmo há hora do fecho, fomos servidos com qualidade e sem faltar qualquer...
"
16,"Mais
"
17,"Bom dia CSPA16,

Muito obrigado pela sua visita e pelas suas palavras.

Estamos gratos pela sua recomendação.

Cumprimentos
"
18,"Qualidade indiscutível e um atendimento de excelência.
Simpatia e vontade de agradar o cliente caracterizam este espaço. 
Recomendo vivamente
"
19,"Bom dia Carlos,

Muito obrigado pela sua visita e pelas suas palavras.

Estamos gratos pela sua recomendação.

Cumprimentos
"
20,"Bifanas e pregos fantásticos. Pode optar pelos menus, que são uma ótima escolha, com uma relação qualidade preço excelente.
Atendimento rápido e eficaz.
Uma excelente opção para comer no local mas também em take away ou delivery.
Recomendo vivamente!!
"
21,"Bom dia Valter Santos,

Muito obrigado pela sua visita e pelas suas palavras.

Estamos gratos pela sua recomendação.

Cumprimentos
"
22,"Agradável surpresa.
Na minha estadia em Beja, visitei 2 vezes as bifanas do Marinho. Optei as 2 vezes por menus de pregos e fiquei muito satisfeito com a qualidade, apresentação e preço. 
O único reparo será melhorar a qualidade das batatas fritas.
"
23,"Bom dia Bruno.

Muito obrigado pelas suas visitas, e ficamos muito satisfeitos pelo que facto de ter apreciado os nossos pregos. Registamos a sua recomendação, a qual agradecemos.

Cumprimentos.
"
24,"Muito bom, quem gosta de bígama ou prego no pão com os vários molhos. A visitar. Espaço pequenino mas acolhedor.
"
25,"Bom dia Alves,

Muito obrigado pela visita e pela descrição da sua experiência.

Cumprimentos
"
26,"Menus a um preço muito bom. Bifanas e pregos de porco preto com muita qualidade. Carne 5 estrelas.  Rápido atendimento
"
27,"Bom dia Pedro,

Muito obrigado pela sua visita e pelas suas palavras!

Até breve!

Cumprimentos
"
28,"Muita simpatia e qualidade. Pão fresco e carne tenrinha e saborosa. Ideal para um fim de tarde ou até mesmo um almoço rápido.
"
29,"Bom dia Odyssey695237,

Muito obrigado pela sua visita e pelas suas palavras!

Até breve!

Cumprimentos
"
30,"Moramos perto e agora que descobri este cantinho vou repetir e várias vezes pois é bom e barato! Pedimos o menu 5 por 10.50€ e vem com 3 pregos + 2 batatas + 2 bebidas. Chegamos pelo meio-dia e meia hora depois já se fazia...
"
31,"Boa tarde Tourist62809700117,
Muito obrigado pela sua visita e pelas suas palavras! Menu 5, excelente escolha :)
Grato pela recomendação! Até breve!
Cumprimentos
"
32,"Na volta das férias, com os restaurantes a abarrotar pelo caminho, salvaram as Bifanas, que seria o único estabelecimento aberto com refeições numa área de 50ms. Lá me desloquei a Beja, e caímos aqui, nesta zona industrial, famintos. 
Bom pão e bom bife! Tem menus...
"
33,"Boa tarde DSeixo,
Muito obrigado pela sua visita e pelas suas palavras!
É muito gratificante tomar conhecimento de que o desvio de 40km foi compensado com as nossas bifanas :)
Cumprimentos
"
34,"Excelente surpresa. Bifanas muito saborosas, com muito boa apresentação. Conceito interessante, feito com muita criatividade.
"
35,"Boa tarde Sunshine.

Muito obrigado pela sua visita e pelas suas palavras.

Grato pela recomendação! Até breve!

Cumprimentos
"
36,"Ótima carne, num excelente ambiente e muito descontraído. Boa cerveja. Atendimento 5 estrelas… resulta num tempo bem passado em família e num convívio espetacular. Recomendo plenamente!!
"
37,"Boa tarde frederic0z99.

Muito obrigado pela sua visita e pelas suas palavras.

Até breve! Grato pela recomendação :)

Cumprimentos
"
38,"Excelente carne, num ambiente descontraído. Boa cerveja... resulta num tempo bem passado, convivio agradável e uma refeição excelente. Recomendo o prego à Marinho!
"
39,"Boa tarde joaot982.

Muito obrigado pela sua visita e pelas suas palavras.

Gratos pela recomendação! Até breve!

Cumprimentos
"
40,"Excelentes Bifanas e pregos. Da melhor carne à excepcional confecção passando pela sempre simpatica forma de atendimento que caracteriza este profissional. Parabens Mario.
"
41,"Boa tarde Sérgio.

Muito obrigado pela sua visita e pelas suas palavras.

Até breve!

Cumprimentos
"
42,"Bom sítio para se comer, espaço agradável, bom atendimento e simpatia.
Preços acessíveis e bifanas saborosas
"
43,"Boa tarde Manulameira.

Muito obrigado pela sua visita e pelas suas palavras.

Até breve!

Cumprimentos
"
44,"Comida deliciosa!!! Estava em casa sem comer num belo fim de semana e como não tinha nada para comer em casa e já tinha ouvido falar das “Bifanas do Marinho” fui experimentar e fiquei muito satisfeito!! Recomendo vivamente
"
45,"Boa tarde Manuel.

Muito obrigado pela sua visita e pela sua recomendação.

Até breve!

Cumprimentos
"
46,"Muito bom mesmo, experiência para voltar vezes sem conta. Só ali indo e provando as excelentes bifanas. Bifanas maravilhosas, as melhores de Beja sem dúvida, as batatas igualmente, para não falar no convívio, o melhor turno é o da tarde deborah, Priscila e companhia, são...
"
47,"Boa tarde z_a290.

Muito obrigado pela sua visita e pelas suas palavras.

Gratos pela forma como descreveu a sua experiência gastronómica! Até breve!

Cumprimentos
"
48,"Um final de tarde convidativo para uma refeição informal ao ar livre.
Paramos nas Bifanas do Marinho.
Excelente acolhimento e serviço rápido.
Uma deliciosa carne recheava os pregos e as fantásticas bifanas.
Para beber, imperiais geladas e um bom vinho tinto.
Por fim uma mousse...
"
49,"Boa tarde Paula.

Muito obrigado pela sua visita e pelas suas palavras.

Gratos pela forma como descreveu a sua experiência gastronómica!

Cumprimentos
"
50,"10:30 h e  sem tomar o pequeno almoço, com muita fome, referenciaram me as bifanas do marinho, vale a pena exprimentar.
Recomendo vivamente o prego a marinho.
"
51,"Boa tarde Barbara.

Muito obrigado pela sua visita e pelas suas palavras.

Gratos pela recomendação.

Cumprimentos
"
52,"Gostei do serviço de atendimento, bifanas mesmo suculentas,  e grandes preços  a recomendar , é também  recomendado fora de horários de restauração
"
