,Avaliações
0,"Café num bairro de Beja tem um leque variado de doçaria tradicional alentejana, de muito boa qualidade.
Iguarias todas frescas, de boa qualidade e apresentação.
Serviço gentil.
A repetir, concerteza!
"
1,"Muito fraco, com pouca ou nenhuma opção de escolha.
Não pretendo voltar.
Salvou-se a simpatia da empregada que nos atendeu.
"
2,"Recomendo o ensopado de Borrego e as Migas
Serviço rápido e simpatia.
Preço nada a apontar.
Neste dia em V. Real de Stº António, comi péssimo e paguei quase o dobro
"
3,"Sempre o melhor pequeno-almoço - empadas deliciosas, e os bolos são todos muito acima da média. Queijadas, almofadas, tortas, amêndoas, etc. Até as torradas são melhores aqui :)
"
4,"A única coisa que gostei foi do café. O local é apertado, o atendimento é razoável, é barulhento, os produtos não são lá muito bons. Enfim, só um quebra-galho.
"
5,"Excelentes pratos! Bom cardápio. Atendimento ágil. Porções generosas e saborosas. Comida tipica portuguesa, que vale a pena! Funcionário simpáticos. Boas sobremesas. Vale a pena almoço ou jantar, ou mesmo passada no café. Localização central.
"
6,"Ensopado de borrego muito bom. Tipico alentejano.Mesmo no centro de Beja. Boa confeitaria,,,as melhores queijadinhas de requeijao...
"
7,"Ir ao ""Luis da Rocha"" é um clássico em Beja. Não só pela sua confeitaria (por exemplo, as trouxas de ovos fresquíssimas) mas também pelo belo design dos anos 50 que ainda mantem no seu interior. 
Subindo ao 1º andar, temos o Restaurante. O Gaspacho...
"
8,"com carapaus fritos é divinal: a sopa de pão com tomate vem pontuada com alguns pedaços de presunto e com os cubos de gelo necessários para a manter na temperatura ideal; os carapaus, apresentam-se não gordurosos como manda a lei. 
Uma iguaria a não perder no Verão!
"
9,"Mais
"
10,"Pessoal staff, .. muito atento, .. produtos confeccionados, .. no estabelecimento, muito bom!! *****
"
11,"Tudo mau: instalações, doces, atendimento, educação. Não se percebe a fama deste local, muito honestamente. Para nunca mais voltar!
"
12,"Sou de Beja, vivi praticamente toda a minha vida em Beja e conheço muito bem este café! O que era o Luis da Rocha e o que é hoje ! Dá vontade de chorar!! Empregados malcriados, cada cliente para eles é um chato, demoram imenso...
"
13,"Aquele restaurante típico com pratos bem como PF brasileiro: Arroz, salada, batata frita e a carne. Quanto às carnes, típicas da região: Cordeiro, porco, Lula.

Serviço e aquele que lá está há tantos anos que a prática supera a dedicação. 

Sem surpresas, enche a barriga...
"
14,"Migas 5* (carne um pouco seca 3*)
Costeletas de borrego 5*
Doce da casa 5*
Atendimento tanto no café como no restaurante 5*
"
15,"Meu deus! Este é mais 1 exemplo de muita fama sem qualquer sentido. Não se deixem enganar. O local é sujo e sombrio. Antiguidade não tem de significar uma infraestrutura completamente degrada, sem conforto, sem brio e totalmente desvalorizada. Os produtos doces são pedaços de...
"
16,"Adoro este local. Seja para lanchar, seja para almoçar. Pessoal sempre simpático e atencioso e a qualidade dos produtos excelente. Sempre que volto a Beja, tenho que lá ir almoçar e lanchar. Matar saudades da minha vida bejense. Mais informo, que o bolo de rei...
"
17,"muito ma experiencia em todos os sentidos. Falta de cortesia logo a recepçao a ementa praticamente a jogou em cima da mesa , cara fechada e muito amtipatica , possilvelmente a espera da reforma e nao de atender os clientes.A COMIDA DEIXA MUITO A DESEJAR.
"
18,"Pastelaria tradicional, onde se pode comer ou adquirir a doçaria tradicional da região, localoizada numa das ruas centrais da cidade, na sua zona comercial, é um local muito aprazível. Só é pena encerrar relativamente cedo, pelo que não permite a quem queira fazer uma refeição...
"
19,"Espaço centenário, com serviço formal e simpático. Comida saborosa, com modalidade de pratos do dia em conta.
"
20,"Uma pérola da cidade, um restaurante de um café centenário que é um ex-livris da cidade. Excelente comida, doses grandes e a bom preço. Os pratos do dia costumam ser bons. Recomendo o bife à Rocha e a carne de porco à alentejana. OS doces...
"
21,"Um espaço com muita história e ao mesmo tempo repleto de sabores. Os famosos porquinhos de amêndoa são umas das iguarias a degustar.
"
22,"Continua igual. Conheço a casa há 30 anos e nada mudou.
Ou melhor, a qualidade vai melhorando.
O tradicional porco de chocolate com ovo, amêndoa e gila.....
Delicioso
"
