,Avaliações
0,"Não recomendo de todo o restaurante. Praticam preços elevados para a qualidade apresentada. Foi uma deceção.
"
1,"A comida era muito saborosa e bem apresentada. O serviço foi muito simpático e eficiente. Está, sem dúvida, entre os melhores de Beja.
"
2,"As entradas deliciosas. os pratos com requinte. Serviço amável e atencioso. O espaço grandioso e ao mesmo tempo intimista.
"
3,"Jantar e pequeno-almoço num ambiente histórico,  muito bem servido,  delicioso, com toque de requinte,  staff atento e simpático.
"
4,"Espaço requintado, bem decorado e único em Beja. Staff muito atencioso, simpático e profissional.
Recomendo as bochechas de porco preto com migas e para sobremesa o mix de doçaria regional....com muitas calorias mas “dias não são dias”.
Carta de vinhos com uma selecção.
"
5,"Obrigada pelos seus comentários e avaliação. Cumprimentos
"
6,"excelente comida, ementa diversificada, numa pousada que foi adaptada de um antigo convento e quartel militar. Um lugar onde levo convidados que tenho de tratar bem
"
7,"Exelente confecção,desdes as entradas aos pratos principais e sobremesas.
Atendimento muito bom sempre atentos ao cliente.
Apresentação das mesas e decoração.
"
8,"Restaurante romântico, agradável e com ótimo atendimento. A comida é muito boas típica da região do Alentejo. É uma boa opção para quem está visitando Beja.
"
9,"Integrado na pousada o restaurante apresenta-se uma alternativa eficiente no inverno para quem já não tenha coragem de ir em busca de local para jantar. Ambiente sóbrio mas descontraído. Pessoal afável e muito simpático. Sobre a refeição apenas razoável..apesar de ter sido utilizado um voucher...
"
10,"das pousadas ( o que condiciona a escolha dos pratos) parece-me que os escolhidos (bochechas de por o e frango com arroz basmati) não sobressaem na sua confecção face a outros. Boa nota para as pataniscas de bacalhau. Leves, bem escorridinhas da fritura e com bacalhau a sério ( e não apenas essência de bacalhau...)!
"
11,"Mais
"
12,"Restaurante do belo hotel Pousada São Francisco, do Grupo Pestana , apresenta ótimas instalações, tanto no salão interno quanto na agradável esplanada . O atendimento foi excelente , mas em se tratando de restaurante, a comida pecou pela confecção. Pedimos um prato de frango que...
"
13,"veio com um molho sem consistência e de sabor irreconhecível . A carne estava algo insossa e pálida  e o arroz passou do ponto . A sobremesa estava doce demais  o que mascarou os sabores.Penso que nesse dia o chef nem o sous  chef deveriam estar presentes.Estava , digamos comível , mas nada do que se esperava .
"
14,"Alta gastronomia em um ambiente de arquitetura gótica, requintado e com serviço de primeira. Vale a pena conhecer apesar do preço um pouco mais elevado que o habitual!
"
15,"Comida bem confecionada, num ambiente muito agradável, com atendimento competente e profissional. 
A comida é de boa qualidade e está bem apresentada mas não fica na memória.
"
16,"Este restaurante mostra na perfeição o que de melhor se faz na cozinha típica Alentejana, para voltar em breve.
"
17,"Estimado Hospede, 
Agradecemos a preferência bem como o envio da sua simpática opinião sobre a refeição no Restaurante da Pousada Convento de Beja, que mereceu a nossa melhor atenção. Os comentários dos nossos clientes são para nós um estimulo e uma oportunidade de melhoria continua....
"
18,"Muito bom, apesar do preço ser muito mais alto que qualquer restaurante na cidade. Mas vale a pena,. Costeletas de borregos com massa folhada, espinafre e maçãs, com redução de vinho, mel e hortelã. Robalo com risoto de coentros. Ambos ótimos. Serviço muito bom
"
19,"Estimado Cliente,
Agradecemos a preferência bem como o envio da sua simpática opinião sobre a refeição no Restaurante da Pousada Convento de Beja, que mereceu a nossa melhor atenção. Os comentários dos nossos clientes são para nós um estimulo e uma oportunidade de melhoria continua....
"
20,"Comi uma sopa de cação que estava uma delícia. Bom atendimento simpáticos e atenciosos. A sobremesa uma sericaia que estava fresquissima. Recomendo.
"
21,"Estimada Sr.ª D.ª Manuela,
Agradecemos a preferência bem como o envio da sua simpática opinião sobre a refeição no Restaurante da Pousada Convento de Beja, que mereceu a nossa melhor atenção. Os comentários dos nossos clientes são para nós um estimulo e uma oportunidade de...
"
22,"Excelente restaurante com decoração rústica requintada, menu de casamento super saboroso, composto por entrada - Caldo Rico da Nossa Terra, Prato Principal - Nacos de Vitela com Flan de Batata a acompanhar com Ratatouille com cogumelos recheados... Staff super simpáticos atenciosos e muito competentes...
"
23,"Estimado Sr.º Hugo,
Agradecemos a preferência bem como o envio da sua simpática opinião sobre a refeição no Restaurante da Pousada Convento de Beja, que mereceu a nossa melhor atenção. Os comentários dos nossos clientes são para nós um estimulo e uma oportunidade de melhoria...
"
24,"A refeição estava deliciosa, desde a sopa de melão passando pelo carré de borrego e terminando na sobremesa, o serviço foi muito simpático e atencioso.
"
25,"Estimada Sr.ª D.ª Isabel,
Agradecemos a preferência bem como o envio da sua simpática opinião sobre a refeição no Restaurante da Pousada Convento de Beja, que mereceu a nossa melhor atenção. Os comentários dos nossos clientes são para nós um estimulo e uma oportunidade de...
"
26,"Uma refeição recheada de excelentes pormenores e com os sabores bem definidos e recheados de surpresa.
"
27,"Estimado Sr.º Carlos,
Agradecemos a preferência bem como o envio da sua simpática opinião sobre a refeição no Restaurante da Pousada Convento de Beja, que mereceu a nossa melhor atenção. Os comentários dos nossos clientes são para nós um estimulo e uma oportunidade de melhoria...
"
28,"Comida estava execelente desde as entradas, sopa, os dois pratos e a sobremesa essa que sera um bolo de aniversário.
"
29,"Estimada Sr.ª D.ª Filipa,
Agradecemos a preferência bem como o envio da sua simpática opinião sobre a refeição no Restaurante da Pousada Convento de Beja, que mereceu a nossa melhor atenção. Os comentários dos nossos clientes são para nós um estimulo e uma oportunidade de...
"
30,"Ambiente muito acolhedor com sabores maravilhosos! 
Simpatia a acompanhar um jantar muito Romântico! Muito obrigada por nos receberem de maneira tão carinhosa❤️
"
31,"Comida requintada, carta de vinhos de qualidade (mas tem que ser provado com cuidado) e serviço de muito boa qualidade.
Os pratos regionais recomendam-se.
Vale também pelo convento transformado hoje numa pousada.
"
32,"Estive hospedado nesta pousada, e a nível de restaurante a comida, no primeiro dia, o polvo era satisfatório um pouco rijo, no segundo dia o bife de espadarte era delicioso, recomendo vivamente! Em relação ao serviço, podia ser melhor pois existem algumas falhas, algumas de...
"
33,"Estimado Sr.º Daniel,
Agradecemos a preferência bem como o envio da sua simpática opinião sobre a refeição no Restaurante da Pousada Convento de Beja, que mereceu a nossa melhor atenção. Os comentários dos nossos clientes são para nós um estimulo e uma oportunidade de melhoria...
"
34,"Excelente confecção das refeições e ótima apresentação dos pratos . Pessoal muito profissional, notando-se perfeitamente que têm curso de hotelaria
"
35,"Estimadada Sr.ª D.ª Orquidea,
Agradecemos a preferência bem como o envio da sua simpática opinião sobre a refeição no Restaurante da Pousada Convento de Beja, que mereceu a nossa melhor atenção. Os comentários dos nossos clientes são para nós um estimulo e uma oportunidade de...
"
36,"Jantei por duas vezes no restaurante da pousada durante a minha estadia. A primeira não correu bem, a segunda foi muito bom. Jantei lá na noite do dia dos namorados. O restaurante está bem composto e comecei por observar que estavam apenas dois empregados e...
"
37,"Estimada Sr.ª D.ª S~~ao,
Agradecemos a preferência bem como o envio da sua simpática opinião sobre a refeição no Restaurante da Pousada Convento de Beja, que mereceu a nossa melhor atenção. Os comentários dos nossos clientes são para nós um estimulo e uma oportunidade de...
"
38,"Foi uma das pousadas de Portugal mais pilhada que fiquei. Na antiga igreja que hoje é rspaço destinada a locação de festas nenhum resquício do passado, somente as paredes. O jardim interno totalmente abandonado, cheio de lodo. Os quartos e banheiros precisam ser urgentemente reformados....
"
39,"Embora o nível dos restaurantes das Pousadas de Portugal não seja claramente homogéneo, há um número assinalável deles que se destacam pela qualidade requintada dos seus pratos e pela beleza dos espaços onde se encontram, enquanto por outro lado (menos positivo) os preços não costumam...
"
40,"Local Magnífico com profissionais muito qualificados. Excelente serviço. Magnífica comida. O Local é mágico e amplo.
"
41,"As entradas com patés estavam muito agradáveis. Os pratos de borrego e a perna de porco com castanhas estavam muito boas. A não perder, no final a doçaria conventual. Recomendo.
"
42,"Restaurante espaçoso, mas embora fosse um dia frio, estava um clima agradável. Os clientes éramos nós e outro casal, mas o empregado que nos servia era muito simpático e bem disposto, por isso mereceu a gorjeta que deixamos. Os pratos eram bem decorados e bem...
"
43,"Boas instalações, bom ambiente, mas comida muito sofisticada. O conceito anterior das Pousadas em relação à comida era muito melhor. Tente terminar desfrutar da comida local como é e não transformá-lo em ""noubelle cuisine""
"
44,"Nós precisávamos passar a noite em Beja, então escolhemos a Pousada para experimentar a comida. Passamos uma hora no bar antes de entrar na sala de jantar. O menu foi pequeno no entanto houve pratos para todos os gostos. Nós tivemos sopa de galinha que...
"
45,"estava deliciosa seguidas pelos Porcos de Bochechas tradicionais que eram servidos com pêra em molho de vinho tinto, delicioso. Sorvete de baunilha simples servido para terminar a nossa refeição. O menu de bebidas foi novamente bastante limitado e no lado caro. A equipe foi excelente a ser atencioso, mas não avassalador.
O café da manhã foi uma grande mesa de buffet com tudo o que você poderia imaginar. Excelente salada de frutas, laranja fresca e outros sucos e escolha de café ou vários tipos de chá e chocolate. A mesa cozida tinha bacon, ovos mexidos e tomates, os quais foram preparados com perfeição.
"
46,"A comida foi realmente bom e o Place é realmente agradável.
A equipe foi muito bom, mas um pouco lento.
Os preços eram caros, mas talvez proporcional à comida que tínhamos. No entanto alguns itens foram realmente as como um terrible expresso para 2. 50...
"
47,"euros ou uma lata de refrigerante.
Geral eu recomendaria este lugar.
"
48,"Restaurante elegante com comida tradicional alentejana apresentada de forma bonita. A equipe em espera dá bons conselhos e serviços.
"
49,"Em um grande, grande sala, a cantina do antigo mosteiro, os hóspedes podem desfrutar de pratos regionais, bem como pratos clássicos internacionais.
Embora o ambiente é muito agradável, estar ciente de que pratos são apenas média qualidade alimentar e é caro para Português normas. Existem...
"
50,"opções melhores e mais baratas em Beja

Talvez um dia pode ser um bom lugar para jantar ...
"
