,Avaliações
0,"A evitar. Serviço lento. Meia hora após o pedido vieram à mesa dizer que não tinham dois dos pedidos disponíveis. Bacalhau sem sabor. Bife da vazia nervoso. Aproveitaram-se as plumas e uma boa costeleta servida, por engano, ao invés de um bife. Sem MB.
"
1,"Espaço e ambiente muito agradável. Refeição despretensiosa de elevada qualidade. Recomendo bastante.
"
2,"Venho apenas elogiar a comida servida, nem sempre tem o melhor serviço de mesa, nem o melhor ambiente, nem as melhores sangrias; Mas tem sempre a melhor comida com um sabor delicioso e sem sabores elaborados ou processados em fábricas.
Dá a sensação que muitos...
"
3,"dos pratos levam ingredientes caseiros e naturai da ""horta"" ali ao lado!
"
4,"Mais
"
5,"Fotos e menu disponíveis no trip advisor levam a acreditar que se trata de uma agradável alternativa aos restaurantes tradicionais alentejanos, não só pelo conteúdo do menu, mas também pelo ambiente da casa.

Infelizmente a nossa experiência foi uma desilusão:

Sala de refeições desconfortável por...
"
6,"ser fria, dado existir uma corrente de ar permanente que corria ao longo das mesas.
Casa de banho dos homens (pelo menos) com muito mau aspecto (interruptor da luz partido, aspecto geral pouco higiénico).
Acesso à dita, muito mal iluminado.

A maior parte das opções do menu não estavam disponíveis.
Refeição com uma qualidade e aspecto banais, a não fazer jus às fotos.
Nem por isso barata.

Para uma casa que se auto-intitula ""Museu do Vinho"", a variedade da oferta de vinhos foi um dos aspectos mais negatívos: 
Havia apenas 3 (!) vinhos tintos à escolha (ao contrário do que se pode ver na carta), e apenas dos mais comuns.
E ainda percebemos mais tarde que de 1 dos 3 havia apenas uma única garrafa disponível no restaurante!

A pandemia poderá justificar alguma redução na qualidade do serviço, mas não desculpa tudo (por exemplo, não desculpa a escassez da oferta de vinhos), até porque visitei outros restaurantes da zona, na mesma altura, e as experiências foram bem mais positivas.

Este restaurante deixa muito a desejar e certamente não voltará a ser opção no futuro.
Não recomendo de todo.
"
7,"Descobrimos o local por acaso e bendita a hora! O sítio é lindo e muito acolhedor! O atendimento é fantástico e supersimpático! 5 estrelas! Recomendo vivamente!
"
8,"Atendimento super antipático, a sra que faz o atendimento à mesa não é minimamente simpática. Alguns dos pratos pedidos não se encontravam disponíveis e o atendimento é efectuado a mesa sem o uso de máscara, o que face aos tempos que correm não é aceitável.
"
9,"A Senhora que a atendeu, tem duas licenciaturas.. é uma Senhora extremamente educada e afável...O que não é o seu caso. querida senhorita.. que não tem com certeza nem 4 classes....E ainda por cima mentirosa....(onde é que o .....seu companheiro a encontrou????) A SENHORA que...
"
10,"Pedimos a costoletinhas de borrego com migas e os lombinhos com cogumelos com batata frita. Estava tudo muito bom.
"
11,"Do melhor que o Alentejo tem coisa BOA, cosinha 5 estrelas antendimento perfeito do melhor nao ha palavras
"
12,"Tudo delicioso... adoramos o peito frango com molho de limão, o arroz do chef, costeletas de borrego, plumas e o bife Angus maravilhoso..., estava tudo maravilhoso, já está nos favoritos quando passar em Beja com certeza farei uma paragem
"
13,"Bom ambiente, acolhedor e confortável, muito boa comida, pessoal muito simpático! Visitamos o início do museu, interessante. A voltar!
"
14,"Serviço fraco e o restaurante estava vazio. Um empregado a fazer tudo, servir as mesas, fazer a comida e receber pagamento. Muito fraco para aquilo que mostrava. Muito caro para o menu apresentado.
"
15,"O ambiente é quente, acolhedor, cores quentes.
Os medalhões são os mais macios que comi. Muito bem servido. Batatinhas com alho deliciosas. Vinho ao jarro muito bom.
Para voltar!
"
16,"Pedimos costeletinhas de borrego com arroz do chef. Divinal. Migas de camarão. Panacota com molho de frutos silvestres.
Atendimento muito bom.
"
17,"Comida maravilhosa.....fresca, saborosa, atendimento atencioso personalizado. Comida portuguesa, e do mundo.
"
18,"O que para mim melhor caracteriza este Restaurante são as pessoas que o compõem. Atendimento acolhedor num espaço tradicional/rústico. Cozinha de boa qualidade e flexível a dieta vegetariana.
"
19,"Tivemos dificuldade em arranjar restaurante e aqui foi, após 4 tentativas noutros locais, onde fomos recebidos!  Comida muito boa com ingredientes frescos, costelinhas de cordeiro,  plumas e migas tudo muito bom!  Serviço razoável,  valeu a pena!
"
20,"Muito bom! Recomendo vivamente. A decoração é fantástica a comida e o serviço também. A voltar brevemente
"
21,"Excelente comida e serviço de primeira qualidade!!! A qualidade, apresentação e sabor do prato pedido foi sensacional!
"
22,"A comida é bem confeccionada e está em linha com os preços praticados. O ponto forte do espaço é mesmo a sua decoração/ambiente. Adorámos.

Ponto a melhorar: para um restaurante que se chama ""Adega do Castelo - Museu do Vinho"", achei a carta de vinhos...
"
23,"Muito típico sem dúvida. 
Boa ementa mas.... quando pedimos seja o que for o empregado prontamente diz....” - acho que não temos. “
Acabam por ter, mas quando digo a tudo è a tudo mesmo.
Pedi a posta alentejana com pimenta verde, considero normal, a...
"
24,"Eu conheço esta casa desde o seu esqueleto e digo que não existiu nenhuma vez em que me arrependesse de vir ca jantar ou almoçar, recomendo a todos e aqui fica uma foto da entrada da qual a imagem fala por si!!! 
Venham descobrir!
"
25,"Restaurante escondido mas divino. A comida estava óptima, com carnes de qualidade superior. O serviço é muito eficiente e a música ambiente bastante agradável.
Aconselho os vinhos da casa pois são realmente surpreendentes.
Uma experiência fantástica e sem dúvida a repetir
"
26,"Passámos pelo restaurante por acaso, mas revelou-se uma excelente surpresa. O serviço foi muito rápido e cuidado e a comida estava deliciosa. Recomendo!
"
27,"de passagem por Beja com a família, uma agradável surpresa. comida bem confeccionada. voltaremos numa próxima oportunidade.
"
28,"Sítio muito agradável. Carta nada pretensiosa com pratos simples mas muito bem confeccionados e em doses bem razoáveis. 
Bom atendimento.
Preço um pouco superior à média mas justo.
Voltarei com toda a certeza!
"
29,"Simplesmente n existem palavras quando a perfeição é atingida num prato o de se vê e se prova a fusão de alguem com muita experiência, venham e provem porque vão desejar mais!!!
"
30,"É muito complicado arranjar um restaurante em Beja que sirva mais do que carne de porco ou bacalhau. Já em desespero conseguimos encontrar esta Adega. Óptimo arroz com vegetais, boas sobremesas de frutas, vinho a copo adequado à refeição, simpatia q.b.
"
31,"O espaço é muito agradável e bem decorado mas o atendimento pode ser mais simpático.
A comida é bastante boa e recomendo vivamente as gambas al ajillo, o lombo de bacalhau assado no forno e, principalmente, a carne de angus, que estava muito bem confecionada....
"
32,"Positivo: Comida saborosa, sem impressionar.

Negativo: Serviço pouco simpático, nem ""boa noite"" disseram. Restaurante sem vinhos, quando na carta apresentam vários, o mesmo acontecendo com os pratos principais.
Só tinham 1 sobremesa quando na carta de sobremesas tinham vários.
Muito caro para a qualidade dos...
"
33,"Fui com o meu marido, a comida servida estava bem confeccionado e de apresentação cuidada mas o espaço chama-se museu do vinho, tem uma carta de vinhos curta... e quando tentamos escolher um vinho obtivemos por diversas vezes a resposta "" esse não temos""!
É...
"
34,"Restaurante unico em Beja.Parabens!!!Boa comida,bom servico.Um ambiente familiar com uma decoracao evocando velhos tempos...Recomenda-se.
"
35,"Restaurante maravilhoso que encontramos andando em Beja. A comida foi incrível e a equipe foi maravilhosa. É altamente recomendável!
"
36,"Nós estávamos nas proximidades e paramos para o almoço. Que ótima experiência. O serviço foi rápido e gentil. Todos os pratos foram excelentes e muito bom, com preços moderados vinho. Retornaria em uma heartbeat.
"
37,"Escolhemos este lugar. Foi bastante mas a comida é muito boa! Você tem que visitar este lugar. Tomei o bife com molho de pimenta e meu amigo o bacalhau com batatas. Foi tão delicioso! Garçom é amigável também! É pena que não muitas pessoas visitam...
"
38,"este lugar!
"
39,"Já um cliente no restaurante / local anterior, nada de importante foi perdido na mudança.
A comida é tão boa como sempre foi. . .
Talvez o nome seja incorreto. . .
Digamos que eu vá com mais frequência a esse restaurante do que a...
"
40,"todos os outros juntos. . . Esta é uma afirmação forte o suficiente?
"
