,Avaliações
0,"Bom ambiente, staff prestativo, peixe fresco e bem confeccionado. Preço acessível. Certamente a repetir em outra ocasião.
"
1,"Os peixes disponíveis para serem cozinhados estão expostos numa vitrine frigorífica à entrada. O cliente pode escolher exatamente o que prefere. Serviço simpático e eficiente.
"
2,"Muito bom servico.Empregados muito simpaticos e comida muito boa. Em frente ao hotel Melis.
Pedimos porco preto, muito bom,e o prato fo dia,lombo de porco com ananas.
Vamos voltar sempre que passarmos por Beja.
Cumprimentos aos chefes.
"
3,"Alojados em Beja, optamos por este restaurante por ser próximo do Hotel.
Fomos jantar, e já não havia grande variedade de peixe. Pedimos lulas que tivemos de complementar  com chocos para chegar para os dois. Estava tudo fresco e bem confecionado. Os acompanhemos também estavam...
"
4,"muito bons.
Recepção sofrível mas atendimento bom.
"
5,"Mais
"
6,"Recomendado por varias pessoas, ficamos principalmente emocionados pelo lado humano das pessoas que nos atenderam...obrigado pela vossa ajuda e extrema simpatia num momento de muito stress...bem haja para todos!!
"
7,"Excelente restaurante com muito e bom peixe, boas entradas, pessoal muito profissional e muito boa relação preço/qualidade.
"
8,"Adoramos os pratos mas o atendimento do rapaz de barba deixou a desejar pois parecia estar aborrecido, talvez pela correria do restaurante muito cheio à hora do almoço. Apesar de compreender, ele deveria lembrar-se de se deixar afetar pois transmitiu isso aos clientes. A moça...
"
9,"foi bem mais atenciosa, educada e gentil. Vale a pena relevar esse pequeno deslize e voltar. Recomendo.
"
10,"Vivo em Beja e é um dos restaurantes onde vou mais vezes. A especialidade são os peixes frescos, que tornam este restaurantes diferente dos da maioria da cidade. OS grelhados de porco preto também são de recomendar.
"
11,"Apenas satisfatório, ficou aquém das expectativas. No entanto é um local agradável para almoçar ou jantar.
"
12,"Mista de porco preto a chegar sem a batata frita...ah e tal avariou-se a fritadeira. Comeu-se as doses com um pouquito de arroz e salada! Pagou-se as doses por inteiro! Tchau...
"
13,"Bom sítio para comer peixe!uma vasta variadade de peixe apesar da demorada gostei quando estiver de passagem irei voltar
"
14,"Fiz varias refeições e todas elas foram particularmente boas. A atenção dispensada, a confeção, a escolha dos pratos tudo foi dentro so esperado.
"
