,Avaliações
0,"Tudo Bom. Pizza muitíssimo boa. Comi a Dona Maria, a rúcula e o parmesão dão aquele toque especial à Pizza. O camarão frito de entrada estava bom.
"
1,"A pizza estava muito mal confecionada. Salgada, ingredientes de baixa qualidade (azeitonas de lata) e aglomerados no centro da pizza. Tinha tanto molho de tomate que este neutralizava todos os outros sabores. Pedi sem um dos ingredientes (beringela) e veio à mesma. 
Pedi pizza desta...
"
2,"pizzaria por engano. Pretendia da Dona Maria Deck. E logo na primeira dentada fiquei lamentavelmente aborrecida com o meu engano, porque a qualidade nada tem a ver.
Experiência a não repetir.
"
3,"Mais
"
4,"Distanciamento entre mesas não cumpria o exigido, nas minhas costas estava um cliente a no Max 50cm de distância. foi pedido uma salada sem um dos ingredientes, pedido que não foi atendido, além do que a salada demorou pelo menos uns 5 a 10m mais...
"
5,"do que as pizzas. Empregado simpático mas pouco atento.
Comida razoável para o valor cobrado.
"
6,"Fomos ao Dona Maria Deck, o espaço é TOP. Excelente esplanada. As refeições são de boa qualidade. O atendimento foi bom.
"
7,"Dos melhores sítios de Beja para Almoçar/Jantar! Boa relação qualidade:preço. É dos meus sítios preferidos para jantares de grupo ou com a família.
"
8,"Mesmo com pouca gente no restaurante e cinco funcionários estivemos mais de 45 minutos à espera alegadamente porque não saiu o talão com o nosso pedido, e meia hora depois lá deram conta. Curiosamente os outros pedidos saíram. As pizzas são aceitáveis, não recomendo. Há...
"
9,"outra pizzaria ótima em Beja onde isto não acontece.
"
10,"Recomendo principalmente pela qualidade das pizzas. Espaço acolhedor no centro da cidade, Staff simpático e amigável, doses bem servidas, excelentes pizzas e preço muito razoável. 5 estrelas!
"
11,"Pessoal staff, .. Arrogantes!! Imenso tempo de espera, .. sem interligação, .. pessoas conhecidas, passam há frente, .. sem lista de espera, .. esquecer @@@
"
12,"Bom dia... Referente à sua avaliação sobre o staff não tem razão... ""ARROGANTES""????? Estão abertas vagas para o restaurante, estou a sua espera para iniciar já hoje, depois vou avaliar o seu desempenho para ver se tem capacidade para trabalhar ao nosso nível.... Aliás (Duvido)!!!!...
"
13,"Espaço confortável (em particular na esplanada interior à sombra) mas pratos apenas razoáveis. Duas pessoas jantam bem por 20€.
"
14,"Se lá vão peçam apenas pizza. Devem ser razoáveis a avaliar pela adesão da clientela. Fujam das pastas o cozinheiro nem sabe o que isso é ou como se faz. Pedi uma carbonara, um prato que é ""igual"" em todo o lado. Veio uma travessa...
"
15,"com um kilo de fusilli com pedaços de fiambre semeados por cima, tudo afogado num pacote inteiro de nata líquida. 
As duas estrelas são para os empregados de mesa, simpáticos e atentos. Para a cozinha seguem zero estrelas.
"
16,"Fui com a minha família comer ao Dona Maria após ter visto fotos no tripadvisor e me ter chamado atenção. Bem.... para entrada pedimos um pao de alho que mais parecia a refeição ... no formato de pizza,  o que quase encheu. Como tínhamos pedido...
"
17,"Excelente menu e ótimo atendimento. Gostei muito do serviço e do atendimento. Pessoal educado e a desempenhar um bom trabalho. Parabéns.
"
18,"Boa refeição num ambiente descontraído. Pizzas de muito boa qualidade. Possui explanada em pátio interior.
"
19,"Restaurante simpático com uma excelente relação qualidade preço.

Serviço muito atencioso e rápido

Doses descomunais e bem cozinhadas
"
20,"Fui na passada quinta-feira ai restaurante Dona Maria, pedi uns secretos de porco preto, estavam muito saborosos, mas achei pouca a quantidade. No fim peço uma mousse de chocolate para sobremesa, a mousse devia ter mais de um mês de frigorífico, estava estalada e duríssima....
"
21,"Excelente relação qualidade preço. É sempre um grande prazer tomar uma refeição neste restaurante de excelente qualidade e localização.
"
22,"Vamos em família várias vezes. Já se tornou um dos nossos favoritos na cidade. 

Atendimento simpático e rápido. Bom ambiente.

Qualidade dos produtos mantém o padrão, embora possa melhorar pequenos pormenores.

Dois pontos negativos na última visita, que influenciam mais a experiência como um todo...
"
23,"Cara Tour197711,
Ficamos contentes por saber que fazemos parte do seu roteiro e preferência.

Como deve compreender, os problemas na rede wi-fi podem ocorrer. No entanto a música podemos fazer qualquer coisa ;) Por sua recomendação iremos actualizar a playlist.

Obrigado pela visita, esperamos por...
"
